This file was generated by Console at 2021:06:12-00:00:01



[2021:06:12-00:00:01]  (Local) -> (LOCAL)[1]NexoFX: lol
[2021:06:12-03:32:49]  (Global) -> RIPD~>SantaTrinidad|#9E016Cà¶ž: no cambio los blids
[2021:06:12-03:32:50]  (Global) -> RIPD'mata|#9E016Cà¶ž: OCAMPO PERO NO VES QUE NOS CONFUNDIMOS CON ESE POCO DE GENTE AHI
[2021:06:12-03:32:52]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: ocampo no tengo deagle
[2021:06:12-03:32:56]  (Global) -> DANIELITA[CDG]|#CBFF00âœ˜ : :0
[2021:06:12-03:32:56]  (Local) -> (LOCAL)[1]javier2cb: el gris
[2021:06:12-03:32:58]  (Global) -> Valak|#000000â€ : dele
[2021:06:12-03:33:02]  (Local) -> (LOCAL)[2]javier2cb: cuesta 9 en ka tienda
[2021:06:12-03:33:04]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: mk ni se quien es quien
[2021:06:12-03:33:05]  (Local) -> (LOCAL)[2]javier2cb: se lo dejo a 8
[2021:06:12-03:33:06]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: que pereza
[2021:06:12-03:33:07]  (Global) -> biya'2cb: vendo bareta y bf injection
[2021:06:12-03:33:07]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: Â¯\_( Í¡â›â€¯ÍœÊ– Í¡â›)_/Â¯
[2021:06:12-03:33:08]  (Global) -> DARKER(TDF): Junior908  Junior908
[2021:06:12-03:33:09]  (Global) -> DesertedUncle87: no deja -3-
[2021:06:12-03:33:10]  (Global) -> RIPD'mata|#9E016Cà¶ž: No veo un culoNAA
[2021:06:12-03:33:10]  (Global) -> ALFONSO_GAVIRIA: se queire hacer chusar?
[2021:06:12-03:33:12]  (Global) -> DARKER(TDF): DONDE ESTAAAAAAAAAAAAAAAA
[2021:06:12-03:33:13]  (Global) -> ALFONSO_GAVIRIA: jajaja
[2021:06:12-03:33:14]  (Global) -> #CBFF00SEXO~>Soltec|#CBFF00âœ˜ : deje asi
[2021:06:12-03:33:14]  (Global) -> RIPD~>SantaTrinidad|#9E016Cà¶ž: te estamos diciendo
[2021:06:12-03:33:15]  (Global) -> RIPD~>Spcem'DeTemeer~|#CBFF00âœ˜ : Ocampro cambia los blipssss
[2021:06:12-03:33:16]  (Global) -> RIPD~>SantaTrinidad|#9E016Cà¶ž: ahg
[2021:06:12-03:33:16]  (Global) -> FrightenedLyre54: nos vemos
[2021:06:12-03:33:18]  (Global) -> SEXO~>Catre^|#9800D1GDT!: blip verdes para los otros nea
[2021:06:12-03:33:18]  (Global) -> Junior908: tson 18 palos
[2021:06:12-03:33:18]  (Global) -> RIPD'mata|#9E016Cà¶ž: Que se quiten de ahi
[2021:06:12-03:33:20]  (Global) -> RIPD~>Spcem'DeTemeer~|#CBFF00âœ˜ : Y saca los que no son del evento
[2021:06:12-03:33:20]  (Global) -> RIPD~>SantaTrinidad|#9E016Cà¶ž: hace media hora
[2021:06:12-03:33:20]  (Global) -> #CBFF00SEXO~>Soltec|#CBFF00âœ˜ : na
[2021:06:12-03:33:23]  (Global) -> SEXO~>Catre^|#9800D1GDT!: los que no tienen nada que ver
[2021:06:12-03:33:24]  (Global) -> ALFONSO_GAVIRIA: precioan g
[2021:06:12-03:33:25]  (Global) -> Junior908:  osea millones
[2021:06:12-03:33:26]  (Global) -> lil_kiba14: daviiiiiid
[2021:06:12-03:33:28]  (Global) -> #CBFF00SEXO~>Soltec|#CBFF00âœ˜ : sea serio
[2021:06:12-03:33:28]  (Global) -> SEXO~>Oreo|#CBFF00âœ˜ : este man
[2021:06:12-03:33:30]  (Global) -> #7F7F7F|LG|#FF0000ripd'tussy|#9E016Cà¶ž: COCAINA|2cb|[MP] GORDOBM[MP] quitense estorbosos
[2021:06:12-03:33:30]  (Global) -> Ikaris'2cb: no te voy a dar atencion maldito sidoso
[2021:06:12-03:33:31]  (Global) -> lil_kiba14: donde estaaaaaaaas?
[2021:06:12-03:33:32]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: que hp desorden ese radar
[2021:06:12-03:33:32]  (Local) -> (LOCAL)[1]javier2cb: sisas yo se xd
[2021:06:12-03:33:32]  (Global) -> Junior908: verdad cucho
[2021:06:12-03:33:32]  (Global) -> DARKAR[DARK]: llegue
[2021:06:12-03:33:33]  (Global) -> #7F7F7F|LG|#FF0000ripd'tussy|#9E016Cà¶ž: estorbosos
[2021:06:12-03:33:42]  (Local) -> (LOCAL)[1]javier2cb: esos 2 por esos 28 o q
[2021:06:12-03:33:44]  (Global) -> SEXO~>Oreo|#CBFF00âœ˜ : si creo
[2021:06:12-03:33:44]  (Global) -> Junior908: dejame ver cuanto tengo
[2021:06:12-03:33:47]  (Local) -> (LOCAL)[1]javier2cb: se los doy con nitro
[2021:06:12-03:33:47]  (Global) -> ALFONSO_GAVIRIA: a si 
[2021:06:12-03:33:49]  (Global) -> #7F7F7F|LG|#FF0000ripd'tussy|#9E016Cà¶ž: ok
[2021:06:12-03:33:52]  (Global) -> DARKER(TDF): Junior908 DOINDE ESTAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
[2021:06:12-03:33:53]  (Global) -> ALFONSO_GAVIRIA: dale t
[2021:06:12-03:33:55]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: ey mucha gente ene l radar
[2021:06:12-03:33:56]  (Global) -> eljuan1900: oiga
[2021:06:12-03:33:57]  (Global) -> TAM|ALEXIS|2cB: caceriho
[2021:06:12-03:33:59]  (Local) -> (LOCAL)[4]Andres_Ramires|2cb: aaaaaaaaaaaaaaaaaaaaaa
[2021:06:12-03:33:59]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF8C00Nicole: quedense en un solo lado
[2021:06:12-03:34:01]  (Global) -> ALFONSO_GAVIRIA: y escribes esto
[2021:06:12-03:34:04]  (Global) -> #7F7F7F|ADM|#FF8C00Ocampro|#9800D1GDT!: FABIUS
[2021:06:12-03:34:08]  (Global) -> biya'2cb: vendo bareta y bf injection
[2021:06:12-03:34:08]  (Global) -> #7F7F7F|ADM|#FF8C00Ocampro|#9800D1GDT!: UD NO TIENE DEAGLE?
[2021:06:12-03:34:09]  (Global) -> ALFONSO_GAVIRIA: ./mods
[2021:06:12-03:34:11]  (Local) -> (LOCAL)[7]#7F7F7F|LG|#FF0000ripd'tussy: bazuco
[2021:06:12-03:34:13]  (Global) -> dilan.carti'cdg|#9D12D1í ½í¸ˆ: quien vende drogas del f7
[2021:06:12-03:34:14]  (Local) -> (LOCAL)[7]#7F7F7F|LG|#FF0000ripd'tussy: no estorbe mano
[2021:06:12-03:34:14]  (Local) -> (LOCAL)[6]BazucoPai!2cb: a
[2021:06:12-03:34:14]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00GORDOBM: hewy
[2021:06:12-03:34:16]  (Global) -> ALFONSO_GAVIRIA: pero sin el punto
[2021:06:12-03:34:16]  (Local) -> (LOCAL)[3]SEXO~>Oreo: q desorden
[2021:06:12-03:34:17]  (Local) -> (LOCAL)[6]BazucoPai!2cb: ok
[2021:06:12-03:34:17]  (Local) -> (LOCAL)[6]RIPD'Fabius: deja de confundir el radar hp
[2021:06:12-03:34:17]  (Global) -> TAM|ALEXIS|2cB: cacerinho
[2021:06:12-03:34:18]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00GORDOBM: hey echen pa alla
[2021:06:12-03:34:20]  (Global) -> DARKAR[DARK]: oe
[2021:06:12-03:34:22]  (Global) -> DARKAR[DARK]: cucho
[2021:06:12-03:34:25]  (Global) -> Junior908: papi tengo 768305
[2021:06:12-03:34:25]  (Local) -> (LOCAL)[3]cacharrito.HP: g
[2021:06:12-03:34:27]  (Local) -> (LOCAL)[4]#7F7F7F|DJ|#FF5C00GORDOBM: pa abajo
[2021:06:12-03:34:27]  (Local) -> (LOCAL)[3]Andres_Ramires|2cb: quiere unirce al club?
[2021:06:12-03:34:27]  ([Msg] de Dayer<3 para Valak: digale a su mujel) -> nil
[2021:06:12-03:34:27]  (Local) -> (LOCAL)[3]SEXO~>Oreo: hey
[2021:06:12-03:34:29]  (Global) -> ALFONSO_GAVIRIA: y le das en el recuadro izquierdo
[2021:06:12-03:34:30]  (Global) -> DARKER(TDF): Junior908 DONDE ESTAAAAAAAAAAAA
[2021:06:12-03:34:30]  (Local) -> (LOCAL)[4]Andres_Ramires|2cb: dayer
[2021:06:12-03:34:32]  (Global) -> hernacio[LMB]: jessell01[MP] DONDE ANDA
[2021:06:12-03:34:32]  (Local) -> (LOCAL)[4]SEXO~>Oreo: a gonz no le pusieron chaleco
[2021:06:12-03:34:33]  (Local) -> (LOCAL)[4]SEXO~>Oreo: gordo
[2021:06:12-03:34:33]  (Local) -> (LOCAL)[5]Dayer<3: cual
[2021:06:12-03:34:34]  (Local) -> (LOCAL)[8]#7F7F7F|LG|#FF8C00CuriosoGaming|CAPU: AJJAJA
[2021:06:12-03:34:35]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: m
[2021:06:12-03:34:36]  (Local) -> (LOCAL)[4]javier2cb: q?
[2021:06:12-03:34:39]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: mas
[2021:06:12-03:34:42]  (Global) -> ^bblin|#BE15B9í µí³©: #FF0000 Ê˜â€¿Ê˜?
[2021:06:12-03:34:42]  (Global) -> Junior908: papi tengo 768305
[2021:06:12-03:34:43]  (Local) -> (LOCAL)[4]javier2cb: naten a ese bobo
[2021:06:12-03:34:47]  (Team - Unemployed) -> (TEAM)AbruptStamen23: quien pa peliculiar
[2021:06:12-03:34:48]  (Global) -> Junior908: esque ise gastos
[2021:06:12-03:34:48]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: ocampo tacaÃ±o
[2021:06:12-03:34:53]  (Global) -> kevin1991: porque no me aparracecen las motos melas me aparecen unas feas
[2021:06:12-03:34:54]  (Global) -> DARKAR[DARK]: mano 
[2021:06:12-03:34:56]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00GORDOBM: es sin chaleco
[2021:06:12-03:34:56]  (Local) -> (LOCAL)[7]Andres_Ramires|2cb: mire lo que aprarece al lado de mi nombre
[2021:06:12-03:34:56]  (Local) -> (LOCAL)[7]Dayer<3: ??
[2021:06:12-03:34:58]  (Local) -> (LOCAL)[3]javier2cb: 7 palos?
[2021:06:12-03:34:59]  (Local) -> (LOCAL)[7]Andres_Ramires|2cb: es eso
[2021:06:12-03:35:01]  (Local) -> (LOCAL)[3]SEXO~>Oreo: q
[2021:06:12-03:35:01]  (Local) -> (LOCAL)[7]Dayer<3: a
[2021:06:12-03:35:02]  (Local) -> (LOCAL)[3]SEXO~>Oreo: pero
[2021:06:12-03:35:03]  (Local) -> (LOCAL)[8]Dayer<3: xd
[2021:06:12-03:35:05]  (Local) -> (LOCAL)[4]SEXO~>Oreo: ellos tienn
[2021:06:12-03:35:06]  (Local) -> (LOCAL)[1]javier2cb: mire aca dentro
[2021:06:12-03:35:07]  (Local) -> (LOCAL)[7]Andres_Ramires|2cb: es un club de drif
[2021:06:12-03:35:10]  (Global) -> Fluency{AK}: sbamos
[2021:06:12-03:35:11]  (Global) -> Junior908: no papi solo esto tengo
[2021:06:12-03:35:12]  (Local) -> (LOCAL)[4]#7F7F7F|DJ|#FF5C00GORDOBM: esperen
[2021:06:12-03:35:16]  (Local) -> (LOCAL)[7]Dayer<3: escriba
[2021:06:12-03:35:17]  (Global) -> biya'2cb: rote con las flechas en el consesionario
[2021:06:12-03:35:18]  (Local) -> (LOCAL)[5]Ikaris'2cb: le cambio ese hr3 por una freeway y 10 palos
[2021:06:12-03:35:18]  (Global) -> TAM|ALEXIS|2cB: cacerinho
[2021:06:12-03:35:22]  (Local) -> (LOCAL)[7]Dayer<3: globaÃ±
[2021:06:12-03:35:22]  (Global) -> Joselito: oe 
[2021:06:12-03:35:24]  ([Msg] de Valak para Dayer<3: por eso joven) -> nil
[2021:06:12-03:35:26]  (Global) -> eljuan1900: ey sasuke
[2021:06:12-03:35:30]  (Local) -> (LOCAL)[5]SecretLocation|Z: n osr
[2021:06:12-03:35:31]  (Local) -> (LOCAL)[6]Andres_Ramires|2cb: q
[2021:06:12-03:35:32]  (Global) -> Gustavo_Petro: joselitoo
[2021:06:12-03:35:32]  (Global) -> Juan_Convoy: diga
[2021:06:12-03:35:34]  (Local) -> (LOCAL)[6]Ikaris'2cb: ai
[2021:06:12-03:35:34]  (Global) -> TAM|ALEXIS|2cB: adm
[2021:06:12-03:35:35]  (Local) -> (LOCAL)[7]Dayer<3: a ya
[2021:06:12-03:35:35]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||DJ|#FF5C00SejimO: Â¿Donde lo llevo?
[2021:06:12-03:35:36]  (Global) -> DARKAR[DARK]: uy no mucho pato y que apostar 500k y le gano y no paga
[2021:06:12-03:35:36]  (Global) -> RIPD~>Spcem'DeTemeer~|#CBFF00âœ˜ : eso
[2021:06:12-03:35:38]  (Global) -> Junior908: 768.305
[2021:06:12-03:35:39]  (Local) -> (LOCAL)[7]Andres_Ramires|2cb: as
[2021:06:12-03:35:39]  (Local) -> (LOCAL)[3]javier2cb: cuanto tiene
[2021:06:12-03:35:41]  (Local) -> (LOCAL)[7]Dayer<3: si quiero
[2021:06:12-03:35:41]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: bravo ocampo
[2021:06:12-03:35:43]  (Local) -> (LOCAL)[3]javier2cb: aaa
[2021:06:12-03:35:43]  (Global) -> SEXO~>Catre^|#9800D1GDT!: hey pero si uno les pega a ellos no le baja vida ?
[2021:06:12-03:35:44]  (Global) -> Fluency{AK}: mepuedo unir
[2021:06:12-03:35:46]  (Global) -> Junior908: eso papi 
[2021:06:12-03:35:46]  (Local) -> (LOCAL)[5]SecretLocation|Z: n
[2021:06:12-03:35:48]  (Global) -> DARKER(TDF): Junior908 DONDE  PUT/S ESTA
[2021:06:12-03:35:48]  (Local) -> (LOCAL)[6]TAM~CACERES: q
[2021:06:12-03:35:48]  (Global) -> eljuan1900: te  falta odio parce
[2021:06:12-03:35:49]  (Local) -> (LOCAL)[4]javier2cb: pailas
[2021:06:12-03:35:49]  (Global) -> SEXO~>Catre^|#9800D1GDT!: por el job ?
[2021:06:12-03:35:49]  (Local) -> (LOCAL)[5]maike.2cb: no
[2021:06:12-03:35:52]  (Team - Services) -> (TEAM)Junior908: ayer hice compra 
[2021:06:12-03:35:53]  (Global) -> SEXO~>Oreo|#CBFF00âœ˜ : jj
[2021:06:12-03:35:55]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: este man es admin y no sabe eso 
[2021:06:12-03:35:55]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||DJ|#FF5C00SejimO: Con G
[2021:06:12-03:35:55]  (Global) -> Joselito:  como pongo la radio?
[2021:06:12-03:35:55]  (Local) -> (LOCAL)[1]Valak: ?
[2021:06:12-03:35:57]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: ja
[2021:06:12-03:35:58]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||DJ|#FF5C00SejimO: No lo escucho
[2021:06:12-03:35:58]  (Global) -> RIPD~>Spcem'DeTemeer~|#CBFF00âœ˜ : ,Los mÃ©dicos si mueren
[2021:06:12-03:36:00]  (Local) -> (LOCAL)[5]TAM~CACERES: veni te mato pues
[2021:06:12-03:36:00]  (Global) -> Junior908: usrd sabe soy buen comprardor 
[2021:06:12-03:36:02]  (Global) -> Juan_Convoy: vamos ok
[2021:06:12-03:36:08]  (Local) -> (LOCAL)[5]javier2cb: jjsja
[2021:06:12-03:36:10]  (Global) -> DARKER(TDF): Junior908 DONDE ESTA+
[2021:06:12-03:36:11]  (Global) -> SEXO~>Catre^|#9800D1GDT!: deje de ser fan :c
[2021:06:12-03:36:12]  (Local) -> (LOCAL)[6]Andres_Ramires|2cb: ya
[2021:06:12-03:36:12]  (Global) -> CurvyMoose81: oe me quede encerrado en la pistoeria en un muro y ya reinicie y sigo aqui
[2021:06:12-03:36:12]  (Global) -> Junior908: yo compro pa ayudar me entiende 
[2021:06:12-03:36:17]  (Global) -> Junior908: pailas parce
[2021:06:12-03:36:17]  (Global) -> #9E016CRIPD'Fabius|#9E016Cà¶ž: Â¯\_( Í¡â›â€¯ÍœÊ– Í¡â›)_/Â¯
[2021:06:12-03:36:17]  (Local) -> (LOCAL)[7]Dayer<3: ya q
[2021:06:12-03:36:18]  (Global) -> #7F7F7F|LG|#00FFFFripd'tussy|#9E016Cà¶ž: admin y no sabe
[2021:06:12-03:36:18]  (Local) -> (LOCAL)[5]javier2cb: szss
[2021:06:12-03:36:20]  (Local) -> (LOCAL)[4]javier2cb: pailas
[2021:06:12-03:36:21]  (Global) -> #7F7F7F|LG|#00FFFFripd'tussy|#9E016Cà¶ž:    ÍœÂ°Ê–Â°?
[2021:06:12-03:36:21]  (Local) -> (LOCAL)[10]#7F7F7F|DJ|#FF5C00GORDOBM: ahs
[2021:06:12-03:36:24]  (Local) -> (LOCAL)[10]#7F7F7F|DJ|#FF5C00GORDOBM: dejeme culiar
[2021:06:12-03:36:24]  (Global) -> SEXO~>Catre^|#9800D1GDT!: vea otro
[2021:06:12-03:36:26]  (Global) -> Fluency{AK}: mepuedo unir
[2021:06:12-03:36:28]  (Local) -> (LOCAL)[9]#7F7F7F|DJ|#FF5C00GORDOBM: pille
[2021:06:12-03:36:28]  (Global) -> SEXO~>Oreo|#CBFF00âœ˜ : a
[2021:06:12-03:36:29]  (Local) -> (LOCAL)[8]Dayer<3: co mo asi xd
[2021:06:12-03:36:29]  (Local) -> (LOCAL)[8]Andres_Ramires|2cb: lo invite xd
[2021:06:12-03:36:33]  (Global) -> #9E016CTartaru$ZcB|#9E016Cà¶ž: agache 
[2021:06:12-03:36:33]  (Global) -> ALFONSO_GAVIRIA: oe
[2021:06:12-03:36:33]  (Global) -> SEXO~>Soltec|#CBFF00âœ˜ : setso gang
[2021:06:12-03:36:33]  (Local) -> (LOCAL)[4]javier2cb: oe dilan
[2021:06:12-03:36:35]  (Global) -> SEXO~>Oreo|#CBFF00âœ˜ : verdedeminasional
[2021:06:12-03:36:37]  (Local) -> (LOCAL)[8]Raptus~~: olaaaaaaaaaaaaaaaaa
[2021:06:12-03:36:37]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF8C00Nicole: quedense quietos aca
[2021:06:12-03:36:38]  (Local) -> (LOCAL)[4]javier2cb: le venndo un carro
[2021:06:12-03:36:38]  (Local) -> (LOCAL)[4]dilan.carti'cdg: OEEE
[2021:06:12-03:36:41]  (Global) -> eljuan1900: eso dices y no le ases daÃ±o ni a una mosca
[2021:06:12-03:36:41]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF8C00Nicole: Bazuco
[2021:06:12-03:36:42]  (Local) -> (LOCAL)[3]dilan.carti'cdg: cual
[2021:06:12-03:36:42]  (Local) -> (LOCAL)[9]RIPD'mata: nicole
[2021:06:12-03:36:42]  (Local) -> (LOCAL)[3]javier2cb: re melo de drift
[2021:06:12-03:36:43]  (Global) -> ALFONSO_GAVIRIA: le tengo el negocio
[2021:06:12-03:36:43]  (Global) -> LG_daniel_gaviria: digalo
[2021:06:12-03:36:44]  (Global) -> weed420fredonia: esooooooooooooooo
[2021:06:12-03:36:47]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF8C00Nicole: este man hermano
[2021:06:12-03:36:47]  (Global) -> Fluency{AK}: hola
[2021:06:12-03:36:49]  (Local) -> (LOCAL)[6]Dayer<3: en donde es
[2021:06:12-03:36:49]  (Local) -> (LOCAL)[3]dilan.carti'cdg: cual
[2021:06:12-03:36:49]  (Global) -> LG_daniel_gaviria: digame
[2021:06:12-03:36:49]  (Global) -> weed420fredonia: solo verde hptaaaaaaaaaaaaaaaaaaaaaaaaaaa
[2021:06:12-03:36:51]  (Local) -> (LOCAL)[10]#7F7F7F|DJ|#FF5C00COCAINA|2cb|: Verde de mi nacional jajajajajaj bobos
[2021:06:12-03:36:52]  (Local) -> (LOCAL)[5]Dayer<3: f2?
[2021:06:12-03:36:52]  (Local) -> (LOCAL)[5]Raptus~~: ola
[2021:06:12-03:36:53]  (Local) -> (LOCAL)[3]javier2cb: pillelo
[2021:06:12-03:36:54]  (Local) -> (LOCAL)[10]#7F7F7F|DJ|#FF5C00GORDOBM: riko
[2021:06:12-03:36:54]  (Local) -> (LOCAL)[6]Raptus~~: ola
[2021:06:12-03:36:58]  (Global) -> DARKAR[DARK]: huya pato
[2021:06:12-03:36:58]  (Local) -> (LOCAL)[5]Dayer<3: ola
[2021:06:12-03:36:59]  (Global) -> weed420fredonia: desde fredonia antioquiaaaaaaaaaaaaaaaaaaaaaaa
[2021:06:12-03:37:02]  (Global) -> ALFONSO_GAVIRIA: quiere ser flash con ese bus
[2021:06:12-03:37:05]  (Global) -> Andres_Ramires|2cb|#F7BAF2 âœ˜â—¡âœ˜: coloque /aceptarclub
[2021:06:12-03:37:06]  (Local) -> (LOCAL)[7]Dayer<3: andres
[2021:06:12-03:37:07]  (Local) -> (LOCAL)[9]#7F7F7F|DJ|#FF5C00GORDOBM: hey echen pa abajo
[2021:06:12-03:37:09]  (Global) -> DARKAR[DARK]: pa que siga apostando tramposo hpta
[2021:06:12-03:37:10]  (Local) -> (LOCAL)[8]Dayer<3: xdd
[2021:06:12-03:37:12]  (Global) -> Fluency{AK}: vamos para bolberme criminal
[2021:06:12-03:37:13]  (Global) -> LG_daniel_gaviria: nonas
[2021:06:12-03:37:19]  (Local) -> (LOCAL)[2]dilan.carti'cdg: ahh no
[2021:06:12-03:37:20]  (Local) -> (LOCAL)[8]Dayer<3: yayaya
[2021:06:12-03:37:22]  (Local) -> (LOCAL)[4]dilan.carti'cdg: cuanto
[2021:06:12-03:37:23]  (Global) -> eljuan1900: OIGA QUIRO SER POLICIA
[2021:06:12-03:37:24]  (Global) -> DARKAR[DARK]: #00FF00 VENDO: TURISMO HR 1 SANDKING (2) PRECIOS NEGOCIABLE TIREN SMS
[2021:06:12-03:37:24]  (Local) -> (LOCAL)[8]Andres_Ramires|2cb: listo
[2021:06:12-03:37:26]  (Global) -> CurvyMoose81: ayuda
[2021:06:12-03:37:26]  (Global) -> kevin1991: como la picoÂ¿?
[2021:06:12-03:37:26]  (Local) -> (LOCAL)[8]Dayer<3: uwu
[2021:06:12-03:37:26]  (Local) -> (LOCAL)[4]javier2cb: a
[2021:06:12-03:37:30]  (Local) -> (LOCAL)[8]Dayer<3: q bonito
[2021:06:12-03:37:33]  (Local) -> (LOCAL)[8]Dayer<3: sjjajsja
[2021:06:12-03:37:34]  (Global) -> DARKAR[DARK]: quien vende newsvan???
[2021:06:12-03:37:37]  (Local) -> (LOCAL)[5]maike.2cb: MUELITASS
[2021:06:12-03:37:39]  (Global) -> Ikaris'2cb: a
[2021:06:12-03:37:42]  (Local) -> (LOCAL)[8]Andres_Ramires|2cb: si valio 10 palos hacer eso xd
[2021:06:12-03:37:45]  (Local) -> (LOCAL)[8]Andres_Ramires|2cb: AJ
[2021:06:12-03:37:47]  (Global) -> TAM|ALEXIS|2cB: admmmmmmmm
[2021:06:12-03:37:48]  (Local) -> (LOCAL)[8]Dayer<3: uy q
[2021:06:12-03:37:51]  (Phone:SMS) -> From biya'2cb | To: DARKAR[DARK] | Message: le interesa un bf injection?
[2021:06:12-03:37:56]  (Local) -> (LOCAL)[7]Dayer<3: como asi
[2021:06:12-03:37:57]  (Local) -> (LOCAL)[8]Bocato'AUC: g8
[2021:06:12-03:37:58]  (Local) -> (LOCAL)[7]snyder_david: se metiooo
[2021:06:12-03:38:06]  (Local) -> (LOCAL)[6]Andres_Ramires|2cb: VALE 10 PALOS HACER UN CLUB DE DERIF
[2021:06:12-03:38:06]  (Local) -> (LOCAL)[3]javier2cb: cuesta 9 en la tienda
[2021:06:12-03:38:06]  (Global) -> ghostemane|CDG: alcapone
[2021:06:12-03:38:07]  (Local) -> (LOCAL)[2]DARKER(TDF): PARE
[2021:06:12-03:38:10]  (Local) -> (LOCAL)[7]Dayer<3: ai
[2021:06:12-03:38:11]  (Local) -> (LOCAL)[1]DARKER(TDF): SAPO
[2021:06:12-03:38:12]  (Local) -> (LOCAL)[3]dilan.carti'cdg: le doy 5 ya
[2021:06:12-03:38:12]  (Global) -> CurvyMoose81: no se puede salir
[2021:06:12-03:38:13]  (Global) -> ghostemane|CDG: anti-lag
[2021:06:12-03:38:14]  (Local) -> (LOCAL)[7]Dayer<3: ud lo hizo?
[2021:06:12-03:38:16]  (Local) -> (LOCAL)[2]javier2cb: xd
[2021:06:12-03:38:19]  (Local) -> (LOCAL)[3]dilan.carti'cdg: encerio
[2021:06:12-03:38:20]  (Global) -> Juan_Convoy: vamos ok
[2021:06:12-03:38:20]  (Global) -> TAM|ALEXIS|2cB: adm careculos
[2021:06:12-03:38:21]  ([Msg] de Dayer<3 para Valak: ahorita) -> nil
[2021:06:12-03:38:22]  (Global) -> Gustavo_Petro: kkubo pana
[2021:06:12-03:38:23]  (Local) -> (LOCAL)[5]Bocato'AUC: pe
[2021:06:12-03:38:27]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#0064FFG-8|AUC: A
[2021:06:12-03:38:30]  (Local) -> (LOCAL)[7]DARKAR[DARK]: hay es la lukas en arresto y avengoooooooo
[2021:06:12-03:38:30]  (Local) -> (LOCAL)[5]javier2cb: no nea pailas
[2021:06:12-03:38:30]  (Local) -> (LOCAL)[7]Andres_Ramires|2cb: si con mi mejor amigo aca en el juego cocaina
[2021:06:12-03:38:31]  (Local) -> (LOCAL)[1]biya'2cb: q hubo
[2021:06:12-03:38:32]  (Local) -> (LOCAL)[8]Bocato'AUC: prestame 6k
[2021:06:12-03:38:34]  (Local) -> (LOCAL)[7]DARKAR[DARK]: no se vayan
[2021:06:12-03:38:35]  (Local) -> (LOCAL)[4]dilan.carti'cdg: a
[2021:06:12-03:38:36]  (Global) -> weed420fredonia: pana
[2021:06:12-03:38:36]  (Local) -> (LOCAL)[7]Dayer<3: uy
[2021:06:12-03:38:38]  (Global) -> Gustavo_Petro: bien o que'?
[2021:06:12-03:38:38]  (Local) -> (LOCAL)[2]Jhonba|(CDG)|: ?
[2021:06:12-03:38:38]  (Global) -> weed420fredonia: que pena
[2021:06:12-03:38:39]  (Local) -> (LOCAL)[6]Andres_Ramires|2cb: 5 y 5
[2021:06:12-03:38:41]  (Local) -> (LOCAL)[2]Pedrito: quieto o disparo
[2021:06:12-03:38:42]  (Local) -> (LOCAL)[1]biya'2cb: bien
[2021:06:12-03:38:43]  (Local) -> (LOCAL)[1]Jhonba|(CDG)|: tombo hp
[2021:06:12-03:38:43]  (Local) -> (LOCAL)[6]Dayer<3: q chevere
[2021:06:12-03:38:43]  (Global) -> Bernardito: dime 
[2021:06:12-03:38:44]  (Global) -> weed420fredonia: me va ayudar con dinero
[2021:06:12-03:38:45]  (Global) -> Gustavo_Petro: ole ya tiene grupo?
[2021:06:12-03:38:51]  (Local) -> (LOCAL)[1]biya'2cb: hable con la u xd
[2021:06:12-03:38:51]  (Local) -> (LOCAL)[9]Bocato'AUC: bn
[2021:06:12-03:38:53]  (Global) -> Bernardito: papi tengo 2 lukas apenas :u
[2021:06:12-03:38:53]  ([Msg] de karelokoas para DARKAR[DARK]: nea me va a prestar 2 palos soy buitrago sajjsa) -> nil
[2021:06:12-03:38:53]  (Global) -> eljuan1900: OIGA
[2021:06:12-03:38:55]  (Local) -> (LOCAL)[1]biya'2cb: grupo para que?
[2021:06:12-03:38:56]  (Team - Law Enforcement) -> (TEAM)Pedrito: quieto o disparo
