This file was generated by Console at 2021:04:12-00:00:00



[2021:04:12-00:00:00]  (Local) -> (LOCAL)[5]BUHODERMIA: 1
[2021:04:12-04:21:46]  (Local) -> (LOCAL)[11]Nicoleeee: CLARO BBB
[2021:04:12-04:21:48]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF0000KevinOcampo: NO SE PIENSALO
[2021:04:12-04:21:51]  (Local) -> (LOCAL)[12]Nicoleeee: JUNTIKOS
[2021:04:12-04:21:54]  (Global) -> #7F7F7F|ADM|#FF0000#5723FEKevinOcampo|#5723FEGDT!: tttt
[2021:04:12-04:21:54]  (Team - Services) -> (TEAM)Rivera"2CB: /localizar Andres_Ramires||2cb||
[2021:04:12-04:21:54]  (Local) -> (LOCAL)[12]Nicoleeee: NOOO
[2021:04:12-04:21:56]  (Global) -> PabloEscobar-ELN: ya esta ese bala metiendo vainas raras
[2021:04:12-04:21:57]  (Local) -> (LOCAL)[3]Toreto'ELN: ?
[2021:04:12-04:21:57]  (Local) -> (LOCAL)[3]DONOSO: como 650k
[2021:04:12-04:21:57]  (Global) -> CazaRatones: 38 LUKAS JMM
[2021:04:12-04:21:58]  (Local) -> (LOCAL)[12]Nicoleeee: ME LO MATARON
[2021:04:12-04:21:58]  (Team - Services) -> (TEAM)Rivera"2CB: Andres_Ramires||2cb|| ya donde esta
[2021:04:12-04:22:00]  (Global) -> PabloEscobar-ELN: cule lag
[2021:04:12-04:22:00]  (Local) -> (LOCAL)[12]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: hp
[2021:04:12-04:22:04]  (Local) -> (LOCAL)[4]Toreto'ELN: jajajajaja
[2021:04:12-04:22:07]  (Global) -> CazaRatones: QUE TRAE EL DE 38 MK 
[2021:04:12-04:22:07]  (Local) -> (LOCAL)[5]Dominio: minimo
[2021:04:12-04:22:08]  (Local) -> (LOCAL)[6]Toreto'ELN: que caja
[2021:04:12-04:22:09]  (Local) -> (LOCAL)[11]Gomita|Z: quedense quietos pirobos, si no, se abtienen a las consecuencias paa
[2021:04:12-04:22:10]  (Local) -> (LOCAL)[12]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: no esccho
[2021:04:12-04:22:11]  (Global) -> Maracachafa:  e l carro llamado mesa es rare??
[2021:04:12-04:22:12]  (Local) -> (LOCAL)[12]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: sapa
[2021:04:12-04:22:13]  (Local) -> (LOCAL)[12]Nicoleeee: A
[2021:04:12-04:22:14]  (Local) -> (LOCAL)[12]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: escriba
[2021:04:12-04:22:16]  (Local) -> (LOCAL)[11]Nicoleeee: que paso mino
[2021:04:12-04:22:18]  (Local) -> (LOCAL)[10]Nicoleeee: mijo
[2021:04:12-04:22:23]  (Global) -> MR-Cazumba: Bala
[2021:04:12-04:22:23]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: t amo
[2021:04:12-04:22:24]  (Local) -> (LOCAL)[4]Dominio: oe
[2021:04:12-04:22:24]  (Global) -> SameCrow15: alguien disponible con algo de tiempo que me envie un mensaje para hablar por favor 
[2021:04:12-04:22:26]  (Team - Criminals) -> (TEAM)[farc]el_menor: oe
[2021:04:12-04:22:26]  (Local) -> (LOCAL)[11]Nicoleeee: ya termino de sacar el agua de suca
[2021:04:12-04:22:27]  (Local) -> (LOCAL)[1]Cristian_reyes: oe pa
[2021:04:12-04:22:28]  (Local) -> (LOCAL)[4]WolfUser'2cb: MONTENSE AL HELICOPTERO
[2021:04:12-04:22:28]  (Local) -> (LOCAL)[11]Nicoleeee: sa
[2021:04:12-04:22:28]  (Local) -> (LOCAL)[8]Maracachafa: oe bala
[2021:04:12-04:22:29]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||DJ|#FF0000Balaclava: q
[2021:04:12-04:22:29]  (Global) -> MR-Cazumba: Dejese matar
[2021:04:12-04:22:30]  (Global) -> Vlankillo: xd?
[2021:04:12-04:22:30]  (Global) -> #7F7F7F|ADM||LG|#FF5C00Ricardo|EVG|: Maracachafa si
[2021:04:12-04:22:31]  (Local) -> (LOCAL)[10]Nicoleeee: jajsjajsjjsajsa
[2021:04:12-04:22:31]  (Local) -> (LOCAL)[7]#7F7F7F|ADM||DJ|#FF0000Balaclava: q
[2021:04:12-04:22:31]  (Global) -> kamilo|2cb: vamos por f7 salio nueva pista
[2021:04:12-04:22:31]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: mordido un tema
[2021:04:12-04:22:32]  ([Msg] de Buitre|sad|2cB para #FF3383CamilaShade|2cb: salte de ahi) -> nil
[2021:04:12-04:22:33]  (Local) -> (LOCAL)[1]Cristian_reyes: le ayudo o que mano
[2021:04:12-04:22:33]  (Local) -> (LOCAL)[5]WolfUser'2cb: PASEO GRATIS
[2021:04:12-04:22:34]  (Local) -> (LOCAL)[9]Maracachafa: e l carro llamado mesa es rare??
[2021:04:12-04:22:34]  (Local) -> (LOCAL)[10]Nicoleeee: te amo mas mi amor
[2021:04:12-04:22:34]  (Local) -> (LOCAL)[5]Dayer<3: salu2 de larkin
[2021:04:12-04:22:35]  (Local) -> (LOCAL)[1]CamilaShade|2cb: xddd
[2021:04:12-04:22:36]  (Global) -> WolfUser'2cb: MONTENSE AL HELICOPTERO
[2021:04:12-04:22:37]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF0000Balaclava: si
[2021:04:12-04:22:37]  (Local) -> (LOCAL)[1]Toloteli: xd
[2021:04:12-04:22:37]  (Local) -> (LOCAL)[1]Cristian_reyes: pa onde va
[2021:04:12-04:22:38]  (Global) -> [farc]el_menor: actuvo los mods
[2021:04:12-04:22:38]  (Local) -> (LOCAL)[11]Nicoleeee: bfis
[2021:04:12-04:22:40]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: mordido un perro
[2021:04:12-04:22:40]  (Local) -> (LOCAL)[1]Vlankillo: larkin
[2021:04:12-04:22:41]  (Local) -> (LOCAL)[10]Maracachafa: ahs
[2021:04:12-04:22:44]  (Local) -> (LOCAL)[1]Vlankillo: ay brandon
[2021:04:12-04:22:44]  (Local) -> (LOCAL)[10]Maracachafa: hp
[2021:04:12-04:22:45]  (Local) -> (LOCAL)[2]DONOSO: ofrescan
[2021:04:12-04:22:45]  (Global) -> ALIAS_CABO{2cb]:  jaider ya voy
[2021:04:12-04:22:46]  (Local) -> (LOCAL)[1]Cristian_reyes: a bueno mano
[2021:04:12-04:22:47]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF0000Balaclava: q hago
[2021:04:12-04:22:47]  (Global) -> MR-Cazumba: Bala
[2021:04:12-04:22:49]  (Global) -> MR-Cazumba: Dejese matar
[2021:04:12-04:22:49]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF0000Balaclava: q
[2021:04:12-04:22:50]  (Local) -> (LOCAL)[2]Toreto'ELN: 200?
[2021:04:12-04:22:51]  (Global) -> MR-Cazumba: Que paga bien rico
[2021:04:12-04:22:52]  (Local) -> (LOCAL)[2]DONOSO: tengo 2
[2021:04:12-04:22:53]  (Local) -> (LOCAL)[2]PabloEscobar-ELN: eche
[2021:04:12-04:22:54]  (Local) -> (LOCAL)[10]Gomita|Z: ya entra un prod
[2021:04:12-04:22:54]  (Local) -> (LOCAL)[10]Nicoleeee: mascado chicle
[2021:04:12-04:22:56]  (Local) -> (LOCAL)[1]Cristian_reyes: l
[2021:04:12-04:22:56]  (Local) -> (LOCAL)[10]Nicoleeee: sapo
[2021:04:12-04:22:57]  (Local) -> (LOCAL)[1][farc]el_menor: como los activo
[2021:04:12-04:22:58]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: XDDDDDDDDDDD
[2021:04:12-04:22:59]  (Local) -> (LOCAL)[1]DosCoronas2cb: puso la bareta a 50k
[2021:04:12-04:23:00]  (Local) -> (LOCAL)[10]Gomita|Z: que guaracha manda
[2021:04:12-04:23:02]  ([Msg] de #FF3383CamilaShade|2cb para Buitre|sad|2cB: mmgvo hay un policia afuera) -> nil
[2021:04:12-04:23:02]  (Local) -> (LOCAL)[1]SnOw|2cB: ?
[2021:04:12-04:23:03]  (Local) -> (LOCAL)[2]DONOSO: jajaja
[2021:04:12-04:23:05]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: cuanto cobras
[2021:04:12-04:23:07]  (Local) -> (LOCAL)[2]Toreto'ELN: cuanto vale nuevo?
[2021:04:12-04:23:07]  (Phone:SMS) -> From SameCrow15 | To: CHUNKYTRACK | Message: hola
[2021:04:12-04:23:10]  (Local) -> (LOCAL)[1]Cristian_reyes: escribe /mods
[2021:04:12-04:23:10]  (Local) -> (LOCAL)[2]Toreto'ELN: vamos a verlos
[2021:04:12-04:23:11]  (Global) -> MR-Cazumba: Ombe
[2021:04:12-04:23:11]  (Local) -> (LOCAL)[2]PabloEscobar-ELN: pera
[2021:04:12-04:23:13]  (Local) -> (LOCAL)[9]Nicoleeee: respete sr
[2021:04:12-04:23:13]  ([Msg] de Buitre|sad|2cB para #FF3383CamilaShade|2cb: saca un carro y te vas) -> nil
[2021:04:12-04:23:14]  (Local) -> (LOCAL)[1]Ratae~>|Z|: KKK
[2021:04:12-04:23:14]  (Global) -> MR-Cazumba: Come me va a hacer perder
[2021:04:12-04:23:15]  (Local) -> (LOCAL)[3]PabloEscobar-ELN: hay 4 adentro
[2021:04:12-04:23:15]  (Local) -> (LOCAL)[2]Toreto'ELN: yy negociamos
[2021:04:12-04:23:15]  (Global) -> MR-Cazumba: 160k
[2021:04:12-04:23:16]  (Global) -> Juanma-ELN|#5EF5F7������:  #ff0000(っ◠‿ ◠)っ Asesinado Por Juanma-ELN
[2021:04:12-04:23:17]  (Global) -> elperrasazo_r: oe
[2021:04:12-04:23:18]  (Local) -> (LOCAL)[1]Cristian_reyes: y en enable all
[2021:04:12-04:23:19]  (Local) -> (LOCAL)[0]COPETON2cb: a
[2021:04:12-04:23:19]  (Local) -> (LOCAL)[9]Nicoleeee: no ve q toy chikita
[2021:04:12-04:23:20]  (Global) -> MR-Cazumba: Ombe que barro
[2021:04:12-04:23:21]  (Local) -> (LOCAL)[2]King: si
[2021:04:12-04:23:22]  ([Msg] de Buitre|sad|2cB para #FF3383CamilaShade|2cb: por toda la derecha) -> nil
[2021:04:12-04:23:23]  (Local) -> (LOCAL)[1]DosCoronas2cb: donde es esa pista y vamos
[2021:04:12-04:23:23]  (Local) -> (LOCAL)[2]Dominio: Tu eres pablo escobary yo sopy lapatico ajajsdjasdjadjas
[2021:04:12-04:23:26]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: le doy 7 pesos por ese chechere
[2021:04:12-04:23:27]  (Local) -> (LOCAL)[2]DONOSO: lo tunie y me costo 250k
[2021:04:12-04:23:27]  (Local) -> (LOCAL)[9]Nicoleeee: linda putita
[2021:04:12-04:23:28]  (Global) -> DosCoronas2cb:  y le compro
[2021:04:12-04:23:30]  (Global) -> kamilo|2cb: como se deja de vender
[2021:04:12-04:23:31]  (Global) -> MR-Cazumba: Ash
[2021:04:12-04:23:32]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: cuanto cobras
[2021:04:12-04:23:32]  (Local) -> (LOCAL)[2]PabloEscobar-ELN: suave
[2021:04:12-04:23:33]  (Global) -> MR-Cazumba: QUe maricada
[2021:04:12-04:23:33]  (Local) -> (LOCAL)[4]DONOSO: solo el tunin
[2021:04:12-04:23:34]  (Local) -> (LOCAL)[9]Nicoleeee: JAJAJA
[2021:04:12-04:23:35]  (Local) -> (LOCAL)[8]Gomita|Z: bala pille
[2021:04:12-04:23:35]  (Local) -> (LOCAL)[9]#7F7F7F|ADM||LG|#FF5C00Ricardo|EVG|: aquí soy PERRA
[2021:04:12-04:23:37]  (Local) -> (LOCAL)[9]Nicoleeee: no sr
[2021:04:12-04:23:37]  (Global) -> kamilo|2cb: ajaja
[2021:04:12-04:23:38]  (Local) -> (LOCAL)[4]Toreto'ELN: xd
[2021:04:12-04:23:40]  (Local) -> (LOCAL)[9]#7F7F7F|ADM||LG|#FF8C00Ricardo|EVG|: y aquí soy perra
[2021:04:12-04:23:43]  (Local) -> (LOCAL)[3]CamilaShade|2cb: que panza
[2021:04:12-04:23:44]  (Local) -> (LOCAL)[9]Nicoleeee: owwwwnss
[2021:04:12-04:23:44]  (Local) -> (LOCAL)[1]DosCoronas2cb: /pararventa
[2021:04:12-04:23:45]  (Global) -> ALIAS_CABO{2cb]:  epa es ese mk
[2021:04:12-04:23:46]  (Local) -> (LOCAL)[1]CazaRatones: OE
[2021:04:12-04:23:47]  (Local) -> (LOCAL)[1]DosCoronas2cb: jajajja
[2021:04:12-04:23:47]  (Local) -> (LOCAL)[1]elperrasazo_r: /sound
[2021:04:12-04:23:48]  (Local) -> (LOCAL)[7]Rivera"2CB: andres
[2021:04:12-04:23:48]  (Global) -> Elpope|ELN|: CULO DE LOKA
[2021:04:12-04:23:48]  (Local) -> (LOCAL)[5]CamilaShade|2cb: asi es facil
[2021:04:12-04:23:48]  (Local) -> (LOCAL)[5]LapaticoMUJERDELPATRON: Papi
[2021:04:12-04:23:49]  (Local) -> (LOCAL)[4]King: oe
[2021:04:12-04:23:49]  (Local) -> (LOCAL)[1]CazaRatones: OEEEE}WA
[2021:04:12-04:23:52]  (Local) -> (LOCAL)[7]LapaticoMUJERDELPATRON: Hazmeunhijo
[2021:04:12-04:23:52]  (Global) -> Elpope|ELN|: ESE LAS ULP
[2021:04:12-04:23:52]  (Local) -> (LOCAL)[5]DONOSO: deme 900k
[2021:04:12-04:23:53]  (Local) -> (LOCAL)[1]CazaRatones: OEEEEEEEE
[2021:04:12-04:23:53]  (Local) -> (LOCAL)[8]Nicoleeee: muechen ese labial
[2021:04:12-04:23:54]  (Local) -> (LOCAL)[1]DosCoronas2cb: mka la bareta la puso a 50k
[2021:04:12-04:23:55]  (Global) -> CHUNKYTRACK: SUBANNNNN
[2021:04:12-04:23:55]  (Local) -> (LOCAL)[5]CamilaShade|2cb: asi la vida es un nestea
[2021:04:12-04:23:55]  (Local) -> (LOCAL)[5]PabloEscobar-ELN: ahorita
[2021:04:12-04:23:57]  (Local) -> (LOCAL)[8]Nicoleeee: JASHSJAHSHAHJ
[2021:04:12-04:23:59]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF8C00alexispagedj-EVG: gas
[2021:04:12-04:24:00]  (Local) -> (LOCAL)[1]CazaRatones: OEEE
[2021:04:12-04:24:01]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF8C00alexispagedj-EVG: malparida
[2021:04:12-04:24:02]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF0000CrudoMa'G: alexis
[2021:04:12-04:24:03]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF0000CrudoMa'G: ricardo
[2021:04:12-04:24:03]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#FF8C00Ricardo|EVG|: labial
[2021:04:12-04:24:04]  (Local) -> (LOCAL)[3]King: oe
[2021:04:12-04:24:05]  (Local) -> (LOCAL)[5]LapaticoMUJERDELPATRON: velovelo
[2021:04:12-04:24:05]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#FF8C00Ricardo|EVG|: que hp
[2021:04:12-04:24:05]  (Local) -> (LOCAL)[1]CazaRatones: OEEE
[2021:04:12-04:24:06]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#FF8C00Ricardo|EVG|: ajajajjjaja
[2021:04:12-04:24:07]  (Local) -> (LOCAL)[7]Gomita|Z: vamos a hacer una carrera
[2021:04:12-04:24:07]  (Local) -> (LOCAL)[3]Toreto'ELN: ooe
[2021:04:12-04:24:07]  (Local) -> (LOCAL)[1]2cb'^Lart~Popper^: oe
[2021:04:12-04:24:08]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#FF8C00Ricardo|EVG|: oe
[2021:04:12-04:24:10]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF0000CrudoMa'G: q si nos van a colaborar de tombos
[2021:04:12-04:24:11]  (Local) -> (LOCAL)[7]LapaticoMUJERDELPATRON: Despues esta apurao
[2021:04:12-04:24:11]  (Local) -> (LOCAL)[3]King: donde lo compro
[2021:04:12-04:24:12]  (Local) -> (LOCAL)[7]Nicoleeee: mmm rico chupar pipi de perro
[2021:04:12-04:24:12]  (Local) -> (LOCAL)[1]CazaRatones: REL<AJADO
[2021:04:12-04:24:12]  (Global) -> ALIAS_CABO{2cb]:  aja hable claro
[2021:04:12-04:24:13]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: si
[2021:04:12-04:24:14]  (Local) -> (LOCAL)[2]jaider_Gt: un palo 200 noo
[2021:04:12-04:24:15]  (Local) -> (LOCAL)[1]CazaRatones: BAJESE MANO
[2021:04:12-04:24:16]  (Local) -> (LOCAL)[4]King: ?
[2021:04:12-04:24:16]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: obvio pa
[2021:04:12-04:24:17]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF0000CrudoMa'G: q
[2021:04:12-04:24:18]  (Local) -> (LOCAL)[5]Gomita|Z: y a la venida nos vamos por otro lado
[2021:04:12-04:24:19]  (Local) -> (LOCAL)[3]DONOSO: me los vendieron a mi
[2021:04:12-04:24:20]  (Local) -> (LOCAL)[1]CazaRatones: UD DE DONDE ES
[2021:04:12-04:24:20]  (Local) -> (LOCAL)[1]2cb'^Lart~Popper^: jajajajaja
[2021:04:12-04:24:22]  (Local) -> (LOCAL)[6]Nicoleeee: JAJAJASJSJ
[2021:04:12-04:24:22]  (Local) -> (LOCAL)[5]Gomita|Z: por la tomba
[2021:04:12-04:24:23]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF0000CrudoMa'G: gonorrea
[2021:04:12-04:24:25]  (Local) -> (LOCAL)[2]jaider_Gt: esto vale 485.000
[2021:04:12-04:24:25]  (Local) -> (LOCAL)[4]King: XD
[2021:04:12-04:24:27]  (Global) -> ALIAS_CABO{2cb]:  chupelo entonces mk
[2021:04:12-04:24:28]  (Local) -> (LOCAL)[4]Toreto'ELN: xd
[2021:04:12-04:24:28]  (Local) -> (LOCAL)[1]DosCoronas2cb: oe
[2021:04:12-04:24:31]  ([Msg] de #FF3383CamilaShade|2cb para Buitre|sad|2cB: presa pal coñoo, ya lo busco) -> nil
[2021:04:12-04:24:32]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: le doy 7 pesos por ese chechere
[2021:04:12-04:24:32]  (Local) -> (LOCAL)[1]CazaRatones: DE DONDE ERES
[2021:04:12-04:24:32]  (Local) -> (LOCAL)[7]Gomita|Z: aca hacemos unas tomas
[2021:04:12-04:24:33]  (Global) -> LapaticoMUJERDELPATRON|#CBCBCBЯN: OIGA PABLO USTED CREE QUE YO SOY BOBAA?
[2021:04:12-04:24:33]  (Local) -> (LOCAL)[8]MINI/2CB: perra
[2021:04:12-04:24:34]  (Local) -> (LOCAL)[1]2cb'^Lart~Popper^: por que
[2021:04:12-04:24:35]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#FF8C00Ricardo|EVG|: voy por el job?
[2021:04:12-04:24:36]  (Global) -> jaider_Gt:  jajajaj
[2021:04:12-04:24:37]  (Local) -> (LOCAL)[1]DosCoronas2cb: perdon
[2021:04:12-04:24:40]  (Local) -> (LOCAL)[7]Nicoleeee: perrito monito
[2021:04:12-04:24:40]  (Local) -> (LOCAL)[10]PabloEscobar-ELN: nos fuimo
[2021:04:12-04:24:41]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF8C00alexispagedj-EVG: x2?
[2021:04:12-04:24:41]  (Local) -> (LOCAL)[5]King: benga
[2021:04:12-04:24:41]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF0000CrudoMa'G: sisas vayan ambos por job de tombo
[2021:04:12-04:24:47]  (Local) -> (LOCAL)[0]EducatedAnt68: t/116
[2021:04:12-04:24:47]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF0000CrudoMa'G: pls y se warpean
[2021:04:12-04:24:48]  (Local) -> (LOCAL)[6]King: le doy 1m
[2021:04:12-04:24:48]  (Local) -> (LOCAL)[6]DONOSO: digalo
[2021:04:12-04:24:49]  (Local) -> (LOCAL)[6]Nicoleeee: ahhh
[2021:04:12-04:24:52]  (Local) -> (LOCAL)[6]DONOSO: agale
[2021:04:12-04:24:59]  (Global) -> LapaticoMUJERDELPATRON|#CBCBCBЯN: LOS NIÑOS ESTAN MUY ASUSTADOS CON LASNOTICIAS
[2021:04:12-04:25:01]  (Global) -> CazaRatones: RATA HP
[2021:04:12-04:25:02]  (Local) -> (LOCAL)[2]Toreto'ELN: mor
[2021:04:12-04:25:03]  (Global) -> #1D1D1DAvalencia|#1D1D1D連EP合: #FAFE00AVA#003AFELEN#FE0000CIA#FFFFFF #FEFEFE (っ ͡ᵔ ͜ʖ ͡ᵔ)っ
[2021:04:12-04:25:06]  (Local) -> (LOCAL)[3]PabloEscobar-ELN: ay gor
[2021:04:12-04:25:06]  (Local) -> (LOCAL)[1]DosCoronas2cb: vamos a la pista y le doy 50k?
[2021:04:12-04:25:07]  (Local) -> (LOCAL)[3]PabloEscobar-ELN: no
[2021:04:12-04:25:09]  (Local) -> (LOCAL)[2]Toloteli: dime bb
[2021:04:12-04:25:16]  (Local) -> (LOCAL)[5]2cb'^Lart~Popper^: hpta
[2021:04:12-04:25:16]  (Global) -> LapaticoMUJERDELPATRON|#CBCBCBЯN: OIGA GORDOOOOOOOOOO
[2021:04:12-04:25:17]  (Local) -> (LOCAL)[2]Toreto'ELN: mero gentio afuera xd
[2021:04:12-04:25:18]  (Local) -> (LOCAL)[4]King: cuanto le valio?
[2021:04:12-04:25:20]  (Local) -> (LOCAL)[2]Toloteli: si?
[2021:04:12-04:25:22]  (Local) -> (LOCAL)[2]Toloteli: JAJAJAJAJA
[2021:04:12-04:25:24]  (Local) -> (LOCAL)[2]Toreto'ELN: si wn
[2021:04:12-04:25:26]  (Team - Services) -> (TEAM)Rivera"2CB: Andres_Ramires||2cb|| ya donde esta
[2021:04:12-04:25:26]  (Local) -> (LOCAL)[4]Dayer<3: DONOSO[MP]
[2021:04:12-04:25:29]  (Local) -> (LOCAL)[5]WolfUser'2cb: vueno mami nos fuimos
[2021:04:12-04:25:30]  (Local) -> (LOCAL)[1]Toloteli: esta el pablo ese?
[2021:04:12-04:25:33]  (Local) -> (LOCAL)[2]Toreto'ELN: huy
[2021:04:12-04:25:35]  (Local) -> (LOCAL)[4]Vlankillo: sss
[2021:04:12-04:25:35]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: ui
[2021:04:12-04:25:36]  (Local) -> (LOCAL)[2]Toreto'ELN: ya no hay nadie wn
[2021:04:12-04:25:36]  (Global) -> MR-Cazumba: Njd
[2021:04:12-04:25:36]  (Local) -> (LOCAL)[8]Nicoleeee: uy
[2021:04:12-04:25:38]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#0064FFRicardo|EVG|: está abajo el otro
[2021:04:12-04:25:39]  (Local) -> (LOCAL)[2]Toloteli: JAJAJJA
[2021:04:12-04:25:39]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00alexispagedj-EVG: me toca de tombo normal
[2021:04:12-04:25:40]  (Local) -> (LOCAL)[2]Toreto'ELN: jajajaja
[2021:04:12-04:25:41]  (Local) -> (LOCAL)[2]DONOSO: me costo 700k
[2021:04:12-04:25:43]  (Local) -> (LOCAL)[6]Nicoleeee: qn ese tan lindo
[2021:04:12-04:25:45]  (Local) -> (LOCAL)[2]King: como es mi amigo le doy 1m
[2021:04:12-04:25:47]  (Local) -> (LOCAL)[3]DONOSO: sin tunin
[2021:04:12-04:25:47]  (Global) -> CazaRatones: TOMBO HIJUEPUTA!
[2021:04:12-04:25:48]  (Global) -> #7F7F7F|ADM|#FF0000#5723FEKevinOcampo|#5723FEGDT!: pana no se ganen un baneo
[2021:04:12-04:25:50]  (Global) -> #7F7F7F|ADM|#FF0000#5723FEKevinOcampo|#5723FEGDT!: de buena
[2021:04:12-04:25:51]  (Global) -> Vlankillo: ay dayer
[2021:04:12-04:25:54]  (Global) -> EducatedAnt68: alguin sabe como me cambio la skin
[2021:04:12-04:25:55]  (Global) -> #7F7F7F|ADM|#FF0000#5723FEKevinOcampo|#5723FEGDT!: dejen a ese mk sano que los banean XD
[2021:04:12-04:26:00]  (Global) -> JuanKa: Balaclava  en la buena jsjdajddw 
[2021:04:12-04:26:02]  (Local) -> (LOCAL)[8]Nicoleeee: JAJSJAJAS
[2021:04:12-04:26:03]  (Local) -> (LOCAL)[1]King: oe
[2021:04:12-04:26:06]  (Global) -> #9706BCRatae~>|Z||#9706BC 夜: kkk
[2021:04:12-04:26:07]  (Local) -> (LOCAL)[2]SnOw|2cB: :v
[2021:04:12-04:26:07]  (Local) -> (LOCAL)[1]King: como es mi amigo le doy 1m
[2021:04:12-04:26:08]  (Global) -> Dayer<3: ay alejandro
[2021:04:12-04:26:10]  (Global) -> MR-Cazumba: Omeh
[2021:04:12-04:26:11]  (Local) -> (LOCAL)[5]PabloEscobar-ELN: suave
[2021:04:12-04:26:11]  (Global) -> Juanma-ELN|#5EF5F7������: Balaclava terremoto
[2021:04:12-04:26:11]  (Global) -> Dayer<3: q paso
[2021:04:12-04:26:12]  (Global) -> Vlankillo: aaaaaaaaaa
[2021:04:12-04:26:12]  (Global) -> Buitre|sad|2cB|#E20280 ඞ: jjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj
[2021:04:12-04:26:18]  (Global) -> S!up: bruhhhhhhhhhhhhhhhhhhhhhhhhhhhh
[2021:04:12-04:26:22]  (Global) -> MR-Cazumba: Balaclava mejor devuelvame el dinero que me quitó por matarme >:c
[2021:04:12-04:26:22]  (Local) -> (LOCAL)[2]LapaticoMUJERDELPATRON: Pasa plata paponerme una skind e ela ajsajkdhja
[2021:04:12-04:26:24]  (Global) -> Buitre|sad|2cB|#E20280 ඞ: poca speed
[2021:04:12-04:26:27]  (Local) -> (LOCAL)[3]LapaticoMUJERDELPATRON: lea
[2021:04:12-04:26:29]  (Global) -> S!up: siza
[2021:04:12-04:26:34]  (Global) -> S!up: vendi los q tenia
[2021:04:12-04:26:36]  (Local) -> (LOCAL)[1]CazaRatones: VAMOS ALLI A HABLAR
[2021:04:12-04:26:36]  (Global) -> Juanma-ELN|#5EF5F7������:  #00ff00 ( ͠; ᴥ ͠;)?
[2021:04:12-04:26:36]  (Global) -> S!up: vendame ese
[2021:04:12-04:26:37]  (Global) -> Andres_Ramires||2cb|||#E20280 ඞ: COMPRO ZORRA
[2021:04:12-04:26:46]  (Global) -> LapaticoMUJERDELPATRON|#CBCBCBЯN: OIGA GORDOOOOOOOOOO
[2021:04:12-04:26:48]  (Global) -> #1D1D1DAvalencia|#1D1D1D連EP合: #ff5b24 Mejor pida unas manos por Rappi manco ������( ͡ᵔ ͜ʖ ͡ᵔ������)
[2021:04:12-04:26:52]  (Local) -> (LOCAL)[1]LapaticoMUJERDELPATRON: VAMOS LLEVAME
[2021:04:12-04:26:53]  (Local) -> (LOCAL)[2]DONOSO: entonces
[2021:04:12-04:26:59]  (Local) -> (LOCAL)[2]Toreto'ELN: mor
