This file was generated by Console at 2021:05:03-00:00:00



[2021:05:03-00:00:00]  (Local) -> (LOCAL)[2]Dilan'CDG: a
[2021:05:03-00:25:18]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: qn anda en radio
[2021:05:03-00:25:18]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Francine98: deberá corre cono 200 como mucho
[2021:05:03-00:25:20]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: qn anda en radio
[2021:05:03-00:25:20]  (Global) -> #7F7F7F|ADM|#FF5C00Francine98|#9800D1GDT!: dime
[2021:05:03-00:25:21]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: qn anda en radio
[2021:05:03-00:25:22]  (Team - Services) -> (TEAM)MONDA'2cb: ya?
[2021:05:03-00:25:24]  (Local) -> (LOCAL)[5]JUANDA-SEMEN: si me deja libre
[2021:05:03-00:25:25]  (Global) -> Alcapone|Z|: LLEGUE
[2021:05:03-00:25:25]  (Team - Services) -> (TEAM)MONDA'2cb: ah sii
[2021:05:03-00:25:26]  (Local) -> (LOCAL)[5]JUANDA-SEMEN: 1palo
[2021:05:03-00:25:26]  (Local) -> (LOCAL)[5]elYZ: pero ya
[2021:05:03-00:25:26]  (Global) -> Alcapone|Z|: LLEGUE
[2021:05:03-00:25:27]  (Local) -> (LOCAL)[3]Roco: virtuo se quedo
[2021:05:03-00:25:28]  (Local) -> (LOCAL)[2]Mr_KR_[AKT]: a entonces lo comprare xd
[2021:05:03-00:25:29]  (Local) -> (LOCAL)[5]JUANDA-SEMEN: de verda
[2021:05:03-00:25:29]  (Team - Services) -> (TEAM)MONDA'2cb: si pillo jajajaj
[2021:05:03-00:25:31]  (Local) -> (LOCAL)[2]Julio_Motoa|4K|: ah si eres honesto :)
[2021:05:03-00:25:33]  (Local) -> (LOCAL)[4]Topo|Z|: A
[2021:05:03-00:25:33]  (Local) -> (LOCAL)[3]Avalencia: COLOQUESE DE TOMBO
[2021:05:03-00:25:33]  (Team - Services) -> (TEAM)Sebas_guaracho[CDG]: vemos un gusto 
[2021:05:03-00:25:34]  (Global) -> Juanma'ELN'|#5EF5F7������: #ff00ff  ಠ_ಠ 
[2021:05:03-00:25:35]  (Local) -> (LOCAL)[3]Avalencia: Y VIENE
[2021:05:03-00:25:36]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Francine98: dale bro chao
[2021:05:03-00:25:36]  (Local) -> (LOCAL)[2]Mr_KR_[AKT]: este es de un vip no?
[2021:05:03-00:25:36]  (Local) -> (LOCAL)[2]Julio_Motoa|4K|: grachas ;)
[2021:05:03-00:25:37]  (Local) -> (LOCAL)[1]Ignacio_Viillamil: muchas gracias por t ayyda
[2021:05:03-00:25:39]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: qn anda en radio
[2021:05:03-00:25:39]  (Team - Services) -> (TEAM)MONDA'2cb: <3
[2021:05:03-00:25:40]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: qn anda en radio
[2021:05:03-00:25:41]  (Local) -> (LOCAL)[3]aspiriina||EVG||: aaa jaja
[2021:05:03-00:25:41]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: qn anda en radio
[2021:05:03-00:25:41]  (Local) -> (LOCAL)[8]JUANDA-SEMEN: yo tengo 1 palo
[2021:05:03-00:25:42]  (Team - Services) -> (TEAM)Sebas_guaracho[CDG]: se cuida esas tapas jajja
[2021:05:03-00:25:42]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: qn anda en radio
[2021:05:03-00:25:43]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00ElSorneroMayorBM: yo
[2021:05:03-00:25:43]  (Local) -> (LOCAL)[1]Julio_Motoa|4K|: gracias
[2021:05:03-00:25:43]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: qn anda en radio
[2021:05:03-00:25:46]  (Local) -> (LOCAL)[1]MONDA'2cb: jajaja
[2021:05:03-00:25:47]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00Francine98: habla
[2021:05:03-00:25:48]  (Local) -> (LOCAL)[6]JUANDA-SEMEN: se lo doy y me deja
[2021:05:03-00:25:48]  (Local) -> (LOCAL)[1]Ignacio_Viillamil: eres el mejor
[2021:05:03-00:25:48]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: jajajajajajaja
[2021:05:03-00:25:49]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00Francine98: XDDDDDDDDDDDDDDDDDDDDDD
[2021:05:03-00:25:50]  (Local) -> (LOCAL)[6]Alcapone|Z|: MELOS
[2021:05:03-00:25:50]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: #00ff00 VENDO BLISTA COMPACT Y TORNADO Y UN BOBCAT LOS TRES POR 1.1 M
[2021:05:03-00:25:52]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00ElSorneroMayorBM: ajajjaja
[2021:05:03-00:25:52]  (Team - Services) -> (TEAM)Sebas_guaracho[CDG]: pal banco pai jajasj
[2021:05:03-00:25:54]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra: dale bro
[2021:05:03-00:25:54]  (Local) -> (LOCAL)[1]Ignacio_Viillamil: parce ultima pregunta
[2021:05:03-00:25:55]  (Local) -> (LOCAL)[6]JUANDA-SEMEN: todos maten a se puta
[2021:05:03-00:25:57]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Francine98: el propio tombo neitor
[2021:05:03-00:25:57]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: q hacemos
[2021:05:03-00:26:00]  (Local) -> (LOCAL)[6]Topo|Z|: Pa que me respete
[2021:05:03-00:26:00]  (Local) -> (LOCAL)[6]jhonjairo: CORONA
[2021:05:03-00:26:03]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra: k
[2021:05:03-00:26:03]  (Local) -> (LOCAL)[2]Julio_Motoa|4K|: enga
[2021:05:03-00:26:03]  (Local) -> (LOCAL)[2]Roco: llame a alexis
[2021:05:03-00:26:05]  (Local) -> (LOCAL)[2]Roco: que mire
[2021:05:03-00:26:07]  (Local) -> (LOCAL)[2]Avalencia: beltran
[2021:05:03-00:26:07]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: ai
[2021:05:03-00:26:08]  (Local) -> (LOCAL)[2]Avalencia: ya esta?
[2021:05:03-00:26:10]  (Local) -> (LOCAL)[2]Beltrancho|EVG: oe
[2021:05:03-00:26:10]  (Local) -> (LOCAL)[2]Roco: que depronto llega un fastidiosin
[2021:05:03-00:26:11]  (Local) -> (LOCAL)[1]Ignacio_Viillamil: quiero unirme a un grupo, cual es el mejor
[2021:05:03-00:26:12]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FFFF00ElSorneroMayorBM: buscar vehiculos jjjjjjjjjjjjjjjjjjjjj
[2021:05:03-00:26:13]  (Local) -> (LOCAL)[1]MONDA'2cb: vea mi naveB)+}
[2021:05:03-00:26:14]  (Local) -> (LOCAL)[2]Avalencia: na
[2021:05:03-00:26:16]  (Global) -> COMOOOO'2cb|#E20280 ඞ: VENDO OCEANIC TURISMO Y HTR 1
[2021:05:03-00:26:17]  (Local) -> (LOCAL)[8]TiroFijo420DjBass'2cB: AAA
[2021:05:03-00:26:19]  (Local) -> (LOCAL)[8]TiroFijo420DjBass'2cB: ERAS CATRE
[2021:05:03-00:26:21]  (Local) -> (LOCAL)[2]Avalencia: guarde esa arma
[2021:05:03-00:26:22]  (Local) -> (LOCAL)[4]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: jjjjjjjjjjjjjjj gei
[2021:05:03-00:26:23]  (Global) -> #7F7F7F|LG|#FF5C00PsIcKo?'DeTemeer~|#18AED9カプガン: ay
[2021:05:03-00:26:23]  (Local) -> (LOCAL)[2]Avalencia: beltran
[2021:05:03-00:26:27]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra: mmm hay varios grupos buenos
[2021:05:03-00:26:29]  (Local) -> (LOCAL)[2]Avalencia: bueno tiren acoordinarse
[2021:05:03-00:26:30]  (Local) -> (LOCAL)[8]TiroFijo420DjBass'2cB: eras tú XD TIENES L MISMA SKIN DE PSICKO SORRY
[2021:05:03-00:26:30]  (Global) -> #F1F1F1Dominic/CDG/|#F1F1F1ঔৣ☬: Oconner
[2021:05:03-00:26:31]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FFFF00ElSorneroMayorBM: vea
[2021:05:03-00:26:31]  (Local) -> (LOCAL)[2]Avalencia: a mi baile
[2021:05:03-00:26:32]  (Team - Services) -> (TEAM)Sebas_guaracho[CDG]: eso lo dejan botado los vips jajaja
[2021:05:03-00:26:33]  (Phone:SMS) -> From Elflacoagudelo | To: Pedroelescamoso | Message: Disculpe me puede decir si demora ?
[2021:05:03-00:26:34]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: vamos a escuchar que pone mi pana el gei
[2021:05:03-00:26:35]  (Global) -> Pirrih_: Dilan'CDG[MP] le copeo esos 3 pero aún no tengo la plata
[2021:05:03-00:26:35]  (Local) -> (LOCAL)[10]Kyle.2cb: JJJJJJJ
[2021:05:03-00:26:36]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF0000Catre^: nao nao
[2021:05:03-00:26:39]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF0000Catre^: hagale mas bien
[2021:05:03-00:26:39]  (Local) -> (LOCAL)[10]#7F7F7F|LG|#FF5C00PsIcKo?'DeTemeer~: nao nao
[2021:05:03-00:26:40]  (Local) -> (LOCAL)[9]TiroFijo420DjBass'2cB: no te queria pelar a tesuelto
[2021:05:03-00:26:40]  (Local) -> (LOCAL)[1]MONDA'2cb: simon ajjaja
[2021:05:03-00:26:41]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF0000Catre^: no se haga
[2021:05:03-00:26:42]  (Local) -> (LOCAL)[10]Kyle.2cb: llevelo rapido
[2021:05:03-00:26:43]  (Local) -> (LOCAL)[2]Avalencia: beltran esta descordinado
[2021:05:03-00:26:43]  (Global) -> PRO: comooo acuanto el HTR 1
[2021:05:03-00:26:45]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF0000Catre^: encane,e
[2021:05:03-00:26:45]  (Local) -> (LOCAL)[11]Kyle.2cb: JJJJJ
[2021:05:03-00:26:46]  (Local) -> (LOCAL)[2]Roco: frenelo
[2021:05:03-00:26:46]  (Local) -> (LOCAL)[1]DosCoronas|CAPU: jajaja
[2021:05:03-00:26:46]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra: pero entra en el que primero te la lleves bien
[2021:05:03-00:26:46]  (Local) -> (LOCAL)[10]#7F7F7F|LG|#FF5C00PsIcKo?'DeTemeer~: te suelto xddddddd
[2021:05:03-00:26:48]  (Local) -> (LOCAL)[2]DosCoronas|CAPU: bobo hpta
[2021:05:03-00:26:49]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00ElSorneroMayorBM: ta cara
[2021:05:03-00:26:50]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF0000Catre^: nao
[2021:05:03-00:26:51]  (Local) -> (LOCAL)[1]DosCoronas|CAPU: respete
[2021:05:03-00:26:52]  (Local) -> (LOCAL)[2]elYZ: mk
[2021:05:03-00:26:52]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FFFF00ElSorneroMayorBM: XDDDDDDDDDDDDDD
[2021:05:03-00:26:54]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: siok un anuncio de cvr
[2021:05:03-00:26:54]  (Local) -> (LOCAL)[2]Beltrancho|EVG: con cd
[2021:05:03-00:26:54]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: Pirrih_ Cuanto tiene?
[2021:05:03-00:26:55]  (Local) -> (LOCAL)[11]Kyle.2cb: q agvado
[2021:05:03-00:26:55]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF0000Catre^: jum
[2021:05:03-00:26:55]  (Local) -> (LOCAL)[2]Roco: avlencia
[2021:05:03-00:26:55]  (Local) -> (LOCAL)[7]#7F7F7F|LG|#FF5C00PsIcKo?'DeTemeer~: dilan
[2021:05:03-00:26:55]  (Local) -> (LOCAL)[3]Topo|Z|: Su mama malparido
[2021:05:03-00:26:55]  (Local) -> (LOCAL)[1]Ignacio_Viillamil: me podrias aconsejar uno
[2021:05:03-00:26:57]  (Local) -> (LOCAL)[11]Kyle.2cb: JJJJJJJJJJJJ
[2021:05:03-00:26:57]  (Local) -> (LOCAL)[2]Roco: pare
[2021:05:03-00:26:59]  (Local) -> (LOCAL)[11]Kyle.2cb: que
[2021:05:03-00:26:59]  (Local) -> (LOCAL)[11]#7F7F7F|LG|#FF5C00PsIcKo?'DeTemeer~: dilan
[2021:05:03-00:26:59]  (Local) -> (LOCAL)[4]DosCoronas|CAPU: AJJAJAJ
[2021:05:03-00:27:00]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra: hay muchas gang, pero las más pro, no suelen recibir gente mala
[2021:05:03-00:27:02]  (Local) -> (LOCAL)[4]Topo|Z|: Digale a su mama que repste
[2021:05:03-00:27:02]  (Local) -> (LOCAL)[2]Avalencia: nea a mi me queda mas duro
[2021:05:03-00:27:03]  (Local) -> (LOCAL)[4]aspiriina||EVG||: digalo
[2021:05:03-00:27:04]  (Local) -> (LOCAL)[12]#7F7F7F|LG|#FF5C00PsIcKo?'DeTemeer~: tienes pene?
[2021:05:03-00:27:04]  (Local) -> (LOCAL)[4]DosCoronas|CAPU: RECURSO
[2021:05:03-00:27:05]  (Local) -> (LOCAL)[4]elYZ: me lleve 5 a la cana
[2021:05:03-00:27:06]  (Local) -> (LOCAL)[11]Kyle.2cb: s
[2021:05:03-00:27:07]  (Local) -> (LOCAL)[6]DosCoronas|CAPU: MAS BASICO
[2021:05:03-00:27:12]  (Local) -> (LOCAL)[2]aspiriina||EVG||: ogh
[2021:05:03-00:27:12]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra: pues te digo la realidad
[2021:05:03-00:27:13]  (Global) -> Pirrih_: como 600k
[2021:05:03-00:27:13]  (Local) -> (LOCAL)[2]elYZ: de una sola
[2021:05:03-00:27:13]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: mi ñero es muy mocho
[2021:05:03-00:27:15]  (Global) -> DosCoronas|CAPU|#18AED9カプガン: jhonjairo
[2021:05:03-00:27:15]  (Local) -> (LOCAL)[1]aspiriina||EVG||: re teso
[2021:05:03-00:27:17]  (Local) -> (LOCAL)[2]Beltrancho|EVG: hijueputa
[2021:05:03-00:27:19]  (Local) -> (LOCAL)[2]Roco: ahora el descoordinado es usted
[2021:05:03-00:27:21]  (Local) -> (LOCAL)[2]Beltrancho|EVG: por 2 sg
[2021:05:03-00:27:22]  (Local) -> (LOCAL)[1]Ignacio_Viillamil: si
[2021:05:03-00:27:22]  (Local) -> (LOCAL)[2]Roco: agh
[2021:05:03-00:27:22]  (Global) -> DosCoronas|CAPU|#18AED9カプガン: jhonjairo estoy en la cana
[2021:05:03-00:27:23]  (Global) -> PRO: comooooo 2cb acuanto el HR
[2021:05:03-00:27:24]  (Local) -> (LOCAL)[1]aspiriina||EVG||: tiene con que curarse?
[2021:05:03-00:27:24]  (Global) -> Mr_KR_[AKT]: oe tochielaragan se demora?
[2021:05:03-00:27:25]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: aaaaaaaaaaaaaaa
[2021:05:03-00:27:27]  (Local) -> (LOCAL)[0]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: venga
[2021:05:03-00:27:29]  (Global) -> COMOOOO'2cb|#E20280 ඞ: VENDO OCEANIC TURISMO Y HTR 1
[2021:05:03-00:27:30]  (Global) -> jhonjairo: lo espero afuera pa
[2021:05:03-00:27:32]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: Pirrih_ Le vendo el blista a 600k
[2021:05:03-00:27:33]  (Global) -> DosCoronas|CAPU|#18AED9カプガン: r
[2021:05:03-00:27:36]  (Local) -> (LOCAL)[2]elYZ: si
[2021:05:03-00:27:37]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: no tengo gasofa
[2021:05:03-00:27:40]  (Local) -> (LOCAL)[1]aspiriina||EVG||: a melo
[2021:05:03-00:27:43]  (Local) -> (LOCAL)[2]Roco: otra vez
[2021:05:03-00:27:44]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00ElSorneroMayorBM: bajese
[2021:05:03-00:27:44]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra: entonces te diría que cualquier gang que te guste
[2021:05:03-00:27:44]  (Local) -> (LOCAL)[2]Avalencia: ya
[2021:05:03-00:27:50]  (Local) -> (LOCAL)[2]Avalencia: ya estamos coordinados
[2021:05:03-00:27:50]  (Local) -> (LOCAL)[3]elYZ: ll}}}
[2021:05:03-00:27:51]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra: no recomiendo ninguna XD
[2021:05:03-00:27:51]  (Global) -> jhonjairo: cuanto tiempo tiene corona
[2021:05:03-00:27:53]  (Global) -> PRO: comoooo2cb acuanto el HTR 1 PRO
[2021:05:03-00:27:53]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: baje el puto gancho
[2021:05:03-00:27:53]  (Global) -> Pirrih_: breve en donde nos encontramos?
[2021:05:03-00:27:58]  (Local) -> (LOCAL)[5]CALDERON|AUC|: breve
[2021:05:03-00:28:00]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra: o puedes crear la tuya
[2021:05:03-00:28:01]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: .______________________________________________________________________________________________.
[2021:05:03-00:28:04]  (Local) -> (LOCAL)[3]Avalencia: acomodese al lado mio
[2021:05:03-00:28:04]  (Local) -> (LOCAL)[1]Ignacio_Viillamil: bueno parcero
[2021:05:03-00:28:06]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: Pirrih_  Donde le llego
[2021:05:03-00:28:07]  (Local) -> (LOCAL)[3]VirtuoXS[EVG]: esta mierda sirve
[2021:05:03-00:28:07]  (Local) -> (LOCAL)[1]Ignacio_Viillamil: muchas gracias
[2021:05:03-00:28:07]  (Global) -> COMOOOO'2cb|#E20280 ඞ: 9 palos
[2021:05:03-00:28:09]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra: dale
[2021:05:03-00:28:11]  (Local) -> (LOCAL)[1]Ignacio_Viillamil: si necesitas algo
[2021:05:03-00:28:12]  (Local) -> (LOCAL)[3]Roco: szs
[2021:05:03-00:28:12]  (Local) -> (LOCAL)[1]Mr_KR_[AKT]: muetre pue
[2021:05:03-00:28:14]  (Local) -> (LOCAL)[3]Roco: sissisisi
[2021:05:03-00:28:16]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FFFF00Buitre|Lag|2cB: pare
[2021:05:03-00:28:16]  (Local) -> (LOCAL)[3]Avalencia: que id es esa?
[2021:05:03-00:28:18]  (Local) -> (LOCAL)[1]Ignacio_Viillamil: ignacio villamil a la orden
[2021:05:03-00:28:19]  (Local) -> (LOCAL)[5]Alcapone|Z|: NOSPI
[2021:05:03-00:28:21]  (Local) -> (LOCAL)[3]VirtuoXS[EVG]: id 11
[2021:05:03-00:28:22]  (Global) -> PRO: deme una rebaja
[2021:05:03-00:28:23]  (Local) -> (LOCAL)[3]Roco: es la de evangelion
[2021:05:03-00:28:23]  (Local) -> (LOCAL)[4]JUANDA-SEMEN: bay
[2021:05:03-00:28:24]  (Local) -> (LOCAL)[2]Mr_KR_[AKT]: a
[2021:05:03-00:28:24]  (Global) -> Tochielaragan|AUC:  maneje
[2021:05:03-00:28:25]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra: dale broder
[2021:05:03-00:28:26]  (Local) -> (LOCAL)[3]Roco: si o q
[2021:05:03-00:28:28]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra: la buena
[2021:05:03-00:28:29]  (Local) -> (LOCAL)[2]elYZ: lleveme al banco
[2021:05:03-00:28:29]  (Local) -> (LOCAL)[3]VirtuoXS[EVG]: si
[2021:05:03-00:28:30]  (Local) -> (LOCAL)[1]Ignacio_Viillamil: gracias brooo
[2021:05:03-00:28:31]  (Local) -> (LOCAL)[3]VirtuoXS[EVG]: si
[2021:05:03-00:28:31]  (Local) -> (LOCAL)[3]elYZ: porfa
[2021:05:03-00:28:37]  (Global) -> Pirrih_: Dilan'CDG[MP] nos encontramos en banco
[2021:05:03-00:28:39]  (Global) -> Tochielaragan|AUC:  tiene nitro
[2021:05:03-00:28:40]  (Global) -> #7F7F7F|LG|#FF5C00PsIcKo?'DeTemeer~|#18AED9カプガン: ey loko
[2021:05:03-00:28:41]  (Local) -> (LOCAL)[3]TiroFijo420DjBass'2cB: ggg
[2021:05:03-00:28:42]  (Global) -> COMOOOO'2cb|#E20280 ඞ: vale 10 nuevo, antes le estoy rebajando 1 palo
[2021:05:03-00:28:42]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: ake
[2021:05:03-00:28:42]  (Local) -> (LOCAL)[6]Tabares[Z]: pa donde
[2021:05:03-00:28:43]  (Global) -> ChiefNuts21: yo/
[2021:05:03-00:28:44]  (Global) -> #9706BCTartarusZcB|#9706BC 夜: Qa
[2021:05:03-00:28:44]  (Local) -> (LOCAL)[1]Oconner|2cb: oe
[2021:05:03-00:28:46]  (Global) -> #9706BCTartarusZcB|#9706BC 夜: q
[2021:05:03-00:28:48]  (Local) -> (LOCAL)[3]VirtuoXS[EVG]: que baile?
[2021:05:03-00:28:50]  (Local) -> (LOCAL)[1]Dominic/CDG/: eo
[2021:05:03-00:28:52]  (Local) -> (LOCAL)[3]Roco: bailes 1 baile 2
[2021:05:03-00:28:59]  (Local) -> (LOCAL)[1]elYZ: para donde va
[2021:05:03-00:28:59]  (Local) -> (LOCAL)[1]Oconner|2cb: bro aca ya pille q uno hace por hay 10 veces mas puntos q alla en bigear jajajaja
[2021:05:03-00:29:00]  (Global) -> Pirrih_: Dilan'CDG[MP] banco de los santos
[2021:05:03-00:29:01]  (Global) -> RaspyPail58: que trabajo paga mas
[2021:05:03-00:29:02]  (Local) -> (LOCAL)[2]Alcapone|Z|: Q LOCA
[2021:05:03-00:29:02]  (Local) -> (LOCAL)[6]Tabares[Z]: no seescuha
[2021:05:03-00:29:02]  (Global) -> Pirrih_: xd
[2021:05:03-00:29:03]  (Local) -> (LOCAL)[3]Avalencia: coordinesen
[2021:05:03-00:29:03]  (Local) -> (LOCAL)[1]Mr_KR_[AKT]: oe
[2021:05:03-00:29:04]  (Global) -> PRO: comooooo en cuotas 
[2021:05:03-00:29:06]  (Global) -> Tochielaragan|AUC:  oe
[2021:05:03-00:29:06]  (Local) -> (LOCAL)[4]TartarusZcB: mano
[2021:05:03-00:29:08]  (Local) -> (LOCAL)[5]VirtuoXS[EVG]: me cordine con avalencia
[2021:05:03-00:29:09]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: szs
[2021:05:03-00:29:11]  (Local) -> (LOCAL)[1]Mr_KR_[AKT]: a cuanto corre?
[2021:05:03-00:29:12]  (Global) -> ArleyMateusL: que paso?
[2021:05:03-00:29:12]  (Local) -> (LOCAL)[4]TartarusZcB: no puede disparar coin trabajo
[2021:05:03-00:29:12]  (Local) -> (LOCAL)[1]Dominic/CDG/: melo
[2021:05:03-00:29:12]  (Local) -> (LOCAL)[1]Juanma'ELN': salga gey
[2021:05:03-00:29:12]  (Local) -> (LOCAL)[1]Oconner|2cb: pues aca por ser un terreno como mas dificil se sube el multiplicador muchisimo
[2021:05:03-00:29:14]  (Global) -> FriendlyDonkey99: al aeropuerto
[2021:05:03-00:29:15]  (Global) -> Tochielaragan|AUC: mire usted
[2021:05:03-00:29:16]  (Global) -> COMOOOO'2cb|#E20280 ඞ: nonas
[2021:05:03-00:29:19]  (Local) -> (LOCAL)[5]Avalencia: quietos
[2021:05:03-00:29:20]  (Global) -> ArleyMateusL: jajajaç
[2021:05:03-00:29:21]  (Global) -> Tochielaragan|AUC:  con nitro como a 150
[2021:05:03-00:29:21]  (Global) -> KAYKOR: que toca hacer aca
[2021:05:03-00:29:21]  (Global) -> COMOOOO'2cb|#E20280 ඞ: no me sirve
[2021:05:03-00:29:23]  (Local) -> (LOCAL)[3]FLOREZ_[CDG]: Naaa
[2021:05:03-00:29:25]  (Global) -> PRO: bueno
[2021:05:03-00:29:27]  (Local) -> (LOCAL)[5]Roco: stop
[2021:05:03-00:29:27]  (Local) -> (LOCAL)[1]Dominic/CDG/: voy hacer la plata pa pagarle
[2021:05:03-00:29:28]  (Global) -> Dilan'CDG|#F1F1F1ঔৣ☬: tllegue
[2021:05:03-00:29:29]  (Local) -> (LOCAL)[5]Roco: naaaaaaaa
[2021:05:03-00:29:30]  (Local) -> (LOCAL)[1]FLOREZ_[CDG]: Me cogio de pura suerte este mk
[2021:05:03-00:29:31]  (Global) -> KAYKOR: trabajar y ya?
[2021:05:03-00:29:31]  (Local) -> (LOCAL)[1]Oconner|2cb: en 10 mil puntos y ya va como en x6 el multi
[2021:05:03-00:29:31]  (Local) -> (LOCAL)[5]Avalencia: Oe elYZ se puede ir
[2021:05:03-00:29:31]  (Global) -> COMOOOO'2cb|#E20280 ඞ: ale
[2021:05:03-00:29:33]  (Global) -> Tochielaragan|AUC:  solo que estoy de drift y se lo quite sin querer
[2021:05:03-00:29:34]  (Global) -> Niche-[Capu]: cuantos puntos necesito para subir en driffer?
[2021:05:03-00:29:34]  (Local) -> (LOCAL)[1]FLOREZ_[CDG]: Oe
[2021:05:03-00:29:38]  (Local) -> (LOCAL)[1]FLOREZ_[CDG]: Le doy 50k
[2021:05:03-00:29:39]  (Global) -> KonekoNyah: Dilan soy loliancestral ya tiene mis dineros ?
[2021:05:03-00:29:40]  (Local) -> (LOCAL)[1]FLOREZ_[CDG]: Si me suelta
[2021:05:03-00:29:40]  (Local) -> (LOCAL)[8]#7F7F7F|DJ|#FFFF00ElSorneroMayorBM: buena gente q soy
[2021:05:03-00:29:42]  (Local) -> (LOCAL)[1]FLOREZ_[CDG]: Yaaaaaaaa
[2021:05:03-00:29:42]  (Local) -> (LOCAL)[5]Avalencia: vayase
[2021:05:03-00:29:44]  (Local) -> (LOCAL)[5]VirtuoXS[EVG]: se va o le pongo 100k de cabeza?
[2021:05:03-00:29:45]  (Local) -> (LOCAL)[5]Avalencia: estamso grabando
[2021:05:03-00:29:46]  (Local) -> (LOCAL)[7]#7F7F7F|DJ|#FFFF00ElSorneroMayorBM: vamos
[2021:05:03-00:29:51]  (Local) -> (LOCAL)[1]FLOREZ_[CDG]: Le dan 14 de tombo
[2021:05:03-00:29:53]  (Global) -> Tochielaragan|AUC:  vea que se lo estoy dejnado bararto
[2021:05:03-00:29:53]  (Global) -> ArquezCriss: PASAME LOS 50 K PRIMERO
