This file was generated by Console at 2021:05:15-00:00:00



[2021:05:15-00:00:00]  (Local) -> (LOCAL)[7]Miguel-paraco: oe
[2021:05:15-00:21:17]  (Local) -> (LOCAL)[1]KING[ELN]: sube
[2021:05:15-00:21:17]  (Global) -> RankUp: PONGA QUIMICA DE RANKUP
[2021:05:15-00:21:19]  (Global) -> Naruto|ZETAS|: DJ coloq yo bo fumo droga ni tampoco marihuana
[2021:05:15-00:21:19]  (Team - Law Enforcement) -> (TEAM)KM9: 5
[2021:05:15-00:21:20]  (Global) -> RankUp: PONGA QUIMICA DE RANKUP
[2021:05:15-00:21:20]  (Local) -> (LOCAL)[1]Miguel-paraco: tengo que sacar a mi perro, no tengo tiempo
[2021:05:15-00:21:20]  (Global) -> SINPERMEX: pa el medico
[2021:05:15-00:21:21]  (Global) -> JosueYes: que le dije
[2021:05:15-00:21:22]  (Global) -> RankUp: PONGA QUIMICA DE RANKUP!
[2021:05:15-00:21:22]  (Global) -> KM9: xd
[2021:05:15-00:21:24]  (Global) -> DonSteven(CDG): MODO AFK
[2021:05:15-00:21:25]  (Global) -> KM9: 7
[2021:05:15-00:21:26]  (Global) -> SINPERMEX: consigo moto
[2021:05:15-00:21:26]  (Local) -> (LOCAL)[1]VisiosoHP69: menos jaajajajajajaja
[2021:05:15-00:21:27]  (Global) -> RankUp: como reparo un avion?1
[2021:05:15-00:21:27]  (Local) -> (LOCAL)[4]Joystick|ELN: a mano tenia que decirle que primero la money
[2021:05:15-00:21:28]  (Global) -> JairSad: lo robaron por izi
[2021:05:15-00:21:29]  (Local) -> (LOCAL)[1]VisiosoHP69: 4
[2021:05:15-00:21:29]  (Global) -> KM9: 3
[2021:05:15-00:21:29]  (Local) -> (LOCAL)[3]CagaletoElCagaoELN: ando movistar
[2021:05:15-00:21:32]  (Global) -> Chapo!Guzman|CaPu: mi ermano Tartarus#FFFFFFZcB[6]
[2021:05:15-00:21:33]  (Team - Law Enforcement) -> (TEAM)KM9: xd
[2021:05:15-00:21:33]  (Local) -> (LOCAL)[2]coco_humilde: AMONOS
[2021:05:15-00:21:35]  (Local) -> (LOCAL)[1]VisiosoHP69: XD
[2021:05:15-00:21:36]  (Global) -> #7F7F7F|ADM|#FF8C00brahian|#83FF00ʍđท: Toloteli|2cb creo que es por una reforma que estan haciendo entonces en el momento solo esta el 
[2021:05:15-00:21:37]  (Local) -> (LOCAL)[1]Raptus: espere termino de camellar
[2021:05:15-00:21:38]  (Local) -> (LOCAL)[3]Mnrpatecumbias: dele x mcon
[2021:05:15-00:21:40]  (Local) -> (LOCAL)[4]Esmad: ud pq es tan grosero hermano
[2021:05:15-00:21:42]  (Local) -> (LOCAL)[4]KING[ELN]: esperalo aqui
[2021:05:15-00:21:43]  (Global) -> KM9: pero eres bueno
[2021:05:15-00:21:43]  (Global) -> SINPERMEX: melo
[2021:05:15-00:21:46]  (Global) -> #7F7F7F|ADM|#FF8C00brahian|#83FF00ʍđท: Toloteli|2cb de los santos
[2021:05:15-00:21:48]  (Local) -> (LOCAL)[4]BajaPantys420|ELN: cual grosero
[2021:05:15-00:21:48]  (Global) -> VirtuoXS|EVG|#EB4E89ㅇㅅㅇ: ven aca
[2021:05:15-00:21:49]  (Global) -> JairSad: truco mas viejo cucho
[2021:05:15-00:21:51]  (Local) -> (LOCAL)[3]Esmad: jm
[2021:05:15-00:21:51]  (Local) -> (LOCAL)[3]Mnrpatecumbias: suba kbron
[2021:05:15-00:21:53]  (Local) -> (LOCAL)[1]VisiosoHP69: no me gusta casi ser policia
[2021:05:15-00:21:54]  (Local) -> (LOCAL)[4]Joystick|ELN: y yo casi hago lo mismo xd
[2021:05:15-00:21:55]  (Local) -> (LOCAL)[3]Mnrpatecumbias: y dele x
[2021:05:15-00:21:56]  (Global) -> #9800D1CagaletoElCagaoELN|#9800D1GDT!: ADMIN Andres_Ramires||2cb|| TURF CON JOB
[2021:05:15-00:21:56]  (Global) -> KM9: si quieres entramos en la noche
[2021:05:15-00:21:58]  (Global) -> Cuchacho: tombo hpta
[2021:05:15-00:21:59]  (Local) -> (LOCAL)[1]FuturisticShark94: pare mk
[2021:05:15-00:21:59]  (Global) -> KM9: dame tu ws
[2021:05:15-00:22:00]  (Global) -> JairSad: xd
[2021:05:15-00:22:00]  (Local) -> (LOCAL)[3]AgathaX: conejo une x
[2021:05:15-00:22:00]  (Global) -> SINPERMEX: ais no
[2021:05:15-00:22:01]  (Global) -> CHOCORRAMO|#EB4E89ㅇㅅㅇ: quien me da jail
[2021:05:15-00:22:02]  (Local) -> (LOCAL)[3]ivan'2cb: a
[2021:05:15-00:22:03]  (Global) -> RankUp: Oigan Carechimbas, como reparo un aviooooon
[2021:05:15-00:22:06]  (Local) -> (LOCAL)[3]Mnrpatecumbias: ksajsa
[2021:05:15-00:22:08]  (Global) -> SINPERMEX: bichota pai
[2021:05:15-00:22:08]  (Global) -> KM9: ahh pero yo soy solo policia
[2021:05:15-00:22:08]  (Local) -> (LOCAL)[1]Raptus: solo araganeo{
[2021:05:15-00:22:08]  (Global) -> Esmad|#9800D1GDT!: yo CHOCORRAMO[6]
[2021:05:15-00:22:09]  (Global) -> Ivan_Duque(Porky)|#EB4E89ㅇㅅㅇ: BARETA  PA TO EL  MUNDO  M PORQUE  EL PUEBLO LO PIDIO
[2021:05:15-00:22:10]  (Global) -> Toloteli|2cb|#9E016Cඞ: admin 
[2021:05:15-00:22:12]  (Global) -> JairSad: jajajaja
[2021:05:15-00:22:13]  (Global) -> CHOCORRAMO|#EB4E89ㅇㅅㅇ: que apareci todo bugeeado y no me puedo mover
[2021:05:15-00:22:14]  (Global) -> #7F7F7F|ADM|#FF8C00brahian|#83FF00ʍđท: dime
[2021:05:15-00:22:14]  (Global) -> KM9: paso patrullando
[2021:05:15-00:22:15]  (Local) -> (LOCAL)[3]Chapo!Guzman|CaPu: ponga k
[2021:05:15-00:22:16]  (Global) -> Ivan_Duque(Porky)|#EB4E89ㅇㅅㅇ:  PERO LA REFORMA   VA SOBELO 
[2021:05:15-00:22:18]  (Local) -> (LOCAL)[3]Chapo!Guzman|CaPu: y stio
[2021:05:15-00:22:19]  (Global) -> Toloteli|2cb|#9E016Cඞ: esta bug el ammu de sf
[2021:05:15-00:22:20]  (Local) -> (LOCAL)[3]Mnrpatecumbias: que man tan
[2021:05:15-00:22:21]  (Local) -> (LOCAL)[3]Mnrpatecumbias: XDD
[2021:05:15-00:22:21]  (Local) -> (LOCAL)[3]Chapo!Guzman|CaPu: stop
[2021:05:15-00:22:22]  (Global) -> Toloteli|2cb|#9E016Cඞ: no sale
[2021:05:15-00:22:22]  (Global) -> CHOCORRAMO|#EB4E89ㅇㅅㅇ: algun staff ?
[2021:05:15-00:22:22]  (Global) -> JairSad: oe
[2021:05:15-00:22:23]  (Local) -> (LOCAL)[1]VisiosoHP69: 3103502474
[2021:05:15-00:22:24]  (Local) -> (LOCAL)[3]Chapo!Guzman|CaPu: esta bug
[2021:05:15-00:22:26]  (Local) -> (LOCAL)[4]Joystick|ELN: bueno me voy a trabajar :V
[2021:05:15-00:22:26]  (Global) -> #7F7F7F|ADM|#FF8C00brahian|#83FF00ʍđท: Toloteli|2cb creo que es por una reforma que estan haciendo entonces en el momento solo esta el 
[2021:05:15-00:22:28]  (Global) -> JairSad: le vendo una moto
[2021:05:15-00:22:29]  (Global) -> #7F7F7F|ADM|#FF8C00brahian|#83FF00ʍđท: Toloteli|2cb de los santos
[2021:05:15-00:22:29]  (Local) -> (LOCAL)[1]VisiosoHP69: escribeme de una
[2021:05:15-00:22:29]  (Local) -> (LOCAL)[3]Mnrpatecumbias: ya le dio?
[2021:05:15-00:22:30]  (Local) -> (LOCAL)[1]Oreo: q
[2021:05:15-00:22:30]  (Global) -> RankUp: como reparo un avion?1
[2021:05:15-00:22:31]  (Local) -> (LOCAL)[3]AgathaX: ya
[2021:05:15-00:22:34]  (Local) -> (LOCAL)[2]Raptus: epa
[2021:05:15-00:22:35]  (Local) -> (LOCAL)[1]CHOCORRAMO: staf
[2021:05:15-00:22:35]  (Local) -> (LOCAL)[1]Oreo: vmamos
[2021:05:15-00:22:35]  (Global) -> #7F7F7F|ADM|#FF8C00brahian|#83FF00ʍđท: dime CHOCORRAMO[6]
[2021:05:15-00:22:36]  (Global) -> RankUp: como reparo un avion?!!!!!!!!!!!!!!
[2021:05:15-00:22:37]  (Global) -> Toloteli|2cb|#9E016Cඞ: r
[2021:05:15-00:22:37]  (Local) -> (LOCAL)[2]Raptus: nos vemos
[2021:05:15-00:22:38]  (Local) -> (LOCAL)[1]CHOCORRAMO: ud no es staff
[2021:05:15-00:22:38]  (Global) -> SINPERMEX: epa la buena
[2021:05:15-00:22:39]  (Local) -> (LOCAL)[1]CHOCORRAMO: xde
[2021:05:15-00:22:40]  (Global) -> JairSad: los llevo
[2021:05:15-00:22:40]  (Local) -> (LOCAL)[3]Raptus: todo bn+
[2021:05:15-00:22:41]  (Local) -> (LOCAL)[1]Oreo: vamos
[2021:05:15-00:22:42]  (Local) -> (LOCAL)[3]BajaPantys420|ELN: zzz
[2021:05:15-00:22:43]  (Global) -> Estremesur[CDG]: admin, caunto se demora ha que me llegue el vip?
[2021:05:15-00:22:44]  (Global) -> SINPERMEX: le pago
[2021:05:15-00:22:45]  (Local) -> (LOCAL)[1]Oreo: yo lo llevo
[2021:05:15-00:22:45]  (Local) -> (LOCAL)[9]Raptus: la maxima
[2021:05:15-00:22:45]  (Local) -> (LOCAL)[8]Mnrpatecumbias: oe
[2021:05:15-00:22:45]  (Global) -> KM9: tiralo de nuevo
[2021:05:15-00:22:46]  (Local) -> (LOCAL)[4]Joystick|ELN: pues comprese este
[2021:05:15-00:22:46]  (Local) -> (LOCAL)[9]Cuchacho: hey
[2021:05:15-00:22:47]  (Local) -> (LOCAL)[8]Mnrpatecumbias: quieren
[2021:05:15-00:22:49]  (Local) -> (LOCAL)[9]Mnrpatecumbias: paseo de olla?
[2021:05:15-00:22:53]  (Global) -> CHOCORRAMO|#EB4E89ㅇㅅㅇ: brahian[6] me das jail ?
[2021:05:15-00:22:53]  (Global) -> RankUp: como reparo un avion?!!!!!!!!!!!!!!
[2021:05:15-00:22:54]  (Global) -> Drogba22[ELN}: ALGUIEN TIENE ALGUN VIDON QUE ME VENDA?
[2021:05:15-00:22:58]  (Local) -> (LOCAL)[2]VisiosoHP69: 3103502474
[2021:05:15-00:22:58]  (Local) -> (LOCAL)[7]Mnrpatecumbias: quiere paseo de olla?
[2021:05:15-00:22:58]  (Global) -> CHOCORRAMO|#EB4E89ㅇㅅㅇ: brahian[6] me das jail ? toy bugeado
[2021:05:15-00:23:01]  (Local) -> (LOCAL)[6]Cuchacho: me atropella
[2021:05:15-00:23:01]  (Global) -> ALFREDO: de una
[2021:05:15-00:23:02]  (Local) -> (LOCAL)[5]Cuchacho: si
[2021:05:15-00:23:05]  (Local) -> (LOCAL)[5]Mnrpatecumbias: suba
[2021:05:15-00:23:12]  (Global) -> Drogba22[ELN}: ALGUIEN TIENE BIDON QUE ME VENDA?
[2021:05:15-00:23:13]  (Local) -> (LOCAL)[5]Cuchacho: ajua
[2021:05:15-00:23:14]  (Local) -> (LOCAL)[5]Mnrpatecumbias: encima
[2021:05:15-00:23:14]  (Global) -> Oreo|#EB4E89ㅇㅅㅇ: brihan
[2021:05:15-00:23:15]  (Local) -> (LOCAL)[2]coco_humilde: QIUBO
[2021:05:15-00:23:15]  (Local) -> (LOCAL)[1]Toloteli|2cb: COJA ESTA
[2021:05:15-00:23:18]  (Global) -> AgathaX: suba arriba xd
[2021:05:15-00:23:18]  (Local) -> (LOCAL)[5]Mnrpatecumbias: de la buseta
[2021:05:15-00:23:19]  (Local) -> (LOCAL)[5]Cuchacho: dele chancla
[2021:05:15-00:23:20]  (Local) -> (LOCAL)[5]Mnrpatecumbias: e que falta
[2021:05:15-00:23:22]  (Local) -> (LOCAL)[5]Cuchacho: ok
[2021:05:15-00:23:25]  (Local) -> (LOCAL)[5]Mnrpatecumbias: ALFREDO
[2021:05:15-00:23:28]  (Global) -> KM9: haahaha ya se quien eres yo te he arrestado y todo jaja
[2021:05:15-00:23:30]  (Global) -> santyagito: que
[2021:05:15-00:23:31]  (Local) -> (LOCAL)[6]Mnrpatecumbias: dele la x
[2021:05:15-00:23:35]  (Global) -> CHOCORRAMO|#EB4E89ㅇㅅㅇ: brahian[6] me das jail ? toy bugeado
[2021:05:15-00:23:35]  (Local) -> (LOCAL)[6]Cuchacho: yax
[2021:05:15-00:23:37]  (Global) -> CHOCORRAMO|#EB4E89ㅇㅅㅇ: brahian[6] me das jail ? toy bugeado
[2021:05:15-00:23:37]  (Local) -> (LOCAL)[1]FuturisticShark94: pare
[2021:05:15-00:23:37]  (Local) -> (LOCAL)[1]VisiosoHP69: wtf
[2021:05:15-00:23:38]  (Local) -> (LOCAL)[6]Cuchacho: pa
[2021:05:15-00:23:38]  (Global) -> Drogba22[ELN}: ALGUIEN TIENE BIDON QUE ME VENDA
[2021:05:15-00:23:39]  (Global) -> Estremesur[CDG]: admin cuanto se demora ha que me llegue el vip, ya lo pague con proceso de dsicord
[2021:05:15-00:23:40]  (Global) -> KM9: prendelo ps
[2021:05:15-00:23:40]  (Local) -> (LOCAL)[5]Mnrpatecumbias: fuimono
[2021:05:15-00:23:41]  (Local) -> (LOCAL)[5]Cuchacho: llevo 7 años jugando esto
[2021:05:15-00:23:43]  (Local) -> (LOCAL)[1]FuturisticShark94: bajese
[2021:05:15-00:23:45]  (Local) -> (LOCAL)[5]Raptus: uyyy
[2021:05:15-00:23:46]  (Team - Services) -> (TEAM)Luis_Iriarte: ahhhhhhhh
[2021:05:15-00:23:47]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA TRIPLE HPTAAAAAA NO ME HABIA DADO CUENTAAA
[2021:05:15-00:23:47]  (Local) -> (LOCAL)[6]el_orejas[CDG]: YA VENGO QUE ESTA HACIENDO MERA HAMBRE
[2021:05:15-00:23:48]  (Global) -> coco_humilde: BAJAPANTYS
[2021:05:15-00:23:50]  (Local) -> (LOCAL)[1]CHOCORRAMO: no chito
[2021:05:15-00:23:52]  (Local) -> (LOCAL)[0]Cuchacho: jajjajjajaj
[2021:05:15-00:23:52]  (Local) -> (LOCAL)[1]VisiosoHP69: ya me agrego?
[2021:05:15-00:23:52]  (Local) -> (LOCAL)[1]juancho'2cb: ho
[2021:05:15-00:23:52]  (Global) -> Esmad|#9800D1GDT!: Estremesur[CDG] ahhora te lo tan 
[2021:05:15-00:23:53]  (Global) -> Cuchacho: eaa
[2021:05:15-00:23:55]  (Local) -> (LOCAL)[1]ivan'2cb: oa
[2021:05:15-00:23:55]  (Global) -> Cuchacho: me quede
[2021:05:15-00:23:55]  (Local) -> (LOCAL)[1]juancho'2cb: no surve
[2021:05:15-00:23:55]  (Global) -> Esmad|#9800D1GDT!: lo dan
[2021:05:15-00:23:58]  (Global) -> Cuchacho: XDDDDDDDD
[2021:05:15-00:24:00]  (Global) -> Cuchacho: XDDDDDDDDDDDD
[2021:05:15-00:24:01]  (Global) -> KM9: ya te escrbo
[2021:05:15-00:24:02]  (Global) -> Luis_Iriarte: no confiaron en el carrito ag
[2021:05:15-00:24:03]  (Local) -> (LOCAL)[1]juancho'2cb: no entres
[2021:05:15-00:24:04]  (Global) -> Ivan_Duque(Porky)|#EB4E89ㅇㅅㅇ:  uFF  solo sple  JIMNESSSS
[2021:05:15-00:24:04]  (Local) -> (LOCAL)[4]Cuchacho: NOOOOOOOOO
[2021:05:15-00:24:05]  (Local) -> (LOCAL)[4]Mnrpatecumbias: espere
[2021:05:15-00:24:05]  (Local) -> (LOCAL)[2]juancho'2cb: que no sirve
[2021:05:15-00:24:06]  (Global) -> Toloteli|2cb|#9E016Cඞ: CASI
[2021:05:15-00:24:06]  (Local) -> (LOCAL)[2]ivan'2cb: ai+
[2021:05:15-00:24:07]  (Local) -> (LOCAL)[3]Mnrpatecumbias: esper
[2021:05:15-00:24:07]  (Global) -> Ivan_Duque(Porky)|#EB4E89ㅇㅅㅇ:  UFF 
[2021:05:15-00:24:08]  (Local) -> (LOCAL)[2]biya'2cb: va
[2021:05:15-00:24:08]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������: PARCE NO HACIA DAÑO Y PENSE QUE TENIA LAG AJAJAJJA
[2021:05:15-00:24:10]  (Local) -> (LOCAL)[3]Mnrpatecumbias: se quedo uno
[2021:05:15-00:24:11]  (Local) -> (LOCAL)[2]biya'2cb: vamso
[2021:05:15-00:24:16]  (Global) -> KM9: como es el comando de umar
[2021:05:15-00:24:18]  (Local) -> (LOCAL)[5]Cuchacho: YU
[2021:05:15-00:24:18]  (Global) -> CHOCORRAMO|#EB4E89ㅇㅅㅇ: ok
[2021:05:15-00:24:18]  (Local) -> (LOCAL)[5]Mnrpatecumbias: ñero
[2021:05:15-00:24:21]  (Local) -> (LOCAL)[5]Mnrpatecumbias: no lo mate
[2021:05:15-00:24:23]  (Local) -> (LOCAL)[5]Cuchacho: TERccos
[2021:05:15-00:24:23]  (Global) -> Ivan_Duque(Porky)|#EB4E89ㅇㅅㅇ:  a   A SOPLARRRR
[2021:05:15-00:24:24]  (Local) -> (LOCAL)[5]Mnrpatecumbias: dele a x
[2021:05:15-00:24:25]  (Local) -> (LOCAL)[2]VisiosoHP69: ya no me acuerdo
[2021:05:15-00:24:30]  (Local) -> (LOCAL)[5]Cuchacho: fastidio
[2021:05:15-00:24:31]  (Local) -> (LOCAL)[5]IceWipe'ELN: yo quiero
[2021:05:15-00:24:33]  (Global) -> coco_humilde: BAJAOPANTYS
[2021:05:15-00:24:35]  (Local) -> (LOCAL)[5]Mnrpatecumbias: Cuchacho
[2021:05:15-00:24:39]  (Local) -> (LOCAL)[5]Mnrpatecumbias: pongase MP
[2021:05:15-00:24:40]  (Local) -> (LOCAL)[5]IceWipe'ELN: :V
[2021:05:15-00:24:40]  (Global) -> AgathaX: suba pues
[2021:05:15-00:24:41]  (Global) -> JMorvid: en este sv se pueden comprar casas?
[2021:05:15-00:24:43]  (Local) -> (LOCAL)[5]Cuchacho: pq se compran el de camionero
[2021:05:15-00:24:44]  (Local) -> (LOCAL)[5]Joystick|ELN: ooe
[2021:05:15-00:24:44]  (Local) -> (LOCAL)[6]Cuchacho: uy como asi
[2021:05:15-00:24:46]  (Local) -> (LOCAL)[2]ivan'2cb: a?
[2021:05:15-00:24:47]  (Local) -> (LOCAL)[6]Cuchacho: pacman
[2021:05:15-00:24:47]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#FF0000tussy'2cb: pero capturen...
[2021:05:15-00:24:48]  (Local) -> (LOCAL)[6]Cuchacho: listo, reportado
[2021:05:15-00:24:53]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#FF0000tussy'2cb: tienen que salir y entrar a la zona si no estan capturando
[2021:05:15-00:24:53]  (Local) -> (LOCAL)[6]Mnrpatecumbias: Cuchacho pongase MP
[2021:05:15-00:24:54]  (Global) -> coco_humilde: MENOR
[2021:05:15-00:24:54]  (Global) -> Murdock: luis iriarte llegue
[2021:05:15-00:24:56]  (Local) -> (LOCAL)[4]Joystick|ELN: les vendo el carrito en 500k
[2021:05:15-00:24:56]  (Local) -> (LOCAL)[2]coco_humilde: VENI
[2021:05:15-00:24:57]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#FF0000tussy'2cb: tienen qu eentrar sin vehiculos
[2021:05:15-00:25:02]  (Global) -> Murdock: donde estabamos
[2021:05:15-00:25:04]  (Global) -> KM9: revisa ws
[2021:05:15-00:25:05]  (Local) -> (LOCAL)[6]Cuchacho: potente
[2021:05:15-00:25:05]  (Local) -> (LOCAL)[2]ivan'2cb: si esta capturandose
[2021:05:15-00:25:07]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#FF0000tussy'2cb: salgan y entren
[2021:05:15-00:25:08]  (Local) -> (LOCAL)[1]VisiosoHP69: ya xdxxd
[2021:05:15-00:25:09]  (Local) -> (LOCAL)[2]#7F7F7F|LG|#FF0000tussy'2cb: pero por que entre yo
[2021:05:15-00:25:10]  (Local) -> (LOCAL)[2]coco_humilde: OE OE
[2021:05:15-00:25:10]  (Local) -> (LOCAL)[4]Mnrpatecumbias: Cuchacho pongase MP
[2021:05:15-00:25:11]  (Global) -> JosueYes: ese bravura si es bueno 
[2021:05:15-00:25:13]  (Local) -> (LOCAL)[2]coco_humilde: VENI
[2021:05:15-00:25:13]  (Local) -> (LOCAL)[4]Cuchacho: uy yo era SSJ
[2021:05:15-00:25:13]  (Local) -> (LOCAL)[4]Mnrpatecumbias: para que no lo maten
[2021:05:15-00:25:14]  (Local) -> (LOCAL)[5]Naruto|ZETAS|: drogas
[2021:05:15-00:25:14]  (Local) -> (LOCAL)[4]Joystick|ELN: cuanto cuesta el bravura
[2021:05:15-00:25:14]  (Global) -> 247Best: Parcero
[2021:05:15-00:25:17]  (Local) -> (LOCAL)[3]ivan'2cb: a
[2021:05:15-00:25:17]  (Local) -> (LOCAL)[4]Cuchacho: yo lo cree ; -M
[2021:05:15-00:25:18]  (Local) -> (LOCAL)[5]PadreChucho: k
[2021:05:15-00:25:20]  (Local) -> (LOCAL)[1]Raptus: unu
[2021:05:15-00:25:20]  (Local) -> (LOCAL)[3]Andres_Ramires||2cb||: no parce no lo hice con intencion pero ya que hptas
[2021:05:15-00:25:22]  (Global) -> Luis_Iriarte: bravura
[2021:05:15-00:25:23]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������: no parce no lo hice con intencion pero ya que hptas
[2021:05:15-00:25:23]  (Local) -> (LOCAL)[1]Raptus: ola
[2021:05:15-00:25:25]  (Local) -> (LOCAL)[6]Naruto|ZETAS|: tiene drogas
[2021:05:15-00:25:27]  (Local) -> (LOCAL)[4]Mnrpatecumbias: pero si yo empeze con eso de SSJ
[2021:05:15-00:25:28]  (Global) -> KM9: en la noche entramos ps
[2021:05:15-00:25:28]  (Global) -> 247Best: BAJOO
[2021:05:15-00:25:29]  (Local) -> (LOCAL)[4]Mnrpatecumbias: ...
[2021:05:15-00:25:29]  (Local) -> (LOCAL)[6]PadreChucho: yo si pork
[2021:05:15-00:25:31]  (Global) -> 247Best: PARCERO
[2021:05:15-00:25:32]  (Global) -> KM9: esto esta apagado
[2021:05:15-00:25:33]  (Team - Services) -> (TEAM)BazucoMan: QUE PASA PANAAAA
[2021:05:15-00:25:33]  (Phone:SMS) -> From MORACH117 | To: ROGERS | Message: Joto
[2021:05:15-00:25:34]  (Local) -> (LOCAL)[5]Naruto|ZETAS|: de q
[2021:05:15-00:25:34]  (Local) -> (LOCAL)[1]coco_humilde: VENI
[2021:05:15-00:25:34]  (Local) -> (LOCAL)[7]Cuchacho: noka
[2021:05:15-00:25:34]  (Global) -> Murdock: luis iriarte
[2021:05:15-00:25:40]  (Local) -> (LOCAL)[10]tochi:3: si baila le vendo
[2021:05:15-00:25:40]  (Local) -> (LOCAL)[10]Cuchacho: yo desde el 2019
[2021:05:15-00:25:41]  (Local) -> (LOCAL)[10]PadreChucho: mariguana y lsd
[2021:05:15-00:25:46]  (Local) -> (LOCAL)[9]Naruto|ZETAS|: no
[2021:05:15-00:25:47]  (Local) -> (LOCAL)[6]Cuchacho: me llamaba CuchachoSSJ
[2021:05:15-00:25:50]  (Global) -> Luis_Iriarte: obvio llevame
[2021:05:15-00:25:52]  (Local) -> (LOCAL)[4]Cuchacho: 2918
[2021:05:15-00:25:53]  (Local) -> (LOCAL)[1]VisiosoHP69: en la noche no puedo bro
[2021:05:15-00:25:53]  (Local) -> (LOCAL)[4]Mnrpatecumbias: ñero yo soy admin,,,
[2021:05:15-00:25:56]  (Local) -> (LOCAL)[4]Cuchacho: 2019*
[2021:05:15-00:25:59]  (Local) -> (LOCAL)[4]Cuchacho: ah no sabia
[2021:05:15-00:25:59]  (Global) -> KM9: en las mañanas ?
[2021:05:15-00:26:01]  (Global) -> JosueYes: dele
[2021:05:15-00:26:02]  (Local) -> (LOCAL)[2]VisiosoHP69: tengo que dormir temprano
[2021:05:15-00:26:03]  (Global) -> Luis_Iriarte: ay
[2021:05:15-00:26:07]  (Global) -> coco_humilde: BAJAPANTYS
[2021:05:15-00:26:07]  (Global) -> Murdock: luis iliarte llegue mani
[2021:05:15-00:26:08]  (Local) -> (LOCAL)[2]VisiosoHP69: hagale en la mañana
[2021:05:15-00:26:13]  (Local) -> (LOCAL)[4]Mnrpatecumbias: Cuchacho piongase MP
[2021:05:15-00:26:14]  (Global) -> SINPERMEX: pa onde lo llevo
[2021:05:15-00:26:14]  (Global) -> KM9: a que hora juegas ??
[2021:05:15-00:26:16]  (Local) -> (LOCAL)[4]Mnrpatecumbias: con el f3
[2021:05:15-00:26:17]  (Global) -> KM9: en la tarde ?
[2021:05:15-00:26:21]  (Global) -> KM9: me avisas y entramos
[2021:05:15-00:26:23]  (Local) -> (LOCAL)[1]Chapo!Guzman|CaPu: ola ermano
[2021:05:15-00:26:26]  (Local) -> (LOCAL)[1]TartarusZcB: holaw
[2021:05:15-00:26:28]  (Local) -> (LOCAL)[1]VisiosoHP69: en la tarde como a las 2
[2021:05:15-00:26:28]  (Local) -> (LOCAL)[4]Cuchacho: pero si en f3 saco el celuco
[2021:05:15-00:26:32]  (Local) -> (LOCAL)[4]Cuchacho: cmo asi
[2021:05:15-00:26:33]  (Local) -> (LOCAL)[4]Mnrpatecumbias: por eso
[2021:05:15-00:26:34]  (Local) -> (LOCAL)[4]Cuchacho: MP?
[2021:05:15-00:26:34]  (Local) -> (LOCAL)[4]Mnrpatecumbias: dele f3
[2021:05:15-00:26:36]  (Local) -> (LOCAL)[4]Cuchacho: modo pasivo
[2021:05:15-00:26:40]  (Local) -> (LOCAL)[4]Mnrpatecumbias: y donde dice modo pasioc
[2021:05:15-00:26:40]  (Local) -> (LOCAL)[4]Cuchacho: ??
[2021:05:15-00:26:42]  (Local) -> (LOCAL)[1]VisiosoHP69: pero solo un rato porquevoy a ver a mi novia
[2021:05:15-00:26:43]  (Global) -> 247Best: BAJAPANTIS
[2021:05:15-00:26:44]  (Global) -> KM9: xd se partio el banquillo
[2021:05:15-00:26:44]  (Local) -> (LOCAL)[4]Mnrpatecumbias: si eso
[2021:05:15-00:26:55]  (Local) -> (LOCAL)[4]Cuchacho: esa cancion es chimba
[2021:05:15-00:26:58]  (Local) -> (LOCAL)[1]VisiosoHP69: hablamos bro
[2021:05:15-00:26:59]  (Local) -> (LOCAL)[4]Cuchacho: re tiktokera a morir
[2021:05:15-00:27:00]  (Local) -> (LOCAL)[4]Cuchacho: pero bueno
[2021:05:15-00:27:01]  (Local) -> (LOCAL)[2]el_orejas[CDG]: cuales son los numeros de las skins?
[2021:05:15-00:27:03]  (Local) -> (LOCAL)[4]Cuchacho: q se hace
[2021:05:15-00:27:20]  (Local) -> (LOCAL)[2]Andres_Ramires||2cb||: tiene esmeralda?
[2021:05:15-00:27:21]  (Local) -> (LOCAL)[3]Mnrpatecumbias: listo
[2021:05:15-00:27:22]  (Local) -> (LOCAL)[6]Chapo!Guzman|CaPu: oreo
[2021:05:15-00:27:23]  (Local) -> (LOCAL)[3]Cuchacho: veo, es cierto que solo con vip puedo tener las dos recortadas?
[2021:05:15-00:27:24]  (Local) -> (LOCAL)[3]Mnrpatecumbias: vamos es de rumba
[2021:05:15-00:27:26]  (Local) -> (LOCAL)[3]Mnrpatecumbias: jayyy
[2021:05:15-00:27:27]  (Local) -> (LOCAL)[6]Oreo: oe
[2021:05:15-00:27:29]  (Global) -> tochi:3|#EB4E89ㅇㅅㅇ: #ff22b PIDAN SUS TEMAS
[2021:05:15-00:27:30]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF5C00brahian: oreo bb
