This file was generated by Console at 2021:06:14-00:00:02



[2021:06:14-00:00:02]  (Global) -> cacharrito.HP: PANTHER963(Z)
[2021:06:14-02:02:53]  (Global) -> MICHAEL|CDG|#9D12D1í ½í¸ˆ: #ff00ffNaruto|CDG| aiuda ando sekuetrao
[2021:06:14-02:02:54]  (Local) -> (LOCAL)[1]SOFFIA<3: pues aca es las venturas
[2021:06:14-02:02:55]  (Local) -> (LOCAL)[4]Naruto|CDG|: q le aprece
[2021:06:14-02:02:57]  (Local) -> (LOCAL)[1]IDavid: pase los comandos
[2021:06:14-02:02:58]  (Local) -> (LOCAL)[4]Stitches!~>||(CDG)||: uff cuanto va?
[2021:06:14-02:03:00]  (Global) -> Juanpalo:): donde es
[2021:06:14-02:03:00]  (Local) -> (LOCAL)[2]Gomita: tema pa
[2021:06:14-02:03:01]  (Local) -> (LOCAL)[2]lil_kiba14/CDG: eres mujer o hombre?
[2021:06:14-02:03:03]  (Local) -> (LOCAL)[1]SOFFIA<3: pa que?
[2021:06:14-02:03:04]  (Local) -> (LOCAL)[2]Nubesita/2cb: ag hermano
[2021:06:14-02:03:04]  (Local) -> (LOCAL)[1]DONDARKAR[DARK]: use
[2021:06:14-02:03:04]  (Local) -> (LOCAL)[5]Stitches!~>||(CDG)||: sabe?
[2021:06:14-02:03:05]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: ish
[2021:06:14-02:03:06]  (Local) -> (LOCAL)[1]DONDARKAR[DARK]: el carro
[2021:06:14-02:03:07]  (Local) -> (LOCAL)[1]IDavid: pa poner los comentarios de colores
[2021:06:14-02:03:08]  (Local) -> (LOCAL)[2]snyder_david: ola pa
[2021:06:14-02:03:09]  (Local) -> (LOCAL)[1]DONDARKAR[DARK]: y empujeme
[2021:06:14-02:03:10]  ([Msg] de Director'Sijin para CrudoMeansRaw: eso es demorado o que bro?) -> nil
[2021:06:14-02:03:11]  (Local) -> (LOCAL)[4]Naruto|CDG|: q le aprece
[2021:06:14-02:03:12]  (Local) -> (LOCAL)[1]IDavid: me trama
[2021:06:14-02:03:13]  (Local) -> (LOCAL)[1]DaianaxBuitrago: hombre, daiana es mi novia xd
[2021:06:14-02:03:15]  (Global) -> comandante*primo*: wey
[2021:06:14-02:03:16]  (Local) -> (LOCAL)[4]Stitches!~>||(CDG)||: en que?
[2021:06:14-02:03:17]  (Local) -> (LOCAL)[2]binipu: no ocupe todo el espacio bobo
[2021:06:14-02:03:18]  (Local) -> (LOCAL)[1]DaianaxBuitrago: ps me puse el daiana por eso
[2021:06:14-02:03:18]  (Local) -> (LOCAL)[1]pene~>w<: xddddddddd
[2021:06:14-02:03:21]  (Local) -> (LOCAL)[2]binipu: tras de grande
[2021:06:14-02:03:21]  (Local) -> (LOCAL)[2]snyder_david: ajjaja quede en todo el centro
[2021:06:14-02:03:23]  ([Msg] de Andres_RamireSinVIP2cb para fazza'2cb: oe le ofrezco 8 palos ultima oferta) -> nil
[2021:06:14-02:03:26]  ([Msg] de CrudoMeansRaw para Director'Sijin: No sÃ©, cuando el se conecte) -> nil
[2021:06:14-02:03:27]  (Local) -> (LOCAL)[2]Naruto|CDG|: usted dijo lo de la cedupa
[2021:06:14-02:03:27]  (Global) -> Stitches!~>||(CDG)|||#9D12D1í ½í¸ˆ: en que?
[2021:06:14-02:03:28]  (Local) -> (LOCAL)[2]DONDARKAR[DARK]: ya
[2021:06:14-02:03:31]  (Global) -> #7F7F7F|DJ|#FF5C00BazucoPai!2cb|#9E016Cà¶ž: #00fff0 LOS QUE PAGARON PARA ENTRAR AL EVENTO PENDIENTES A LA RADIO DE CVR POR HAY DOY LA INFO 
[2021:06:14-02:03:31]  (Local) -> (LOCAL)[2]Nubesita/2cb: jasjja
[2021:06:14-02:03:31]  (Local) -> (LOCAL)[2]MICHAEL|CDG: ae
[2021:06:14-02:03:33]  (Local) -> (LOCAL)[2]Nubesita/2cb: ojito
[2021:06:14-02:03:33]  (Local) -> (LOCAL)[1]IDavid: el de turquesa no mas
[2021:06:14-02:03:40]  (Local) -> (LOCAL)[2]snyder_david: wtf como llegaste hasta ahi
[2021:06:14-02:03:40]  (Local) -> (LOCAL)[2]Nubesita/2cb: ojito que ya no hay vip
[2021:06:14-02:03:41]  (Local) -> (LOCAL)[2]Gomita: ash
[2021:06:14-02:03:43]  (Local) -> (LOCAL)[1]DONDARKAR[DARK]: suba
[2021:06:14-02:03:44]  (Global) -> Andres_RamireSinVIP2cb|#F7BAF2 âœ˜â—¡âœ˜: COMPRO VORTEX
[2021:06:14-02:03:44]  (Global) -> #7F7F7F|DJ|#FF5C00BazucoPai!2cb|#9E016Cà¶ž: #00fff0 LOS QUE QUIERAN ENTRAR AL EVENTO ME PUEDEN PAGAR A MI ESTOY EN CENTRAL EMPIEZA A LAS 8
[2021:06:14-02:03:46]  (Local) -> (LOCAL)[2]binipu: ag
[2021:06:14-02:03:46]  (Local) -> (LOCAL)[2]Gomita: a quitar el tema
[2021:06:14-02:03:47]  (Local) -> (LOCAL)[1]SOFFIA<3: .#00ff00 . #94ff00, #9400ff
[2021:06:14-02:03:48]  (Global) -> SpookyRubber49: OEE LO QUE QUIERAN SER RECLUTADOS PA EL EJERCITO LLEGUEN AL MUÃ‘EQUITO VERDE DEL MAPA 
[2021:06:14-02:03:48]  (Local) -> (LOCAL)[2]Nubesita/2cb: no sÃ© jajsja
[2021:06:14-02:03:50]  (Global) -> SpookyRubber49: OEE LO QUE QUIERAN SER RECLUTADOS PA EL EJERCITO LLEGUEN AL MUÃ‘EQUITO VERDE DEL MAPA 
[2021:06:14-02:03:54]  (Global) -> DONDARKAR[DARK]: #00FF00 VENDO: HR1 Y SULTAN TIREN SMS A PRECIOS NEGOCIABLES
[2021:06:14-02:03:56]  (Local) -> (LOCAL)[1]SOFFIA<3: no deja pasarlos :/
[2021:06:14-02:03:58]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: pq
[2021:06:14-02:04:01]  (Local) -> (LOCAL)[1]IDavid: aaa
[2021:06:14-02:04:06]  (Local) -> (LOCAL)[2]Nubesita/2cb: ayno
[2021:06:14-02:04:09]  (Global) -> Lucho8: epaa
[2021:06:14-02:04:09]  ([Msg] de Andres_RamireSinVIP2cb para #33ff66BazucoPai!2cb: cual evento?) -> nil
[2021:06:14-02:04:10]  (Local) -> (LOCAL)[2]binipu: aysi
[2021:06:14-02:04:13]  (Local) -> (LOCAL)[2]Nubesita/2cb: jajsjsjajjaa
[2021:06:14-02:04:14]  (Local) -> (LOCAL)[1]DONDARKAR[DARK]: ire a ponerme un job
[2021:06:14-02:04:15]  (Local) -> (LOCAL)[2]Nubesita/2cb: diosmio
[2021:06:14-02:04:16]  (Local) -> (LOCAL)[2]Gomita: pq van a anunciar lo del evento por la radio
[2021:06:14-02:04:16]  (Local) -> (LOCAL)[1]SOFFIA<3: morado es # 9400ff
[2021:06:14-02:04:18]  (Local) -> (LOCAL)[2]MICHAEL|CDG: los que estan afuera aiuda
[2021:06:14-02:04:19]  (Global) -> comandante*primo*: alguien para el ejercito
[2021:06:14-02:04:21]  (Local) -> (LOCAL)[2]MICHAEL|CDG: polfa
[2021:06:14-02:04:21]  (Local) -> (LOCAL)[1]SOFFIA<3: creo que es ese
[2021:06:14-02:04:21]  (Global) -> Lucho8: eso
[2021:06:14-02:04:24]  (Local) -> (LOCAL)[2]PericoHpta: yo quiero ir a ver
[2021:06:14-02:04:27]  (Local) -> (LOCAL)[2]Gomita: acabaron de decir
[2021:06:14-02:04:30]  (Global) -> LaSapaaaa: yo quiero ir a volear bala
[2021:06:14-02:04:32]  (Local) -> (LOCAL)[2]Gomita: pague gvon
[2021:06:14-02:04:33]  (Local) -> (LOCAL)[1]SOFFIA<3: pero copies esto # junto al numero
[2021:06:14-02:04:34]  (Local) -> (LOCAL)[2]Gomita: jajajaj
[2021:06:14-02:04:35]  (Local) -> (LOCAL)[2]JuanOspina[ZETAS]: SOLO MILLOS HPTA
[2021:06:14-02:04:37]  (Local) -> (LOCAL)[2]PericoHpta: ey
[2021:06:14-02:04:38]  (Local) -> (LOCAL)[2]PericoHpta: ni+
[2021:06:14-02:04:40]  (Local) -> (LOCAL)[3]DONDARKAR[DARK]: opeeeeeeeeeee
[2021:06:14-02:04:40]  ([Msg] de #33ff66BazucoPai!2cb para Andres_RamireSinVIP2cb: La feria del tunning el carro mejor tuniado se lleva 5M y el que mas) -> nil
[2021:06:14-02:04:41]  (Local) -> (LOCAL)[2]snyder_david: agggg
[2021:06:14-02:04:41]  (Local) -> (LOCAL)[2]PericoHpta: solo a ver
[2021:06:14-02:04:41]  (Global) -> LaSapaaaa: pal monte
[2021:06:14-02:04:42]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: cuanto vale eso
[2021:06:14-02:04:43]  (Local) -> (LOCAL)[2]PericoHpta: me ganan
[2021:06:14-02:04:44]  (Local) -> (LOCAL)[1]IDavid: #9400ff aver
[2021:06:14-02:04:45]  (Global) -> cabraloca: quiero ser paraco
[2021:06:14-02:04:45]  (Local) -> (LOCAL)[2]Nubesita/2cb: caminen al banco xfis
[2021:06:14-02:04:46]  (Local) -> (LOCAL)[2]Gomita: 200k
[2021:06:14-02:04:46]  (Global) -> comandante*primo*: pare
[2021:06:14-02:04:46]  (Phone:SMS) -> From #aa00ffMICHAEL|CDG | To: #ff00ffNaruto|CDG| | Message: manoo
[2021:06:14-02:04:46]  (Local) -> (LOCAL)[3]DaianaxBuitrago: oe
[2021:06:14-02:04:46]  (Local) -> (LOCAL)[2]PericoHpta: 200k
[2021:06:14-02:04:46]  (Local) -> (LOCAL)[1]IDavid: uy si
[2021:06:14-02:04:47]  (Local) -> (LOCAL)[3]DONDARKAR[DARK]: buitrago por finjaksjas
[2021:06:14-02:04:49]  (Local) -> (LOCAL)[2]Nubesita/2cb: ag
[2021:06:14-02:04:49]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: a
[2021:06:14-02:04:49]  ([Msg] de #33ff66BazucoPai!2cb para Andres_RamireSinVIP2cb: Corra otros 5M) -> nil
[2021:06:14-02:04:50]  (Local) -> (LOCAL)[5]DaianaxBuitrago: se lo compro
[2021:06:14-02:04:52]  (Local) -> (LOCAL)[1]IDavid: gracias
[2021:06:14-02:04:54]  (Local) -> (LOCAL)[1]SOFFIA<3: #9400ff gg
[2021:06:14-02:04:54]  (Global) -> comandante*primo*: venga
[2021:06:14-02:04:54]  (Local) -> (LOCAL)[2]Director'Sijin: parese bien duro
[2021:06:14-02:04:56]  (Local) -> (LOCAL)[3]DONDARKAR[DARK]: 12m800k
[2021:06:14-02:04:56]  (Phone:SMS) -> From #aa00ffMICHAEL|CDG | To: #ff00ffNaruto|CDG| | Message: ando sekuestrado hp
[2021:06:14-02:04:58]  (Local) -> (LOCAL)[2]Gomita: nea solo entra a ver y a participar en tuning
[2021:06:14-02:05:01]  (Local) -> (LOCAL)[2]LaSapaaaa: ey panita
[2021:06:14-02:05:01]  (Local) -> (LOCAL)[3]DONDARKAR[DARK]: me la dejo otro man ahi
[2021:06:14-02:05:04]  (Global) -> SOFFIA<3: #9400ff k
[2021:06:14-02:05:04]  (Local) -> (LOCAL)[2]Nubesita/2cb: snyder tas violento
[2021:06:14-02:05:04]  (Local) -> (LOCAL)[2]Gomita: usted con esa renoleta
[2021:06:14-02:05:04]  (Local) -> (LOCAL)[1]IDavid: sii
[2021:06:14-02:05:05]  (Local) -> (LOCAL)[2]Director'Sijin: xxd
[2021:06:14-02:05:06]  (Local) -> (LOCAL)[2]Director'Sijin: te amo
[2021:06:14-02:05:08]  (Global) -> Juanpalo:): quiubo
[2021:06:14-02:05:09]  (Local) -> (LOCAL)[2]binipu: cansonsin
[2021:06:14-02:05:10]  (Local) -> (LOCAL)[2]PericoHpta: pere psss
[2021:06:14-02:05:11]  (Local) -> (LOCAL)[2]Director'Sijin: estas flaco
[2021:06:14-02:05:11]  (Local) -> (LOCAL)[2]Tartaru$ZcB: wtf
[2021:06:14-02:05:12]  (Phone:SMS) -> From #aa00ffMICHAEL|CDG | To: #ff00ffNaruto|CDG| | Message: me biolaron y todo :,(
[2021:06:14-02:05:12]  (Local) -> (LOCAL)[2]Nubesita/2cb: sofia es dayer?
[2021:06:14-02:05:12]  (Global) -> LaSapaaaa: a donde hay que llegar
[2021:06:14-02:05:13]  (Local) -> (LOCAL)[1]IDavid: por eso me salio xd
[2021:06:14-02:05:13]  (Phone:SMS) -> From #ff00ffNaruto|CDG| | To: #aa00ffMICHAEL|CDG | Message: donde estas
[2021:06:14-02:05:14]  (Local) -> (LOCAL)[1]FreedLive: que hizo
[2021:06:14-02:05:17]  (Global) -> LaSapaaaa: diga no mas
[2021:06:14-02:05:18]  (Local) -> (LOCAL)[2]Director'Sijin: pero que hacess
[2021:06:14-02:05:20]  (Local) -> (LOCAL)[2]VendoZR-350: flaaco por la paja
[2021:06:14-02:05:21]  (Local) -> (LOCAL)[2]DaianaxBuitrago: esta melito
[2021:06:14-02:05:22]  (Local) -> (LOCAL)[2]snyder_david: estoy relajao
[2021:06:14-02:05:25]  (Local) -> (LOCAL)[2]binipu: nop
[2021:06:14-02:05:25]  (Local) -> (LOCAL)[1]IDavid: el de turquesa no deja?
[2021:06:14-02:05:28]  (Local) -> (LOCAL)[2]DONDARKAR[DARK]: me pondre se civil para andar mas relax
[2021:06:14-02:05:29]  (Local) -> (LOCAL)[2]Director'Sijin: pareces estregando platos
[2021:06:14-02:05:29]  (Global) -> Carlos5FPS[ZETAS]: #33ff66 GOLLLLLLLLLLLL
[2021:06:14-02:05:29]  (Local) -> (LOCAL)[2]Nubesita/2cb: eso espero snyder uwu
[2021:06:14-02:05:30]  (Local) -> (LOCAL)[2]DONDARKAR[DARK]: si
[2021:06:14-02:05:31]  (Local) -> (LOCAL)[2]binipu: o no cjeje
[2021:06:14-02:05:31]  (Local) -> (LOCAL)[2]Nubesita/2cb: ash
[2021:06:14-02:05:31]  ([Msg] de Andres_RamireSinVIP2cb para #33ff66BazucoPai!2cb: si tengo un carro esmeralda pero solo para mostrar puedo?) -> nil
[2021:06:14-02:05:32]  (Local) -> (LOCAL)[1]IDavid: es que es mi color fav xd
[2021:06:14-02:05:33]  (Global) -> Naruto|CDG||#9D12D1í ½í¸ˆ: #ff00ff ATRAPADO POR LA LEY CVR
[2021:06:14-02:05:35]  (Global) -> Juanpalo:): como que que ise
[2021:06:14-02:05:35]  (Global) -> SOFFIA<3: #9400ff vendo bf-injection fulltuning es el buggy
[2021:06:14-02:05:37]  (Global) -> Lucho8: re meloo
[2021:06:14-02:05:38]  (Phone:SMS) -> From #aa00ffMICHAEL|CDG | To: #ff00ffNaruto|CDG| | Message: nose pa hay unos trabajadores afuera donde me biolaron pero no me ayudan
[2021:06:14-02:05:41]  (Local) -> (LOCAL)[2]VendoZR-350: parezco dj
[2021:06:14-02:05:41]  (Team - Fuerzas Armadas) -> (TEAM)SpookyRubber49: OE
[2021:06:14-02:05:41]  (Local) -> (LOCAL)[2]Director'Sijin: xd
[2021:06:14-02:05:43]  (Local) -> (LOCAL)[1]SOFFIA<3: que paso?
[2021:06:14-02:05:45]  (Global) -> #7F7F7F|DJ|#FF5C00BazucoPai!2cb|#9E016Cà¶ž: #00fff0 LOS QUE QUIERAN ENTRAR AL EVENTO ME PUEDEN PAGAR A MI ESTOY EN CENTRAL EMPIEZA A LAS 8
[2021:06:14-02:05:46]  (Team - Fuerzas Armadas) -> (TEAM)LaSabandija: oe
[2021:06:14-02:05:50]  (Local) -> (LOCAL)[1]SOFFIA<3: pues el moraso
[2021:06:14-02:05:52]  (Global) -> Carlos5FPS[ZETAS]:    
[2021:06:14-02:05:52]  (Local) -> (LOCAL)[2]snyder_david: manejando la tranquilidad
[2021:06:14-02:05:52]  (Local) -> (LOCAL)[1]FreedLive: entonces
[2021:06:14-02:05:55]  (Local) -> (LOCAL)[1]IDavid: el comando de el color turquesax sd
[2021:06:14-02:05:58]  (Phone:SMS) -> From #ff00ffNaruto|CDG| | To: #aa00ffMICHAEL|CDG | Message: ya voy
[2021:06:14-02:05:59]  (Local) -> (LOCAL)[2]Nubesita/2cb: ereh buda
[2021:06:14-02:06:00]  (Local) -> (LOCAL)[1]IDavid: ya lo puse
[2021:06:14-02:06:01]  (Local) -> (LOCAL)[1]SOFFIA<3: ni idea
[2021:06:14-02:06:02]  (Local) -> (LOCAL)[1]IDavid: jajajaja
[2021:06:14-02:06:04]  (Phone:SMS) -> From #aa00ffMICHAEL|CDG | To: #ff00ffNaruto|CDG| | Message: Mensaje...bueno :(
[2021:06:14-02:06:05]  (Local) -> (LOCAL)[2]binipu: reposaito
[2021:06:14-02:06:07]  (Local) -> (LOCAL)[2]Nubesita/2cb: este carrito siempre se para
[2021:06:14-02:06:09]  (Local) -> (LOCAL)[2]Gomita: a cambiar el color de bb
[2021:06:14-02:06:11]  (Local) -> (LOCAL)[2]Director'Sijin: oe
[2021:06:14-02:06:12]  (Local) -> (LOCAL)[2]snyder_david: no soy el r e p o s a o
[2021:06:14-02:06:14]  (Local) -> (LOCAL)[2]VendoZR-350: e
[2021:06:14-02:06:15]  (Local) -> (LOCAL)[1]SOFFIA<3: no me se mas codigos :/
[2021:06:14-02:06:22]  (Local) -> (LOCAL)[3]josemamalon: oe nea
[2021:06:14-02:06:22]  (Local) -> (LOCAL)[1]IDavid: ta bien xd
[2021:06:14-02:06:22]  (Local) -> (LOCAL)[2]Director'Sijin: vamos amolestar
[2021:06:14-02:06:22]  (Local) -> (LOCAL)[2]Nubesita/2cb: uf reposaito
[2021:06:14-02:06:23]  (Global) -> comandante*primo*: wey 
[2021:06:14-02:06:23]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: sisi a pner lindos los carros
[2021:06:14-02:06:25]  (Phone:SMS) -> From #aa00ffMICHAEL|CDG | To: #ff00ffNaruto|CDG| | Message: Mensaje...el karro de ellos es una jeep 
[2021:06:14-02:06:26]  (Local) -> (LOCAL)[6]DONDARKAR[DARK]: alv
[2021:06:14-02:06:29]  (Local) -> (LOCAL)[4]Nubesita/2cb: reposad
[2021:06:14-02:06:30]  (Local) -> (LOCAL)[6]DONDARKAR[DARK]: quelagaso
[2021:06:14-02:06:30]  (Global) -> Carlos5FPS[ZETAS]:    
[2021:06:14-02:06:32]  (Local) -> (LOCAL)[2]Gomita: obvio
[2021:06:14-02:06:33]  (Local) -> (LOCAL)[5]Nubesita/2cb: uy
[2021:06:14-02:06:33]  (Global) -> LaSapaaaa: cual wey, respete
[2021:06:14-02:06:36]  (Local) -> (LOCAL)[5]Nubesita/2cb: mano de violentos
[2021:06:14-02:06:38]  (Global) -> comandante*primo*: el otro
[2021:06:14-02:06:38]  (Local) -> (LOCAL)[3]josemamalon: te vendo 1 k de mari
[2021:06:14-02:06:41]  (Global) -> Paco|LMB|: vendo huntley fultuning
[2021:06:14-02:06:42]  (Local) -> (LOCAL)[8]DONDARKAR[DARK]: venga pa ponerle el nitro
[2021:06:14-02:06:47]  (Global) -> binipu: ag
[2021:06:14-02:06:48]  (Local) -> (LOCAL)[2]Director'Sijin: wenas tardes
[2021:06:14-02:06:49]  (Local) -> (LOCAL)[3]snyder_david: aaaaaaaaaaaaaaaaaaaaaaa
[2021:06:14-02:06:53]  (Local) -> (LOCAL)[2]Director'Sijin: ishhhhh
[2021:06:14-02:06:54]  (Global) -> RicardoPajass22: wenasss
[2021:06:14-02:06:55]  (Local) -> (LOCAL)[1]SOFFIA<3: tengo varia plata jaja
[2021:06:14-02:06:55]  (Local) -> (LOCAL)[2]DaianaxBuitrago: me estan dando juete nea jasjsa
[2021:06:14-02:06:57]  (Local) -> (LOCAL)[2]PericoHpta: crudo
[2021:06:14-02:06:59]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: a
[2021:06:14-02:07:01]  (Phone:SMS) -> From #aa00ffMICHAEL|CDG | To: #ff00ffNaruto|CDG| | Message: Mensaje...no me puedo ni mober :,/
[2021:06:14-02:07:01]  (Local) -> (LOCAL)[2]PericoHpta: tenes 40k?
[2021:06:14-02:07:03]  (Local) -> (LOCAL)[2]DaianaxBuitrago: esa niÃ±a q ome
[2021:06:14-02:07:05]  (Local) -> (LOCAL)[2]DONDARKAR[DARK]: eso veo xd
[2021:06:14-02:07:05]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: sisas
[2021:06:14-02:07:06]  (Local) -> (LOCAL)[2]Gomita: me trama asi
[2021:06:14-02:07:07]  (Local) -> (LOCAL)[1]SOFFIA<3: vamo para guardarla jaja
[2021:06:14-02:07:07]  (Global) -> RicardoPajass22: oyelooo
[2021:06:14-02:07:09]  (Local) -> (LOCAL)[1]IDavid: no yo traia 2 palos encima
[2021:06:14-02:07:09]  (Local) -> (LOCAL)[2]PericoHpta: me los prestas
[2021:06:14-02:07:12]  (Local) -> (LOCAL)[2]Director'Sijin: muevelo
[2021:06:14-02:07:13]  (Local) -> (LOCAL)[2]PericoHpta: o los neceistas
[2021:06:14-02:07:13]  (Local) -> (LOCAL)[1]DONDARKAR[DARK]: si pele ese hpta jaja
[2021:06:14-02:07:17]  (Local) -> (LOCAL)[2]PericoHpta: Grax
[2021:06:14-02:07:18]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: ahi tengo
[2021:06:14-02:07:22]  (Local) -> (LOCAL)[2]Gomita: crudo
[2021:06:14-02:07:24]  (Local) -> (LOCAL)[2]Gomita: que tal asi
[2021:06:14-02:07:25]  (Local) -> (LOCAL)[1]SOFFIA<3: yo apenas tengo 100k
[2021:06:14-02:07:26]  (Local) -> (LOCAL)[2]Director'Sijin: nadie pasa de esta esquina(8)
[2021:06:14-02:07:27]  (Local) -> (LOCAL)[2]Gomita: exotico
[2021:06:14-02:07:27]  (Local) -> (LOCAL)[2]DaianaxBuitrago: q pesar nea
[2021:06:14-02:07:29]  (Local) -> (LOCAL)[1]IDavid: xd
[2021:06:14-02:07:29]  (Local) -> (LOCAL)[2]DaianaxBuitrago: ajssjajas
[2021:06:14-02:07:32]  (Local) -> (LOCAL)[1]SOFFIA<3: en el banco solo tengo 1 palo
[2021:06:14-02:07:32]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: jajajjajaja
[2021:06:14-02:07:34]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: exotiqueo.co
[2021:06:14-02:07:37]  (Local) -> (LOCAL)[3]snyder_david: y el carro
[2021:06:14-02:07:38]  (Global) -> LewdCadet9: llore
[2021:06:14-02:07:39]  (Local) -> (LOCAL)[2]DONDARKAR[DARK]: coloquese de drfiter
[2021:06:14-02:07:40]  (Local) -> (LOCAL)[1]IDavid: vamo pues
[2021:06:14-02:07:41]  (Local) -> (LOCAL)[2]Gomita: obio
[2021:06:14-02:07:41]  (Local) -> (LOCAL)[2]Director'Sijin: oe
[2021:06:14-02:07:42]  (Global) -> RicardoPajass22: aqui mandan las divinass
[2021:06:14-02:07:45]  (Local) -> (LOCAL)[2]Director'Sijin: saben comoc olcoar graffitis
[2021:06:14-02:07:46]  (Local) -> (LOCAL)[2]DaianaxBuitrago: hola
[2021:06:14-02:07:48]  (Local) -> (LOCAL)[2]DONDARKAR[DARK]: mate a ese mrk
[2021:06:14-02:07:49]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: conc autnso carros se participa en tuniing
[2021:06:14-02:07:51]  (Global) -> Paco|LMB|: vendo huntley fultuning
[2021:06:14-02:07:53]  ([Msg] de Andres_RamireSinVIP2cb para Nubesita/2cb: pero no lo mate por que el lo mata) -> nil
[2021:06:14-02:07:53]  (Global) -> SpookyRubber49: afk
[2021:06:14-02:07:53]  (Global) -> RicardoPajass22: no ajsjaj
[2021:06:14-02:07:55]  (Phone:SMS) -> From #aa00ffMICHAEL|CDG | To: #ff00ffNaruto|CDG| | Message: Mensaje...me manosearon y todo :,( mas que me amarraron 
[2021:06:14-02:07:55]  (Local) -> (LOCAL)[3]DONDARKAR[DARK]: pa poner el nitro
[2021:06:14-02:07:57]  (Local) -> (LOCAL)[2]VendoZR-350: /graffiti
[2021:06:14-02:07:58]  (Local) -> (LOCAL)[2]Director'Sijin: para colocar
[2021:06:14-02:07:58]  (Local) -> (LOCAL)[3]DaianaxBuitrago: hola
[2021:06:14-02:08:00]  (Local) -> (LOCAL)[2]Gomita: nea todos
[2021:06:14-02:08:02]  (Local) -> (LOCAL)[2]Director'Sijin: un pantallazo de este momento
[2021:06:14-02:08:04]  (Global) -> LaSabandija: Esa chimbadfa me robo la plata
[2021:06:14-02:08:06]  ([Msg] de Oreo para CrudoMeansRaw: sera q podes poner de noche es q voy a mirar como queda un neon todo bien nea) -> nil
[2021:06:14-02:08:06]  (Local) -> (LOCAL)[2]Gomita: menos hand
[2021:06:14-02:08:10]  (Local) -> (LOCAL)[2]Gomita: osea
[2021:06:14-02:08:11]  (Local) -> (LOCAL)[2]Director'Sijin: como lo hago?
[2021:06:14-02:08:14]  (Local) -> (LOCAL)[2]Director'Sijin: ps como lo hago con fotos
[2021:06:14-02:08:14]  (Local) -> (LOCAL)[2]VendoZR-350: o
[2021:06:14-02:08:14]  (Global) -> care_loko[EMP]: demos la buelta por aca
[2021:06:14-02:08:15]  (Local) -> (LOCAL)[2]Gomita: si es hand de elegy normal pa
[2021:06:14-02:08:15]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: pero osea
[2021:06:14-02:08:18]  (Local) -> (LOCAL)[1]VendoZR-350: la verdad no se
[2021:06:14-02:08:19]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: cuantos los que yo quiera?
[2021:06:14-02:08:23]  (Local) -> (LOCAL)[2]Gomita: aaah
[2021:06:14-02:08:24]  (Local) -> (LOCAL)[1]Stitches!~>||(CDG)||: carrera
[2021:06:14-02:08:24]  (Local) -> (LOCAL)[2]Gomita: no se
[2021:06:14-02:08:24]  (Local) -> (LOCAL)[1]VendoZR-350: copiando algo
[2021:06:14-02:08:25]  (Global) -> comandante*primo*: necesitamos gente para el ejercito
[2021:06:14-02:08:25]  (Local) -> (LOCAL)[1]JaycoBauman|CDG|: sabe donde queda el carro criminal?
[2021:06:14-02:08:26]  (Phone:SMS) -> From #aa00ffMICHAEL|CDG | To: #ff00ffNaruto|CDG| | Message: solo alkanso a mirar piedra y arboles
[2021:06:14-02:08:27]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: pq que lag tan hpta entonces jajajaa
[2021:06:14-02:08:31]  (Global) -> SpookyRubber49: afk me voy con vos
[2021:06:14-02:08:31]  (Local) -> (LOCAL)[1]Oreo: ok
[2021:06:14-02:08:31]  (Local) -> (LOCAL)[3]JaycoBauman|CDG|: soy nuevo
[2021:06:14-02:08:32]  (Local) -> (LOCAL)[2]Gomita: yo quiero llevar todos
[2021:06:14-02:08:36]  (Local) -> (LOCAL)[2]Gomita: sisas
[2021:06:14-02:08:37]  (Global) -> #7F7F7F|ADM|#FF0000#1D1D1DCrudoMeansRaw|#1D1D1Dé€£EPåˆ: #33ff66BazucoPai!2cb[MP] en lo de tuning cuantos carros por persona?
[2021:06:14-02:08:37]  (Local) -> (LOCAL)[2]Gomita: XDDDD
[2021:06:14-02:08:38]  (Local) -> (LOCAL)[3]Buho^AUC: dale f11
[2021:06:14-02:08:40]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000CrudoMeansRaw: nah
