This file was generated by Console at 2021:03:24-00:00:00



[2021:03:24-00:00:00]  (Local) -> (LOCAL)[3]Niche~CaPu: quitese
[2021:03:24-04:21:24]  (Local) -> (LOCAL)[4]Sornero/AK47/: llevamos ahorrando ressto
[2021:03:24-04:21:27]  (Local) -> (LOCAL)[4]Lozhka: q
[2021:03:24-04:21:28]  (Local) -> (LOCAL)[1]SickPlanet82: si esta muy chevere
[2021:03:24-04:21:28]  (Local) -> (LOCAL)[4]Lozhka: yonose
[2021:03:24-04:21:32]  (Local) -> (LOCAL)[1]LAPEPEGANG|ELN: PVP
[2021:03:24-04:21:35]  (Global) -> TheCrazyPipeNeXus: qn para carrera
[2021:03:24-04:21:37]  (Local) -> (LOCAL)[1]LAPEPEGANG|ELN: PONGASE CHALECO
[2021:03:24-04:21:38]  (Local) -> (LOCAL)[2]SEVEN||2cb||: cuanto tiene?
[2021:03:24-04:21:41]  (Global) -> Peyeta[2cb]: Adm
[2021:03:24-04:21:41]  (Local) -> (LOCAL)[2]SEVEN||2cb||: solo ud
[2021:03:24-04:21:45]  (Local) -> (LOCAL)[1]King: oe
[2021:03:24-04:21:46]  (Local) -> (LOCAL)[6]aragan: se estrello
[2021:03:24-04:21:46]  (Global) -> #7F7F7F|ADM||LG|#FF8C00RicardoJorge|EVG|: dime
[2021:03:24-04:21:46]  (Local) -> (LOCAL)[7]Lozhka: ai
[2021:03:24-04:21:48]  (Local) -> (LOCAL)[7]Lozhka: ese trevido
[2021:03:24-04:21:51]  (Local) -> (LOCAL)[7]Lozhka: pq me tira c4
[2021:03:24-04:21:52]  (Local) -> (LOCAL)[1]PabloOwO~|PEPEGAN|: no tengo sonido
[2021:03:24-04:21:53]  (Local) -> (LOCAL)[1]King: guarde el carro
[2021:03:24-04:21:59]  (Local) -> (LOCAL)[7]Lozhka: ese qiere pelea
[2021:03:24-04:22:00]  (Local) -> (LOCAL)[6]Lozhka: si o q
[2021:03:24-04:22:00]  (Global) -> Peyeta[2cb]: donde queda el job de rappi?
[2021:03:24-04:22:01]  (Local) -> (LOCAL)[8]Platin: cambiame la skin
[2021:03:24-04:22:03]  (Local) -> (LOCAL)[4]Sornero/AK47/: 5 y el pana 4
[2021:03:24-04:22:06]  (Local) -> (LOCAL)[6]#00146C|#A4B5FFPROD#00146C|#0064FFpenecabezon|CApu: sisis nono
[2021:03:24-04:22:08]  (Local) -> (LOCAL)[4]Dilan_Jimenez|AK|: cuanto?
[2021:03:24-04:22:08]  (Local) -> (LOCAL)[5]aragan: si
[2021:03:24-04:22:09]  (Local) -> (LOCAL)[1]PabloOwO~|PEPEGAN|: no tengo sonido
[2021:03:24-04:22:11]  (Local) -> (LOCAL)[5]Lozhka: siclaro
[2021:03:24-04:22:12]  (Global) -> TheCrazyPipeNeXus: Ricardo jorge en el  lugar de los echos con lasnoticias quitese hpta?
[2021:03:24-04:22:13]  (Local) -> (LOCAL)[4]SEVEN||2cb||: 12
[2021:03:24-04:22:13]  (Local) -> (LOCAL)[1]King: oe
[2021:03:24-04:22:15]  (Global) -> TheCrazyPipeNeXus: o asi es su nombre
[2021:03:24-04:22:17]  (Local) -> (LOCAL)[5]Lozhka: aorita voy y me lo traqueo
[2021:03:24-04:22:18]  (Local) -> (LOCAL)[5]Lozhka: Bv
[2021:03:24-04:22:22]  (Local) -> (LOCAL)[5]Lozhka: pa
[2021:03:24-04:22:23]  (Local) -> (LOCAL)[5]aragan: jasjajs
[2021:03:24-04:22:23]  (Local) -> (LOCAL)[3]Dilan_Jimenez|AK|: 12 palos?
[2021:03:24-04:22:23]  (Local) -> (LOCAL)[5]Lozhka: pa
[2021:03:24-04:22:24]  (Local) -> (LOCAL)[1]SickPlanet82: sii que paso
[2021:03:24-04:22:26]  (Local) -> (LOCAL)[5]Lozhka: pa
[2021:03:24-04:22:27]  (Local) -> (LOCAL)[3]SEVEN||2cb||: si obvio
[2021:03:24-04:22:28]  (Local) -> (LOCAL)[5]Lozhka: pa pa pa
[2021:03:24-04:22:28]  (Local) -> (LOCAL)[8]Platin: cambiame la skin o te lo estallo
[2021:03:24-04:22:28]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Al lado del hospital de groove Peyeta[2cb][MP]
[2021:03:24-04:22:30]  (Global) -> TheCrazyPipeNeXus: es un vide0 jajajaja
[2021:03:24-04:22:31]  (Local) -> (LOCAL)[1]King: ahora pongase en el punto berde
[2021:03:24-04:22:34]  (Global) -> Peyeta[2cb]: ok
[2021:03:24-04:22:35]  (Local) -> (LOCAL)[3]Dilan_Jimenez|AK|: aver
[2021:03:24-04:22:35]  (Local) -> (LOCAL)[5]Lozhka: vroder
[2021:03:24-04:22:37]  (Global) -> TheCrazyPipeNeXus: l0 llevooo
[2021:03:24-04:22:39]  (Local) -> (LOCAL)[5]aragan: q
[2021:03:24-04:22:41]  (Global) -> Platin: cambiame la skin o te lo estallo
[2021:03:24-04:22:42]  (Local) -> (LOCAL)[1]King: oe
[2021:03:24-04:22:42]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: AquÃ­ Ricardo Jorge desde sudafrica
[2021:03:24-04:22:44]  (Local) -> (LOCAL)[6]Lozhka: vamos a aserle una vroma a miamigo para tiqtoq
[2021:03:24-04:22:44]  (Local) -> (LOCAL)[3]SEVEN||2cb||: mano
[2021:03:24-04:22:45]  (Global) -> Lozhka:  à¶ž
[2021:03:24-04:22:46]  (Global) -> Soltec|EVG||#5723FEGDT!: TheCrazyPipeNeXus no el se llama yeimar alejandro jose lucumi
[2021:03:24-04:22:50]  (Local) -> (LOCAL)[5]aragan: vamos
[2021:03:24-04:22:51]  (Global) -> aragan|#E20280 à¶ž:   ÍœÂ°Ê–Â°?
[2021:03:24-04:22:51]  (Local) -> (LOCAL)[5]Lozhka: oye mira eso
[2021:03:24-04:22:52]  (Local) -> (LOCAL)[1]SickPlanet82: si que Â´pasa
[2021:03:24-04:22:54]  (Local) -> (LOCAL)[2]Sornero/AK47/: dejelo en 10 pa
[2021:03:24-04:22:57]  (Local) -> (LOCAL)[5]Lozhka: wow lo miro
[2021:03:24-04:22:59]  (Local) -> (LOCAL)[5]Lozhka: gracioso
[2021:03:24-04:22:59]  (Local) -> (LOCAL)[2]Sornero/AK47/: no tenemos mas
[2021:03:24-04:23:03]  (Global) -> Peyeta[2cb]: ocoro angulo
[2021:03:24-04:23:03]  (Local) -> (LOCAL)[3]aragan: troliado
[2021:03:24-04:23:05]  (Local) -> (LOCAL)[5]Lozhka: si
[2021:03:24-04:23:09]  (Local) -> (LOCAL)[1]King: y ahora le aparese un camion el el mapa
[2021:03:24-04:23:12]  (Local) -> (LOCAL)[3]Lozhka: era una broma para tiktok
[2021:03:24-04:23:17]  (Local) -> (LOCAL)[4]MaxwelTomp|AK47|: oe le pase 2palos 900
[2021:03:24-04:23:17]  (Local) -> (LOCAL)[2]aragan: aaaaa
[2021:03:24-04:23:18]  (Local) -> (LOCAL)[4]SEVEN||2cb||: es q pille, el carro lo comprÃ© a 11.5, si lo vendo en 10 pierdo 1 palo 500
[2021:03:24-04:23:19]  (Local) -> (LOCAL)[1]LAPEPEGANG|ELN: macris
[2021:03:24-04:23:19]  (Local) -> (LOCAL)[4]aragan: cai
[2021:03:24-04:23:19]  (Local) -> (LOCAL)[5]Lozhka: ay gnr
[2021:03:24-04:23:22]  (Local) -> (LOCAL)[1]King: llevelo alli
[2021:03:24-04:23:23]  (Global) -> TheCrazyPipeNeXus: con las noticias
[2021:03:24-04:23:23]  (Local) -> (LOCAL)[5]#00146C|#A4B5FFPROD#00146C|#0064FFpenecabezon|CApu: aa
[2021:03:24-04:23:25]  (Global) -> TheCrazyPipeNeXus: quitese hijueput4
[2021:03:24-04:23:26]  (Local) -> (LOCAL)[1]SickPlanet82: si es uno amarillo
[2021:03:24-04:23:28]  (Local) -> (LOCAL)[5]aragan: uy sapo
[2021:03:24-04:23:31]  (Local) -> (LOCAL)[4]MaxwelTomp|AK47|: me paga 3 cuando pueda con los 100 que me debe
[2021:03:24-04:23:33]  (Local) -> (LOCAL)[5]Lozhka: xd este man
[2021:03:24-04:23:33]  (Local) -> (LOCAL)[1]King: en el camion amarrillo
[2021:03:24-04:23:33]  (Global) -> TheCrazyPipeNeXus: es por ese video ajaja?
[2021:03:24-04:23:34]  (Local) -> (LOCAL)[4]Dilan_Jimenez|AK|: un lambo y 2 palos le sirven?
[2021:03:24-04:23:34]  (Local) -> (LOCAL)[4]Sornero/AK47/: vea que somos nuevos pa
[2021:03:24-04:23:36]  (Local) -> (LOCAL)[1]King: si
[2021:03:24-04:23:37]  (Local) -> (LOCAL)[5]Lozhka: parce
[2021:03:24-04:23:38]  (Local) -> (LOCAL)[6]#00146C|#A4B5FFPROD#00146C|#0064FFpenecabezon|CApu: ei q traba
[2021:03:24-04:23:40]  (Local) -> (LOCAL)[4]SEVEN||2cb||: uuuupa
[2021:03:24-04:23:42]  (Local) -> (LOCAL)[5]Lozhka: estan cayendo q truenos parcero
[2021:03:24-04:23:42]  (Global) -> SffOquez6969.|#E20280 à¶ž: bno chao muchachos
[2021:03:24-04:23:43]  (Local) -> (LOCAL)[6]Lozhka: tengo miedo
[2021:03:24-04:23:47]  (Local) -> (LOCAL)[4]SEVEN||2cb||: a ver el lambo
[2021:03:24-04:23:48]  (Global) -> leopardosur^z|#E17DFFç›Š: suma
[2021:03:24-04:23:49]  (Global) -> TheCrazyPipeNeXus: ash no lo han vist00000
[2021:03:24-04:23:49]  (Local) -> (LOCAL)[4]Lozhka: un rasho
[2021:03:24-04:23:51]  (Local) -> (LOCAL)[1]King: llebelo
[2021:03:24-04:23:52]  (Local) -> (LOCAL)[3]eJdexx: huy este carro con mods
[2021:03:24-04:23:52]  (Local) -> (LOCAL)[3]Lozhka: rempalago
[2021:03:24-04:23:56]  (Local) -> (LOCAL)[3]eJdexx: es una chimba uwu
[2021:03:24-04:24:00]  (Local) -> (LOCAL)[4]Platin: noooooo
[2021:03:24-04:24:02]  (Local) -> (LOCAL)[5]Lozhka: esta cayendo agua delsielo esoesmalo?
[2021:03:24-04:24:03]  (Local) -> (LOCAL)[6]#00146C|#A4B5FFPROD#00146C|#0064FFpenecabezon|CApu: ya
[2021:03:24-04:24:30]  (Global) -> Platin: cambiame la skin o te lo estallo
[2021:03:24-04:24:32]  (Local) -> (LOCAL)[1]brandonjose: buena
[2021:03:24-04:24:32]  (Local) -> (LOCAL)[1]King: oe
[2021:03:24-04:24:33]  (Local) -> (LOCAL)[1]LAPEPEGANG|ELN: ostia
[2021:03:24-04:24:38]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: VA SEGUIR VA SEGUIR VA SEGUIR 
[2021:03:24-04:24:38]  (Global) -> Nicko_Bellyck:  subirte nea 
[2021:03:24-04:24:42]  (Local) -> (LOCAL)[6]#00146C|#A4B5FFPROD#00146C|#0064FFpenecabezon|CApu: patada
[2021:03:24-04:24:42]  (Local) -> (LOCAL)[1]King: pare
[2021:03:24-04:24:42]  (Local) -> (LOCAL)[2]Sornero/AK47/: se me apago el celuko
[2021:03:24-04:24:43]  (Local) -> (LOCAL)[1]brandonjose: pa donde vas
[2021:03:24-04:24:44]  (Global) -> aragan|#E20280 à¶ž: Jolyne'2cb venga le soplo ese hueco
[2021:03:24-04:24:45]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: VA SEGUIR VA SEGUIR VA SEGUIR 
[2021:03:24-04:24:46]  (Local) -> (LOCAL)[1]SickPlanet82: sii
[2021:03:24-04:24:47]  (Local) -> (LOCAL)[2]Sornero/AK47/: ya lo prendo
[2021:03:24-04:24:48]  (Global) -> Nicko_Bellyck:  en la rutab 
[2021:03:24-04:24:50]  (Local) -> (LOCAL)[5]Lozhka: xq me patea parcero
[2021:03:24-04:24:54]  (Local) -> (LOCAL)[2]MaxwelTomp|AK47|: hpta
[2021:03:24-04:24:54]  (Local) -> (LOCAL)[1]King: donde le quedo
[2021:03:24-04:24:55]  (Local) -> (LOCAL)[5]#00146C|#A4B5FFPROD#00146C|#0064FFpenecabezon|CApu: xd
[2021:03:24-04:24:56]  (Global) -> TheCrazyPipeNeXus: como asi
[2021:03:24-04:24:58]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: CHOCHA CON BICHO, BICHO CON NALGA
[2021:03:24-04:24:59]  (Local) -> (LOCAL)[1]brandonjose: te falta mucho pa llegar a la terminal?
[2021:03:24-04:25:00]  (Local) -> (LOCAL)[4]Sornero/AK47/: que paso
[2021:03:24-04:25:01]  (Local) -> (LOCAL)[1]King: el camion
[2021:03:24-04:25:04]  (Local) -> (LOCAL)[4]#00146C|#A4B5FFPROD#00146C|#0064FFpenecabezon|CApu: zapateo
[2021:03:24-04:25:07]  (Local) -> (LOCAL)[4]Lozhka: velo
[2021:03:24-04:25:10]  (Local) -> (LOCAL)[2]Nicko_Bellyck: un toquen
[2021:03:24-04:25:25]  (Global) -> Soltec|EVG||#5723FEGDT!: RicardoJorge|EVG|[MP] ud es mera bichota se las sabe todas
[2021:03:24-04:25:27]  (Local) -> (LOCAL)[5]Dilan_Jimenez|AK|: como lo vio?
[2021:03:24-04:25:27]  (Local) -> (LOCAL)[5]SEVEN||2cb||: q otro tiene?
[2021:03:24-04:25:28]  (Local) -> (LOCAL)[4]#00146C|#A4B5FFPROD#00146C|#0064FFpenecabezon|CApu: nea xdxdx
[2021:03:24-04:25:31]  (Local) -> (LOCAL)[5]SEVEN||2cb||: la verdad melo
[2021:03:24-04:25:33]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: todas pa literla ajajaj
[2021:03:24-04:25:37]  (Local) -> (LOCAL)[1]PabloOwO~|PEPEGAN|: por matarlo a franco
[2021:03:24-04:25:38]  (Local) -> (LOCAL)[1]SickPlanet82: me quedo muy cerca a las afueras de la ciudad al lado de una llanta
[2021:03:24-04:25:38]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: HEY DAGADICTA
[2021:03:24-04:25:44]  (Local) -> (LOCAL)[4]SEVEN||2cb||: ah ese lo tenÃ­a
[2021:03:24-04:25:45]  (Local) -> (LOCAL)[4]Peyeta[2cb]: en cuanto este
[2021:03:24-04:25:46]  (Global) -> #5723FEJolyne'2cb|#5723FEGDT!: SOBEL0
[2021:03:24-04:25:50]  (Global) -> TheCrazyPipeNeXus: sueltatee
[2021:03:24-04:25:57]  (Local) -> (LOCAL)[1]King: pare
[2021:03:24-04:26:03]  (Local) -> (LOCAL)[4]Dilan_Jimenez|AK|: este deme 8
[2021:03:24-04:26:09]  (Local) -> (LOCAL)[2]LAPEPEGANG|ELN: bueno a farmiar seÃ±ores
[2021:03:24-04:26:12]  (Local) -> (LOCAL)[1]King: baje
[2021:03:24-04:26:17]  (Local) -> (LOCAL)[3]Peyeta[2cb]: pailas tengo 5 xd
[2021:03:24-04:26:18]  (Local) -> (LOCAL)[3]#00146C|#A4B5FFPROD#00146C|#0064FFpenecabezon|CApu: ei eso si fue el prpio zapateo
[2021:03:24-04:26:20]  (Global) -> #5EF5F7PabloOwO~|PEPEGAN||#5EF5F7í ½í±»:  â¤
[2021:03:24-04:26:20]  (Local) -> (LOCAL)[3]Dilan_Jimenez|AK|: ah
[2021:03:24-04:26:23]  (Local) -> (LOCAL)[2]PabloOwO~|PEPEGAN|: a m444444
[2021:03:24-04:26:23]  (Global) -> #5EF5F7LAPEPEGANG|ELN|#5EF5F7í ½í±»: OwO
[2021:03:24-04:26:23]  (Team - Criminals) -> (TEAM)DJFABIAN421"2CB: /tele
[2021:03:24-04:26:27]  (Local) -> (LOCAL)[1]King: se lo dejo alli
[2021:03:24-04:26:27]  (Local) -> (LOCAL)[3]Lozhka: kkk
[2021:03:24-04:26:28]  (Local) -> (LOCAL)[2]LAPEPEGANG|ELN: a
[2021:03:24-04:26:29]  (Local) -> (LOCAL)[4]MaxwelTomp|AK47|: un lambo a 8? esta barato
[2021:03:24-04:26:30]  (Local) -> (LOCAL)[4]Dilan_Jimenez|AK|: se lo dejo con nitrico
[2021:03:24-04:26:31]  (Local) -> (LOCAL)[4]Peyeta[2cb]: teien maverick?
[2021:03:24-04:26:37]  (Local) -> (LOCAL)[4]SEVEN||2cb||: si
[2021:03:24-04:26:37]  (Local) -> (LOCAL)[1]SickPlanet82: bn
[2021:03:24-04:26:40]  (Local) -> (LOCAL)[4]SEVEN||2cb||: vale 10}
[2021:03:24-04:26:41]  (Local) -> (LOCAL)[4]Dilan_Jimenez|AK|: nonas
[2021:03:24-04:26:48]  (Local) -> (LOCAL)[1]LAPEPEGANG|ELN: pere bindeo
[2021:03:24-04:26:51]  (Local) -> (LOCAL)[4]Peyeta[2cb]: brv
[2021:03:24-04:26:52]  (Local) -> (LOCAL)[2]Lozhka: q fue
[2021:03:24-04:26:54]  (Local) -> (LOCAL)[2]Lozhka: pasesotes
[2021:03:24-04:27:00]  (Local) -> (LOCAL)[1]LAPEPEGANG|ELN: ya
[2021:03:24-04:27:07]  (Local) -> (LOCAL)[3]MaxwelTomp|AK47|: oe quiero manejar el rare
[2021:03:24-04:27:16]  (Local) -> (LOCAL)[1]PabloOwO~|PEPEGAN|: uy
[2021:03:24-04:27:24]  (Local) -> (LOCAL)[3]SEVEN||2cb||: les tengo este tambien
[2021:03:24-04:27:28]  (Local) -> (LOCAL)[3]Sornero/AK47/: ese amarillo es rare?
[2021:03:24-04:27:28]  (Local) -> (LOCAL)[3]SEVEN||2cb||: mas economico
[2021:03:24-04:27:37]  (Local) -> (LOCAL)[3]SEVEN||2cb||: el sultan?
[2021:03:24-04:27:38]  (Global) -> aragan|#E20280 à¶ž: ven a mi y tocame asi @Loca
[2021:03:24-04:27:40]  (Local) -> (LOCAL)[3]Peyeta[2cb]: a ver
[2021:03:24-04:27:42]  (Local) -> (LOCAL)[3]Sornero/AK47/: sisa
[2021:03:24-04:27:44]  (Local) -> (LOCAL)[6]TheCrazyPipeNeXus: hp salime
[2021:03:24-04:27:44]  (Local) -> (LOCAL)[1]Kiriku: oee parcero
[2021:03:24-04:27:47]  (Local) -> (LOCAL)[4]Peyeta[2cb]: nonas
[2021:03:24-04:27:48]  (Local) -> (LOCAL)[4]SEVEN||2cb||: creo q no
[2021:03:24-04:27:53]  (Global) -> EightAir1: que pasa
[2021:03:24-04:27:54]  (Local) -> (LOCAL)[6]#00146C|#A4B5FFPROD#00146C|#0064FFpenecabezon|CApu: q
[2021:03:24-04:27:57]  (Global) -> Lozhka: siyo
[2021:03:24-04:27:57]  (Local) -> (LOCAL)[1]Kiriku: bajate o te lo estallo
[2021:03:24-04:27:58]  (Local) -> (LOCAL)[5]Dilan_Jimenez|AK|: tonces
[2021:03:24-04:28:00]  (Local) -> (LOCAL)[5]Peyeta[2cb]: saque el econo
[2021:03:24-04:28:10]  (Local) -> (LOCAL)[4]SEVEN||2cb||: mano
[2021:03:24-04:28:12]  (Local) -> (LOCAL)[1]LAPEPEGANG|ELN: SAPA
[2021:03:24-04:28:12]  (Local) -> (LOCAL)[1]Kiriku: copere
[2021:03:24-04:28:15]  (Local) -> (LOCAL)[3]Dilan_Jimenez|AK|: que?
[2021:03:24-04:28:18]  (Local) -> (LOCAL)[3]SEVEN||2cb||: diga ps negociaciones
[2021:03:24-04:28:28]  (Local) -> (LOCAL)[5]aragan: coloque esas cosas de dp
[2021:03:24-04:28:35]  (Local) -> (LOCAL)[1]TheCrazyPipeNeXus: hp salime
[2021:03:24-04:28:36]  (Local) -> (LOCAL)[1]Flaco'2cb: alcansame
[2021:03:24-04:28:40]  (Local) -> (LOCAL)[4]#00146C|#A4B5FFPROD#00146C|#0064FFJPablo|ELN: sobelo
[2021:03:24-04:28:43]  (Global) -> TheCrazyPipeNeXus: bof
[2021:03:24-04:28:44]  (Local) -> (LOCAL)[4]Dilan_Jimenez|AK|: en el banco tengo 3 palos y ya
[2021:03:24-04:28:56]  (Local) -> (LOCAL)[4]SEVEN||2cb||: el lambo mas los 3 palos?
[2021:03:24-04:29:00]  (Local) -> (LOCAL)[1]King: oe
[2021:03:24-04:29:03]  (Local) -> (LOCAL)[4]Dilan_Jimenez|AK|: nono
[2021:03:24-04:29:06]  (Global) -> MaxwelTomp|AK47|: si buscan algo barato les tengo un spark Gt
[2021:03:24-04:29:06]  (Local) -> (LOCAL)[1]SickPlanet82: sii
[2021:03:24-04:29:13]  (Local) -> (LOCAL)[4]Peyeta[2cb]: a
[2021:03:24-04:29:14]  (Global) -> Flaco'2cb|#83FF00ÊÄ‘à¸—: qn vende elegy
[2021:03:24-04:29:16]  (Global) -> brandonjose: maxweell cuanto?
[2021:03:24-04:29:16]  (Global) -> TheCrazyPipeNeXus: a c0mo
[2021:03:24-04:29:17]  (Local) -> (LOCAL)[1]King: lo lleba al puunto verde
[2021:03:24-04:29:20]  (Global) -> Soltec|EVG||#5723FEGDT!: dj pongase collar de perlas finas
[2021:03:24-04:29:22]  (Global) -> SEVEN||2cb||: onces?
[2021:03:24-04:29:24]  (Local) -> (LOCAL)[3]Kiriku: tan bg
[2021:03:24-04:29:25]  (Global) -> EightAir1: va
[2021:03:24-04:29:28]  (Local) -> (LOCAL)[5]MaxwelTomp|AK47|: Deme 800 yaviene con unas cositas
[2021:03:24-04:29:28]  (Local) -> (LOCAL)[5]Dilan_Jimenez|AK|: lambo y le encimo un palo
[2021:03:24-04:29:31]  (Local) -> (LOCAL)[5]CruelGlands4: buena
[2021:03:24-04:29:35]  (Global) -> brandonjose: CUANTO POR EL SPARKÂ¡
[2021:03:24-04:29:37]  (Local) -> (LOCAL)[5]Peyeta[2cb]: les vendo nrg
[2021:03:24-04:29:37]  (Local) -> (LOCAL)[2]PabloOwO~|PEPEGAN|: ya demasiado fan ir a buscarnos hasta allÃ¡
[2021:03:24-04:29:38]  (Local) -> (LOCAL)[3]Lozhka: sobelo
[2021:03:24-04:29:41]  (Local) -> (LOCAL)[3]#00146C|#A4B5FFPROD#00146C|#0064FFpenecabezon|CApu: aiaiaia
[2021:03:24-04:29:42]  (Local) -> (LOCAL)[3]Lozhka: sobelo sobelo
[2021:03:24-04:29:42]  (Local) -> (LOCAL)[1]King: cuanto le dieron
[2021:03:24-04:29:44]  (Local) -> (LOCAL)[5]SEVEN||2cb||: pero si ahora me dijo 2 jajjajaja
[2021:03:24-04:29:45]  (Local) -> (LOCAL)[5]CruelGlands4: cuanrto ese rok
[2021:03:24-04:29:47]  (Local) -> (LOCAL)[1]TheCrazyPipeNeXus: a c0mo
[2021:03:24-04:29:47]  (Local) -> (LOCAL)[2]LAPEPEGANG|ELN: y lo pele
[2021:03:24-04:29:47]  (Local) -> (LOCAL)[1]SickPlanet82: dan arto
[2021:03:24-04:29:48]  (Global) -> Kiriku: vendo TXL
[2021:03:24-04:29:48]  (Local) -> (LOCAL)[2]Flaco'2cb: q monda lag
[2021:03:24-04:29:49]  (Local) -> (LOCAL)[2]LAPEPEGANG|ELN: JASJAJSAJSAJSJASJ
[2021:03:24-04:29:53]  (Local) -> (LOCAL)[3]Flaco'2cb: el de ese Mna
[2021:03:24-04:29:53]  (Local) -> (LOCAL)[1]SickPlanet82: 32000
[2021:03:24-04:29:55]  (Local) -> (LOCAL)[5]SEVEN||2cb||: nah no me gustan las motos
[2021:03:24-04:29:55]  (Global) -> Dilan_Jimenez|AK||#0F7D64ï¼«ï¼°â†’å»¶: brandonjose selo vendo en un palo
[2021:03:24-04:29:59]  (Local) -> (LOCAL)[3]#00146C|#A4B5FFPROD#00146C|#0064FFpenecabezon|CApu: kkkk
[2021:03:24-04:30:00]  (Local) -> (LOCAL)[5]Peyeta[2cb]: a bno
[2021:03:24-04:30:04]  (Global) -> brandonjose: EL SPARK?Â¡
[2021:03:24-04:30:06]  (Local) -> (LOCAL)[5]Dilan_Jimenez|AK|: pero me arrepenti
[2021:03:24-04:30:11]  (Local) -> (LOCAL)[5]Dilan_Jimenez|AK|: le ofreci mucho
[2021:03:24-04:30:11]  (Global) -> MaxwelTomp|AK47|:  me avisan si quieren el Spark GT 
[2021:03:24-04:30:16]  (Global) -> Flaco'2cb|#83FF00ÊÄ‘à¸—: epa run TheCrazyPipeNeXus
[2021:03:24-04:30:16]  (Local) -> (LOCAL)[1]King: abeses dan de 70k
[2021:03:24-04:30:21]  (Global) -> brandonjose: MAZWELLL CUANTO EL SPARK?Â¡
[2021:03:24-04:30:25]  (Local) -> (LOCAL)[1]Flaco'2cb: por el
[2021:03:24-04:30:25]  (Global) -> Peyeta[2cb]: VENDO NRG
[2021:03:24-04:30:25]  (Local) -> (LOCAL)[5]SEVEN||2cb||: ajajja
[2021:03:24-04:30:25]  (Global) -> MaxwelTomp|AK47|: anda mas rapiod que el rare
[2021:03:24-04:30:34]  (Local) -> (LOCAL)[2]Flaco'2cb: jo
[2021:03:24-04:30:34]  (Local) -> (LOCAL)[4]aragan: loca
[2021:03:24-04:30:38]  (Local) -> (LOCAL)[1]SickPlanet82: bn yo me voy gracias por tu ayuda
[2021:03:24-04:30:42]  (Global) -> TheCrazyPipeNeXus: obf ez
[2021:03:24-04:30:42]  (Global) -> MaxwelTomp|AK47|: deme 800mil baratoel Spark
[2021:03:24-04:30:44]  (Local) -> (LOCAL)[1]King: oe sabe el camino
[2021:03:24-04:30:46]  (Local) -> (LOCAL)[6]Ivan_xxD: wtf
[2021:03:24-04:30:49]  (Local) -> (LOCAL)[1]King: si
[2021:03:24-04:30:50]  (Global) -> TheCrazyPipeNeXus: bofg  si sres
[2021:03:24-04:30:51]  (Local) -> (LOCAL)[7]aragan: malparida puta de los cojons
[2021:03:24-04:30:52]  (Global) -> brandonjose: ENCONTREMONOS MAXWELL
[2021:03:24-04:30:54]  (Local) -> (LOCAL)[4]Dilan_Jimenez|AK|: yo ya tengo
[2021:03:24-04:30:55]  (Local) -> (LOCAL)[7]Flaco'2cb: Mk ciego de mrd
[2021:03:24-04:30:55]  (Local) -> (LOCAL)[1]King: ablamos
[2021:03:24-04:30:56]  (Local) -> (LOCAL)[7]malo'2cb: XD
[2021:03:24-04:30:59]  (Local) -> (LOCAL)[1]SickPlanet82: me voy a desconectar
[2021:03:24-04:31:01]  (Global) -> MaxwelTomp|AK47|: hagale
[2021:03:24-04:31:01]  (Local) -> (LOCAL)[1]CruelGlands4: aowww
[2021:03:24-04:31:05]  (Team - Services) -> (TEAM)King: i yo
[2021:03:24-04:31:07]  (Local) -> (LOCAL)[1]LAPEPEGANG|ELN: Pirobo pa fan
[2021:03:24-04:31:08]  (Global) -> brandonjose: EN LA PLAYA 
[2021:03:24-04:31:09]  (Team - Criminals) -> (TEAM)CruelGlands4: uoeeee
[2021:03:24-04:31:12]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF5C00MINI/2CB(AS): xd
[2021:03:24-04:31:15]  (Global) -> PepitoBandolero[AK-47]: compro moto barata
[2021:03:24-04:31:16]  (Global) -> SnottyStamen7: HP
[2021:03:24-04:31:17]  (Local) -> (LOCAL)[1]Flaco'2cb: vamos por el asjzzz
[2021:03:24-04:31:19]  (Global) -> TheCrazyPipeNeXus: yo pe
[2021:03:24-04:31:28]  (Local) -> (LOCAL)[2]#00146C|#A4B5FFPROD#00146C|#FF5C00MINI/2CB(AS): chaos bbs
[2021:03:24-04:31:30]  (Global) -> Flaco'2cb|#83FF00ÊÄ‘à¸—: Run TheCrazyPipeNeXus
[2021:03:24-04:31:30]  (Local) -> (LOCAL)[5]MaxwelTomp|AK47|: t
[2021:03:24-04:31:33]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj[EVG]: a
[2021:03:24-04:31:36]  (Global) -> MaxwelTomp|AK47|: oe  brandon llegue al banco
