This file was generated by Console at 2021:04:28-00:00:00



[2021:04:28-00:00:00]  (Local) -> (LOCAL)[1]DosCoronas|CAPU: f
[2021:04:28-02:21:20]  (Global) -> #7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG|#9800D1GDT!: wtf
[2021:04:28-02:21:20]  (Local) -> (LOCAL)[3]Felipe's: Me pongo a comer y ahi si llega .-.
[2021:04:28-02:21:24]  (Global) -> MarcelJose||Z||: ya puedo dormir en paz xd
[2021:04:28-02:21:25]  (Global) -> ShadowHunter[EVG]|#18AED9カプガン: XD es un bug
[2021:04:28-02:21:25]  (Local) -> (LOCAL)[3]Nicole:): mk estaba haciendo un trabajo
[2021:04:28-02:21:25]  (Local) -> (LOCAL)[1]Rolando_Motta"2cb: por piramide
[2021:04:28-02:21:28]  (Global) -> MarcelJose||Z||: ya puedo dormir en paz xd
[2021:04:28-02:21:28]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG: qqqq
[2021:04:28-02:21:28]  (Local) -> (LOCAL)[3]Juanda:2cb: xd
[2021:04:28-02:21:28]  (Global) -> BugeadorHitbox|#18AED9カプガン: ya salio o q alesis
[2021:04:28-02:21:29]  (Local) -> (LOCAL)[1]CrudoMa'G': breve
[2021:04:28-02:21:30]  (Local) -> (LOCAL)[3]Nicole:): yo juego despues de las 5
[2021:04:28-02:21:31]  (Local) -> (LOCAL)[1]CrudoMa'G': aqui?
[2021:04:28-02:21:31]  (Team - Services) -> (TEAM)Rolando_Motta"2cb: por piramide
[2021:04:28-02:21:31]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG: como asi
[2021:04:28-02:21:34]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C002cbinds_Haski: seeh
[2021:04:28-02:21:35]  (Local) -> (LOCAL)[2]ShadowHunter[EVG]: es un bug nea
[2021:04:28-02:21:35]  (Local) -> (LOCAL)[3]Juanda:2cb: x2
[2021:04:28-02:21:36]  (Global) -> leiton: quien me vende un carro o moto para pagarlo a cuotas porfavor lo nesecito
[2021:04:28-02:21:37]  (Local) -> (LOCAL)[3]Felipe's: Eso pensé
[2021:04:28-02:21:38]  (Local) -> (LOCAL)[3]Juanda:2cb: aveces
[2021:04:28-02:21:39]  (Global) -> Jsvier_Antony: mexicano ?
[2021:04:28-02:21:41]  (Global) -> Alberto_ValamadreCDG: El poder del admin :v
[2021:04:28-02:21:44]  (Local) -> (LOCAL)[3]Juanda:2cb: o si no todo el dia
[2021:04:28-02:21:44]  (Local) -> (LOCAL)[2]braiderandres: veneco
[2021:04:28-02:21:46]  (Global) -> Alberto_ValamadreCDG: No me sali
[2021:04:28-02:21:46]  (Local) -> (LOCAL)[2]ShadowHunter[EVG]: pasa cuando lo encanan con SP
[2021:04:28-02:21:48]  (Global) -> MarcelJose||Z||: leiton  llegue
[2021:04:28-02:21:49]  (Local) -> (LOCAL)[4]Nicole:): llego tabares
[2021:04:28-02:21:50]  (Local) -> (LOCAL)[2]ShadowHunter[EVG]: spawnProtection
[2021:04:28-02:21:50]  (Global) -> kelsenbareta|2cb: a
[2021:04:28-02:21:53]  (Global) -> DJCareCaldo'2cb: leiton yo le hago ese credito
[2021:04:28-02:21:54]  (Local) -> (LOCAL)[3]Juanda:2cb: si
[2021:04:28-02:21:54]  (Global) -> Alberto_ValamadreCDG: El admin me mato :v
[2021:04:28-02:21:57]  (Local) -> (LOCAL)[4]Nicole:): la banda esta completa
[2021:04:28-02:21:58]  (Local) -> (LOCAL)[4]Its_Garz[GT]: oleA
[2021:04:28-02:21:58]  (Local) -> (LOCAL)[4]Juanda:2cb: erda me pasee
[2021:04:28-02:21:59]  (Local) -> (LOCAL)[4]Felipe's: Yo tambien aveces suelo jugar como despues de las 6 mas o menos
[2021:04:28-02:21:59]  (Global) -> ShadowHunter[EVG]|#18AED9カプガン: Alberto_ValamadreCDG es un bug
[2021:04:28-02:22:02]  (Global) -> BugeadorHitbox|#18AED9カプガン: bala como hago pa bugiar la hitbox
[2021:04:28-02:22:02]  (Global) -> Rolando_Motta"2cb: caiga aca en  piramide
[2021:04:28-02:22:04]  (Local) -> (LOCAL)[1]braiderandres: veneco
[2021:04:28-02:22:04]  (Local) -> (LOCAL)[4]Tabares[Z]: hola nicole
[2021:04:28-02:22:04]  (Global) -> Juancho'2cb: llegó cañandonga
[2021:04:28-02:22:05]  (Global) -> AmericaDeCali|Z: Balaclava[2] BugeadorHitbox[6] tiene unos macros que hay dios mio jajaja
[2021:04:28-02:22:06]  (Local) -> (LOCAL)[4]Its_Garz[GT]: lo curo
[2021:04:28-02:22:15]  (Global) -> JuanPablo|Z|#CBCBCBЯN: macreros de mierda
[2021:04:28-02:22:17]  (Global) -> #7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG|#9800D1GDT!: Alberto_ValamadreCDG parce perdon no sabia sobre eso
[2021:04:28-02:22:19]  (Local) -> (LOCAL)[4]#7F7F7F|DJ|#FFFF00GordoBM: peremen hptas
[2021:04:28-02:22:21]  (Local) -> (LOCAL)[5]MarcelJose||Z||: ok no
[2021:04:28-02:22:23]  (Global) -> leiton: care cardo
[2021:04:28-02:22:23]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FFFF00GordoBM: JAJAJJAJAJAJA+}
[2021:04:28-02:22:29]  (Local) -> (LOCAL)[2]Felipe's: nea donde esta tabarez que no lo veo xdd
[2021:04:28-02:22:33]  (Global) -> Juancho'2cb: cañandonga haga eventico pues
[2021:04:28-02:22:35]  (Local) -> (LOCAL)[3]AmericaDeCali|Z: aa
[2021:04:28-02:22:36]  (Global) -> Rolando_Motta"2cb: llega andres
[2021:04:28-02:22:37]  (Global) -> leiton: vendes carros?
[2021:04:28-02:22:38]  (Local) -> (LOCAL)[4]MarcelJose||Z||: calle esa mrd
[2021:04:28-02:22:40]  (Local) -> (LOCAL)[1]AmericaDeCali|Z: pvp?
[2021:04:28-02:22:42]  (Local) -> (LOCAL)[2]Its_Garz[GT]: oe
[2021:04:28-02:22:44]  (Global) -> judas|#E20280 ඞ: tartarus
[2021:04:28-02:22:45]  (Local) -> (LOCAL)[5]MarcelJose||Z||: gordo llega
[2021:04:28-02:22:48]  (Global) -> kelsenbareta|2cb: ayuda
[2021:04:28-02:22:49]  (Global) -> Juancho'2cb: cañandonga haga eventico pues
[2021:04:28-02:22:49]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Balaclava|#9800D1GDT!: toca hacer que el /ignorar ignore tmbn el duelo
[2021:04:28-02:22:50]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG: XDDDDDDDDDDD
[2021:04:28-02:22:53]  (Local) -> (LOCAL)[2]AmericaDeCali|Z: a
[2021:04:28-02:22:54]  (Local) -> (LOCAL)[2]Its_Garz[GT]: venga
[2021:04:28-02:22:56]  (Global) -> BugeadorHitbox|#18AED9カプガン: si
[2021:04:28-02:22:58]  (Local) -> (LOCAL)[2]AmericaDeCali|Z: xd
[2021:04:28-02:22:59]  (Global) -> MELINA666$$$$$$$$$$$$: XD
[2021:04:28-02:23:00]  (Global) -> judas|#E20280 ඞ: tartarus
[2021:04:28-02:23:01]  (Local) -> (LOCAL)[6]MarcelJose||Z||: gordo llega
[2021:04:28-02:23:02]  (Local) -> (LOCAL)[2]braiderandres: ola
[2021:04:28-02:23:03]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C002cbinds_Haski: lito
[2021:04:28-02:23:04]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C002cbinds_Haski: wait
[2021:04:28-02:23:06]  (Global) -> Rolando_Motta"2cb: para pagarte lo que te ddebo
[2021:04:28-02:23:08]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Balaclava|#9800D1GDT!: listo suave
[2021:04:28-02:23:10]  (Global) -> MELINA666$$$$$$$$$$$$: XDDDDDDDDDDD
[2021:04:28-02:23:10]  (Global) -> BugeadorHitbox|#18AED9カプガン: no pero q
[2021:04:28-02:23:11]  (Global) -> ShadowHunter[EVG]|#18AED9カプガン: XDDDDDDD
[2021:04:28-02:23:12]  (Global) -> Nicole:): ish
[2021:04:28-02:23:13]  (Global) -> #7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG|#9800D1GDT!: XDDDDDDDDDDDDDDDDDDDDDDDDDDDDD
[2021:04:28-02:23:13]  (Local) -> (LOCAL)[3]judas: bro
[2021:04:28-02:23:14]  (Global) -> BugeadorHitbox|#18AED9カプガン: como q macros
[2021:04:28-02:23:15]  (Global) -> AmericaDeCali|Z: jajjaja
[2021:04:28-02:23:15]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C002cbinds_Haski: doned habra una banca
[2021:04:28-02:23:15]  (Global) -> Juancho'2cb: como
[2021:04:28-02:23:16]  (Local) -> (LOCAL)[4]Juanda:2cb: q paso
[2021:04:28-02:23:18]  (Global) -> ShadowHunter[EVG]|#18AED9カプガン: QUE GONORREA ALSDKJKLDJADKLJADA
[2021:04:28-02:23:18]  (Local) -> (LOCAL)[2]leiton: ien me dijo que me iba a ayudar
[2021:04:28-02:23:19]  (Local) -> (LOCAL)[4]judas: /invitargang
[2021:04:28-02:23:21]  (Global) -> crjs'2cb: por que quitan el cbug ? .-.
[2021:04:28-02:23:22]  (Local) -> (LOCAL)[2]MELINA666$$$$$$$$$$$$: por eso le dije
[2021:04:28-02:23:22]  (Global) -> Oreo.auc: Shunen
[2021:04:28-02:23:22]  (Local) -> (LOCAL)[1]CrudoMa'G': en el parq
[2021:04:28-02:23:22]  (Global) -> braiderandres: que es macros pa?
[2021:04:28-02:23:25]  (Global) -> Thean_Wolf|#F1F1F1ঔৣ☬: uy macrosos 
[2021:04:28-02:23:25]  (Local) -> (LOCAL)[4]AmericaDeCali|Z: xd
[2021:04:28-02:23:26]  (Local) -> (LOCAL)[1]CrudoMa'G': no?
[2021:04:28-02:23:28]  (Global) -> ShadowHunter[EVG]|#18AED9カプガン: Oreo.auc yo
[2021:04:28-02:23:28]  (Global) -> #7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG|#9800D1GDT!: Es que literalmente 
[2021:04:28-02:23:30]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: no cual esmeralda
[2021:04:28-02:23:33]  (Global) -> Oreo.auc: hola
[2021:04:28-02:23:33]  (Global) -> BugeadorHitbox|#18AED9カプガン: bala regalame un hot racing 3 y me dejo baniar 1 semana
[2021:04:28-02:23:33]  (Local) -> (LOCAL)[2]Nicole:): banearon a alguien
[2021:04:28-02:23:34]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: asi lo puso bala
[2021:04:28-02:23:35]  (Local) -> (LOCAL)[2]Nicole:): XD
[2021:04:28-02:23:38]  (Global) -> Oreo.auc: XD
[2021:04:28-02:23:38]  (Local) -> (LOCAL)[2]Juanda:2cb: uy kieta
[2021:04:28-02:23:39]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Balaclava|#9800D1GDT!: me dejo?
[2021:04:28-02:23:39]  (Global) -> Jsvier_Antony: oe
[2021:04:28-02:23:41]  (Global) -> ShadowHunter[EVG]|#18AED9カプガン: Oreo.auc ola mi herma
[2021:04:28-02:23:41]  ([Msg] de Juanma'ELN para Thean_Wolf: q paso apenas logee cuente el chisme) -> nil
[2021:04:28-02:23:41]  (Global) -> #1D1D1DCrudoMa'G'|#1D1D1D連EP合: XD
[2021:04:28-02:23:44]  (Global) -> Nicole:): XDDDDD
[2021:04:28-02:23:44]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Balaclava|#9800D1GDT!: como si me importara
[2021:04:28-02:23:46]  (Global) -> Oreo.auc: q hace bro
[2021:04:28-02:23:46]  (Local) -> (LOCAL)[2]Felipe's: Nicole mor
[2021:04:28-02:23:47]  (Global) -> Jsvier_Antony: dale sueve
[2021:04:28-02:23:47]  (Local) -> (LOCAL)[4]Felipe-L: que se dice
[2021:04:28-02:23:49]  (Global) -> ShadowHunter[EVG]|#18AED9カプガン: XDDDDDDDDDDDD
[2021:04:28-02:23:49]  (Team - Services) -> (TEAM)TOPITOx|4k: u
[2021:04:28-02:23:51]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Balaclava|#9800D1GDT!: venga lo baneo unos 2 meses
[2021:04:28-02:23:53]  (Global) -> leiton: hola
[2021:04:28-02:23:53]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Balaclava|#9800D1GDT!: pa q afine
[2021:04:28-02:23:56]  (Local) -> (LOCAL)[10]Avalencia: vea
[2021:04:28-02:23:57]  (Global) -> Juanda:2cb: uy kieto XD
[2021:04:28-02:23:57]  (Global) -> JuanPablo|Z|#CBCBCBЯN: uy q jajajajaj
[2021:04:28-02:23:57]  (Global) -> leiton: xd
[2021:04:28-02:23:58]  (Global) -> judas|#E20280 ඞ: etas cali
[2021:04:28-02:23:59]  (Local) -> (LOCAL)[2]Nicole:): que
[2021:04:28-02:24:01]  (Local) -> (LOCAL)[2]MELINA666$$$$$$$$$$$$: bre
[2021:04:28-02:24:03]  (Local) -> (LOCAL)[2]MELINA666$$$$$$$$$$$$: subite
[2021:04:28-02:24:03]  (Global) -> BugeadorHitbox|#18AED9カプガン: solo flameo
[2021:04:28-02:24:03]  ([Msg] de alexispagedj-CDG para ShadowHunter[EVG]: llegue pa parchar) -> nil
[2021:04:28-02:24:06]  (Local) -> (LOCAL)[2]Felipe's: acitve el mod skinesmeralda1
[2021:04:28-02:24:08]  (Global) -> BugeadorHitbox|#18AED9カプガン: flameos balaclava
[2021:04:28-02:24:09]  (Local) -> (LOCAL)[4]Felipe-L: re guapo
[2021:04:28-02:24:12]  (Global) -> leiton: quien me vende un carro o moto para pagarlo a cuotas porfavor lo nesecito
[2021:04:28-02:24:15]  (Local) -> (LOCAL)[1]BajaPantys420|4k: oee
[2021:04:28-02:24:16]  (Local) -> (LOCAL)[2]Nicole:): ahorita
[2021:04:28-02:24:18]  (Global) -> Oreo.auc: pene
[2021:04:28-02:24:21]  (Local) -> (LOCAL)[1]BajaPantys420|4k: aprenda a manejar
[2021:04:28-02:24:23]  (Local) -> (LOCAL)[10]BugeadorHitbox: bonita skin
[2021:04:28-02:24:26]  (Local) -> (LOCAL)[5]Felipe's: pa que me vea melo xd
[2021:04:28-02:24:29]  (Local) -> (LOCAL)[11]Avalencia: vea
[2021:04:28-02:24:30]  (Local) -> (LOCAL)[2]Felipe-L: cuanto tiene?
[2021:04:28-02:24:30]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Balaclava|#9800D1GDT!: me da rabia q por q son buenos en dm se creen intocables
[2021:04:28-02:24:32]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Balaclava|#9800D1GDT!: xddd
[2021:04:28-02:24:33]  (Local) -> (LOCAL)[11]Avalencia: le voy a pasar unos carros
[2021:04:28-02:24:35]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Balaclava|#9800D1GDT!: todos engreidos
[2021:04:28-02:24:36]  (Global) -> JuanPablo|Z|#CBCBCBЯN: xddd
[2021:04:28-02:24:36]  (Local) -> (LOCAL)[5]Juanda:2cb: donde sera el otro lado¿
[2021:04:28-02:24:37]  (Global) -> #7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG|#9800D1GDT!: BugeadorHitbox[6] ya deje la bulla
[2021:04:28-02:24:37]  (Global) -> leiton: 200k
[2021:04:28-02:24:37]  (Global) -> BugeadorHitbox|#18AED9カプガン: q es dm
[2021:04:28-02:24:37]  (Local) -> (LOCAL)[11]Avalencia: Ya me los devuelve
[2021:04:28-02:24:40]  (Global) -> DJCareCaldo'2cb: leiton le vendo una faggio  cuotas
[2021:04:28-02:24:41]  (Local) -> (LOCAL)[5]Juanda:2cb: nolo veo
[2021:04:28-02:24:41]  (Local) -> (LOCAL)[5]Felipe's: No juanda mijo esta perdido
[2021:04:28-02:24:42]  (Local) -> (LOCAL)[9]Avalencia: si?
[2021:04:28-02:24:44]  (Local) -> (LOCAL)[9]ShadowHunter[EVG]: si
[2021:04:28-02:24:44]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C002cbinds_Haski: no contesto dm
[2021:04:28-02:24:50]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG: a
[2021:04:28-02:24:50]  (Local) -> (LOCAL)[9]ShadowHunter[EVG]: nitro XD?
[2021:04:28-02:24:50]  (Local) -> (LOCAL)[5]Nicole:): quieto menor
[2021:04:28-02:24:51]  (Local) -> (LOCAL)[5]Juanda:2cb: no se si es el de afuera de ls
[2021:04:28-02:24:51]  (Global) -> braiderandres: bala que es macros pri
[2021:04:28-02:24:53]  (Global) -> DJCareCaldo'2cb: no contesto dm, hablen con mi manejo
[2021:04:28-02:24:54]  (Local) -> (LOCAL)[8]Avalencia: No no
[2021:04:28-02:24:54]  (Local) -> (LOCAL)[3]Felipe's: tocó que entregue turno
[2021:04:28-02:24:56]  (Local) -> (LOCAL)[3]MarcelJose||Z||: a
[2021:04:28-02:24:56]  (Local) -> (LOCAL)[4]Nicole:): erda
[2021:04:28-02:24:58]  (Local) -> (LOCAL)[8]ShadowHunter[EVG]: bueno mandelos
[2021:04:28-02:24:59]  (Local) -> (LOCAL)[1]Fabius'2cB: cuanto val eun carrro de estos
[2021:04:28-02:25:00]  (Global) -> leiton: como es el faggio
[2021:04:28-02:25:02]  (Local) -> (LOCAL)[2]Juanda:2cb: a la de dios
[2021:04:28-02:25:02]  (Local) -> (LOCAL)[1]MELINA666$$$$$$$$$$$$: como 60
[2021:04:28-02:25:02]  (Local) -> (LOCAL)[8]Avalencia: Es de un parcero que no juega
[2021:04:28-02:25:06]  (Local) -> (LOCAL)[9]Avalencia: Me lso regalo
[2021:04:28-02:25:06]  (Global) -> #7F7F7F|ADM|#FF5C00ReizerB|#9800D1GDT!: Haski cambiese ese nombre...
[2021:04:28-02:25:09]  (Local) -> (LOCAL)[10]ShadowHunter[EVG]: mono?
[2021:04:28-02:25:11]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C002cbinds_Haski: pq
[2021:04:28-02:25:11]  (Local) -> (LOCAL)[4]Felipe's: jajaajaja tieneque ir a la base ya
[2021:04:28-02:25:12]  (Local) -> (LOCAL)[2]MELINA666$$$$$$$$$$$$: es de los rares viejos
[2021:04:28-02:25:12]  (Global) -> DJCareCaldo'2cb: es una moto leiton
[2021:04:28-02:25:13]  (Local) -> (LOCAL)[11]Avalencia: No
[2021:04:28-02:25:15]  (Local) -> (LOCAL)[3]braiderandres: liton
[2021:04:28-02:25:16]  (Local) -> (LOCAL)[2]Nicole:): donde es pipe
[2021:04:28-02:25:16]  (Local) -> (LOCAL)[11]ShadowHunter[EVG]: ah bueno
[2021:04:28-02:25:16]  (Global) -> Oreo.auc: hp
[2021:04:28-02:25:17]  (Local) -> (LOCAL)[3]Felipe's: al basurero
[2021:04:28-02:25:18]  (Local) -> (LOCAL)[2]braiderandres: pa
[2021:04:28-02:25:18]  (Local) -> (LOCAL)[10]Avalencia: Los del mono no los toco
[2021:04:28-02:25:22]  (Local) -> (LOCAL)[2]Nicole:): por aca no?
[2021:04:28-02:25:22]  (Local) -> (LOCAL)[12]Avalencia: Me da lastima
[2021:04:28-02:25:22]  (Global) -> leiton: en cuanto
[2021:04:28-02:25:22]  (Global) -> BugeadorHitbox|#18AED9カプガン: mi amigo jaski flamea
[2021:04:28-02:25:23]  (Local) -> (LOCAL)[11]Avalencia: xD
[2021:04:28-02:25:28]  ([Msg] de Thean_Wolf para Balaclava: oe pa Orgalor una ves me dijo que tenia macros pero Jimenez prgunto si tenia progr) -> nil
[2021:04:28-02:25:29]  (Global) -> Rolando_Motta"2cb: 7neon
[2021:04:28-02:25:31]  (Global) -> DJCareCaldo'2cb: en 350k
[2021:04:28-02:25:31]  (Local) -> (LOCAL)[10]Avalencia: Este hpta porque le di como 20m cuando empezamos
[2021:04:28-02:25:32]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C002cbinds_Haski: B'v
[2021:04:28-02:25:32]  (Local) -> (LOCAL)[2]crjs'2cb: suelteme que no va a poder llevarme
[2021:04:28-02:25:35]  (Global) -> #7F7F7F|ADM|#FF5C00ReizerB|#9800D1GDT!: De alguna manera quiere flamear a los cb
[2021:04:28-02:25:37]  (Local) -> (LOCAL)[2]Felipe's: no se por que ese pipe me suena tan tierno mk
[2021:04:28-02:25:38]  (Local) -> (LOCAL)[8]ShadowHunter[EVG]: suabe
[2021:04:28-02:25:39]  (Local) -> (LOCAL)[2]Felipe's: jajajajajaja
[2021:04:28-02:25:40]  (Global) -> MELINA666$$$$$$$$$$$$: XDDDDDDDD
[2021:04:28-02:25:42]  (Global) -> leiton: dejame verla
[2021:04:28-02:25:43]  (Local) -> (LOCAL)[2]Juanda:2cb: si
[2021:04:28-02:25:44]  (Local) -> (LOCAL)[2]Juanda:2cb: XD
[2021:04:28-02:25:48]  (Global) -> leiton: donde estas
[2021:04:28-02:25:48]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Balaclava|#9800D1GDT!: finalmente
[2021:04:28-02:25:49]  (Local) -> (LOCAL)[3]Oreo.auc: xd
[2021:04:28-02:25:49]  ([Msg] de Thean_Wolf para Balaclava: programa de grabar me dijo que era por eso) -> nil
[2021:04:28-02:25:51]  (Global) -> ShadowHunter[EVG]|#18AED9カプガン: juaski callate
[2021:04:28-02:25:51]  (Local) -> (LOCAL)[6]Alberto_ValamadreCDG: Jsjsjsjs, Se baila hasta las noticias
[2021:04:28-02:25:52]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C00Jasqui: Naah solo fue pq tussy andaba jodiendo
[2021:04:28-02:25:52]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Balaclava|#9800D1GDT!: puedo ignorar a javier
[2021:04:28-02:25:54]  (Local) -> (LOCAL)[3]JuanPablo|Z: aca
[2021:04:28-02:25:54]  (Local) -> (LOCAL)[1]AmericaDeCali|Z: aqui
[2021:04:28-02:25:54]  (Local) -> (LOCAL)[2]Nicole:): XDDD que
[2021:04:28-02:25:55]  (Local) -> (LOCAL)[4]JuanPablo|Z: suba
[2021:04:28-02:25:56]  (Global) -> #7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG|#9800D1GDT!: ahorasi
[2021:04:28-02:25:56]  (Local) -> (LOCAL)[1]braiderandres: maneje cacorrin
[2021:04:28-02:25:56]  (Local) -> (LOCAL)[9]Avalencia: Listo la rancher
[2021:04:28-02:25:57]  (Global) -> ShadowHunter[EVG]|#18AED9カプガン: XDDDDDDDDDDDDDDDDDDDDDDDDDDDD
[2021:04:28-02:25:58]  (Global) -> #7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG|#9800D1GDT!: matandolo suave
[2021:04:28-02:26:00]  (Local) -> (LOCAL)[2]crjs'2cb: suelteme que no va a poder llevarme
[2021:04:28-02:26:03]  (Global) -> Thean_Wolf|#F1F1F1ঔৣ☬: jajajajajajajajajaja
[2021:04:28-02:26:03]  (Local) -> (LOCAL)[1]TartarusZcB: que ahce malparido
[2021:04:28-02:26:03]  (Global) -> Mystogam|4k: DONOSO
[2021:04:28-02:26:04]  (Local) -> (LOCAL)[1]TiroFijo420-DjBass'2cB: CUCHO
[2021:04:28-02:26:06]  (Local) -> (LOCAL)[2]Juanda:2cb: pipe el q esta bueno
[2021:04:28-02:26:06]  (Global) -> MarcelJose||Z||: quien atiende un reporte en dc?
[2021:04:28-02:26:07]  (Local) -> (LOCAL)[1]TiroFijo420-DjBass'2cB: LE PRESTO MI MOTO
[2021:04:28-02:26:07]  (Local) -> (LOCAL)[2]Juanda:2cb: XD
[2021:04:28-02:26:07]  (Local) -> (LOCAL)[2]Felipe's: que cuando me dice pipe lo veo como muy tierno
[2021:04:28-02:26:08]  (Global) -> Luis|CDG||#F1F1F1ঔৣ☬: xd
[2021:04:28-02:26:09]  (Local) -> (LOCAL)[1]Rolando_Motta"2cb: llega para que me hagas el dos
[2021:04:28-02:26:11]  (Local) -> (LOCAL)[2]Juanda:2cb: sobelo
[2021:04:28-02:26:15]  (Local) -> (LOCAL)[7]Avalencia: El huntley
[2021:04:28-02:26:15]  (Local) -> (LOCAL)[2]judas: de paseito
[2021:04:28-02:26:15]  (Local) -> (LOCAL)[5]AmericaDeCali|Z: xd
[2021:04:28-02:26:19]  (Local) -> (LOCAL)[2]Nicole:): sobelo
[2021:04:28-02:26:19]  (Local) -> (LOCAL)[2]Oreo.auc: no
[2021:04:28-02:26:19]  (Global) -> #7F7F7F|ADM|#FF5C00ReizerB|#9800D1GDT!:  /ignorar Thean_Wolf
[2021:04:28-02:26:20]  (Global) -> BugeadorHitbox|#18AED9カプガン: pq s ecuro
[2021:04:28-02:26:22]  (Local) -> (LOCAL)[2]judas: pq
[2021:04:28-02:26:23]  (Local) -> (LOCAL)[0]DAVID: buena
[2021:04:28-02:26:23]  (Global) -> ShadowHunter[EVG]|#18AED9カプガン: XDDDDDDDD
[2021:04:28-02:26:24]  (Local) -> (LOCAL)[1]CrudoMa'G': nea no hay una puta silla ahora xd
[2021:04:28-02:26:26]  (Local) -> (LOCAL)[2]Oreo.auc: no nadaaqu
[2021:04:28-02:26:27]  (Team - Unemployed) -> (TEAM)#00146C|#A4B5FFPROD#00146C|#FF5C00Jasqui: /ignorar ReizerB
[2021:04:28-02:26:28]  (Local) -> (LOCAL)[2]JuanPablo|Z: dele xSssssssssssssssssssssssssssssss
[2021:04:28-02:26:29]  (Local) -> (LOCAL)[2]AmericaDeCali|Z: al banco
[2021:04:28-02:26:29]  (Global) -> Nicole:): XDDDDD
[2021:04:28-02:26:30]  (Global) -> Juanma'ELN|#5EF5F7������: ya me pusieron el vip que efectividad de los staff del cvr
[2021:04:28-02:26:35]  (Team - Services) -> (TEAM)BajaPantys420|4k: xd?
[2021:04:28-02:26:37]  (Local) -> (LOCAL)[9]Avalencia: esos dos xD
[2021:04:28-02:26:38]  (Local) -> (LOCAL)[1]AmericaDeCali|Z: pa guarda una plata xd
[2021:04:28-02:26:40]  (Local) -> (LOCAL)[5]JhonMS|CDG: xd
[2021:04:28-02:26:40]  (Local) -> (LOCAL)[10]ShadowHunter[EVG]: cucho se fue de tuvo
[2021:04:28-02:26:40]  (Local) -> (LOCAL)[6]Juanda:2cb: epaw
[2021:04:28-02:26:42]  (Global) -> Nicole:): 7ignorar jasqui
[2021:04:28-02:26:45]  (Local) -> (LOCAL)[8]ShadowHunter[EVG]: los perdio
[2021:04:28-02:26:45]  (Local) -> (LOCAL)[4]Felipe's: uy este prb camion tiene matricula de Chile xd
[2021:04:28-02:26:46]  (Local) -> (LOCAL)[1]JuanPablo|Z: alla guardamos
[2021:04:28-02:26:46]  (Global) -> BugeadorHitbox|#18AED9カプガン: alexis como hace pa disparar con el puño
[2021:04:28-02:26:49]  (Local) -> (LOCAL)[2]judas: oye bro
[2021:04:28-02:26:51]  (Local) -> (LOCAL)[1]CrudoMa'G': estas oq
[2021:04:28-02:26:53]  (Global) -> #7F7F7F|ADM||DJ|#FF5C00alexispagedj-CDG|#9800D1GDT!: yo?
[2021:04:28-02:26:53]  (Local) -> (LOCAL)[3]Oreo.auc: dime
[2021:04:28-02:26:53]  (Global) -> Thean_Wolf|#F1F1F1ঔৣ☬: #00ff00 estos mk me tienen odio porque soy domi o q
[2021:04:28-02:26:55]  (Global) -> BugeadorHitbox|#18AED9カプガン: si
[2021:04:28-02:26:56]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C00Jasqui: Nicole:) ahpora vi el video de babygang
