This file was generated by Console at 2021:03:29-00:00:12



[2021:03:29-00:00:12]  (Local) -> (LOCAL)[3]KiraOwO~Capu: agh
[2021:03:29-03:15:25]  (Local) -> (LOCAL)[4]Vlankillo: respeta
[2021:03:29-03:15:26]  (Global) -> FloweryTuningfork72: oeeeeee
[2021:03:29-03:15:28]  (Local) -> (LOCAL)[2]PericoHpta|AUC: 700
[2021:03:29-03:15:28]  (Local) -> (LOCAL)[2]C4rtex: tengo 11k encima
[2021:03:29-03:15:29]  (Local) -> (LOCAL)[4]FreseoCantPlayCVR: o povre
[2021:03:29-03:15:29]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00CrudoDeCumple: como quiera baje pero el primero q llegue
[2021:03:29-03:15:30]  (Local) -> (LOCAL)[5]0000000000dilan: aGGGGGGGGGGGGGGGGGGGHP WALTER
[2021:03:29-03:15:30]  (Local) -> (LOCAL)[2]PericoHpta|AUC: cada palin
[2021:03:29-03:15:30]  (Local) -> (LOCAL)[5]Vlankillo: freseo no quiero peliar
[2021:03:29-03:15:34]  (Local) -> (LOCAL)[5]Oreo^--------^: q
[2021:03:29-03:15:34]  (Local) -> (LOCAL)[5]FreseoCantPlayCVR: ok
[2021:03:29-03:15:34]  (Local) -> (LOCAL)[2]Danny|AK47|: a ver
[2021:03:29-03:15:37]  (Local) -> (LOCAL)[5]Vlankillo: me lo pelo como siempre
[2021:03:29-03:15:38]  (Local) -> (LOCAL)[5]FreseoCantPlayCVR: feliz noche
[2021:03:29-03:15:38]  (Local) -> (LOCAL)[6]#00146C|#A4B5FFPROD#00146C|#FF5C00ElKevinnPai: uy pa haganle es que me toco editar un video :(
[2021:03:29-03:15:38]  (Local) -> (LOCAL)[2]C4rtex: deme 5
[2021:03:29-03:15:39]  (Local) -> (LOCAL)[2]ELpepe: suba
[2021:03:29-03:15:39]  (Local) -> (LOCAL)[5]Hoka'DeTemeer~: oreo parece un pipi
[2021:03:29-03:15:43]  (Local) -> (LOCAL)[6]Vlankillo: buenas noches amiga
[2021:03:29-03:15:43]  (Local) -> (LOCAL)[2]PericoHpta|AUC: pa
[2021:03:29-03:15:44]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF8C00CrudoDeCumple: breve hagale
[2021:03:29-03:15:44]  (Local) -> (LOCAL)[6]Oreo^--------^: si su mama es hombre
[2021:03:29-03:15:45]  (Local) -> (LOCAL)[2]PericoHpta|AUC: jjjjjjjjjjj
[2021:03:29-03:15:46]  (Global) -> Soltec|EVG||#5723FEGDT!: #00F600 Cuando lleguemos al cielo le daremos gracias al señor por hacernos hinchas del verde
[2021:03:29-03:15:46]  (Local) -> (LOCAL)[6]FreseoCantPlayCVR: q hablas botsito povre
[2021:03:29-03:15:49]  (Local) -> (LOCAL)[2]PericoHpta|AUC: es hablando serio
[2021:03:29-03:15:53]  (Global) -> Andres_Ramires||2cb|||#E20280 ඞ: jajaaja
[2021:03:29-03:15:55]  (Local) -> (LOCAL)[5]W4LT3R---: judas
[2021:03:29-03:15:55]  (Global) -> Vlankillo: FreseoCantPlayCVR[2] povre
[2021:03:29-03:15:56]  (Local) -> (LOCAL)[2]PericoHpta|AUC: vendemos luka
[2021:03:29-03:15:56]  (Local) -> (LOCAL)[2]C4rtex: como asi
[2021:03:29-03:16:01]  (Local) -> (LOCAL)[2]PericoHpta|AUC: del sv
[2021:03:29-03:16:01]  (Global) -> FloweryTuningfork72: matame
[2021:03:29-03:16:02]  (Local) -> (LOCAL)[2]C4rtex: ahhh
[2021:03:29-03:16:04]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF8C00CrudoDeCumple: autentos
[2021:03:29-03:16:06]  (Local) -> (LOCAL)[0]Buitre|sad|2cB: agh
[2021:03:29-03:16:06]  (Local) -> (LOCAL)[4]mataDe'Follar: perate
[2021:03:29-03:16:06]  (Local) -> (LOCAL)[4]W4LT3R---: dilan miedosa
[2021:03:29-03:16:06]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Jimenez: te gustan las motoras te gusta el 7
[2021:03:29-03:16:07]  (Global) -> FloweryTuningfork72: PLIS
[2021:03:29-03:16:08]  (Local) -> (LOCAL)[2]C4rtex: 700 1 palo?
[2021:03:29-03:16:09]  (Global) -> FreseoCantPlayCVR|#5EF5F7������: a pinguear a otro lado
[2021:03:29-03:16:11]  (Local) -> (LOCAL)[2]PericoHpta|AUC: si
[2021:03:29-03:16:12]  (Local) -> (LOCAL)[3]Peyeta'AUC: qa
[2021:03:29-03:16:12]  (Local) -> (LOCAL)[3]mataDe'Follar: me podes hacer
[2021:03:29-03:16:14]  (Local) -> (LOCAL)[3]mataDe'Follar: un favor
[2021:03:29-03:16:15]  (Local) -> (LOCAL)[2]PATRON: bueb}nas
[2021:03:29-03:16:16]  ([Msg] de #DDA0DDKiraOwO~Capu para RataDe'Follar: donde estas?) -> nil
[2021:03:29-03:16:16]  (Local) -> (LOCAL)[2]PATAS|AUC: esta baratisimo
[2021:03:29-03:16:17]  (Local) -> (LOCAL)[1]mataDe'Follar: antes de meterme
[2021:03:29-03:16:17]  (Local) -> (LOCAL)[2]C4rtex: ñero ustedes regalan trabajo XD
[2021:03:29-03:16:18]  (Local) -> (LOCAL)[1]mataDe'Follar: ?
[2021:03:29-03:16:18]  (Local) -> (LOCAL)[1]Polo: xd
[2021:03:29-03:16:18]  (Global) -> #7F7F7F|ADM|#FF8C00XhnGuaracha|~GT|#5EF5F7������: cuál otro sv FreseoCantPlayCVR[2]
[2021:03:29-03:16:20]  (Local) -> (LOCAL)[3]Vlankillo: este man hermano
[2021:03:29-03:16:20]  (Local) -> (LOCAL)[3]XanCallejas: pana
[2021:03:29-03:16:21]  (Local) -> (LOCAL)[4]W4LT3R---: dilan gonorrea vamonos
[2021:03:29-03:16:21]  (Local) -> (LOCAL)[0]Buitre|sad|2cB: #DDA0DDKiraOwO~Capu[MP]
[2021:03:29-03:16:22]  (Local) -> (LOCAL)[1]Peyeta'AUC: ?
[2021:03:29-03:16:22]  (Local) -> (LOCAL)[2]PericoHpta|AUC: jjjjj
[2021:03:29-03:16:22]  (Local) -> (LOCAL)[4]W4LT3R---: ash
[2021:03:29-03:16:23]  (Global) -> FloweryTuningfork72: oe
[2021:03:29-03:16:24]  (Local) -> (LOCAL)[3]Satake: Vamos a parchar puej
[2021:03:29-03:16:25]  (Local) -> (LOCAL)[2]PericoHpta|AUC: pa
[2021:03:29-03:16:26]  (Local) -> (LOCAL)[2]C4rtex: venda eso mas caro
[2021:03:29-03:16:26]  (Local) -> (LOCAL)[2]mataDe'Follar: matame y luego me metes
[2021:03:29-03:16:27]  (Local) -> (LOCAL)[2]PericoHpta|AUC: baratisimo
[2021:03:29-03:16:28]  (Global) -> FloweryTuningfork72: adin
[2021:03:29-03:16:28]  (Local) -> (LOCAL)[5]W4LT3R---: deje el miedo
[2021:03:29-03:16:29]  (Local) -> (LOCAL)[5]0000000000dilan: me da miedo
[2021:03:29-03:16:29]  (Local) -> (LOCAL)[1]Vlankillo: dayer
[2021:03:29-03:16:30]  (Local) -> (LOCAL)[2]PericoHpta|AUC: nada
[2021:03:29-03:16:33]  (Local) -> (LOCAL)[3]Satake: Ando en el dc
[2021:03:29-03:16:33]  (Local) -> (LOCAL)[2]PericoHpta|AUC: compra o no?
[2021:03:29-03:16:33]  (Local) -> (LOCAL)[1]Vlankillo: digale a su jevo q se calme
[2021:03:29-03:16:33]  (Local) -> (LOCAL)[5]JudasDe'Follar: me caigo aaaaaaaa
[2021:03:29-03:16:34]  (Local) -> (LOCAL)[3]FreseoCantPlayCVR: malparido jota
[2021:03:29-03:16:35]  (Local) -> (LOCAL)[2]Peyeta'AUC: no grax
[2021:03:29-03:16:35]  (Local) -> (LOCAL)[6]SANTIAGO(ELN): invitame a tu gang porfa
[2021:03:29-03:16:35]  (Local) -> (LOCAL)[5]W4LT3R---: y a mi queme
[2021:03:29-03:16:36]  (Local) -> (LOCAL)[3]Hoka'DeTemeer~: vamos a pevepear en una vereda bro
[2021:03:29-03:16:36]  (Local) -> (LOCAL)[5]W4LT3R---: vamos
[2021:03:29-03:16:36]  (Local) -> (LOCAL)[5]JudasDe'Follar: ayuda
[2021:03:29-03:16:37]  (Global) -> FloweryTuningfork72: admin piroboooo
[2021:03:29-03:16:38]  (Local) -> (LOCAL)[2]C4rtex: es q ya tengo
[2021:03:29-03:16:38]  (Local) -> (LOCAL)[2]PATRON: wenas
[2021:03:29-03:16:38]  (Local) -> (LOCAL)[2]Peyeta'AUC: ademas pq
[2021:03:29-03:16:38]  (Local) -> (LOCAL)[5]JudasDe'Follar: me caigooo
[2021:03:29-03:16:39]  (Local) -> (LOCAL)[3]FreseoCantPlayCVR: si
[2021:03:29-03:16:39]  (Local) -> (LOCAL)[1]Dayer_UwU: ummmmmmmmmm
[2021:03:29-03:16:39]  (Local) -> (LOCAL)[2]mataDe'Follar: mmm
[2021:03:29-03:16:41]  (Local) -> (LOCAL)[5]JudasDe'Follar: ahhh
[2021:03:29-03:16:41]  (Local) -> (LOCAL)[1]Hoka'DeTemeer~: si
[2021:03:29-03:16:42]  (Global) -> #7F7F7F|ADM|#FF5C00lauuu|#18AED9カプガン: queeeeeeeeeeee
[2021:03:29-03:16:42]  (Local) -> (LOCAL)[2]C4rtex: pa q mas
[2021:03:29-03:16:42]  (Global) -> #7F7F7F|ADM|#FF8C00XhnGuaracha|~GT|#5EF5F7������: diga FloweryTuningfork72
[2021:03:29-03:16:43]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez|#5723FEGDT!: Que le paso
[2021:03:29-03:16:43]  (Local) -> (LOCAL)[5]JudasDe'Follar: ayudaaa
[2021:03:29-03:16:43]  (Local) -> (LOCAL)[2]PATRON: tenga
[2021:03:29-03:16:44]  (Local) -> (LOCAL)[1]XanCallejas: me escuchas pana?
[2021:03:29-03:16:45]  (Local) -> (LOCAL)[7]Carlos_Escobar(2cb): costeños no
[2021:03:29-03:16:45]  (Local) -> (LOCAL)[5]W4LT3R---: solo 1vez
[2021:03:29-03:16:46]  (Local) -> (LOCAL)[7]ElViejoJuancho'2cb: yo no soy recluter
[2021:03:29-03:16:46]  (Local) -> (LOCAL)[5]JudasDe'Follar: ayudaaaa
[2021:03:29-03:16:46]  (Global) -> FloweryTuningfork72: matame plisss
[2021:03:29-03:16:46]  (Global) -> FreseoCantPlayCVR|#5EF5F7������: En el de minijuegos
[2021:03:29-03:16:46]  (Local) -> (LOCAL)[2]PericoHpta|AUC: pa q tenga mas
[2021:03:29-03:16:46]  (Local) -> (LOCAL)[7]SANTIAGO(ELN): porfa
[2021:03:29-03:16:47]  (Local) -> (LOCAL)[5]JudasDe'Follar: ayudaaaa
[2021:03:29-03:16:48]  (Local) -> (LOCAL)[2]PATAS|AUC: ayude con la causa que necesitamos :(
[2021:03:29-03:16:49]  (Local) -> (LOCAL)[5]JudasDe'Follar: me caigooo
[2021:03:29-03:16:49]  (Global) -> Santhiago: error
[2021:03:29-03:16:49]  (Global) -> FreseoCantPlayCVR|#5EF5F7������: XhnGuaracha|~GT
[2021:03:29-03:16:50]  (Local) -> (LOCAL)[2]PericoHpta|AUC: y gaste
[2021:03:29-03:16:50]  (Local) -> (LOCAL)[5]JudasDe'Follar: ayudaaaa
[2021:03:29-03:16:52]  (Local) -> (LOCAL)[5]JudasDe'Follar: ayudaaaa
[2021:03:29-03:16:52]  (Local) -> (LOCAL)[2]mataDe'Follar: pues nea asi se buguea y mis armas
[2021:03:29-03:16:52]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Jimenez: ñero bajese aqui solo se montan mueres
[2021:03:29-03:16:53]  (Global) -> TheCrazyPipeNeXus: Quien esta de dj  pa que me ponga un tema
[2021:03:29-03:16:53]  (Local) -> (LOCAL)[3]Juanma_ELN: bye
[2021:03:29-03:16:53]  (Local) -> (LOCAL)[5]JudasDe'Follar: ayudaaaa
[2021:03:29-03:16:53]  (Local) -> (LOCAL)[5]0000000000dilan: pero
[2021:03:29-03:16:54]  (Local) -> (LOCAL)[7]SANTIAGO(ELN): quiene s reclute
[2021:03:29-03:16:55]  (Local) -> (LOCAL)[2]mataDe'Follar: no desaparecen
[2021:03:29-03:16:55]  (Local) -> (LOCAL)[5]JudasDe'Follar: ayudaaaa
[2021:03:29-03:16:55]  (Local) -> (LOCAL)[5]Hoka'DeTemeer~: usted esta en el grupo de la gang? de ws
[2021:03:29-03:16:56]  (Local) -> (LOCAL)[5]JudasDe'Follar: ayudaaaa
[2021:03:29-03:16:56]  (Local) -> (LOCAL)[5]W4LT3R---: noooooo
[2021:03:29-03:16:57]  (Local) -> (LOCAL)[5]JudasDe'Follar: me caigooo
[2021:03:29-03:16:58]  (Local) -> (LOCAL)[2]PericoHpta|AUC: o ps
[2021:03:29-03:16:58]  (Local) -> (LOCAL)[3]FreseoCantPlayCVR: si
[2021:03:29-03:16:58]  (Local) -> (LOCAL)[1]Satake: por donde está hablando? xd
[2021:03:29-03:16:58]  (Local) -> (LOCAL)[5]0000000000dilan: solo ud va a salir
[2021:03:29-03:16:58]  (Global) -> #7F7F7F|ADM|#FF8C00XhnGuaracha|~GT|#5EF5F7������: no sr yo solo juego cvr
[2021:03:29-03:16:58]  (Local) -> (LOCAL)[5]JudasDe'Follar: ayudaaaa
[2021:03:29-03:16:59]  (Local) -> (LOCAL)[7]ElViejoJuancho'2cb: nose
[2021:03:29-03:17:00]  (Local) -> (LOCAL)[2]PericoHpta|AUC: gasteme a mi
[2021:03:29-03:17:00]  (Local) -> (LOCAL)[5]JudasDe'Follar: me caigooo
[2021:03:29-03:17:00]  (Local) -> (LOCAL)[1]Hoka'DeTemeer~: a
[2021:03:29-03:17:00]  (Local) -> (LOCAL)[1]Vlankillo: q tristeza
[2021:03:29-03:17:01]  (Global) -> FreseoCantPlayCVR|#5EF5F7������: ah bre
[2021:03:29-03:17:01]  (Local) -> (LOCAL)[2]mataDe'Follar: siempre que me encanan se desaparecen
[2021:03:29-03:17:02]  (Local) -> (LOCAL)[2]PericoHpta|AUC: alguito
[2021:03:29-03:17:02]  (Local) -> (LOCAL)[1]Satake: soy jot4
[2021:03:29-03:17:03]  (Local) -> (LOCAL)[6]ElViejoJuancho'2cb: balaclava
[2021:03:29-03:17:04]  (Local) -> (LOCAL)[1]Dayer_UwU: uy mucho pirobo
[2021:03:29-03:17:04]  (Local) -> (LOCAL)[2]PATRON: si estaba trabajando
[2021:03:29-03:17:04]  (Local) -> (LOCAL)[5]0000000000dilan: solo ud va a salir
[2021:03:29-03:17:05]  (Local) -> (LOCAL)[1]Juanma_ELN: soy un pobre prisionero
[2021:03:29-03:17:05]  (Local) -> (LOCAL)[2]PericoHpta|AUC: yo si spoiy pobre
[2021:03:29-03:17:05]  (Local) -> (LOCAL)[4]Satake: del dc
[2021:03:29-03:17:06]  (Local) -> (LOCAL)[2]Peyeta'AUC: nada que ver
[2021:03:29-03:17:06]  (Local) -> (LOCAL)[5]JudasDe'Follar: me cai
[2021:03:29-03:17:07]  (Local) -> (LOCAL)[2]PericoHpta|AUC: jjjjjjjjjjjjjj
[2021:03:29-03:17:07]  (Local) -> (LOCAL)[1]ELpepe: bro se la vendo en 100k
[2021:03:29-03:17:07]  (Local) -> (LOCAL)[2]PATRON: para comer
[2021:03:29-03:17:07]  (Local) -> (LOCAL)[5]JudasDe'Follar: .'
[2021:03:29-03:17:08]  (Global) -> FreseoCantPlayCVR|#5EF5F7������: ud no me escucha?
[2021:03:29-03:17:10]  (Local) -> (LOCAL)[6]Carlos_Escobar(2cb): fabius pero a ud no lo quieren
[2021:03:29-03:17:13]  (Local) -> (LOCAL)[5]0000000000dilan: solo ud va a salir
[2021:03:29-03:17:13]  (Local) -> (LOCAL)[2]PATRON: no he tomado
[2021:03:29-03:17:15]  (Local) -> (LOCAL)[2]mataDe'Follar: bueno haga lo que quiera
[2021:03:29-03:17:15]  (Local) -> (LOCAL)[1]Juanma_ELN: te le ibas a robar la novia a mi amigo
[2021:03:29-03:17:15]  (Local) -> (LOCAL)[1]Dayer_UwU: y me criticaba
[2021:03:29-03:17:16]  (Local) -> (LOCAL)[1]Vlankillo: ahi
[2021:03:29-03:17:17]  (Local) -> (LOCAL)[2]Peyeta'AUC: aunque no se
[2021:03:29-03:17:17]  (Local) -> (LOCAL)[5]W4LT3R---: miedosin cvr
[2021:03:29-03:17:17]  (Local) -> (LOCAL)[1]XanCallejas: pana cuanto te costo el carrito nea
[2021:03:29-03:17:18]  (Local) -> (LOCAL)[5]RataDe'Follar: K GEI
[2021:03:29-03:17:18]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Jimenez: Quiees ver un paisaje lindo
[2021:03:29-03:17:20]  (Local) -> (LOCAL)[1]ELpepe: vale 2 millones
[2021:03:29-03:17:21]  (Local) -> (LOCAL)[2]Oreo^--------^: ?
[2021:03:29-03:17:21]  (Local) -> (LOCAL)[1]Vlankillo: a qn
[2021:03:29-03:17:21]  (Global) -> #7F7F7F|ADM|#FF8C00XhnGuaracha|~GT|#5EF5F7������: nonas
[2021:03:29-03:17:21]  (Local) -> (LOCAL)[2]PATRON: porque
[2021:03:29-03:17:22]  (Local) -> (LOCAL)[5]0000000000dilan: solo ud va a salir
[2021:03:29-03:17:22]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00lauuu: siiiiiiiii
[2021:03:29-03:17:23]  (Global) -> Danny|AK47|: espera activo los mods
[2021:03:29-03:17:23]  (Phone:SMS) -> From #ff0000BAR#000000CA | To: PATAS|AUC | Message: oe
[2021:03:29-03:17:24]  (Local) -> (LOCAL)[1]Vlankillo: q hice?
[2021:03:29-03:17:25]  (Local) -> (LOCAL)[1]Satake: este carro viene en un vip
[2021:03:29-03:17:25]  (Local) -> (LOCAL)[6]ElViejoJuancho'2cb: sisa
[2021:03:29-03:17:25]  (Local) -> (LOCAL)[2]C4rtex: ummmm
[2021:03:29-03:17:26]  (Local) -> (LOCAL)[5]W4LT3R---: no
[2021:03:29-03:17:27]  (Local) -> (LOCAL)[2]PATRON: que tengo
[2021:03:29-03:17:27]  (Local) -> (LOCAL)[2]Peyeta'AUC: usted tiene plata compre
[2021:03:29-03:17:27]  (Local) -> (LOCAL)[3]Juanma_ELN: por eso te segui
[2021:03:29-03:17:28]  (Local) -> (LOCAL)[1]ELpepe: breve
[2021:03:29-03:17:28]  (Local) -> (LOCAL)[1]Dayer_UwU: no
[2021:03:29-03:17:28]  (Local) -> (LOCAL)[6]ElViejoJuancho'2cb: catre
[2021:03:29-03:17:29]  (Global) -> #7F7F7F|ADM|#FF8C00XhnGuaracha|~GT|#5EF5F7������: estás hablando?
[2021:03:29-03:17:30]  (Global) -> aspirina||2CB|||#83FF00ʍđท: ya escogieron a los djs?
[2021:03:29-03:17:30]  (Local) -> (LOCAL)[3]Juanma_ELN: soltame
[2021:03:29-03:17:31]  (Local) -> (LOCAL)[2]Oreo^--------^: '
[2021:03:29-03:17:31]  (Local) -> (LOCAL)[6]0000000000dilan: como q mo
[2021:03:29-03:17:31]  (Local) -> (LOCAL)[1]Dayer_UwU: juanma
[2021:03:29-03:17:31]  (Local) -> (LOCAL)[1]Satake: ya le contaron de los vips?
[2021:03:29-03:17:32]  (Local) -> (LOCAL)[1]Hoka'DeTemeer~: carro truco
[2021:03:29-03:17:32]  (Local) -> (LOCAL)[1]Caceres|AUC: gonorrea
[2021:03:29-03:17:33]  (Local) -> (LOCAL)[2]PericoHpta|AUC: ??
[2021:03:29-03:17:34]  (Local) -> (LOCAL)[1]Caceres|AUC: bot
[2021:03:29-03:17:35]  (Local) -> (LOCAL)[7]W4LT3R---: tanguevon nos matan y ya
[2021:03:29-03:17:36]  (Global) -> TheCrazyPipeNeXus: Yo quiero lanzarme gh
[2021:03:29-03:17:37]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez|#5723FEGDT!: No
[2021:03:29-03:17:37]  (Global) -> SANTIAGO(ELN): catres 
[2021:03:29-03:17:37]  (Local) -> (LOCAL)[1]Grillo: no llore
[2021:03:29-03:17:37]  (Local) -> (LOCAL)[1]XanCallejas: alaaaaa nokas nea
[2021:03:29-03:17:37]  (Local) -> (LOCAL)[2]C4rtex: y al revez?
[2021:03:29-03:17:38]  (Local) -> (LOCAL)[1]Vlankillo: respeta a mi marido
[2021:03:29-03:17:39]  (Global) -> TheCrazyPipeNeXus: me se severos temas
[2021:03:29-03:17:39]  (Local) -> (LOCAL)[4]PATRON: no señor
[2021:03:29-03:17:40]  (Global) -> FreseoCantPlayCVR|#5EF5F7������: estaba
[2021:03:29-03:17:40]  (Global) -> ElVisajoso: a
[2021:03:29-03:17:40]  (Local) -> (LOCAL)[1]Grillo: hembra
[2021:03:29-03:17:42]  (Global) -> TheCrazyPipeNeXus: los demas puros temas de 2017
[2021:03:29-03:17:43]  (Local) -> (LOCAL)[2]C4rtex: les doy 1 palo
[2021:03:29-03:17:44]  (Global) -> #7F7F7F|ADM|#FF8C00XhnGuaracha|~GT|#5EF5F7������: malo'2cb, P#FF0000ericoHpta|AUC les voy a pagar
[2021:03:29-03:17:45]  (Local) -> (LOCAL)[2]C4rtex: a 600
[2021:03:29-03:17:45]  (Global) -> SANTIAGO(ELN): catre me invitas a la gang 2cb
[2021:03:29-03:17:46]  (Local) -> (LOCAL)[2]PATRON: llevo 40 años trabajando aca
[2021:03:29-03:17:46]  (Global) -> #7F7F7F|ADM|#FF5C00lauuu|#18AED9カプガン: ME CAI
[2021:03:29-03:17:47]  (Global) -> KiraOwO~Capu|#5723FEGDT!: ola guaracha owo
[2021:03:29-03:17:47]  (Global) -> aspirina||2CB|||#83FF00ʍđท: bueno
[2021:03:29-03:17:47]  (Local) -> (LOCAL)[1]Satake: marque, este servidor tiene un discord
[2021:03:29-03:17:47]  (Local) -> (LOCAL)[2]Dayer_UwU: ah bueno
[2021:03:29-03:17:47]  (Local) -> (LOCAL)[7]0000000000dilan: ok
[2021:03:29-03:17:48]  (Local) -> (LOCAL)[1]XanCallejas: quiero este carro :((
[2021:03:29-03:17:48]  (Global) -> #7F7F7F|ADM|#FF8C00XhnGuaracha|~GT|#5EF5F7������: los puedo warpear?
[2021:03:29-03:17:49]  (Local) -> (LOCAL)[2]C4rtex: ganan 100 xd
[2021:03:29-03:17:49]  (Local) -> (LOCAL)[7]0000000000dilan: mandelo
[2021:03:29-03:17:49]  (Global) -> PericoHpta|AUC|#4C4C4CRN: Bre
[2021:03:29-03:17:51]  (Global) -> Danny|AK47|: te la compro
[2021:03:29-03:17:52]  (Local) -> (LOCAL)[7]W4LT3R---: rapido
[2021:03:29-03:17:52]  (Local) -> (LOCAL)[7]0000000000dilan: XD
[2021:03:29-03:17:52]  (Global) -> PericoHpta|AUC|#4C4C4CRN: Sisas
[2021:03:29-03:17:52]  (Local) -> (LOCAL)[2]Satake: y tienen paquetes de vips
[2021:03:29-03:17:54]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Jimenez: Agarrese duro
[2021:03:29-03:17:56]  (Local) -> (LOCAL)[1]Danny|AK47|: te a compro
[2021:03:29-03:17:56]  (Local) -> (LOCAL)[1]Grillo: 2cb es una mierda todos mancos
[2021:03:29-03:17:57]  (Local) -> (LOCAL)[2]C4rtex: a camellar
[2021:03:29-03:17:58]  (Local) -> (LOCAL)[7]malo'2cb: eln esta morido bro
[2021:03:29-03:17:58]  (Local) -> (LOCAL)[2]PATAS|AUC: necesitakos plata para el vip parce
[2021:03:29-03:17:58]  (Local) -> (LOCAL)[2]PericoHpta|AUC: jj
[2021:03:29-03:17:58]  (Global) -> TheCrazyPipeNeXus: Cuando abren inscripciones de dj
[2021:03:29-03:17:59]  (Local) -> (LOCAL)[1]ELpepe: espere
[2021:03:29-03:18:00]  (Local) -> (LOCAL)[6]Carlos_Escobar(2cb): uy
[2021:03:29-03:18:03]  (Local) -> (LOCAL)[7]Carlos_Escobar(2cb): gono
[2021:03:29-03:18:04]  (Local) -> (LOCAL)[6]ElViejoJuancho'2cb: jajajajaja
[2021:03:29-03:18:04]  (Global) -> #012F7AW4LT3R---|#012F7AＫＰ→延: aaaaaaaaaa
[2021:03:29-03:18:04]  (Local) -> (LOCAL)[1]C4rtex: pase wpp
[2021:03:29-03:18:05]  (Local) -> (LOCAL)[2]Satake: entonces esta el más barato que es de 8k
[2021:03:29-03:18:06]  (Global) -> #012F7AW4LT3R---|#012F7AＫＰ→延: pere maricon
[2021:03:29-03:18:07]  (Global) -> #012F7AW4LT3R---|#012F7AＫＰ→延: aaaaaa
[2021:03:29-03:18:08]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00ElKevinnPai: suabe
[2021:03:29-03:18:08]  (Local) -> (LOCAL)[0]Buitre|sad|2cB: agh
[2021:03:29-03:18:08]  (Global) -> KiraOwO~Capu|#5723FEGDT!: omlam guaracha owo
[2021:03:29-03:18:10]  (Local) -> (LOCAL)[6]el_mono(YK): ya estoy reclutando los mios mancos
[2021:03:29-03:18:10]  (Local) -> (LOCAL)[1]PericoHpta|AUC: Oli
[2021:03:29-03:18:12]  (Global) -> #7F7F7F|ADM|#FF8C00XhnGuaracha|~GT|#5EF5F7������: omlam
[2021:03:29-03:18:12]  (Local) -> (LOCAL)[4]Vlankillo: le busco a oreo?
[2021:03:29-03:18:13]  (Local) -> (LOCAL)[4]Dayer_UwU: ajajjaj
[2021:03:29-03:18:13]  (Global) -> #FF8CE70000000000dilan|#FF8CE7✿: q
[2021:03:29-03:18:13]  (Global) -> Buitre|sad|2cB|#E20280 ඞ: sapa
[2021:03:29-03:18:13]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00CrudoDeCumple: xd
[2021:03:29-03:18:16]  (Local) -> (LOCAL)[1]Satake: y el más caro que es de 32k
[2021:03:29-03:18:16]  (Local) -> (LOCAL)[1]ELpepe: ya vengo se la boy a dejar full
[2021:03:29-03:18:16]  (Local) -> (LOCAL)[5]W4LT3R---: mtae
[2021:03:29-03:18:17]  (Global) -> #FF8CE70000000000dilan|#FF8CE7✿: si te gano
[2021:03:29-03:18:17]  (Local) -> (LOCAL)[1]PATAS|AUC: 3058934112
[2021:03:29-03:18:18]  (Local) -> (LOCAL)[5]W4LT3R---: mate
[2021:03:29-03:18:18]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00XhnGuaracha|~GT: holi
[2021:03:29-03:18:18]  (Local) -> (LOCAL)[1]Satake: sisas
[2021:03:29-03:18:20]  (Global) -> LeleElArmaSecreta(2cb): acaceres
[2021:03:29-03:18:22]  (Global) -> TheCrazyPipeNeXus: Cuando abren inscripciones de dj boff
[2021:03:29-03:18:22]  (Local) -> (LOCAL)[2]Dayer_UwU: zorra
[2021:03:29-03:18:23]  (Global) -> SANTIAGO(ELN): buitre me invita a los 2cb
[2021:03:29-03:18:26]  (Local) -> (LOCAL)[1]Satake: pero no hay necesidad de eso, ando en el dc .-.
[2021:03:29-03:18:27]  (Global) -> #FF8CE70000000000dilan|#FF8CE7✿: na
[2021:03:29-03:18:27]  (Local) -> (LOCAL)[2]Caceres|AUC: si soy
[2021:03:29-03:18:30]  (Local) -> (LOCAL)[5]W4LT3R---: a
[2021:03:29-03:18:36]  (Local) -> (LOCAL)[1]C4rtex: brv
[2021:03:29-03:18:39]  (Global) -> #7F7F7F|ADM|#FF5C00lauuu|#18AED9カプガン: au
[2021:03:29-03:18:40]  (Global) -> #FF8CE70000000000dilan|#FF8CE7✿: ?????
[2021:03:29-03:18:48]  (Local) -> (LOCAL)[4]malo'2cb: aca
[2021:03:29-03:18:48]  (Local) -> (LOCAL)[2]Vlankillo: qn?
[2021:03:29-03:18:48]  (Local) -> (LOCAL)[2]Buitre|sad|2cB: q
