This file was generated by Console at 2020:10:12-00:00:00



[2020:10:12-00:00:00]  (Local) -> (LOCAL)[17][EVG]Orgalor: Chys
[2020:10:12-02:19:03]  (Local) -> (LOCAL)[2]2cb'tussy: hp esta cara
[2020:10:12-02:19:05]  (Local) -> (LOCAL)[2]2cb'CamiloSZ: joynle no?
[2020:10:12-02:19:08]  (Local) -> (LOCAL)[10]2cb'ratix: que viva la chucha
[2020:10:12-02:19:08]  (Global) -> CHOCORRAMO: ombo 70 hp
[2020:10:12-02:19:09]  (Local) -> (LOCAL)[1][GT]FranciscoBY: ya con esas
[2020:10:12-02:19:11]  (Local) -> (LOCAL)[2]2cb'JuanPablo: mk esa gasofa esta cara
[2020:10:12-02:19:12]  (Global) -> #7F7F7F|CVR|Catalina420: ojalá lo encanen
[2020:10:12-02:19:13]  (Local) -> (LOCAL)[10]LOKILLO: epaaaaaaaaaaaa
[2020:10:12-02:19:13]  (Local) -> (LOCAL)[2]2cb'Haze: aaaaa
[2020:10:12-02:19:14]  (Local) -> (LOCAL)[2][GT]FranciscoBY: vaya donde harta gente
[2020:10:12-02:19:15]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#A9A9A9 [EVG]ReizerB: nea
[2020:10:12-02:19:16]  (Global) -> C4rtex: ey mero tema
[2020:10:12-02:19:17]  (Local) -> (LOCAL)[2]2cb'Haze: q jodaombe
[2020:10:12-02:19:17]  (Local) -> (LOCAL)[2]|MZ|GasterHDZ: haski re canson
[2020:10:12-02:19:20]  (Local) -> (LOCAL)[2]2cb'Haze: estoi laburando
[2020:10:12-02:19:21]  (Local) -> (LOCAL)[2]2cb'CamiloSZ: uy gonorres
[2020:10:12-02:19:23]  (Local) -> (LOCAL)[2]2cb'Haze: dejeme sano
[2020:10:12-02:19:23]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF7C00 Khausu: ey no escucho a THE KING
[2020:10:12-02:19:23]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#A9A9A9 [EVG]ReizerB: dejelos que ellos estan practicando
[2020:10:12-02:19:25]  (Local) -> (LOCAL)[2]2cb'tussy: junapablo
[2020:10:12-02:19:27]  (Local) -> (LOCAL)[3]2cb'Python: XD
[2020:10:12-02:19:28]  (Local) -> (LOCAL)[2]2cb'tussy: sabe mapear?
[2020:10:12-02:19:29]  (Local) -> (LOCAL)[2]CHOCORRAMO: nea estamos en evento
[2020:10:12-02:19:30]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#A9A9A9 [EVG]ReizerB: los coje despues de eso
[2020:10:12-02:19:31]  (Local) -> (LOCAL)[2]CHOCORRAMO: privado
[2020:10:12-02:19:31]  (Local) -> (LOCAL)[2]2cb'JuanPablo: si
[2020:10:12-02:19:31]  (Local) -> (LOCAL)[2]2cb'tussy: ayer judas me dijo que sabia
[2020:10:12-02:19:33]  (Local) -> (LOCAL)[2]2cb'tussy: y no sabia .l.
[2020:10:12-02:19:35]  (Local) -> (LOCAL)[2]CHOCORRAMO: solatame ps gonorrea
[2020:10:12-02:19:40]  (Global) -> CleanSkunk56: como se sale de un trabajo??
[2020:10:12-02:19:41]  (Local) -> (LOCAL)[3]2cb'FabiusxGaming: shadoiw
[2020:10:12-02:19:43]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Bernaaa: curesee
[2020:10:12-02:19:44]  (Local) -> (LOCAL)[3]2cb'FabiusxGaming: solo viniste vo?
[2020:10:12-02:19:44]  (Local) -> (LOCAL)[2]2cb[MAURO]: oe
[2020:10:12-02:19:45]  (Local) -> (LOCAL)[11]C4rtex: PRESENCIA Y PLATA HIJUEPUTA
[2020:10:12-02:19:49]  (Global) -> #7F7F7F|CVR|Catalina420: con ./resign
[2020:10:12-02:19:49]  (Local) -> (LOCAL)[2]2cb'Haze: hey dejame puesome
[2020:10:12-02:19:50]  (Local) -> (LOCAL)[2]M19|Barry-Seal|GT: oe
[2020:10:12-02:19:51]  (Local) -> (LOCAL)[3]2cb'#SINER: si
[2020:10:12-02:19:51]  (Global) -> [COSTELAND]Don_Joker.: con /resign
[2020:10:12-02:19:51]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: CleanSkunk56 /resign
[2020:10:12-02:19:52]  (Local) -> (LOCAL)[11]C4rtex: LO QUE LE SOBRA EL PATRON
[2020:10:12-02:19:52]  (Local) -> (LOCAL)[2]2cb'Haze: aaa
[2020:10:12-02:19:53]  (Local) -> (LOCAL)[2]2cb'#SINER: el rozco
[2020:10:12-02:19:54]  (Local) -> (LOCAL)[2]|GT|~Selfmade: que
[2020:10:12-02:19:55]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#A9A9A9 [EVG]ReizerB: sueltelo por favor
[2020:10:12-02:19:55]  (Local) -> (LOCAL)[2]2cb'Haze: gnrrea
[2020:10:12-02:19:55]  (Local) -> (LOCAL)[2]CHOCORRAMO: nel
[2020:10:12-02:19:56]  (Local) -> (LOCAL)[3]2cb'tussy: solo 2cb
[2020:10:12-02:19:58]  (Local) -> (LOCAL)[2]CHOCORRAMO: hasta que me sulete
[2020:10:12-02:19:59]  (Local) -> (LOCAL)[1]2cb[MAURO]: no tengo pa curar
[2020:10:12-02:20:00]  (Local) -> (LOCAL)[3]CHOCORRAMO: o encanelo
[2020:10:12-02:20:00]  (Local) -> (LOCAL)[2][cng]orejitas: pablito
[2020:10:12-02:20:00]  (Local) -> (LOCAL)[2][GT]FranciscoBY: oe vaya
[2020:10:12-02:20:01]  (Local) -> (LOCAL)[2]2cb'FabiusxGaming: se quedo?
[2020:10:12-02:20:02]  (Local) -> (LOCAL)[2][cng]orejitas: ?
[2020:10:12-02:20:05]  (Global) -> pipo: patches
[2020:10:12-02:20:06]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#A9A9A9 [EVG]ReizerB: que ellos estan parchaos practicando
[2020:10:12-02:20:08]  (Local) -> (LOCAL)[2]CHOCORRAMO: poder admin pa
[2020:10:12-02:20:10]  (Team - Criminals) -> (TEAM)PATRONAZO: QUE
[2020:10:12-02:20:10]  (Local) -> (LOCAL)[3]2cb'JuanPablo: :V
[2020:10:12-02:20:12]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: MI HERMA
[2020:10:12-02:20:14]  (Local) -> (LOCAL)[2]2cb'Haze: caya
[2020:10:12-02:20:15]  (Global) -> [GT]KhaiJuanes: mate a judas :o
[2020:10:12-02:20:15]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF0000Bernaaa: tome mauro
[2020:10:12-02:20:16]  (Local) -> (LOCAL)[5][cng]orejitas: se acuerda de mi
[2020:10:12-02:20:17]  (Local) -> (LOCAL)[3]|GT|~Selfmade: que fue barry
[2020:10:12-02:20:17]  (Local) -> (LOCAL)[4]CTA|ElKevinnPai|GT: olave hp jajaj+}w
[2020:10:12-02:20:20]  (Local) -> (LOCAL)[2]CHOCORRAMO: ya
[2020:10:12-02:20:21]  (Local) -> (LOCAL)[5]GT|OLAVE: q
[2020:10:12-02:20:21]  (Team - Law Enforcement) -> (TEAM)CleanSkunk56: /resing
[2020:10:12-02:20:21]  (Global) -> PadreChucho: XD
[2020:10:12-02:20:22]  (Team - Criminals) -> (TEAM)PATRONAZO: no
[2020:10:12-02:20:22]  (Local) -> (LOCAL)[1]2cb'TavoVilla: permiso
[2020:10:12-02:20:24]  (Local) -> (LOCAL)[2]2cb'Haze: sueltemepssss
[2020:10:12-02:20:24]  (Local) -> (LOCAL)[2]CHOCORRAMO: te amo
[2020:10:12-02:20:24]  (Global) -> pipo: parcero ud me debe plaata
[2020:10:12-02:20:26]  (Local) -> (LOCAL)[4][cng]orejitas: madera
[2020:10:12-02:20:27]  (Local) -> (LOCAL)[3]M19|Barry-Seal|GT: no yano
[2020:10:12-02:20:27]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#A9A9A9 [EVG]ReizerB: muchas gracias
[2020:10:12-02:20:28]  (Global) -> 2cb'Haze: reizersapo
[2020:10:12-02:20:29]  (Global) -> [EVG]RicardoJorge: EVG=EVANGELICOS
[2020:10:12-02:20:29]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: de q
[2020:10:12-02:20:30]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Bernaaa: tome
[2020:10:12-02:20:32]  (Local) -> (LOCAL)[6]Jabon: me mori
[2020:10:12-02:20:33]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: q abla gamin
[2020:10:12-02:20:33]  (Local) -> (LOCAL)[1]CHOCORRAMO: vamonos amor
[2020:10:12-02:20:33]  (Local) -> (LOCAL)[11]LOKILLO: ay calmenlo
[2020:10:12-02:20:34]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 [EVG]ReizerB: deja de disparar
[2020:10:12-02:20:36]  (Local) -> (LOCAL)[2]2cb[MAURO]: gracias
[2020:10:12-02:20:37]  (Team - Criminals) -> (TEAM)PATRONAZO: no señor
[2020:10:12-02:20:38]  (Local) -> (LOCAL)[1]CHOCORRAMO: me subo en tu espalda
[2020:10:12-02:20:39]  (Local) -> (LOCAL)[1]CHOCORRAMO: xde
[2020:10:12-02:20:41]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 [EVG]ReizerB: y nada de poder admin
[2020:10:12-02:20:44]  (Local) -> (LOCAL)[0]CleanSkunk56: /resing
[2020:10:12-02:20:44]  (Global) -> pipo: te veo y te pego un tiro
[2020:10:12-02:20:44]  (Global) -> [COSTELAND]Don_Joker.: patches nojao
[2020:10:12-02:20:45]  (Local) -> (LOCAL)[3][cng]orejitas: vanis a matar otmbos
[2020:10:12-02:20:46]  (Local) -> (LOCAL)[11]2cb'ElSocito: sz
[2020:10:12-02:20:46]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF7C00 Khausu: si patron
[2020:10:12-02:20:47]  (Local) -> (LOCAL)[1]CHOCORRAMO: ajajaj xdew
[2020:10:12-02:20:48]  (Global) -> DanielAgosto: si señor
[2020:10:12-02:20:50]  (Global) -> |GT|ArturoCortez: Padre Ricardo
[2020:10:12-02:20:52]  (Local) -> (LOCAL)[11]LOKILLO: apl fondo
[2020:10:12-02:20:52]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF0000Francine98: si ñor
[2020:10:12-02:20:52]  (Global) -> |GT|ArturoCortez: Para cuando la misa?
[2020:10:12-02:20:55]  (Team - Criminals) -> (TEAM)PATRONAZO: am ya
[2020:10:12-02:20:57]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: Te veo y te lo devuelvo
[2020:10:12-02:20:58]  (Local) -> (LOCAL)[1]2cb'Escobar: xd
[2020:10:12-02:21:00]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: payasa
[2020:10:12-02:21:00]  (Global) -> CHOCORRAMO: TP
[2020:10:12-02:21:04]  (Local) -> (LOCAL)[11]2cb'ElSocito: ok patron asi es
[2020:10:12-02:21:05]  (Local) -> (LOCAL)[5]2cb[MAURO]: gt no es nada
[2020:10:12-02:21:05]  (Global) -> ^$El_Cangas$^: como dejo de ser tombo xd
[2020:10:12-02:21:06]  (Team - Criminals) -> (TEAM)PATRONAZO: matavamos tombos
[2020:10:12-02:21:08]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF0000Bernaaa: proximo reporte
[2020:10:12-02:21:08]  (Global) -> CleanSkunk56: no me da el comando 
[2020:10:12-02:21:08]  (Global) -> [COSTELAND]Don_Joker.: patches nojao
[2020:10:12-02:21:09]  (Global) -> |GT|ArturoCortez: Aun la estoy esperando y ya pasaron las 8
[2020:10:12-02:21:09]  (Local) -> (LOCAL)[11]LOKILLO: llevenmen arita pa la casa
[2020:10:12-02:21:10]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF0000Francine98: mi fierro es pa cuidar a mi patrón
[2020:10:12-02:21:11]  (Global) -> [EVG]RicardoJorge: Prox. Misas en mapeo EVG=EVANGELICOS
[2020:10:12-02:21:11]  (Local) -> (LOCAL)[11]C4rtex: Patreon le puedo comentar algo pero en privado?
[2020:10:12-02:21:11]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF0000Bernaaa: me mataron por atras
[2020:10:12-02:21:12]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF7C00 Khausu: patron por usted hago lo que sea
[2020:10:12-02:21:12]  (Local) -> (LOCAL)[6]CHOCORRAMO: TQM
[2020:10:12-02:21:13]  (Local) -> (LOCAL)[7][GT]Colombiahumana: bno
[2020:10:12-02:21:15]  (Local) -> (LOCAL)[5]CHOCORRAMO: AJAJJAJA
[2020:10:12-02:21:16]  (Local) -> (LOCAL)[11]2cb'ratix: melo
[2020:10:12-02:21:16]  (Local) -> (LOCAL)[6]GT|~SubditoDeSatanas: bno
[2020:10:12-02:21:16]  (Global) -> [M19]arete[GT]: vamos al banco atomar nos la zona
[2020:10:12-02:21:16]  (Local) -> (LOCAL)[2]2cb'Python: NIO PUEDE ESTAR QUEUIA
[2020:10:12-02:21:17]  (Team - Criminals) -> (TEAM)PATRONAZO: matavamos tombos
[2020:10:12-02:21:20]  (Global) -> 2cb'CamiloSZ: +aw
[2020:10:12-02:21:21]  (Local) -> (LOCAL)[7]2cb[MAURO]: gt no es nada
[2020:10:12-02:21:21]  (Team - Criminals) -> (TEAM)PATRONAZO: sierto
[2020:10:12-02:21:23]  (Local) -> (LOCAL)[1]Rafael_elmocho: hola
[2020:10:12-02:21:24]  (Local) -> (LOCAL)[6]GT|~SubditoDeSatanas: bueno
[2020:10:12-02:21:25]  (Local) -> (LOCAL)[5][GT]Colombiahumana: tu tampoco JJAJAJAJA
[2020:10:12-02:21:29]  (Local) -> (LOCAL)[5]2cb[MAURO]: ajajaj
[2020:10:12-02:21:30]  (Local) -> (LOCAL)[11]C4rtex: patron le cuento
[2020:10:12-02:21:31]  (Team - Criminals) -> (TEAM)PATRONAZO: matavamos tombos
[2020:10:12-02:21:31]  (Local) -> (LOCAL)[5][GT]FranciscoBY: salga entonces
[2020:10:12-02:21:33]  (Local) -> (LOCAL)[3]2cb'Escobar: parce
[2020:10:12-02:21:34]  (Local) -> (LOCAL)[5][GT]FranciscoBY: usted solo
[2020:10:12-02:21:35]  (Local) -> (LOCAL)[5]2cb[MAURO]: por algo somos dueños de sf
[2020:10:12-02:21:35]  (Local) -> (LOCAL)[5][GT]Colombiahumana: sali solo
[2020:10:12-02:21:37]  (Local) -> (LOCAL)[1][ZETAS]pablito: dimeloo
[2020:10:12-02:21:37]  (Local) -> (LOCAL)[1]2cb'TavoVilla: W?
[2020:10:12-02:21:37]  (Local) -> (LOCAL)[10]2cb'Beltran: a
[2020:10:12-02:21:39]  (Local) -> (LOCAL)[5]GT|~SubditoDeSatanas: dueño xd?
[2020:10:12-02:21:41]  (Local) -> (LOCAL)[5][GT]FranciscoBY: hagale usted solo
[2020:10:12-02:21:42]  (Local) -> (LOCAL)[1]Rafael_elmocho: cmo andamos
[2020:10:12-02:21:42]  (Local) -> (LOCAL)[9]2cb'Beltran: na internet de pobre
[2020:10:12-02:21:42]  (Local) -> (LOCAL)[6]GT|~SubditoDeSatanas: tenemos titulo
[2020:10:12-02:21:43]  (Local) -> (LOCAL)[1]2cb'Escobar: estoy mamdo con estos fps
[2020:10:12-02:21:45]  (Local) -> (LOCAL)[6]GT|~SubditoDeSatanas: y carro unico
[2020:10:12-02:21:45]  (Local) -> (LOCAL)[11]C4rtex: listo patron
[2020:10:12-02:21:47]  (Global) -> CHOCORRAMO: cvatalina 10minutos y te la sueltops ajjaa
[2020:10:12-02:21:48]  (Local) -> (LOCAL)[1][ZETAS]pablito: bien bien
[2020:10:12-02:21:49]  (Local) -> (LOCAL)[6][GT]FranciscoBY: hagale si cree tanto
[2020:10:12-02:21:49]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#A9A9A9 [EVG]ReizerB: afk
[2020:10:12-02:21:50]  (Local) -> (LOCAL)[5]2cb[MAURO]: a ver
[2020:10:12-02:21:50]  (Local) -> (LOCAL)[2]2cb'Python: QUIEN SOS?
[2020:10:12-02:21:51]  (Local) -> (LOCAL)[2]2cb'Escobar: no me han puesto el vip
[2020:10:12-02:21:53]  (Global) -> 2cb'FabiusxGaming: chao tussy
[2020:10:12-02:21:53]  (Local) -> (LOCAL)[4][GT]Colombiahumana: usted a duras peans es dueño de su cuenta
[2020:10:12-02:21:54]  (Local) -> (LOCAL)[9]PadreChucho: ex tucibi
[2020:10:12-02:21:56]  (Local) -> (LOCAL)[5]2cb[MAURO]: intenten quitarnos una turf
[2020:10:12-02:21:57]  (Local) -> (LOCAL)[1]2cb'Escobar: y ya lleva 2 dias
[2020:10:12-02:21:58]  (Local) -> (LOCAL)[5]GT|~SubditoDeSatanas: lo tendras?
[2020:10:12-02:21:59]  (Global) -> [COSTELAND]Don_Joker.: con /resign se quitan los jobs
[2020:10:12-02:21:59]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF7C00 Khausu: sin pasar
[2020:10:12-02:21:59]  (Local) -> (LOCAL)[5]2cb[MAURO]: ajajajajajaja
[2020:10:12-02:22:00]  (Local) -> (LOCAL)[10]C4rtex: le comento patron
[2020:10:12-02:22:00]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF0000Francine98: kietos
[2020:10:12-02:22:00]  (Local) -> (LOCAL)[5]GT|~SubditoDeSatanas: alguna ves?
[2020:10:12-02:22:02]  (Local) -> (LOCAL)[5][GT]FranciscoBY: salga usted
[2020:10:12-02:22:02]  (Global) -> PATRONAZO: matavamos tombos
[2020:10:12-02:22:02]  (Local) -> (LOCAL)[8]2cb'Beltran: na internet de pobre
[2020:10:12-02:22:03]  (Local) -> (LOCAL)[10]2cb'ratix: ok
[2020:10:12-02:22:03]  (Local) -> (LOCAL)[1]2cb'TavoVilla: fps malos a cuanto vas
[2020:10:12-02:22:03]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF7C00 Khausu: sin pasar
[2020:10:12-02:22:03]  (Global) -> #7F7F7F|CVR|Catalina420: no ya no quiero nada
[2020:10:12-02:22:04]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF0000Francine98: si npasar
[2020:10:12-02:22:06]  (Team - Criminals) -> (TEAM)PATRONAZO: sierto
[2020:10:12-02:22:06]  (Global) -> #7F7F7F|CVR|Catalina420: renuncio
[2020:10:12-02:22:07]  (Local) -> (LOCAL)[5][GT]Colombiahumana: sali pa ver si eres algo
[2020:10:12-02:22:08]  (Local) -> (LOCAL)[1]Rafael_elmocho: sbite al avion cvon g xd
[2020:10:12-02:22:08]  (Local) -> (LOCAL)[1]2cb'Escobar: y auna pelasa se lo psieorn el mismo dia
[2020:10:12-02:22:09]  (Local) -> (LOCAL)[4][GT]FranciscoBY: usted es el que habla
[2020:10:12-02:22:09]  (Local) -> (LOCAL)[1][cng]orejitas: avmos
[2020:10:12-02:22:10]  (Global) -> [M19]arete[GT]: esta muy borracho
[2020:10:12-02:22:10]  (Local) -> (LOCAL)[4][GT]Colombiahumana: sola
[2020:10:12-02:22:10]  (Local) -> (LOCAL)[9]Jabon: JAKSJAKSJA
[2020:10:12-02:22:11]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF7C00 Khausu: sin pasar
[2020:10:12-02:22:11]  (Local) -> (LOCAL)[9]2cb'Beltran: xD
[2020:10:12-02:22:14]  (Local) -> (LOCAL)[4]2cb[MAURO]: no
[2020:10:12-02:22:14]  (Local) -> (LOCAL)[9]2cb'Beltran: JAJAJAJ
[2020:10:12-02:22:17]  (Local) -> (LOCAL)[4]2cb[MAURO]: me da miedito
[2020:10:12-02:22:17]  (Local) -> (LOCAL)[10]2cb'Q'Piskero: XD
[2020:10:12-02:22:19]  (Local) -> (LOCAL)[10]2cb'palomo: eso que je
[2020:10:12-02:22:22]  (Local) -> (LOCAL)[8]Jabon: PROTEJAN AL PATRON
[2020:10:12-02:22:24]  (Global) -> [EVG]RicardoJorge: Cata querés ser evangelica?
[2020:10:12-02:22:24]  (Local) -> (LOCAL)[7][GT]FranciscoBY: aaah entonces no hable
[2020:10:12-02:22:24]  (Global) -> [M19]arete[GT]: camine  pala oieza
[2020:10:12-02:22:28]  (Local) -> (LOCAL)[7]2cb[MAURO]: uy
[2020:10:12-02:22:28]  (Local) -> (LOCAL)[7]GT|~SubditoDeSatanas: el domingo
[2020:10:12-02:22:29]  (Local) -> (LOCAL)[9]C4rtex: dejame hablar con el patron
[2020:10:12-02:22:30]  (Global) -> #7F7F7F|CVR|Catalina420: comooooo
[2020:10:12-02:22:32]  (Local) -> (LOCAL)[4]2cb[MAURO]: esta bacana la skin
[2020:10:12-02:22:38]  (Global) -> |MZ|GasterHDZ: a
[2020:10:12-02:22:39]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF0000Francine98: no pase
[2020:10:12-02:22:40]  (Local) -> (LOCAL)[9]C4rtex: patron ahora si
[2020:10:12-02:22:44]  (Local) -> (LOCAL)[8]|GT|~La_Loli~: chocorramo bien
[2020:10:12-02:22:45]  (Global) -> #7F7F7F|CVR|#FF0000[EVG]CrudoMeansRaw: Cata, en EVanGelicos te esperamos
[2020:10:12-02:22:45]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF7C00 Khausu: sin pasar
[2020:10:12-02:22:48]  (Local) -> (LOCAL)[12]Jabon: na este mk no
[2020:10:12-02:22:48]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF0000Francine98: pa fuera
[2020:10:12-02:22:49]  (Local) -> (LOCAL)[10]2cb'ratix: xd mera borrachera
[2020:10:12-02:22:49]  (Global) -> #7F7F7F|CVR|Catalina420: yo SOY evangelica
[2020:10:12-02:22:51]  (Local) -> (LOCAL)[4]2cb'CamiloSZ: oe
[2020:10:12-02:22:51]  (Local) -> (LOCAL)[10]2cb'palomo: mero tema
[2020:10:12-02:22:55]  (Local) -> (LOCAL)[9]|GT|~La_Loli~: siga
[2020:10:12-02:22:56]  (Local) -> (LOCAL)[10]C4rtex: le comento q estoy en una deficiencia economica
[2020:10:12-02:22:59]  (Local) -> (LOCAL)[3]2cb'Haze: oe
[2020:10:12-02:22:59]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF0000Francine98: pa fuera pues
[2020:10:12-02:22:59]  (Global) -> PATRONAZO: clock
[2020:10:12-02:23:01]  (Local) -> (LOCAL)[10]2cb'ratix: socito venga
[2020:10:12-02:23:01]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF7C00 Khausu: sin pasar
[2020:10:12-02:23:01]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF0000Francine98: vengand
[2020:10:12-02:23:02]  (Local) -> (LOCAL)[6][GT]Colombiahumana: Es la misma cuestion de siempre, solos son cagados
[2020:10:12-02:23:03]  (Local) -> (LOCAL)[10]2cb'ratix: popeye
[2020:10:12-02:23:03]  (Local) -> (LOCAL)[11]2cb'FabiusxGaming: oe
[2020:10:12-02:23:04]  (Local) -> (LOCAL)[4]2cb'CamiloSZ: encaneme
[2020:10:12-02:23:04]  (Local) -> (LOCAL)[6][GT]Colombiahumana: per obuee
[2020:10:12-02:23:05]  (Local) -> (LOCAL)[10]C4rtex: si señor
[2020:10:12-02:23:05]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF7C00 Khausu: sin pasar
[2020:10:12-02:23:05]  (Local) -> (LOCAL)[4]zFioti: dime
[2020:10:12-02:23:06]  (Global) -> [EVG]RicardoJorge: Entonces esta es tu gang
[2020:10:12-02:23:07]  (Local) -> (LOCAL)[11]2cb'#SINER: dimelo
[2020:10:12-02:23:08]  (Local) -> (LOCAL)[4]2cb'Haze: claropa
[2020:10:12-02:23:08]  (Local) -> (LOCAL)[11]2cb'FabiusxGaming: voy a rolear de poli para el stream
[2020:10:12-02:23:08]  (Local) -> (LOCAL)[10]2cb'ratix: le presento al socito
[2020:10:12-02:23:09]  (Local) -> (LOCAL)[10]2cb'ElSocito: hablelo
[2020:10:12-02:23:12]  (Local) -> (LOCAL)[10]2cb'ratix: un fiel trabajador
[2020:10:12-02:23:13]  (Local) -> (LOCAL)[11]2cb'#SINER: d1
[2020:10:12-02:23:13]  (Local) -> (LOCAL)[11]2cb'FabiusxGaming: a la gente casi no le gusta
[2020:10:12-02:23:15]  (Local) -> (LOCAL)[10]C4rtex: no tengo dinero ni pa pagasr una pieza
[2020:10:12-02:23:15]  (Local) -> (LOCAL)[11]2cb'JuanPablo: vamos
[2020:10:12-02:23:15]  (Global) -> #7F7F7F|CVR|#FF0000[COSTELAND]SEMDS: ez
[2020:10:12-02:23:16]  (Local) -> (LOCAL)[10]2cb'FabiusxGaming: el turf xd
[2020:10:12-02:23:22]  (Local) -> (LOCAL)[3]2cb'Haze: compermiso
[2020:10:12-02:23:22]  (Local) -> (LOCAL)[10]2cb'#SINER: vamo oq
[2020:10:12-02:23:24]  (Local) -> (LOCAL)[10]C4rtex: aveces ni para la comida
[2020:10:12-02:23:24]  (Global) -> [2cb]DonZarco.: DONDE ANDAN LOS QUE SE IBAN A TOMAR EL BANCO? PA DARLES BALA
[2020:10:12-02:23:24]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF7C00 Khausu: sin pasar
[2020:10:12-02:23:24]  (Global) -> 2cb'Q'Piskero: AAAA
[2020:10:12-02:23:25]  (Local) -> (LOCAL)[3]2cb'Haze: xdd
[2020:10:12-02:23:27]  (Team - Criminals) -> (TEAM)CHOCORRAMO: auaa
[2020:10:12-02:23:28]  (Global) -> #7F7F7F|CVR|#FF0000[EVG]CrudoMeansRaw: Te proponemos un sueño
[2020:10:12-02:23:28]  (Local) -> (LOCAL)[3]2cb'CamiloSZ: xd
[2020:10:12-02:23:30]  (Local) -> (LOCAL)[11]2cb'Python: uy y eso q
[2020:10:12-02:23:34]  (Global) -> |MZ|GasterHDZ: hoy follan
[2020:10:12-02:23:39]  (Local) -> (LOCAL)[0][ZETAS]pablito: ey
[2020:10:12-02:23:41]  (Global) -> [EVG]RicardoJorge: Profesar la palabra del señor juntos
[2020:10:12-02:23:41]  (Local) -> (LOCAL)[10]C4rtex: si señor
[2020:10:12-02:23:43]  (Local) -> (LOCAL)[2]GT|~SubditoDeSatanas: enojado
[2020:10:12-02:23:43]  (Local) -> (LOCAL)[2][GT]FranciscoBY: xd
[2020:10:12-02:23:46]  (Global) -> #7F7F7F|CVR|Catalina420: wow
[2020:10:12-02:23:46]  (Local) -> (LOCAL)[3][GT]FranciscoBY: ajajaja porque
[2020:10:12-02:23:49]  (Local) -> (LOCAL)[4]GT|~SubditoDeSatanas: que es eso de cta
[2020:10:12-02:23:49]  (Local) -> (LOCAL)[4][GT]FranciscoBY: es domingo
[2020:10:12-02:23:51]  (Local) -> (LOCAL)[4]GT|~SubditoDeSatanas: nah
[2020:10:12-02:23:52]  (Local) -> (LOCAL)[11]|GT|~La_Loli~: oalve
[2020:10:12-02:23:57]  (Local) -> (LOCAL)[1][ZETAS]pablito: ey
[2020:10:12-02:23:58]  (Local) -> (LOCAL)[10]|GT|~La_Loli~: a quien vez mejor hasta ahora
[2020:10:12-02:24:00]  (Global) -> Rafael_elmocho: semds haceme jail
[2020:10:12-02:24:01]  (Local) -> (LOCAL)[6][GT]FranciscoBY: y quien es cta
[2020:10:12-02:24:02]  (Global) -> tapiraustraliano: que
[2020:10:12-02:24:04]  (Global) -> |MZ|GasterHDZ: tramadores
[2020:10:12-02:24:05]  (Local) -> (LOCAL)[10]C4rtex: listo patron
[2020:10:12-02:24:05]  (Local) -> (LOCAL)[3]GT|OLAVE: nadie
[2020:10:12-02:24:05]  (Local) -> (LOCAL)[10]GT|~SubditoDeSatanas: ni yo se
[2020:10:12-02:24:08]  (Global) -> Rafael_elmocho: porfavor
