This file was generated by Console at 2020:10:09-00:00:00



[2020:10:09-00:00:00]  (Global) -> [GT]AndresCanson: okampo¿
[2020:10:09-01:12:23]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:12:23]  (Local) -> (LOCAL)[1]Maicke_Casiano: jajajajaja
[2020:10:09-01:12:25]  (Global) -> WickedJeep50:  quien me presta un millon
[2020:10:09-01:12:26]  (Global) -> [Z]_VALLUNITO_: Cuantos vuelos tiene ud
[2020:10:09-01:12:29]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:12:29]  (Local) -> (LOCAL)[1][GT]AndresCanson: oe llanero mi amor
[2020:10:09-01:12:30]  (Local) -> (LOCAL)[4]2cB'NegroCachondo: retome
[2020:10:09-01:12:31]  (Local) -> (LOCAL)[1]Maicke_Casiano: que paso mor
[2020:10:09-01:12:32]  (Local) -> (LOCAL)[4]2cb'SingleChamber: ya le escribo pana
[2020:10:09-01:12:34]  (Local) -> (LOCAL)[2]2cb'Jabon420: a
[2020:10:09-01:12:35]  (Global) -> La_Loli: menos que yo
[2020:10:09-01:12:35]  (Global) -> [GT]~$Fabio_vidal69$:): 3000
[2020:10:09-01:12:37]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:12:37]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Zllanerito: xde
[2020:10:09-01:12:37]  (Global) -> La_Loli: mas que usted
[2020:10:09-01:12:41]  (Local) -> (LOCAL)[4]2cb'El_marra: aaa
[2020:10:09-01:12:42]  (Global) -> [Z]_VALLUNITO_: ush XD
[2020:10:09-01:12:42]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Zllanerito: nos abandono el patron
[2020:10:09-01:12:46]  (Global) -> [GT]~$Fabio_vidal69$:): XDDDD
[2020:10:09-01:12:48]  (Local) -> (LOCAL)[2][GT]AndresCanson: si:CCC
[2020:10:09-01:12:49]  (Global) -> La_Loli: yo llevo 4500
[2020:10:09-01:12:51]  (Local) -> (LOCAL)[1]2cb'SingleChamber: Xd
[2020:10:09-01:12:52]  (Global) -> #7F7F7F|CVR|#FF7C00 Zllanerito: francine
[2020:10:09-01:12:52]  (Local) -> (LOCAL)[5]2cB'NegroCachondo: oe berva
[2020:10:09-01:12:53]  (Local) -> (LOCAL)[6]Carding999: berna
[2020:10:09-01:12:53]  (Local) -> (LOCAL)[4][S.A.S][Cabo]Max: Gracias Pa igual creo que se desconecto
[2020:10:09-01:13:00]  (Global) -> La_Loli: ya no volare mas
[2020:10:09-01:13:00]  (Global) -> [GT]~$Fabio_vidal69$:): guau que nivel
[2020:10:09-01:13:00]  (Local) -> (LOCAL)[3][GT]AndresCanson: mor sabe quien vende un roll royce?
[2020:10:09-01:13:02]  (Global) -> La_Loli: me da weba
[2020:10:09-01:13:02]  (Global) -> [Z]_VALLUNITO_: Yo llevo 5606
[2020:10:09-01:13:04]  (Global) -> Haski_CorridosTumbados: cual desconect+ó hp
[2020:10:09-01:13:05]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 Zllanerito: nks
[2020:10:09-01:13:05]  (Local) -> (LOCAL)[2]2cb'Jabon420: esperando
[2020:10:09-01:13:06]  (Global) -> Haski_CorridosTumbados: no me ves acá
[2020:10:09-01:13:07]  (Local) -> (LOCAL)[1]2cb'Alias|g8: oe
[2020:10:09-01:13:07]  (Local) -> (LOCAL)[8]Carding999: berna
[2020:10:09-01:13:08]  (Local) -> (LOCAL)[1][GT]AndresCanson: aparte de khausu xd
[2020:10:09-01:13:09]  (Global) -> Haski_CorridosTumbados: y vos khausu
[2020:10:09-01:13:16]  (Global) -> [GT]~$Fabio_vidal69$:): loli jasjsajjsa cuantos lleva en serio¿
[2020:10:09-01:13:20]  (Local) -> (LOCAL)[1]2cb'Jabon420: oe
[2020:10:09-01:13:20]  (Global) -> Haski_CorridosTumbados: nea sos nuevo y todo pero q cagada hizo .__.
[2020:10:09-01:13:21]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: buenas señor
[2020:10:09-01:13:23]  (Global) -> La_Loli: 2850
[2020:10:09-01:13:25]  (Local) -> (LOCAL)[2]2cb'Alias|g8: sabes como quitrme este traje y volver a personalizar a CJ?
[2020:10:09-01:13:26]  (Local) -> (LOCAL)[5]Carding999: berna
[2020:10:09-01:13:30]  (Global) -> [Z]_VALLUNITO_: Yo llevo 5606 vuelos
[2020:10:09-01:13:30]  (Global) -> La_Loli: la ultima vez q vi
[2020:10:09-01:13:31]  (Local) -> (LOCAL)[5]Carding999: necesito un favor
[2020:10:09-01:13:35]  (Local) -> (LOCAL)[2][GT]AndresCanson: nao nao parcero
[2020:10:09-01:13:35]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 Zllanerito: salvao
[2020:10:09-01:13:40]  (Local) -> (LOCAL)[7]2cb'NegroCachondo: oe berna
[2020:10:09-01:13:42]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: señor
[2020:10:09-01:13:46]  (Global) -> [GT]~$Fabio_vidal69$:): callese vallunito jasjsajjsa
[2020:10:09-01:13:50]  (Local) -> (LOCAL)[8]2cb'NegroCachondo: berna
[2020:10:09-01:13:51]  (Local) -> (LOCAL)[4]2cB~Beltran: peos
[2020:10:09-01:13:52]  (Local) -> (LOCAL)[1]2cb'FabiusxGaming: entonces que era
[2020:10:09-01:13:53]  (Global) -> #7F7F7F|CVR|#A9A9A9 Khausu: Bajese del barco,
[2020:10:09-01:13:53]  (Global) -> La_Loli: crack
[2020:10:09-01:13:53]  (Global) -> [Z]_VALLUNITO_: cm asi
[2020:10:09-01:13:54]  (Local) -> (LOCAL)[7]2cb'dilan: QUIETOSSS
[2020:10:09-01:13:55]  (Global) -> M19|Barry-Seal|GT: VENDO CHIBAAAA
[2020:10:09-01:13:58]  (Global) -> La_Loli: ahora prueba en avianca aver
[2020:10:09-01:14:01]  (Global) -> [SAS][S]Senador-Tostoy: porque ahora ya no me reciben la carga en las misiones de camionero?
[2020:10:09-01:14:01]  (Global) -> [GT]~$Fabio_vidal69$:): como aparece su login vallunito
[2020:10:09-01:14:01]  (Local) -> (LOCAL)[1]2cB'Walter: VAYASE A CONFIGURACION
[2020:10:09-01:14:03]  (Local) -> (LOCAL)[1]themateo: bernal como utilizas el tazer sinque te quite vida
[2020:10:09-01:14:06]  (Global) -> [Z]_VALLUNITO_: cali boy
[2020:10:09-01:14:06]  (Global) -> 2cB~Beltran: ey mata enseñame a disparar sentado wow
[2020:10:09-01:14:07]  (Local) -> (LOCAL)[3]2cb|Yandrix: no lo cure sapo
[2020:10:09-01:14:15]  (Global) -> LR|-PABLO-|GT: Barry
[2020:10:09-01:14:16]  (Global) -> [GT]~$Fabio_vidal69$:): jajajajaj si hp
[2020:10:09-01:14:19]  (Local) -> (LOCAL)[1][GT]AndresCanson: jeje
[2020:10:09-01:14:21]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#1F00FFBerna: el tazer no quita vida si no le dispara a gente sin estrellas
[2020:10:09-01:14:21]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:14:21]  (Global) -> [Z]_VALLUNITO_: si q
[2020:10:09-01:14:21]  (Local) -> (LOCAL)[1]themateo: porquer a mi me quita
[2020:10:09-01:14:22]  (Global) -> LR|-PABLO-|GT: Se compro la chiva?
[2020:10:09-01:14:22]  (Global) -> M19|Barry-Seal|GT: QUE PABLO
[2020:10:09-01:14:23]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 Zllanerito: buena 0 copeo
[2020:10:09-01:14:23]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:14:23]  (Global) -> 2cb'ELBARTO: 5606 que? vuelos?
[2020:10:09-01:14:23]  (Global) -> [GT]~$Fabio_vidal69$:): regaleme 1 palo aver
[2020:10:09-01:14:25]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 Zllanerito: de 2cb
[2020:10:09-01:14:26]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#1F00FFBerna: las estrellas se ven
[2020:10:09-01:14:27]  (Global) -> [Z]_VALLUNITO_: sisas
[2020:10:09-01:14:27]  (Global) -> M19|Barry-Seal|GT: SII
[2020:10:09-01:14:28]  (Local) -> (LOCAL)[1]2cB'Walter: Y LA C REMPLAZELA POR MOUSE 1 Y LA PARTE DE AL LADO POR MOUSE 2
[2020:10:09-01:14:28]  (Global) -> 2cb'ELBARTO: 5606 que? vuelos?
[2020:10:09-01:14:28]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#1F00FFBerna: en el nomber
[2020:10:09-01:14:30]  (Local) -> (LOCAL)[1]themateo: no ley
[2020:10:09-01:14:30]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:14:31]  (Local) -> (LOCAL)[5]2cb[MAURO]: uy
[2020:10:09-01:14:31]  (Global) -> [Z]_VALLUNITO_: tsias
[2020:10:09-01:14:34]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#1F00FFBerna: por ejempo ud
[2020:10:09-01:14:34]  (Local) -> (LOCAL)[1][GT]AndresCanson: xd
[2020:10:09-01:14:35]  (Local) -> (LOCAL)[0]LR|-PABLO-|GT: En cuanto?
[2020:10:09-01:14:35]  (Local) -> (LOCAL)[1]2cB'Walter: LO DE AGACHARSE
[2020:10:09-01:14:37]  (Local) -> (LOCAL)[5]2cb'El_marra: mala
[2020:10:09-01:14:37]  (Global) -> [GT]~$Fabio_vidal69$:): regaleme 1 palo aver vallunito
[2020:10:09-01:14:38]  (Global) -> DotorAlbareto: KAKAKAJAJAJJA
[2020:10:09-01:14:39]  (Local) -> (LOCAL)[4]2cb[MAURO]: me iba a matar
[2020:10:09-01:14:46]  (Local) -> (LOCAL)[2]2cb'Jabon420: mlp
[2020:10:09-01:14:47]  (Local) -> (LOCAL)[2]themateo: yo que
[2020:10:09-01:14:48]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:14:48]  (Local) -> (LOCAL)[2]2cb'El_marra: era a dotor
[2020:10:09-01:14:52]  (Global) -> [Z]_VALLUNITO_: 5608 vuelso ya, con el que voy 5609
[2020:10:09-01:14:53]  (Local) -> (LOCAL)[6]2cb'Q'Piskero: reposao
[2020:10:09-01:14:54]  (Local) -> (LOCAL)[2]2cb'FabiusxGaming: ya
[2020:10:09-01:14:54]  (Local) -> (LOCAL)[2]2cb[MAURO]: um
[2020:10:09-01:14:55]  (Local) -> (LOCAL)[2]2cb'El_marra: a este caorro
[2020:10:09-01:14:55]  (Local) -> (LOCAL)[2]2cb'python: ola
[2020:10:09-01:14:55]  (Global) -> [GT]~$Fabio_vidal69$:): vallunitooooo no se haga el sordoooo
[2020:10:09-01:14:56]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: señor
[2020:10:09-01:14:58]  (Local) -> (LOCAL)[2]2cb'El_marra: cacorro
[2020:10:09-01:14:58]  (Local) -> (LOCAL)[4]2cb'NegroCachondo: dilan chupame el pene
[2020:10:09-01:14:59]  (Local) -> (LOCAL)[2]2cB'Walter: ES BREVE
[2020:10:09-01:15:01]  (Global) -> [Z]_VALLUNITO_: qn es ud
[2020:10:09-01:15:04]  (Local) -> (LOCAL)[6]2cb|Yandrix: no sea sapo
[2020:10:09-01:15:05]  (Global) -> DotorAlbareto: puro carro bomba mijitos
[2020:10:09-01:15:05]  (Global) -> DiabloFrez: digame 
[2020:10:09-01:15:07]  (Local) -> (LOCAL)[3]2cb[MAURO]: si
[2020:10:09-01:15:07]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: esta bien?
[2020:10:09-01:15:07]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:15:08]  (Local) -> (LOCAL)[2]2cB'Walter: TIENE QUE UNDIRLE LOS 2 A LA VEZ
[2020:10:09-01:15:11]  (Local) -> (LOCAL)[0]2cb'Jabon420: malditoseas tusi
[2020:10:09-01:15:11]  (Global) -> [GT]~$Fabio_vidal69$:): :(((
[2020:10:09-01:15:11]  (Local) -> (LOCAL)[5]2cb[MAURO]: tiene pinta de loca
[2020:10:09-01:15:13]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#A9A9A9 Khausu: Bajese
[2020:10:09-01:15:14]  (Global) -> DiabloFrez: algo mariado
[2020:10:09-01:15:16]  (Local) -> (LOCAL)[7]2cbtatiana: lo voy a banear
[2020:10:09-01:15:17]  (Global) -> Carding999: llanerito
[2020:10:09-01:15:20]  (Local) -> (LOCAL)[8]2cb|Yandrix: ok
[2020:10:09-01:15:20]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:15:21]  (Local) -> (LOCAL)[2]2cB'Walter: RAPIDO
[2020:10:09-01:15:21]  (Global) -> SANTANA: Carding
[2020:10:09-01:15:24]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: acompañeme suba a la moto
[2020:10:09-01:15:24]  (Local) -> (LOCAL)[4]2cb'El_marra: sali
[2020:10:09-01:15:25]  (Global) -> DotorAlbareto: bn
[2020:10:09-01:15:25]  (Local) -> (LOCAL)[1]themateo: como ucomo haces para dispoara el tazer
[2020:10:09-01:15:26]  (Local) -> (LOCAL)[5]2cb[MAURO]: usted que opina marra
[2020:10:09-01:15:27]  (Global) -> 2cb'NegroCachondo: oe carding
[2020:10:09-01:15:27]  (Local) -> (LOCAL)[10]Carding999: dime santana
[2020:10:09-01:15:30]  (Local) -> (LOCAL)[4]2cB~Beltran: eso
[2020:10:09-01:15:31]  (Global) -> Carding999: dime santana
[2020:10:09-01:15:32]  (Local) -> (LOCAL)[2]2cB'Walter: AJAJAJ
[2020:10:09-01:15:34]  (Local) -> (LOCAL)[4]2cb[MAURO]: tiene pinta de loca?
[2020:10:09-01:15:35]  (Local) -> (LOCAL)[1]themateo: sin que te quite vida
[2020:10:09-01:15:35]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#1F00FFBerna: a la gente con estrellas
[2020:10:09-01:15:36]  (Global) -> [GT]~$Fabio_vidal69$:): vallunito pato
[2020:10:09-01:15:36]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:15:37]  (Local) -> (LOCAL)[3]2cb'tussy: hola cuchita
[2020:10:09-01:15:39]  (Global) -> 2cb'NegroCachondo: decile a berna tambien
[2020:10:09-01:15:39]  (Local) -> (LOCAL)[2]2cb'El_marra: salga ps pa q vea como queda
[2020:10:09-01:15:40]  (Global) -> SANTANA: Carding
[2020:10:09-01:15:41]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: LO REVISARA UN MEDICO
[2020:10:09-01:15:41]  (Global) -> [Z]_VALLUNITO_: pq
[2020:10:09-01:15:41]  (Local) -> (LOCAL)[2]2cB'Walter: SI LO PUSO BIEN?
[2020:10:09-01:15:44]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:15:44]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF7C00 Zllanerito: ajajajjaa
[2020:10:09-01:15:45]  (Local) -> (LOCAL)[5]themateo: como se si tiene estellas
[2020:10:09-01:15:45]  (Local) -> (LOCAL)[4][GT]AndresCanson: aash
[2020:10:09-01:15:46]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF7C00 Zllanerito: nooo
[2020:10:09-01:15:48]  (Local) -> (LOCAL)[4][GT]AndresCanson: ese hp
[2020:10:09-01:15:48]  (Global) -> [GT]~$Fabio_vidal69$:): no me regala ni 400 lukas
[2020:10:09-01:15:49]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF7C00 Zllanerito: xao
[2020:10:09-01:15:49]  (Local) -> (LOCAL)[0]La_Loli: ole
[2020:10:09-01:15:49]  (Local) -> (LOCAL)[2]2cb'FabiusxGaming: si xdd
[2020:10:09-01:15:51]  (Global) -> 2cb'NegroCachondo:  o a khausu
[2020:10:09-01:15:51]  (Global) -> Carding999: el berna no lo he visto
[2020:10:09-01:15:52]  (Local) -> (LOCAL)[4][GT]AndresCanson: perdon patron
[2020:10:09-01:15:53]  (Local) -> (LOCAL)[3]2cB~Beltran: patron gamer
[2020:10:09-01:15:53]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:15:54]  (Global) -> LR|-PABLO-|GT: Barry
[2020:10:09-01:15:55]  (Global) -> [Z]_VALLUNITO_: trabaje vago
[2020:10:09-01:15:55]  (Global) -> DiabloFrez: epaaa
[2020:10:09-01:15:55]  (Global) -> La_Loli: ole quien me hace compañia
[2020:10:09-01:16:01]  (Global) -> Carding999: khausu no puede
[2020:10:09-01:16:03]  (Local) -> (LOCAL)[2]2cB'Walter: EL DE AGACHARSE
[2020:10:09-01:16:06]  (Local) -> (LOCAL)[1]themateo: como se si tiene estellas
[2020:10:09-01:16:06]  (Local) -> (LOCAL)[7]2cb'SingleChamber: un saludito suave
[2020:10:09-01:16:06]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Zllanerito: señor agente
[2020:10:09-01:16:08]  (Global) -> SANTANA: ishhw
[2020:10:09-01:16:09]  (Local) -> (LOCAL)[2]2cB'Walter: LO CAMBIA POR MOUSE 1
[2020:10:09-01:16:09]  (Local) -> (LOCAL)[1]themateo: como se si tiene estellas
[2020:10:09-01:16:09]  (Local) -> (LOCAL)[1]2cb'pipo420: mmm
[2020:10:09-01:16:10]  (Local) -> (LOCAL)[2]2cb'ELBARTO: que es el cbug :v
[2020:10:09-01:16:11]  (Global) -> SANTANA: maton
[2020:10:09-01:16:11]  (Global) -> [GT]AndresCanson: NAO NAO BERNAAA
[2020:10:09-01:16:13]  (Local) -> (LOCAL)[1]2cb'pipo420: no me hables
[2020:10:09-01:16:17]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF7C00 Zllanerito: disculpeme
[2020:10:09-01:16:17]  (Global) -> PadreChucho: Khausu haciendo un haski todo marica
[2020:10:09-01:16:17]  (Local) -> (LOCAL)[0]LR|~Tyrone~|GT: loli llegue
[2020:10:09-01:16:17]  (Global) -> [GT]~$Fabio_vidal69$:): haski no deje sola a loli 
[2020:10:09-01:16:20]  (Global) -> [Z]_VALLUNITO_: berna regaleme plata de anel
[2020:10:09-01:16:21]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Zllanerito: soy un bune tipo
[2020:10:09-01:16:23]  (Global) -> LR|~Tyrone~|GT: loli llegue
[2020:10:09-01:16:23]  (Local) -> (LOCAL)[3][Z]XhnGuaracha: MUA
[2020:10:09-01:16:24]  (Global) -> [Z]_VALLUNITO_: berna regaleme plata de panel
[2020:10:09-01:16:24]  (Local) -> (LOCAL)[3]2cb'FabiusxGaming: quito la c?
[2020:10:09-01:16:26]  (Local) -> (LOCAL)[3]2cB'Walter: Y EL ESPACIO DE AL LADO QUE ESTA VACIO POR MOUSE 2
[2020:10:09-01:16:26]  (Local) -> (LOCAL)[3]2cb'tussy: chao cuchis
[2020:10:09-01:16:26]  (Local) -> (LOCAL)[2]2cb'El_marra: oe
[2020:10:09-01:16:26]  (Local) -> (LOCAL)[3][Z]XhnGuaracha: lindooo
[2020:10:09-01:16:28]  (Global) -> La_Loli: one llego
[2020:10:09-01:16:28]  (Local) -> (LOCAL)[3]2cb'NegroCachondo: oe
[2020:10:09-01:16:29]  (Local) -> (LOCAL)[3]2cB'Walter: SI
[2020:10:09-01:16:32]  (Global) -> Carding999: llanerito donde esta
[2020:10:09-01:16:33]  (Local) -> (LOCAL)[7]2cb|Yandrix: quietaaaaaaa
[2020:10:09-01:16:35]  (Global) -> SANTANA: ah no tombo
[2020:10:09-01:16:36]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 Zllanerito: que me guste la llervar pa mi no es un delito
[2020:10:09-01:16:37]  (Local) -> (LOCAL)[3]2cb'pipo420: no lo iba a arrestar
[2020:10:09-01:16:37]  (Local) -> (LOCAL)[2]2cb'El_marra: pvp?
[2020:10:09-01:16:37]  (Global) -> LR|-PABLO-|GT: Barry
[2020:10:09-01:16:38]  (Global) -> SANTANA: muy suave
[2020:10:09-01:16:40]  (Local) -> (LOCAL)[2]2cb'NegroCachondo: na
[2020:10:09-01:16:41]  (Global) -> LR|~Tyrone~|GT: aero ls
[2020:10:09-01:16:41]  (Global) -> La_Loli: donde voy
[2020:10:09-01:16:45]  (Local) -> (LOCAL)[3]2cB'Walter: REMPLAZA LA C POR MOUSE 1 Y LA DE AL LADO POR MOUSE 2
[2020:10:09-01:16:47]  (Global) -> [Z]_VALLUNITO_: Her ñero
[2020:10:09-01:16:48]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 Zllanerito: mejor por que no persigue a los maliantes
[2020:10:09-01:16:52]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Zllanerito: mas bien mireme
[2020:10:09-01:16:55]  (Local) -> (LOCAL)[7]Maicke_Casiano: jajajaajajajajajaja
[2020:10:09-01:16:55]  (Global) -> [Z]_VALLUNITO_: Ya llevo 4 palos 100 
[2020:10:09-01:16:56]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF7C00 Zllanerito: tengo pinta de cantante
[2020:10:09-01:16:58]  (Global) -> 2cb|Yandrix: quietaaaaaaa
[2020:10:09-01:16:58]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:16:58]  (Local) -> (LOCAL)[7]Maicke_Casiano: Esa tatiana
[2020:10:09-01:16:59]  (Global) -> [Z]_VALLUNITO_: en 2 horas
[2020:10:09-01:16:59]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:16:59]  (Global) -> PadreChucho: Todo bobazo jajaja
[2020:10:09-01:16:59]  (Global) -> [M19]arete[GT]: como que se le fue el internet a barry
[2020:10:09-01:17:00]  (Local) -> (LOCAL)[5]2cb'pipo420: señor
[2020:10:09-01:17:01]  (Global) -> [Z]_VALLUNITO_: bn
[2020:10:09-01:17:02]  (Global) -> (GT)MIGUEL1450: a tombo gorrea
[2020:10:09-01:17:05]  (Global) -> themateo: como se si una persona tiene estrellas
[2020:10:09-01:17:05]  (Local) -> (LOCAL)[6]2cb'pipo420: ud me dio un disparo
[2020:10:09-01:17:06]  (Global) -> La_Loli: donde voy
[2020:10:09-01:17:07]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:17:08]  (Local) -> (LOCAL)[3]2cB'Walter: XDDD
[2020:10:09-01:17:08]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 Zllanerito: usted con esa pinta de gamin
[2020:10:09-01:17:11]  (Local) -> (LOCAL)[3]2cb'ELBARTO: que es el cebug?
[2020:10:09-01:17:12]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Zllanerito: si los canttes
[2020:10:09-01:17:15]  (Local) -> (LOCAL)[6]themateo: como se si una persona tiene estrellas
[2020:10:09-01:17:15]  (Global) -> [GT]~$Fabio_vidal69$:): hp vallunito solo se conecta todos los dias a trabajar xdd
[2020:10:09-01:17:18]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF7C00 Zllanerito: usan blinblin
[2020:10:09-01:17:18]  (Local) -> (LOCAL)[5](GT)MIGUEL1450: sapo hpta tombo gonorrea
[2020:10:09-01:17:18]  (Local) -> (LOCAL)[3]2cb'ELBARTO: cbug
[2020:10:09-01:17:18]  (Local) -> (LOCAL)[2]2cb'pipo420: lo siento señor cantante
[2020:10:09-01:17:19]  (Local) -> (LOCAL)[1]2cb'Jabon420: A
[2020:10:09-01:17:19]  (Local) -> (LOCAL)[4]Carding999: berna
[2020:10:09-01:17:23]  (Global) -> [Z]_VALLUNITO_: obvio
[2020:10:09-01:17:24]  (Local) -> (LOCAL)[3]2cb'python: como es?
[2020:10:09-01:17:24]  (Local) -> (LOCAL)[5]2cb'NegroCachondo: en el nombre sale
[2020:10:09-01:17:24]  (Local) -> (LOCAL)[3]2cB'Walter: ALGO ESTA MAL XD
[2020:10:09-01:17:25]  (Local) -> (LOCAL)[3](GT)MIGUEL1450: gay de mierda
[2020:10:09-01:17:25]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: no estoy seguro compañero
[2020:10:09-01:17:25]  (Global) -> 2cB~Beltran: a
[2020:10:09-01:17:26]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF7C00 Zllanerito: blinblin
[2020:10:09-01:17:27]  (Global) -> Haski_CorridosTumbados: nea 
[2020:10:09-01:17:29]  (Global) -> [Z]_VALLUNITO_: En esto me ven de staff papi
[2020:10:09-01:17:30]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF7C00 Zllanerito: eso noes
[2020:10:09-01:17:30]  (Local) -> (LOCAL)[4]Carding999: oee
[2020:10:09-01:17:31]  (Local) -> (LOCAL)[7]2cb'NegroCachondo: ves que tengo un 1
[2020:10:09-01:17:32]  (Local) -> (LOCAL)[8]2cb'SingleChamber: un saludito xD
[2020:10:09-01:17:32]  (Local) -> (LOCAL)[1]2cb'tussy: q
[2020:10:09-01:17:32]  (Global) -> chocorramo: DJ CHOCORAMO TOCANDO EN VIVO <F3< CVR RADIO 2020< PLAY MUSIC< PIDAN SUS TEMITAS PUES
[2020:10:09-01:17:33]  (Global) -> [GT]~$Fabio_vidal69$:): uy haski
[2020:10:09-01:17:33]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF7C00 Zllanerito: para raperos
[2020:10:09-01:17:34]  (Global) -> Haski_CorridosTumbados: otra vez 600 segundos?
[2020:10:09-01:17:34]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#1F00FFBerna: q
[2020:10:09-01:17:37]  (Local) -> (LOCAL)[1]LR|-PABLO-|GT: Don POPR
[2020:10:09-01:17:37]  (Local) -> (LOCAL)[3]2cB'Walter: COMO HAGO PA MOSTRARLE COMO ES XD
[2020:10:09-01:17:38]  (Global) -> #7F7F7F|CVR|#A9A9A9 Khausu: Mmmm
[2020:10:09-01:17:38]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: ya se encuentra mejor?
[2020:10:09-01:17:40]  (Global) -> LR|-PABLO-|GT: Don POPE
