This file was generated by Console at 2020:12:16-00:00:03



[2020:12:16-00:00:03]  (Local) -> (LOCAL)[1]2cb'ratix: oe
[2020:12:16-02:48:06]  (Local) -> (LOCAL)[10]GT|~SubditoDeSatanas: me duele el cuellooooooo
[2020:12:16-02:48:06]  (Local) -> (LOCAL)[1]TussyB|MiguelM: ME CAYÓ BIEN
[2020:12:16-02:48:06]  (Local) -> (LOCAL)[5][MZ]EmilioEscobar: oe
[2020:12:16-02:48:07]  (Team - Criminals) -> (TEAM)mini0159g: si me lo consigue le doy 5 k
[2020:12:16-02:48:08]  (Local) -> (LOCAL)[1][CAPU]Mohamed: f3
[2020:12:16-02:48:08]  (Global) -> Cristofer: hola xd
[2020:12:16-02:48:09]  (Local) -> (LOCAL)[5]|Skippers: y q lo hizo´
[2020:12:16-02:48:09]  (Local) -> (LOCAL)[3]LocaHp: walter deja el S
[2020:12:16-02:48:10]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#00FF00Llanerito: dime
[2020:12:16-02:48:11]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: megu
[2020:12:16-02:48:11]  (Local) -> (LOCAL)[12]2cbcarlos: aaaaaa
[2020:12:16-02:48:11]  (Local) -> (LOCAL)[3]LocaHp: P
[2020:12:16-02:48:12]  (Local) -> (LOCAL)[1]NeutroPimp2cb: pana llego a las venturas y le dejo el helicoptero y lo busca
[2020:12:16-02:48:12]  (Local) -> (LOCAL)[1]Loctarsito12: no lo escucho
[2020:12:16-02:48:12]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: por q jimenez
[2020:12:16-02:48:12]  (Local) -> (LOCAL)[5][MZ]EmilioEscobar: changua
[2020:12:16-02:48:13]  (Global) -> PvpEnLaCama: jkjkjjk
[2020:12:16-02:48:14]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00+|Megu: a
[2020:12:16-02:48:15]  (Local) -> (LOCAL)[1]TussyB|MiguelM: VAMOS A ENTRENAR DISPARO
[2020:12:16-02:48:16]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: me lo deshandlearon y lo vendi
[2020:12:16-02:48:17]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Jimenez: Cristofer LEE las reglas 
[2020:12:16-02:48:17]  (Local) -> (LOCAL)[5][MZ]changua21: oe
[2020:12:16-02:48:18]  (Local) -> (LOCAL)[1][CAPU]Mohamed: no necesita quitarte el arresto
[2020:12:16-02:48:19]  (Local) -> (LOCAL)[1]Sancocho-kun: se bugio X
[2020:12:16-02:48:19]  (Team - Criminals) -> (TEAM)mini0159g: el esta por estas areas
[2020:12:16-02:48:19]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: Nooo
[2020:12:16-02:48:19]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: tas biem
[2020:12:16-02:48:21]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#00FF00Llanerito: que pa'
[2020:12:16-02:48:21]  (Local) -> (LOCAL)[10][EVG]juann: uy cochinos
[2020:12:16-02:48:21]  (Global) -> #7F7F7F|CVR|#FF0000Seb: nooo
[2020:12:16-02:48:21]  (Local) -> (LOCAL)[5][MZ]EmilioEscobar: donde se le pone ese skin a el carro
[2020:12:16-02:48:22]  (Local) -> (LOCAL)[1]TussyB|MiguelM: PONGASE MODO PASIVO EN EL CELCHO
[2020:12:16-02:48:22]  (Global) -> Cristofer: ok xd
[2020:12:16-02:48:23]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: Hola
[2020:12:16-02:48:23]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: revicion de tulas
[2020:12:16-02:48:24]  (Local) -> (LOCAL)[1]ClumsyPepper20: es que no ce si usted es serio
[2020:12:16-02:48:24]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#00FF00Llanerito: otroc arro?
[2020:12:16-02:48:26]  (Local) -> (LOCAL)[1]TussyB|MiguelM: LA ULTIMA APP
[2020:12:16-02:48:27]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#00FF00Llanerito: carro
[2020:12:16-02:48:27]  (Local) -> (LOCAL)[10][EVG]juann: tas bien x2
[2020:12:16-02:48:28]  (Local) -> (LOCAL)[1]Sancocho-kun: conteste xd
[2020:12:16-02:48:28]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Seb: ¿Eres nuevo?
[2020:12:16-02:48:28]  (Local) -> (LOCAL)[5][MZ]EmilioEscobar: o bueno esas skines
[2020:12:16-02:48:29]  (Local) -> (LOCAL)[5][MZ]changua21: no se
[2020:12:16-02:48:29]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: uy
[2020:12:16-02:48:31]  (Local) -> (LOCAL)[12]2cbcarlos: epa
[2020:12:16-02:48:31]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00+|Megu: q tal
[2020:12:16-02:48:32]  (Local) -> (LOCAL)[1][CAPU]Mohamed: a bueno
[2020:12:16-02:48:32]  (Global) -> Cristofer: sep
[2020:12:16-02:48:32]  (Team - Criminals) -> (TEAM)mini0159g: agale llegemos a las ventras
[2020:12:16-02:48:32]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: OEOEOEOEOE
[2020:12:16-02:48:33]  (Local) -> (LOCAL)[5][MZ]EmilioEscobar: JAJA
[2020:12:16-02:48:34]  (Local) -> (LOCAL)[1][CAPU]Mohamed: pailas
[2020:12:16-02:48:34]  (Team - Criminals) -> (TEAM)CAPU|~Orion~|: camine
[2020:12:16-02:48:35]  (Local) -> (LOCAL)[10]#7F7F7F|LG|#FF0000XhnGuaracha: uyyytyyy
[2020:12:16-02:48:36]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: buena tula
[2020:12:16-02:48:36]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000Seb: Mira
[2020:12:16-02:48:36]  (Local) -> (LOCAL)[5][MZ]changua21: eso es con drift
[2020:12:16-02:48:37]  (Local) -> (LOCAL)[3][CAPU]Mohamed: F
[2020:12:16-02:48:37]  (Local) -> (LOCAL)[10]#7F7F7F|LG|#FF0000XhnGuaracha: uasjsdjasjasfjajfasf
[2020:12:16-02:48:38]  (Local) -> (LOCAL)[10]GT|~SubditoDeSatanas: tome la foto
[2020:12:16-02:48:40]  (Local) -> (LOCAL)[2]ClumsyPepper20: puto
[2020:12:16-02:48:40]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00+|Megu: aaro
[2020:12:16-02:48:40]  (Local) -> (LOCAL)[10]GT|~SubditoDeSatanas: se la compro
[2020:12:16-02:48:41]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: joder la tula de adm
[2020:12:16-02:48:41]  (Local) -> (LOCAL)[10]#7F7F7F|CVR||DJ|#FF5C00Jimenez: esa hp subio foto con ese man
[2020:12:16-02:48:43]  (Local) -> (LOCAL)[1]TussyB|MiguelM: AGG PERO TIENE QUE PRIMERO SALIRSE DEL JOB
[2020:12:16-02:48:45]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Seb: Para hablar con la gente que esté cerca usa la U
[2020:12:16-02:48:46]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00Lopez: a subdito le exita q le cague el pecho dios mio
[2020:12:16-02:48:46]  (Local) -> (LOCAL)[5][MZ]changua21: fue gaster el que me lo compro
[2020:12:16-02:48:50]  (Local) -> (LOCAL)[5][MZ]EmilioEscobar: aa ya el job drift?
[2020:12:16-02:48:51]  (Local) -> (LOCAL)[7]2cbcarlos: ajajajaja
[2020:12:16-02:48:51]  (Local) -> (LOCAL)[1]NeutroPimp2cb: como se lllama el
[2020:12:16-02:48:55]  (Local) -> (LOCAL)[5]|Skippers: a matar tomboz
[2020:12:16-02:48:57]  (Local) -> (LOCAL)[3]Cristofer: :v ok
[2020:12:16-02:48:58]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: royal
[2020:12:16-02:48:58]  (Local) -> (LOCAL)[5][MZ]changua21: szs
[2020:12:16-02:48:59]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: pal dc
[2020:12:16-02:48:59]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: ola jota
[2020:12:16-02:48:59]  (Local) -> (LOCAL)[5]pipo: sdiasifksa
[2020:12:16-02:49:00]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: dime
[2020:12:16-02:49:01]  (Local) -> (LOCAL)[10]GT|~SubditoDeSatanas: subalaaaaaaaaaaaaa
[2020:12:16-02:49:01]  (Local) -> (LOCAL)[2]LP|Jot4|Z: OLA
[2020:12:16-02:49:02]  (Local) -> (LOCAL)[2]Diaz: Orion
[2020:12:16-02:49:03]  (Local) -> (LOCAL)[1]TussyB|MiguelM: le da a la t y depsues a /resign
[2020:12:16-02:49:03]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: ush mka toy todo bug
[2020:12:16-02:49:03]  (Local) -> (LOCAL)[10][EVG]juann: efe
[2020:12:16-02:49:04]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: No utilices pacmans
[2020:12:16-02:49:04]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: me toma una foto con esa moto
[2020:12:16-02:49:05]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: oe
[2020:12:16-02:49:06]  (Local) -> (LOCAL)[5]PvpEnLaCama: jajajjajjaja
[2020:12:16-02:49:06]  (Local) -> (LOCAL)[7]2cb.tayson: de uqien es la chibita
[2020:12:16-02:49:06]  (Global) -> Cristofer: pero mas me gusta normal
[2020:12:16-02:49:08]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: Están prohibido en el sv xd
[2020:12:16-02:49:08]  (Global) -> 2cb'~#[R]adial^: hoy
[2020:12:16-02:49:08]  (Team - Criminals) -> (TEAM)mini0159g: se llam vibra y anda con el combo otro que se llama tayson
[2020:12:16-02:49:09]  (Local) -> (LOCAL)[3]Diaz: Mine a boxear más bn
[2020:12:16-02:49:09]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: de abajo
[2020:12:16-02:49:10]  (Local) -> (LOCAL)[10]#7F7F7F|LG|#FF0000XhnGuaracha: uy
[2020:12:16-02:49:12]  (Local) -> (LOCAL)[2]CAPU|~Orion~|: breve
[2020:12:16-02:49:14]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: Lo que pasa es que normal lo ve todo el sv
[2020:12:16-02:49:15]  (Global) -> pipo: buena cejon
[2020:12:16-02:49:15]  (Local) -> (LOCAL)[3][Kp]~Diego~: ya
[2020:12:16-02:49:15]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: ai
[2020:12:16-02:49:15]  (Global) -> Cristofer: >:O
[2020:12:16-02:49:17]  (Local) -> (LOCAL)[5]|Skippers: venga manego
[2020:12:16-02:49:18]  (Local) -> (LOCAL)[6]2cb|BarrySeal: mia
[2020:12:16-02:49:20]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: epa
[2020:12:16-02:49:21]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: jimenez
[2020:12:16-02:49:22]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: pere
[2020:12:16-02:49:22]  (Local) -> (LOCAL)[3]2cb'Jabon: sjaksj
[2020:12:16-02:49:22]  (Local) -> (LOCAL)[3]2cb'CoNNoR: al 30
[2020:12:16-02:49:23]  (Local) -> (LOCAL)[4]pipo: hola
[2020:12:16-02:49:23]  (Global) -> Cristofer: mi pacman no we
[2020:12:16-02:49:23]  (Global) -> [Perico]: ./lock
[2020:12:16-02:49:25]  (Local) -> (LOCAL)[4]pipo: te amo
[2020:12:16-02:49:26]  (Local) -> (LOCAL)[10]#7F7F7F|CVR||DJ|#FF5C00Jimenez: Dime
[2020:12:16-02:49:26]  (Local) -> (LOCAL)[4]2cb'Jabon: Hola
[2020:12:16-02:49:26]  (Local) -> (LOCAL)[3]2cb'CoNNoR: que pereza
[2020:12:16-02:49:26]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: que ahorita mi pc anda agonizando xd
[2020:12:16-02:49:27]  (Local) -> (LOCAL)[3]PvpEnLaCama: sentao
[2020:12:16-02:49:28]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: ola
[2020:12:16-02:49:30]  (Global) -> GT|-BENSON: como hago para volar con los autos?
[2020:12:16-02:49:31]  (Global) -> #7F7F7F|CVR|#FF0000Seb: xddd
[2020:12:16-02:49:32]  (Local) -> (LOCAL)[10]#7F7F7F|CVR||DJ|#FF5C00Jimenez: Hola
[2020:12:16-02:49:32]  (Local) -> (LOCAL)[3]2cb'~#[R]adial^: eso es demorado
[2020:12:16-02:49:32]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: bindee el lock
[2020:12:16-02:49:35]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: revicion de tulas
[2020:12:16-02:49:36]  (Global) -> Cristofer: no me lo pueden quitar >:C
[2020:12:16-02:49:36]  (Local) -> (LOCAL)[10]#7F7F7F|LG|#FF0000XhnGuaracha: royal
[2020:12:16-02:49:38]  (Local) -> (LOCAL)[5][MZ]EmilioEscobar: /gc necesito armas xd
[2020:12:16-02:49:38]  (Local) -> (LOCAL)[3]2cb'~#[R]adial^: si quiere nos vamos
[2020:12:16-02:49:41]  (Local) -> (LOCAL)[5][Perico]: bre
[2020:12:16-02:49:41]  (Global) -> #7F7F7F|CVR|#FF0000Seb: Benson solo se puede volar en la zorra de 99 millones
[2020:12:16-02:49:42]  (Global) -> MZ-KEDROSE: ya
[2020:12:16-02:49:43]  (Local) -> (LOCAL)[5][MZ]changua21: a
[2020:12:16-02:49:44]  (Local) -> (LOCAL)[4]ClumsyPepper20: te curo
[2020:12:16-02:49:46]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: a
[2020:12:16-02:49:47]  (Local) -> (LOCAL)[4]pipo: y
[2020:12:16-02:49:50]  (Global) -> #7F7F7F|CVR|#FF5C00Lopez: flow futuramaaaaaaaaaaaaaaaaaaaaaaaaaa
[2020:12:16-02:49:50]  (Global) -> TussyB|MiguelM: comprar una zorra o pedir una prestada y darle /volar
[2020:12:16-02:49:51]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: gracias
[2020:12:16-02:49:52]  (Local) -> (LOCAL)[10]#7F7F7F|LG|#FF0000XhnGuaracha: pillate esta
[2020:12:16-02:49:52]  (Global) -> Cristofer: .V
[2020:12:16-02:49:53]  (Team - Unemployed) -> (TEAM)pipo: mi gente pa la cana
[2020:12:16-02:49:54]  (Local) -> (LOCAL)[1]TussyB|MiguelM: nonaas
[2020:12:16-02:49:54]  (Global) -> [kp]Mr.Nea|0|toxicidad: temaso
[2020:12:16-02:49:56]  (Local) -> (LOCAL)[1]TussyB|MiguelM: ya no
[2020:12:16-02:49:58]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: aber
[2020:12:16-02:49:58]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: Ey enserio
[2020:12:16-02:50:02]  (Local) -> (LOCAL)[1]TussyB|MiguelM: seguis siendo criminal
[2020:12:16-02:50:02]  (Local) -> (LOCAL)[4]pipo: chao amigo
[2020:12:16-02:50:02]  (Local) -> (LOCAL)[1]DirefulCarjacker32: oe
[2020:12:16-02:50:04]  (Global) -> GT|-BENSON: ahhh es que como vi un camion de basura volar pense que se podia xd
[2020:12:16-02:50:05]  (Local) -> (LOCAL)[6]CAPU|~Orion~|: wtf
[2020:12:16-02:50:05]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Khausu: matamos tombo cuando salgamos
[2020:12:16-02:50:06]  (Local) -> (LOCAL)[10]#7F7F7F|CVR||DJ|#FF5C00Jimenez: xD
[2020:12:16-02:50:08]  (Global) -> #7F7F7F|CVR|#FF5C00Lopez: flow futuramaaaaaaaaaaaaaaaaaaaaaaaaaa
[2020:12:16-02:50:08]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Khausu: ?
[2020:12:16-02:50:08]  (Local) -> (LOCAL)[3]NeutroPimp2cb: h
[2020:12:16-02:50:09]  (Local) -> (LOCAL)[4]2cbcarlos: que paso
[2020:12:16-02:50:09]  (Local) -> (LOCAL)[4]LocaHp: an
[2020:12:16-02:50:11]  (Local) -> (LOCAL)[1]DirefulCarjacker32: oeee
[2020:12:16-02:50:11]  (Local) -> (LOCAL)[4]LocaHp: disq mp
[2020:12:16-02:50:12]  (Local) -> (LOCAL)[6][Perico]: oe
[2020:12:16-02:50:12]  (Local) -> (LOCAL)[4]2cb'Scarface: sisas
[2020:12:16-02:50:13]  (Local) -> (LOCAL)[4]CAPU|~Orion~|: que es esa mierda
[2020:12:16-02:50:13]  (Local) -> (LOCAL)[1]TussyB|MiguelM: dale a /resign en la t
[2020:12:16-02:50:13]  (Local) -> (LOCAL)[4]pipo: debe ser el macro
[2020:12:16-02:50:14]  (Local) -> (LOCAL)[6]|Skippers: q hizo
[2020:12:16-02:50:15]  (Local) -> (LOCAL)[4]2cb'Jolyne: me voy de tombo yo asjajs
[2020:12:16-02:50:15]  (Local) -> (LOCAL)[4]pipo: 32
[2020:12:16-02:50:16]  (Local) -> (LOCAL)[1]MZ-KEDROSE: como era jaja
[2020:12:16-02:50:17]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00YA_LE_PONGO_SU_VIP: oe
[2020:12:16-02:50:17]  (Local) -> (LOCAL)[4]ClumsyPepper20: ok señora
[2020:12:16-02:50:18]  (Local) -> (LOCAL)[6]|Skippers: q´
[2020:12:16-02:50:18]  (Global) -> #7F7F7F|CVR|#FF5C00|AUC|CrudoMeansRaw: flow futuramaaaaaa
[2020:12:16-02:50:19]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: bañese cochino
[2020:12:16-02:50:19]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Khausu: Ahh vale
[2020:12:16-02:50:19]  (Local) -> (LOCAL)[4]pipo: claro
[2020:12:16-02:50:21]  (Global) -> GT|~PABLO: cooooomooooo
[2020:12:16-02:50:21]  (Local) -> (LOCAL)[4]pipo: es eso
[2020:12:16-02:50:22]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Khausu: Bueno vamos los 2
[2020:12:16-02:50:23]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00YA_LE_PONGO_SU_VIP: que?
[2020:12:16-02:50:24]  (Global) -> #7F7F7F|CVR|#FF5C00Lopez: @auc cuando grabamos esa canción
[2020:12:16-02:50:25]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: pere le tomo una foto a ese culazo de guaracha
[2020:12:16-02:50:25]  (Local) -> (LOCAL)[3]2cb'~#[R]adial^: vamos o q
[2020:12:16-02:50:25]  (Local) -> (LOCAL)[4]2cb'Scarface: si
[2020:12:16-02:50:26]  (Local) -> (LOCAL)[6][Perico]: si me vende el hotring en 3 y estos dias le paso 2 palos
[2020:12:16-02:50:26]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#00FF00Llanerito: vribra
[2020:12:16-02:50:27]  (Local) -> (LOCAL)[1]TussyB|MiguelM: undis t y luego pones / resign
[2020:12:16-02:50:28]  (Local) -> (LOCAL)[4]2cb'Jolyne: pero solo a coger a un man
[2020:12:16-02:50:29]  (Local) -> (LOCAL)[6][MZ]changua21: dame vip
[2020:12:16-02:50:29]  (Local) -> (LOCAL)[3]2cb'~#[R]adial^: a matar
[2020:12:16-02:50:30]  (Global) -> #7F7F7F|CVR|#FF5C00+|Megu: yo quiero
[2020:12:16-02:50:32]  (Local) -> (LOCAL)[4]2cb'Jolyne: de ahi ya me les uno
[2020:12:16-02:50:34]  (Local) -> (LOCAL)[1]TussyB|MiguelM: /resign
[2020:12:16-02:50:34]  (Local) -> (LOCAL)[6]|Skippers: este
[2020:12:16-02:50:34]  (Local) -> (LOCAL)[6][Perico]: o no?
[2020:12:16-02:50:34]  (Local) -> (LOCAL)[10]#7F7F7F|LG|#FF0000XhnGuaracha: jsjdfdsjsfjdjsjfsdjas
[2020:12:16-02:50:35]  (Local) -> (LOCAL)[3]2cb'Jabon: :D
[2020:12:16-02:50:36]  (Local) -> (LOCAL)[14]#7F7F7F|CVR|#00FF00Llanerito: necesitas
[2020:12:16-02:50:36]  (Global) -> #7F7F7F|CVR|#FF5C00|AUC|CrudoMeansRaw: yo
[2020:12:16-02:50:37]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Khausu: De una
[2020:12:16-02:50:37]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00YA_LE_PONGO_SU_VIP: ?
[2020:12:16-02:50:37]  (Local) -> (LOCAL)[6][Perico]: nooo
[2020:12:16-02:50:38]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: joder que buen pelo guarcha
[2020:12:16-02:50:38]  (Local) -> (LOCAL)[10][EVG]juann: jimenez
[2020:12:16-02:50:38]  (Global) -> Akde(Dark): Alguno sabe 
[2020:12:16-02:50:39]  (Local) -> (LOCAL)[14]#7F7F7F|CVR|#00FF00Llanerito: otro carro?
[2020:12:16-02:50:40]  (Local) -> (LOCAL)[4]2cb'Jolyne: ojala no lo hayan cogido
[2020:12:16-02:50:41]  (Global) -> #7F7F7F|CVR|#FF5C00|AUC|CrudoMeansRaw: yo soy auc
[2020:12:16-02:50:41]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: oi hay paha
[2020:12:16-02:50:41]  (Local) -> (LOCAL)[6][MZ]EmilioEscobar: dme vip
[2020:12:16-02:50:41]  (Local) -> (LOCAL)[6]|Skippers: o el lambo
[2020:12:16-02:50:42]  (Local) -> (LOCAL)[6][Perico]: el nirmal
[2020:12:16-02:50:42]  (Local) -> (LOCAL)[10]#7F7F7F|CVR||DJ|#FF5C00Jimenez: Dime
[2020:12:16-02:50:42]  (Local) -> (LOCAL)[6]|MZ|Ga$ter: wao
[2020:12:16-02:50:43]  (Local) -> (LOCAL)[10]|DJ|2cb'Royal: paja
[2020:12:16-02:50:44]  (Local) -> (LOCAL)[6][MZ]changua21: dame vip
[2020:12:16-02:50:45]  (Local) -> (LOCAL)[5]KP'Mani_jkl: reportado pa
[2020:12:16-02:50:45]  (Local) -> (LOCAL)[6][Perico]: el lambo
[2020:12:16-02:50:46]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: XD
[2020:12:16-02:50:47]  (Global) -> MZ-KEDROSE: epa
[2020:12:16-02:50:50]  (Global) -> 2cb'Jolyne: coooooooooooomo
[2020:12:16-02:50:51]  (Local) -> (LOCAL)[1]TussyB|MiguelM: eso
[2020:12:16-02:50:52]  (Local) -> (LOCAL)[6]|Skippers: x
[2020:12:16-02:50:54]  (Local) -> (LOCAL)[3]Akde(Dark): de que por que desaparecen las arma cada vez que reaparesco?
[2020:12:16-02:50:55]  (Local) -> (LOCAL)[6][Perico]: este vale mas
[2020:12:16-02:50:55]  (Local) -> (LOCAL)[10][EVG]juann: se sabe la la ley de pinocho?
[2020:12:16-02:50:58]  (Local) -> (LOCAL)[2]KP'Mani_jkl: POR arrestarme con la cosa de hospital
[2020:12:16-02:50:58]  (Local) -> (LOCAL)[10]GT|~SubditoDeSatanas: como
[2020:12:16-02:50:59]  (Local) -> (LOCAL)[5][Perico]: no alcanzo
[2020:12:16-02:50:59]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: y matachivoz ??
[2020:12:16-02:51:01]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: pq paramos aca
[2020:12:16-02:51:02]  (Local) -> (LOCAL)[1]TussyB|MiguelM: ahora en el celcho le da a modo pasivvo
[2020:12:16-02:51:02]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00|AUC|CrudoMeansRaw: no cual es
[2020:12:16-02:51:02]  (Global) -> Diaz: Orion
[2020:12:16-02:51:02]  (Global) -> #7F7F7F|CVR||DJ|#FF5C00Jimenez: Sale una y entra 8?
[2020:12:16-02:51:02]  (Local) -> (LOCAL)[3]Cheverry: jajaja
[2020:12:16-02:51:03]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: xd
[2020:12:16-02:51:05]  (Global) -> CAPU|~Orion~|: oe
[2020:12:16-02:51:05]  (Local) -> (LOCAL)[10]#7F7F7F|LG|#FF0000XhnGuaracha: qn
[2020:12:16-02:51:05]  (Local) -> (LOCAL)[2]PvpEnLaCama: fo
[2020:12:16-02:51:05]  (Local) -> (LOCAL)[5][MZ]changua21: xd
[2020:12:16-02:51:06]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00|AUC|CrudoMeansRaw: uy
[2020:12:16-02:51:08]  (Local) -> (LOCAL)[10][EVG]juann: sisa xddd
[2020:12:16-02:51:10]  (Local) -> (LOCAL)[1]TussyB|MiguelM: deja de mariquear
[2020:12:16-02:51:10]  (Local) -> (LOCAL)[10][EVG]juann: añañai
[2020:12:16-02:51:11]  (Local) -> (LOCAL)[9]AK|Fear: la buena para los medicos xd
[2020:12:16-02:51:12]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00|AUC|CrudoMeansRaw: ujajajaja
[2020:12:16-02:51:12]  (Local) -> (LOCAL)[1]LocaHp: qqq
[2020:12:16-02:51:15]  (Local) -> (LOCAL)[3]pipo: chao
[2020:12:16-02:51:17]  (Global) -> Diaz: Llegue a gynm pa
[2020:12:16-02:51:19]  (Local) -> (LOCAL)[1]MZ-KEDROSE: jaja
[2020:12:16-02:51:20]  (Local) -> (LOCAL)[10]#7F7F7F|CVR||DJ|#FF5C00Jimenez: claro pa esa la aplico con novia o sin novia
[2020:12:16-02:51:21]  (Local) -> (LOCAL)[5][MZ]changua21: oe gaster
[2020:12:16-02:51:21]  (Local) -> (LOCAL)[9]AK|Fear: gracias gracias
[2020:12:16-02:51:22]  (Local) -> (LOCAL)[1]TussyB|MiguelM: dale a modo pasivo en el celchp
[2020:12:16-02:51:22]  (Global) -> pipo: hola
[2020:12:16-02:51:22]  (Global) -> GT|-BENSON: comoooooooooooooooooo
[2020:12:16-02:51:23]  (Local) -> (LOCAL)[10]#7F7F7F|CVR||DJ|#FF5C00Jimenez: xDDDDDDDDDDDDDDD
[2020:12:16-02:51:24]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: a_
[2020:12:16-02:51:26]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: ?
[2020:12:16-02:51:27]  (Local) -> (LOCAL)[1]MZ-KEDROSE: sisa que hago
[2020:12:16-02:51:30]  (Global) -> GT|~PABLO: cooooooooooooomo
[2020:12:16-02:51:30]  (Local) -> (LOCAL)[4]2cb'Scarface: hola
[2020:12:16-02:51:31]  (Local) -> (LOCAL)[10][kp]Mr.Nea|0|toxicidad: caldo de crudo
[2020:12:16-02:51:33]  (Local) -> (LOCAL)[5][MZ]changua21: socio a que hora es el evento
[2020:12:16-02:51:35]  (Team - Unemployed) -> (TEAM)MZ-KEDROSE: yaaaaaaa
[2020:12:16-02:51:36]  (Local) -> (LOCAL)[1]TussyB|MiguelM: daleee
[2020:12:16-02:51:37]  (Local) -> (LOCAL)[5]ClumsyPepper20: agachate
[2020:12:16-02:51:39]  (Local) -> (LOCAL)[10][EVG]juann: XDDD maestro
[2020:12:16-02:51:39]  (Global) -> KP'Mani_jkl: Algun staff me ayuida tengo un ticket abierto y ps no puedo abrir otro PORFAVOR NO BORREN EL
[2020:12:16-02:51:41]  (Local) -> (LOCAL)[1]TussyB|MiguelM: a ve
[2020:12:16-02:51:41]  (Global) -> KP'Mani_jkl: TICKET
