This file was generated by Console at 2020:09:11-00:00:02



[2020:09:11-00:00:02]  (Global) -> BurlyPlate49: perdon
[2020:09:11-04:11:51]  (Local) -> (LOCAL)[3]king_wolf: entonces
[2020:09:11-04:11:53]  (Local) -> (LOCAL)[4]quesoxd: AJAJJAJA
[2020:09:11-04:11:53]  (Local) -> (LOCAL)[1]Willyputoamo: NO TENGO ARMAS JAJA
[2020:09:11-04:11:53]  (Local) -> (LOCAL)[3]CamilaGil: espere
[2020:09:11-04:11:57]  (Local) -> (LOCAL)[2](DV)POPEYE: paialss
[2020:09:11-04:11:57]  (Local) -> (LOCAL)[1]AlonsoAlzate: oe
[2020:09:11-04:11:58]  (Global) -> [EVGT]SUMADRE420: eo
[2020:09:11-04:11:58]  (Local) -> (LOCAL)[3]CamilaGil: que venga un parcero
[2020:09:11-04:11:58]  (Global) -> TUERTO: YO ACABE DE REINICIAR POR ESO
[2020:09:11-04:12:00]  (Local) -> (LOCAL)[1]Jabon: a
[2020:09:11-04:12:00]  (Global) -> Jim: XD
[2020:09:11-04:12:01]  (Local) -> (LOCAL)[0]bosnian: bromomeento
[2020:09:11-04:12:01]  (Local) -> (LOCAL)[4]king_wolf: ok
[2020:09:11-04:12:02]  (Local) -> (LOCAL)[1]Jabon: q mas
[2020:09:11-04:12:03]  (Local) -> (LOCAL)[1][Z]Eldiego: lo siento
[2020:09:11-04:12:03]  (Local) -> (LOCAL)[1](DV)POPEYE: sisas no es a ud solo
[2020:09:11-04:12:07]  (Local) -> (LOCAL)[1]GT|[~ArturoCortez~]: Hola
[2020:09:11-04:12:09]  (Local) -> (LOCAL)[1](DV)POPEYE: ahssss
[2020:09:11-04:12:09]  (Local) -> (LOCAL)[5][S.A.S][C]JONS: oe
[2020:09:11-04:12:11]  (Local) -> (LOCAL)[0]bosnian: a
[2020:09:11-04:12:11]  (Global) -> DonEloy: oe como me teletransporto me bugee
[2020:09:11-04:12:12]  (Local) -> (LOCAL)[1](DV)POPEYE: mkk
[2020:09:11-04:12:12]  (Local) -> (LOCAL)[1]Hate: vamos a las de las afueras
[2020:09:11-04:12:12]  (Global) -> TUERTO: QUE GONORREA
[2020:09:11-04:12:13]  (Local) -> (LOCAL)[5]king_wolf: acompañeme al banco
[2020:09:11-04:12:13]  (Local) -> (LOCAL)[5][S.A.S][C]JONS: curame plss
[2020:09:11-04:12:14]  (Local) -> (LOCAL)[5]CamilaGil: o vea si algo, es donde hay un carro rojo
[2020:09:11-04:12:17]  (Global) -> [Z]Eldiego: Alzateee perdon
[2020:09:11-04:12:18]  (Global) -> [Z]Eldiego: Alzateee perdon
[2020:09:11-04:12:19]  (Local) -> (LOCAL)[1]Jabon: comoestas
[2020:09:11-04:12:23]  (Local) -> (LOCAL)[1](DV)POPEYE: que visaje y vengo de grove ajaja
[2020:09:11-04:12:23]  (Local) -> (LOCAL)[1]GT|[~ArturoCortez~]: bienytu?
[2020:09:11-04:12:24]  (Global) -> TUERTO: ADMIN ARREGLEN ESO
[2020:09:11-04:12:25]  (Local) -> (LOCAL)[6]king_wolf: si yo se donde compran
[2020:09:11-04:12:25]  (Local) -> (LOCAL)[1]Willyputoamo: no tengo armas nea
[2020:09:11-04:12:27]  (Local) -> (LOCAL)[1]Jabon: bien
[2020:09:11-04:12:27]  (Global) -> [Z]Eldiego: Alzateee perdon
[2020:09:11-04:12:28]  (Global) -> GT|~Beltran: F
[2020:09:11-04:12:31]  (Local) -> (LOCAL)[1]bosnian: vamos x armas
[2020:09:11-04:12:32]  (Global) -> [GT]OLAVE: spam
[2020:09:11-04:12:33]  (Local) -> (LOCAL)[1]Willyputoamo: Vamos
[2020:09:11-04:12:37]  (Global) -> TUERTO: ADMIN ARREGLEN ESO
[2020:09:11-04:12:37]  (Local) -> (LOCAL)[7][CAPU]Changua-Tropeler: srry
[2020:09:11-04:12:39]  (Local) -> (LOCAL)[5]king_wolf: le vendo el carro
[2020:09:11-04:12:41]  (Local) -> (LOCAL)[2]Diomedes777: ya esta
[2020:09:11-04:12:42]  (Local) -> (LOCAL)[1]Willyputoamo: maneje
[2020:09:11-04:12:42]  (Global) -> #7F7F7F|CVR|#FFFB00ReizerB: que?
[2020:09:11-04:12:43]  (Local) -> (LOCAL)[2]Diomedes777: vamos
[2020:09:11-04:12:44]  (Local) -> (LOCAL)[2][Z]DanielFly: ya?
[2020:09:11-04:12:44]  (Local) -> (LOCAL)[7][CT.S]ELVIEJOJUANCHO: parchao
[2020:09:11-04:12:44]  (Global) -> Habitante_Drogota: busco tombo serio
[2020:09:11-04:12:47]  (Local) -> (LOCAL)[3][Z]DanielFly: hagale
[2020:09:11-04:12:48]  (Local) -> (LOCAL)[6][CT.S]ELVIEJOJUANCHO: viendo la guerra
[2020:09:11-04:12:49]  (Local) -> (LOCAL)[1]Jabon: entonces
[2020:09:11-04:12:51]  (Global) -> [CT.S]ELVIEJOJUANCHO: parchao
[2020:09:11-04:12:56]  (Global) -> Lauriita: PREXTO MATANDO AFUERA DE BANCO
[2020:09:11-04:12:57]  (Global) -> TUERTO: EL PUNTO VERDE DE ENTREGA DE LOS CAMIONEROS
[2020:09:11-04:13:02]  (Global) -> TUERTO: QUE NO DA
[2020:09:11-04:13:05]  (Local) -> (LOCAL)[1]GT|[~ArturoCortez~]: Uy
[2020:09:11-04:13:05]  (Local) -> (LOCAL)[7][CT.S]ELVIEJOJUANCHO: viendo la guerra
[2020:09:11-04:13:06]  (Global) -> Lauriita: PREXTO MATANDO AFUERA DE BANCO
[2020:09:11-04:13:06]  (Local) -> (LOCAL)[1]GT|[~ArturoCortez~]: Tonces?
[2020:09:11-04:13:09]  (Global) -> Coronel_Mario: capii
[2020:09:11-04:13:10]  (Local) -> (LOCAL)[1]Jabon: no se
[2020:09:11-04:13:11]  (Global) -> #7F7F7F|CVR|#FFFB00ReizerB: Ah nea si , esta bug 
[2020:09:11-04:13:12]  (Global) -> Lauriita: PREXTO MATANDO AFUERA DE BANCO
[2020:09:11-04:13:16]  (Local) -> (LOCAL)[7][CAPU]Changua-Tropeler: jxd
[2020:09:11-04:13:17]  (Global) -> TUERTO: AHHHHHHHHHHHHHHHHHH
[2020:09:11-04:13:18]  (Local) -> (LOCAL)[1]MIGUEL14501: tiradisimos
[2020:09:11-04:13:22]  (Local) -> (LOCAL)[1]king_wolf: oew
[2020:09:11-04:13:26]  (Local) -> (LOCAL)[1]Jabon: es q uds son muchos :(
[2020:09:11-04:13:28]  (Global) -> Lauriita: PREXTO MATANDO AFUERA DE BANCO
[2020:09:11-04:13:28]  (Local) -> (LOCAL)[1]king_wolf: me vende un carro
[2020:09:11-04:13:29]  (Global) -> #7F7F7F|CVR|#FFFB00ReizerB: A veces no entrega las lukas
[2020:09:11-04:13:31]  (Local) -> (LOCAL)[3][S.A.S][C]JONS: lo curo
[2020:09:11-04:13:31]  (Global) -> GT|Cheverry: GG EZ
[2020:09:11-04:13:33]  (Local) -> (LOCAL)[1]GT|[~ArturoCortez~]: xD
[2020:09:11-04:13:35]  (Local) -> (LOCAL)[4]RetroElegante: n0
[2020:09:11-04:13:38]  (Local) -> (LOCAL)[4][S.A.S][C]JONS: ale
[2020:09:11-04:13:40]  (Local) -> (LOCAL)[1]Jabon: somos como 5 :(
[2020:09:11-04:13:48]  (Local) -> (LOCAL)[1]GT~[Orgalor]: OEEE
[2020:09:11-04:13:49]  (Global) -> Lauriita: reizer toy bugiada
[2020:09:11-04:13:51]  (Global) -> Daniel_Santacruz: moto ?
[2020:09:11-04:13:54]  (Global) -> [ZETAS]Buitre: gracias mi rey
[2020:09:11-04:13:55]  (Local) -> (LOCAL)[1]GT|[~ArturoCortez~]: noooooo :8
[2020:09:11-04:13:55]  (Local) -> (LOCAL)[1]Jabon: a
[2020:09:11-04:13:57]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: argumentos?
[2020:09:11-04:14:01]  (Local) -> (LOCAL)[1]Jabon: me disparo :(
[2020:09:11-04:14:03]  (Local) -> (LOCAL)[1]GT|[~ArturoCortez~]: para empezar una semana son muchos
[2020:09:11-04:14:03]  (Phone:SMS) -> From (CTS)EL-PIROMANO | To: [CT.S]ELVIEJOJUANCHO | Message: donde andas ?
[2020:09:11-04:14:06]  (Local) -> (LOCAL)[8][CT.S]ELVIEJOJUANCHO: parchese
[2020:09:11-04:14:09]  (Local) -> (LOCAL)[4]Judas: nea
[2020:09:11-04:14:14]  (Local) -> (LOCAL)[5]Judas: tenes plata ensima?
[2020:09:11-04:14:20]  (Local) -> (LOCAL)[1][Z]DanielFly: ya
[2020:09:11-04:14:20]  (Local) -> (LOCAL)[5]Judas: oes
[2020:09:11-04:14:23]  (Global) -> Lauriita: me mori y me bugieayuda
[2020:09:11-04:14:23]  (Local) -> (LOCAL)[1]Diomedes777: ya lo puso?
[2020:09:11-04:14:23]  (Local) -> (LOCAL)[6][S.A.S][C]JONS: amtaron al parcero
[2020:09:11-04:14:24]  (Local) -> (LOCAL)[2]GT|[~ArturoCortez~]: :/
[2020:09:11-04:14:26]  (Local) -> (LOCAL)[1][Z]DanielFly: busquelo como peguelo28
[2020:09:11-04:14:27]  (Local) -> (LOCAL)[6]king_wolf: hola
[2020:09:11-04:14:28]  (Local) -> (LOCAL)[2]Jabon: aa gente tan agresiva
[2020:09:11-04:14:28]  (Local) -> (LOCAL)[2]Hate: soy io
[2020:09:11-04:14:28]  (Local) -> (LOCAL)[2]GT|[~ArturoCortez~]: No lo matan
[2020:09:11-04:14:31]  (Local) -> (LOCAL)[3]GT|[~ArturoCortez~]: Eres acker
[2020:09:11-04:14:33]  (Local) -> (LOCAL)[2]Jabon: aa
[2020:09:11-04:14:40]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: pana
[2020:09:11-04:14:46]  (Local) -> (LOCAL)[1][Z]DanielFly: ya
[2020:09:11-04:14:46]  (Local) -> (LOCAL)[3]CamilaGil: siganos
[2020:09:11-04:14:47]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:14:47]  (Local) -> (LOCAL)[3]king_wolf: carros que vendan
[2020:09:11-04:14:48]  (Global) -> juanes: oe calmao
[2020:09:11-04:14:52]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: va
[2020:09:11-04:14:53]  (Local) -> (LOCAL)[3]king_wolf: ok
[2020:09:11-04:14:53]  (Global) -> [CT.S]ELVIEJOJUANCHO: fina esta vista
[2020:09:11-04:14:53]  (Local) -> (LOCAL)[5]Kepler: Veo
[2020:09:11-04:14:56]  (Local) -> (LOCAL)[1]Diomedes777: listoooo
[2020:09:11-04:14:56]  (Local) -> (LOCAL)[6]Kepler: Sisas
[2020:09:11-04:14:59]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:00]  (Local) -> (LOCAL)[1][Z]DanielFly: ay no le heche gasolina
[2020:09:11-04:15:00]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:02]  (Local) -> (LOCAL)[5][CT.S]ELVIEJOJUANCHO: viendo la guerra
[2020:09:11-04:15:02]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:03]  (Local) -> (LOCAL)[5]Kepler: Me deja poner musica?
[2020:09:11-04:15:03]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:05]  (Local) -> (LOCAL)[1]Diomedes777: ajajj
[2020:09:11-04:15:05]  (Local) -> (LOCAL)[4]quesoxd: AJAJJAJAJAJA PSSY AJJAJA
[2020:09:11-04:15:05]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:05]  (Local) -> (LOCAL)[4]CamilaGil: oee
[2020:09:11-04:15:05]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: es que vi
[2020:09:11-04:15:06]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:06]  (Local) -> (LOCAL)[5][CT.S]ELVIEJOJUANCHO: ele
[2020:09:11-04:15:07]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:08]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:09]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:10]  (Local) -> (LOCAL)[4]CamilaGil: pero cuanta plata tiene?
[2020:09:11-04:15:11]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:12]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:12]  (Local) -> (LOCAL)[1][Z]DanielFly: breve
[2020:09:11-04:15:13]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:14]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:15]  (Local) -> (LOCAL)[1]Diomedes777: incluya la gasofa
[2020:09:11-04:15:15]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:16]  (Local) -> (LOCAL)[1][Z]DanielFly: eso es todo
[2020:09:11-04:15:16]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:17]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:18]  (Local) -> (LOCAL)[1]Diomedes777: xd
[2020:09:11-04:15:18]  (Local) -> (LOCAL)[4]CamilaGil: eso carros son de un millon pa adelante
[2020:09:11-04:15:18]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FFFB00ReizerB: necesitas ayuda en algo?
[2020:09:11-04:15:19]  (Local) -> (LOCAL)[1][Z]DanielFly: me la cuida
[2020:09:11-04:15:19]  (Global) -> LiLPussy: hableee
[2020:09:11-04:15:21]  (Local) -> (LOCAL)[3]king_wolf: que carro me ofrece
[2020:09:11-04:15:22]  (Local) -> (LOCAL)[1][Z]DanielFly: si vamos
[2020:09:11-04:15:24]  (Global) -> Jim: HOLA CRACK
[2020:09:11-04:15:25]  (Global) -> quesoxd: PA QUE ME MATO
[2020:09:11-04:15:26]  (Local) -> (LOCAL)[6][CT.S]ELVIEJOJUANCHO: vacilese algo fino
[2020:09:11-04:15:26]  (Local) -> (LOCAL)[2]GT~[Orgalor]: A
[2020:09:11-04:15:27]  (Local) -> (LOCAL)[1]Willyputoamo: como se dejo matar asi
[2020:09:11-04:15:28]  (Local) -> (LOCAL)[2]GT|~[AndresCanson~]: jum
[2020:09:11-04:15:28]  (Local) -> (LOCAL)[3]king_wolf: esque quiero uno de alguien
[2020:09:11-04:15:29]  (Global) -> Lauriita: sigo buguiada
[2020:09:11-04:15:30]  (Global) -> Haski_Scott: prro hpta
[2020:09:11-04:15:30]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: te voy a kickear aun tas bug
[2020:09:11-04:15:33]  (Global) -> quesoxd: SEMANO EQUIPO TUSSY
[2020:09:11-04:15:34]  (Local) -> (LOCAL)[1]Willyputoamo: ud es vip si o q
[2020:09:11-04:15:35]  (Local) -> (LOCAL)[4]king_wolf: no de de comprar
[2020:09:11-04:15:35]  (Local) -> (LOCAL)[2]GT~[Orgalor]: avea eso
[2020:09:11-04:15:37]  (Global) -> quesoxd: SE AMOS
[2020:09:11-04:15:38]  (Local) -> (LOCAL)[1]GT|~[AndresCanson~]: usted estaba con uno de 2cb y no le diparp
[2020:09:11-04:15:39]  (Local) -> (LOCAL)[1]Diomedes777: vamos al banco
[2020:09:11-04:15:39]  (Local) -> (LOCAL)[1]bosnian: nhon
[2020:09:11-04:15:40]  (Global) -> Lauriita: oki
[2020:09:11-04:15:41]  (Global) -> Judas: quien me manda 6 lks de bna
[2020:09:11-04:15:43]  (Local) -> (LOCAL)[1]Willyputoamo: ah
[2020:09:11-04:15:44]  (Global) -> Haski_Scott: no ande en contra via ome maricon
[2020:09:11-04:15:44]  (Global) -> Habitante_Drogota: por eso les matamos abogados capuchos
[2020:09:11-04:15:47]  (Local) -> (LOCAL)[6][CT.S]ELVIEJOJUANCHO: eso clasica
[2020:09:11-04:15:48]  (Global) -> Haski_Scott: y pa que me estalla el camion
[2020:09:11-04:15:48]  (Local) -> (LOCAL)[5]|DV|Prexto: /kill
[2020:09:11-04:15:50]  (Local) -> (LOCAL)[1]Willyputoamo: mk mañana vamos a comprar
[2020:09:11-04:15:50]  (Global) -> Haski_Scott: sos mongolico o que
[2020:09:11-04:15:52]  (Local) -> (LOCAL)[5]Judas: oe
[2020:09:11-04:15:56]  (Local) -> (LOCAL)[4]Judas: presteme 6lks
[2020:09:11-04:15:59]  (Local) -> (LOCAL)[1]Willyputoamo: ud esta en discord
[2020:09:11-04:15:59]  (Local) -> (LOCAL)[1]bosnian: si men me atrase :c
[2020:09:11-04:16:00]  (Local) -> (LOCAL)[1]Willyputoamo: si o q
[2020:09:11-04:16:05]  (Local) -> (LOCAL)[1]bosnian: si si estoy en discor
[2020:09:11-04:16:09]  (Local) -> (LOCAL)[1]Willyputoamo: neaaa son 5 pesosss
[2020:09:11-04:16:13]  (Global) -> |DV|Carding999: oee
[2020:09:11-04:16:17]  (Local) -> (LOCAL)[1]bosnian: 5 luka
[2020:09:11-04:16:22]  (Local) -> (LOCAL)[5]king_wolf: entonces
[2020:09:11-04:16:23]  (Team - Criminals) -> (TEAM)|S.A.S|C|M/N: en ecentro
[2020:09:11-04:16:24]  (Local) -> (LOCAL)[0]Hate: /gc xd
[2020:09:11-04:16:27]  (Local) -> (LOCAL)[7][CT.S]ELVIEJOJUANCHO: vacilese una selfie ahi
[2020:09:11-04:16:29]  (Local) -> (LOCAL)[1]Willyputoamo: sisas nos lo dejan a 5k
[2020:09:11-04:16:32]  (Local) -> (LOCAL)[1]bosnian: pere
[2020:09:11-04:16:37]  (Local) -> (LOCAL)[1]bosnian: man biniendo
[2020:09:11-04:16:42]  (Local) -> (LOCAL)[1]Jabon: vamos a mimir
[2020:09:11-04:16:50]  (Global) -> Coronel_Mario:  KMK
[2020:09:11-04:16:55]  (Local) -> (LOCAL)[1]GT~[Orgalor]: eprdon
[2020:09:11-04:16:56]  (Local) -> (LOCAL)[5]Diomedes777: bueno perro
[2020:09:11-04:16:57]  (Local) -> (LOCAL)[1]Jabon: que pereza turfs contra 25 manes
[2020:09:11-04:16:59]  (Local) -> (LOCAL)[5]Diomedes777: severa
[2020:09:11-04:17:01]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerni: mmm
[2020:09:11-04:17:02]  (Team - Criminals) -> (TEAM)[GT]Loctar12: 5
[2020:09:11-04:17:02]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerni: hagale
[2020:09:11-04:17:03]  (Local) -> (LOCAL)[6][Z]DanielFly: td bn
[2020:09:11-04:17:03]  (Global) -> [GT]OLAVE: q
[2020:09:11-04:17:04]  (Local) -> (LOCAL)[7]Diomedes777: <3
[2020:09:11-04:17:04]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 McBareto: Ola
[2020:09:11-04:17:05]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: hol macbareta
[2020:09:11-04:17:05]  (Local) -> (LOCAL)[7][S.A.S][C]JONS: LO CURO PA
[2020:09:11-04:17:07]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000DonBerni: naa
[2020:09:11-04:17:08]  (Local) -> (LOCAL)[1]Jabon: naa
[2020:09:11-04:17:11]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 McBareto: Bien?
[2020:09:11-04:17:11]  (Local) -> (LOCAL)[7][Zetas]SR-OscarP: si
[2020:09:11-04:17:13]  (Local) -> (LOCAL)[0]Daniel_Santacruz: .
[2020:09:11-04:17:14]  (Local) -> (LOCAL)[1]Hate: so
[2020:09:11-04:17:17]  (Local) -> (LOCAL)[1]GHOST: casi
[2020:09:11-04:17:18]  (Local) -> (LOCAL)[0]Jabon: pille el mapa
[2020:09:11-04:17:19]  (Local) -> (LOCAL)[7][Z]DanielFly: me la cuida
[2020:09:11-04:17:20]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: sis
[2020:09:11-04:17:21]  (Global) -> Coronel_Mario: LLEVAME
[2020:09:11-04:17:22]  (Global) -> ratix86: jaya tombo fino
[2020:09:11-04:17:24]  (Global) -> ratix86: a donde
[2020:09:11-04:17:25]  (Local) -> (LOCAL)[7][CT.S]ELVIEJOJUANCHO: una salsita
[2020:09:11-04:17:28]  (Global) -> ELBARTO: si jaja
[2020:09:11-04:17:28]  (Global) -> Coronel_Mario: ARRIBA DE EDIFICIO
[2020:09:11-04:17:29]  (Global) -> Coronel_Mario: POR FA
[2020:09:11-04:17:30]  (Local) -> (LOCAL)[1]Judas: no
[2020:09:11-04:17:31]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: ud ayuda a mapear?
[2020:09:11-04:17:31]  (Global) -> ratix86: ahi fue
[2020:09:11-04:17:33]  (Local) -> (LOCAL)[6]quesoxd: EO PEERAS
[2020:09:11-04:17:33]  (Local) -> (LOCAL)[0]Hate: /gc kjsksj
[2020:09:11-04:17:33]  (Global) -> Coronel_Mario: ENFRENTE DE AMUNNATION
[2020:09:11-04:17:35]  (Local) -> (LOCAL)[2][Zetas]SR-OscarP: muchas gracias
[2020:09:11-04:17:37]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 McBareto: Nonas
[2020:09:11-04:17:40]  (Local) -> (LOCAL)[7]quesoxd: LA MEJOR MUSICA
[2020:09:11-04:17:45]  (Local) -> (LOCAL)[8][CT.S]ELVIEJOJUANCHO: colocate
[2020:09:11-04:17:48]  (Local) -> (LOCAL)[10][CT.S]ELVIEJOJUANCHO: una salsita ahi
[2020:09:11-04:17:49]  (Local) -> (LOCAL)[9]quesoxd: COMO ME SIENTO?
[2020:09:11-04:18:00]  (Global) -> (BGW)Krono2.0: ºººººººººººººººººººººººººººººººººººººººººººººººººººººººººººwm
[2020:09:11-04:18:02]  (Local) -> (LOCAL)[10][CT.S]ELVIEJOJUANCHO: una salsita del joe
[2020:09:11-04:18:03]  (Global) -> Coronel_Mario: BUENA
[2020:09:11-04:18:06]  (Global) -> GT|~Beltran: a
[2020:09:11-04:18:10]  (Local) -> (LOCAL)[10]quesoxd: OE COMO ME SIENTO ?
[2020:09:11-04:18:12]  (Global) -> Daniel_Santacruz: .
[2020:09:11-04:18:12]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 McBareto: Camacho me pidio ayuda con el codigo pero aun no le meto mano
[2020:09:11-04:18:14]  (Local) -> (LOCAL)[13][CT.S]ELVIEJOJUANCHO: dele
[2020:09:11-04:18:17]  (Local) -> (LOCAL)[6]CamilaGil: que fue jaja?
[2020:09:11-04:18:18]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 McBareto: y a hacer mods
[2020:09:11-04:18:18]  (Local) -> (LOCAL)[12][CT.S]ELVIEJOJUANCHO: ./lay
[2020:09:11-04:18:41]  (Global) -> [CT.S]ELVIEJOJUANCHO: ./lay
[2020:09:11-04:18:45]  (Global) -> Habitante_Drogota: suerte de aca
[2020:09:11-04:18:53]  (Local) -> (LOCAL)[7]quesoxd: COMO ME SIENTO?
[2020:09:11-04:18:55]  (Global) -> (BGW)camilop202: SOLODOBLES
[2020:09:11-04:18:57]  (Global) -> [CT.S]ELVIEJOJUANCHO: ./lay
[2020:09:11-04:19:00]  (Local) -> (LOCAL)[8][CT.S]ELVIEJOJUANCHO: sin el ounto
[2020:09:11-04:19:11]  (Local) -> (LOCAL)[2]AlonsoAlzate: dejalo
[2020:09:11-04:19:11]  (Local) -> (LOCAL)[9]Kepler: Veo
[2020:09:11-04:19:14]  (Local) -> (LOCAL)[1]Capitanllanerito: VE HHP
[2020:09:11-04:19:14]  (Local) -> (LOCAL)[8]Kepler: Politas o que?
[2020:09:11-04:19:18]  (Global) -> RetroElegante: shit
[2020:09:11-04:19:20]  (Local) -> (LOCAL)[8]quesoxd: epa
[2020:09:11-04:19:20]  (Local) -> (LOCAL)[1]EVG|~[CrudoSornero]~: y eso?
[2020:09:11-04:19:21]  (Local) -> (LOCAL)[1]Capitanllanerito: SI ME VAS A MATAR QUITATE EL TRABAJO
[2020:09:11-04:19:30]  (Local) -> (LOCAL)[0][EVG]Avalencia: haski perro hpta
[2020:09:11-04:19:32]  (Global) -> El_marra: ojo ps
[2020:09:11-04:19:34]  (Local) -> (LOCAL)[2]Diesel: CURO
[2020:09:11-04:19:35]  (Global) -> [EVGT]SUMADRE420: PEREME
[2020:09:11-04:19:39]  (Local) -> (LOCAL)[10][CT.S]ELVIEJOJUANCHO: mandese las polita
[2020:09:11-04:19:39]  (Local) -> (LOCAL)[10][S.A.S][C]JONS: pere curo a eso mks y polas
[2020:09:11-04:19:41]  (Global) -> [EVG]Avalencia: Nea
[2020:09:11-04:19:50]  (Global) -> (CTS)EL-PIROMANO: juancho
[2020:09:11-04:19:53]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#FF0000Francine98: a
[2020:09:11-04:19:55]  (Local) -> (LOCAL)[1][EVG]Avalencia: Oe
[2020:09:11-04:19:56]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: modo staff
[2020:09:11-04:19:56]  (Global) -> [CT.S]ELVIEJOJUANCHO: llegue
[2020:09:11-04:19:58]  (Local) -> (LOCAL)[1][EVGT]SUMADRE420: EO
[2020:09:11-04:20:00]  (Local) -> (LOCAL)[2]Diesel: AQUI NO PUEDO
[2020:09:11-04:20:04]  (Local) -> (LOCAL)[1][EVG]Avalencia: Vamos aver jajaj
[2020:09:11-04:20:05]  (Global) -> [CT.S]ELVIEJOJUANCHO: aca a la guerra
[2020:09:11-04:20:05]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: ud hace mods
[2020:09:11-04:20:07]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: ¿
[2020:09:11-04:20:07]  (Global) -> (CTS)EL-PIROMANO: donde anda ?
[2020:09:11-04:20:13]  (Global) -> |DV|Prexto: oe tombo
[2020:09:11-04:20:14]  (Global) -> |DV|Prexto: dejeme
[2020:09:11-04:20:15]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 McBareto: Editar modelos
[2020:09:11-04:20:15]  (Local) -> (LOCAL)[1][EVG]Avalencia: donde entrega
[2020:09:11-04:20:15]  (Local) -> (LOCAL)[2]Hate: NO TENGO VIDA
[2020:09:11-04:20:17]  (Global) -> (RCA)GustavoPetro: ADMINNNNNN LOS CIRCULOS VERDES DE CAMIONERO NO DAN LA PLATAAAAA
[2020:09:11-04:20:18]  (Local) -> (LOCAL)[11]Kepler: Ahi le mandé
[2020:09:11-04:20:19]  (Local) -> (LOCAL)[2]Hate: SERA UN BARETO
