This file was generated by Console at 2021:02:12-00:00:00



[2021:02:12-00:00:00]  (Global) -> AttractiveDunebuggy54: socio
[2021:02:12-04:39:34]  (Local) -> (LOCAL)[1]Radial'2cb: subdito?
[2021:02:12-04:39:35]  (Local) -> (LOCAL)[1]Zoe: se
[2021:02:12-04:39:36]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF0000bershka: oe ud tiene mi driscord
[2021:02:12-04:39:36]  (Global) -> PumpedLips88: Cómo veo el mapa
[2021:02:12-04:39:36]  (Local) -> (LOCAL)[4](!POPPER!)(GT): y neeeeell
[2021:02:12-04:39:37]  (Local) -> (LOCAL)[4]ElViejoJuancho|2cb|..: ya
[2021:02:12-04:39:37]  (Local) -> (LOCAL)[1]Javi'ELN': ponga f11
[2021:02:12-04:39:37]  (Global) -> OMG: tussy
[2021:02:12-04:39:38]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: boff
[2021:02:12-04:39:42]  (Global) -> #7F7F7F|ADM|#FF8C00MoraHpta|2GDT: los jaileo ya o q
[2021:02:12-04:39:43]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#FF0000bershka: ?
[2021:02:12-04:39:46]  (Local) -> (LOCAL)[4]Groow[2cb: nop
[2021:02:12-04:39:49]  (Local) -> (LOCAL)[4]KAMET: ajja
[2021:02:12-04:39:49]  (Global) -> Jolyne|2cb: no se
[2021:02:12-04:39:50]  (Local) -> (LOCAL)[4]ElViejoJuancho|2cb|..: se te escucha cule raro pa
[2021:02:12-04:39:51]  (Global) -> Strange|2cb: Uono mas uwu
[2021:02:12-04:39:52]  (Global) -> Strange|2cb: #800080( ͡ ͡°  ͜ ʖ ͡ ͡°)
[2021:02:12-04:39:53]  (Global) -> #7F7F7F|ADM|#FF8C00MoraHpta|2GDT: los niños del bote
[2021:02:12-04:39:53]  (Local) -> (LOCAL)[1]Zoe: no quiero hablar mal de él pero me umillaron feo xD
[2021:02:12-04:39:54]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||LG|#FF0000tussy'2cb: ud esta
[2021:02:12-04:39:56]  (Local) -> (LOCAL)[3](!POPPER!)(GT): entonces
[2021:02:12-04:39:56]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000bershka: busqueme en CVR
[2021:02:12-04:39:57]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||LG|#FF0000tussy'2cb: en el dc de gt?
[2021:02:12-04:39:58]  (Global) -> #7F7F7F|ADM|#FF8C00MoraHpta|2GDT: ya o k
[2021:02:12-04:39:59]  (Global) -> PumpedLips88: Ya
[2021:02:12-04:39:59]  (Global) -> Jolyne|2cb: strange esta buscando los 300 millones
[2021:02:12-04:40:01]  (Local) -> (LOCAL)[1]Zoe: perdon no me sirve la h xD
[2021:02:12-04:40:01]  (Global) -> #7F7F7F|ADM|#FF8C00MoraHpta|2GDT: ustedes veran
[2021:02:12-04:40:01]  (Local) -> (LOCAL)[1]Radial'2cb: osea q fue el XD
[2021:02:12-04:40:04]  (Local) -> (LOCAL)[3](!POPPER!)(GT): nocas
[2021:02:12-04:40:04]  (Local) -> (LOCAL)[1]Javi'ELN': ahi tienes que ir
[2021:02:12-04:40:05]  (Local) -> (LOCAL)[3]Groow[2cb: dale
[2021:02:12-04:40:06]  (Local) -> (LOCAL)[1]Radial'2cb: a
[2021:02:12-04:40:06]  (Global) -> Strange|2cb: xddddd
[2021:02:12-04:40:08]  (Global) -> Jolyne|2cb: mitos cvr
[2021:02:12-04:40:08]  (Local) -> (LOCAL)[3]COSCULLUELA"ELN": umm
[2021:02:12-04:40:09]  (Local) -> (LOCAL)[1]Zoe: XD
[2021:02:12-04:40:09]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||LG|#FF0000tussy'2cb: Alla en ELN q ofrecen?
[2021:02:12-04:40:09]  (Local) -> (LOCAL)[4](!POPPER!)(GT): mire el tabu
[2021:02:12-04:40:12]  (Local) -> (LOCAL)[4]Soltec|EVG|: q?
[2021:02:12-04:40:12]  (Global) -> Jolyne|2cb: no sabian?
[2021:02:12-04:40:12]  (Local) -> (LOCAL)[1]Javi'ELN': no pa donde se le pegue la gana xD
[2021:02:12-04:40:14]  (Local) -> (LOCAL)[5]manoloALGARETE(AK): buenas
[2021:02:12-04:40:15]  (Local) -> (LOCAL)[1]Strange|2cb: mierda
[2021:02:12-04:40:15]  (Global) -> #7F7F7F|ADM|#FF8C00MoraHpta|2GDT: sapo
[2021:02:12-04:40:15]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: boff
[2021:02:12-04:40:16]  (Local) -> (LOCAL)[1]Zoe: y me mamé jj
[2021:02:12-04:40:17]  (Local) -> (LOCAL)[6]COSCULLUELA"ELN": nada xd
[2021:02:12-04:40:18]  (Local) -> (LOCAL)[2](!POPPER!)(GT): nse pero noo nome iva air para aya
[2021:02:12-04:40:18]  (Global) -> Jvargas: comop le suboi la patas a avion
[2021:02:12-04:40:19]  (Global) -> Jolyne|2cb: serio
[2021:02:12-04:40:21]  (Local) -> (LOCAL)[4]FoFinho'Mode#: q pena
[2021:02:12-04:40:24]  (Global) -> #7F7F7F|ADM|#FF8C00MoraHpta|2GDT: dejeme q soy el unico q sabe donde estan
[2021:02:12-04:40:25]  (Global) -> Strange|2cb: mierda
[2021:02:12-04:40:26]  (Global) -> PumpedLips88: Breve
[2021:02:12-04:40:27]  (Global) -> Strange|2cb: aaaaaaaaaa
[2021:02:12-04:40:28]  (Local) -> (LOCAL)[5]Elortiz: como seria
[2021:02:12-04:40:31]  (Global) -> Jolyne|2cb: dizque hay 300 palos en algun lado del mapa
[2021:02:12-04:40:32]  (Local) -> (LOCAL)[5]ShaffyWarrior-2cb: bajeme jajaja
[2021:02:12-04:40:33]  (Local) -> (LOCAL)[1]Radial'2cb: y el de ELN
[2021:02:12-04:40:33]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FF0000tussy'2cb: y en gt
[2021:02:12-04:40:33]  (Global) -> Strange|2cb: ahora si jail pls
[2021:02:12-04:40:33]  (Local) -> (LOCAL)[4]FoFinho'Mode#: a ud no tiene gang
[2021:02:12-04:40:33]  (Local) -> (LOCAL)[1]Javi'ELN': hagale lo acompaño
[2021:02:12-04:40:34]  (Local) -> (LOCAL)[4]COSCULLUELA"ELN": para
[2021:02:12-04:40:34]  (Local) -> (LOCAL)[1]Radial'2cb: qn es
[2021:02:12-04:40:34]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FF0000tussy'2cb: que le ofrecieron
[2021:02:12-04:40:35]  (Local) -> (LOCAL)[5]manoloALGARETE(AK): conoces a oconner2cb?
[2021:02:12-04:40:36]  (Global) -> Zoe: a
[2021:02:12-04:40:36]  (Global) -> #7F7F7F|ADM|#FF8C00MoraHpta|2GDT: shh
[2021:02:12-04:40:36]  (Local) -> (LOCAL)[3]ElViejoJuancho|2cb|..: tira pa ve como es
[2021:02:12-04:40:38]  (Global) -> Jolyne|2cb: pero no los han encontrado
[2021:02:12-04:40:42]  (Local) -> (LOCAL)[1]Zoe: como asi? xD
[2021:02:12-04:40:44]  (Global) -> #7F7F7F|ADM|#FF8C00MoraHpta|2GDT: yoya
[2021:02:12-04:40:45]  (Local) -> (LOCAL)[1]Radial'2cb: lider
[2021:02:12-04:40:47]  (Local) -> (LOCAL)[1]Radial'2cb: :v
[2021:02:12-04:40:48]  (Local) -> (LOCAL)[5]ShaffyWarrior-2cb: se bugueo, no la verdad no
[2021:02:12-04:40:49]  (Global) -> Jolyne|2cb: no sr
[2021:02:12-04:40:50]  (Global) -> #7F7F7F|ADM|#FF8C00MoraHpta|2GDT: pero no los he cogido pq soy admin
[2021:02:12-04:40:51]  (Local) -> (LOCAL)[1]Zoe: aa llanerito
[2021:02:12-04:40:51]  (Local) -> (LOCAL)[5]Elortiz: que hay pa hacer pue
[2021:02:12-04:40:54]  (Local) -> (LOCAL)[3](!POPPER!)(GT): NADA JASJ PORQUE ESTABA PORQUE MI PRIM
[2021:02:12-04:40:57]  (Global) -> chayane: SU MAMA PIROBOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
[2021:02:12-04:40:57]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: quien me presta 25 palos
[2021:02:12-04:40:58]  (Local) -> (LOCAL)[4]manoloALGARETE(AK): ah gracias rey
[2021:02:12-04:40:58]  (Local) -> (LOCAL)[8]KAMET: maatar tombos
[2021:02:12-04:40:59]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF0000tussy'2cb: tag
[2021:02:12-04:41:00]  (Global) -> PumpedLips88: No se quiere mover
[2021:02:12-04:41:00]  (Local) -> (LOCAL)[2](!POPPER!)(GT): PERICO
[2021:02:12-04:41:02]  (Local) -> (LOCAL)[1]Radial'2cb: llanerito dame tp xfa
[2021:02:12-04:41:03]  (Local) -> (LOCAL)[1]Zoe: es un intento de recoleccion de las sobras de la antigua zetas
[2021:02:12-04:41:03]  (Local) -> (LOCAL)[3]FoFinho'Mode#: #000000FoFinho'Mode
[2021:02:12-04:41:04]  (Local) -> (LOCAL)[1]Jolyne|2cb: cojete
[2021:02:12-04:41:05]  (Local) -> (LOCAL)[10]Soltec|EVG|: ola
[2021:02:12-04:41:05]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||LG|#FF0000tussy'2cb: sin discord y sin wpp
[2021:02:12-04:41:06]  (Local) -> (LOCAL)[1]Radial'2cb: se mismo?
[2021:02:12-04:41:06]  (Local) -> (LOCAL)[3]COSCULLUELA"ELN": pa que
[2021:02:12-04:41:07]  (Global) -> #7F7F7F|ADM|#FF8C00MoraHpta|2GDT: busque los 300 millones ocampo
[2021:02:12-04:41:08]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||LG|#FF0000tussy'2cb: hasta que se los gane
[2021:02:12-04:41:08]  (Local) -> (LOCAL)[4]manoloALGARETE(AK): no te deja?
[2021:02:12-04:41:09]  (Local) -> (LOCAL)[1]Radial'2cb: ahh sisas
[2021:02:12-04:41:10]  (Local) -> (LOCAL)[3](!POPPER!)(GT): QUIEN PERO
[2021:02:12-04:41:11]  (Local) -> (LOCAL)[1]Zoe: si SR XD
[2021:02:12-04:41:12]  (Local) -> (LOCAL)[1]Strange|2cb: ajjjjjjjajsjajs
[2021:02:12-04:41:12]  (Global) -> #7F7F7F|ADM|#FF8C00MoraHpta|2GDT: fin del comunicado
[2021:02:12-04:41:12]  (Local) -> (LOCAL)[1]Zoe: y
[2021:02:12-04:41:15]  (Local) -> (LOCAL)[1]Radial'2cb: a
[2021:02:12-04:41:16]  (Local) -> (LOCAL)[3]FoFinho'Mode#: fofinho recluter si sr
[2021:02:12-04:41:17]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: boff
[2021:02:12-04:41:17]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||LG|#FF0000tussy'2cb: q
[2021:02:12-04:41:17]  (Global) -> Jolyne|2cb: madremia
[2021:02:12-04:41:18]  (Local) -> (LOCAL)[3]Elortiz: soy nobb
[2021:02:12-04:41:20]  (Global) -> Zoe: como asi? 300 palos? jj
[2021:02:12-04:41:21]  (Local) -> (LOCAL)[1]Zoe: ee
[2021:02:12-04:41:22]  (Global) -> Strange|2cb: AYUDA ADMIN YOLIN JAKER
[2021:02:12-04:41:23]  (Local) -> (LOCAL)[5](!POPPER!)(GT): QE
[2021:02:12-04:41:23]  (Local) -> (LOCAL)[3]COSCULLUELA"ELN": a
[2021:02:12-04:41:25]  (Local) -> (LOCAL)[6]FoFinho'Mode#: si o ke tussy?
[2021:02:12-04:41:26]  (Local) -> (LOCAL)[3]KAMET: por loka los tombos
[2021:02:12-04:41:27]  (Global) -> Strange|2cb: VOLANDO CON UN BARCO
[2021:02:12-04:41:27]  (Local) -> (LOCAL)[2]Soltec|EVG|: q bonito es saludar y ser saludado
[2021:02:12-04:41:28]  (Local) -> (LOCAL)[3]KAMET: paro
[2021:02:12-04:41:29]  (Local) -> (LOCAL)[1]Javi'ELN': gasofa?
[2021:02:12-04:41:29]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: vendo hydra 10 palos
[2021:02:12-04:41:29]  (Local) -> (LOCAL)[3]KAMET: xd
[2021:02:12-04:41:31]  (Local) -> (LOCAL)[1]Zoe: y ps me fui para allá xD
[2021:02:12-04:41:31]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00Ricardo|Envigado|: ola
[2021:02:12-04:41:32]  (Local) -> (LOCAL)[2]Soltec|EVG|: adio
[2021:02:12-04:41:34]  (Global) -> Zoe: se lo compro
[2021:02:12-04:41:34]  (Global) -> Strange|2cb: ya no xd
[2021:02:12-04:41:35]  (Global) -> Radial'2cb: compri hidra
[2021:02:12-04:41:36]  (Local) -> (LOCAL)[3]COSCULLUELA"ELN": vaya al traabajo de criminal
[2021:02:12-04:41:37]  (Global) -> Zoe: jjjjjjjj
[2021:02:12-04:41:38]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FF0000tussy'2cb: PQ
[2021:02:12-04:41:40]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FF0000tussy'2cb: Q MIEDO
[2021:02:12-04:41:42]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FF0000tussy'2cb: UNTOMBO
[2021:02:12-04:41:43]  (Global) -> Jolyne|2cb: naufragamos
[2021:02:12-04:41:43]  (Local) -> (LOCAL)[4]COSCULLUELA"ELN": se lo pone y mata tombos
[2021:02:12-04:41:44]  (Local) -> (LOCAL)[4](!POPPER!)(GT): ENTOES ME VA AINVITAR O QUE PERRO
[2021:02:12-04:41:45]  (Local) -> (LOCAL)[4]FoFinho'Mode#: zi la verda
[2021:02:12-04:41:46]  (Local) -> (LOCAL)[4]KAMET: a
[2021:02:12-04:41:46]  (Global) -> Jolyne|2cb: jail porfa
[2021:02:12-04:41:46]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FF0000tussy'2cb: si
[2021:02:12-04:41:47]  (Local) -> (LOCAL)[1]Zoe: y varios se vinieron conmigo xD
[2021:02:12-04:41:47]  (Local) -> (LOCAL)[4]RubenSk8[2cb]: uy si creo
[2021:02:12-04:41:48]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FF0000tussy'2cb: tag
[2021:02:12-04:41:48]  (Global) -> Flaco|2cb: Cuando entra bala pa que me handlee un rare ash
[2021:02:12-04:41:48]  (Local) -> (LOCAL)[3]KAMET: ya
[2021:02:12-04:41:50]  (Local) -> (LOCAL)[4]Groow[2cb: no me sale jsjsjs
[2021:02:12-04:41:53]  (Local) -> (LOCAL)[4](!POPPER!)(GT): QE
[2021:02:12-04:41:55]  (Local) -> (LOCAL)[2]Radial'2cb: varios?
[2021:02:12-04:41:55]  (Global) -> PumpedLips88: Guíeme
[2021:02:12-04:41:55]  (Local) -> (LOCAL)[4]Elortiz: da buena liga?
[2021:02:12-04:41:58]  (Local) -> (LOCAL)[2]Radial'2cb: todos :V
[2021:02:12-04:41:59]  (Local) -> (LOCAL)[4]COSCULLUELA"ELN": maten tombos si estan de sicarios
[2021:02:12-04:42:00]  (Local) -> (LOCAL)[3]Soltec|EVG|: a
[2021:02:12-04:42:02]  (Global) -> Zoe: Bala handlea rares?
[2021:02:12-04:42:02]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FF0000tussy'2cb: ya me lo baje
[2021:02:12-04:42:03]  (Local) -> (LOCAL)[3]KAMET: 7w7
[2021:02:12-04:42:04]  (Global) -> Strange|2cb: estamos perdidas
[2021:02:12-04:42:04]  (Local) -> (LOCAL)[3]COSCULLUELA"ELN": si 8 mil por tombo
[2021:02:12-04:42:06]  (Local) -> (LOCAL)[1]Zoe: JJAJAJ XD
[2021:02:12-04:42:07]  (Local) -> (LOCAL)[1]Strange|2cb: perdidas
[2021:02:12-04:42:08]  (Local) -> (LOCAL)[1]Javi'ELN': a ver
[2021:02:12-04:42:10]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: No
[2021:02:12-04:42:11]  (Local) -> (LOCAL)[4]KAMET: pues hay maso
[2021:02:12-04:42:12]  (Local) -> (LOCAL)[5]OMG: um q pro
[2021:02:12-04:42:13]  (Local) -> (LOCAL)[1]Zoe: ni idea falta gente
[2021:02:12-04:42:13]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||LG|#FF0000tussy'2cb: pongase el 2cb
[2021:02:12-04:42:14]  (Local) -> (LOCAL)[5](!POPPER!)(GT): ENTONCES QUE PERRO
[2021:02:12-04:42:14]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||LG|#FF0000tussy'2cb: ya lo invito
[2021:02:12-04:42:15]  (Local) -> (LOCAL)[5]FoFinho'Mode#: fofinho recluter si o q tussy
[2021:02:12-04:42:15]  (Global) -> Jolyne|2cb: PERDIDAS PERDIDAS
[2021:02:12-04:42:15]  (Local) -> (LOCAL)[4]KAMET: exacto
[2021:02:12-04:42:16]  (Local) -> (LOCAL)[6](!POPPER!)(GT): BRE
[2021:02:12-04:42:16]  (Local) -> (LOCAL)[6]#7F7F7F|ADM||LG|#FF0000tussy'2cb: oe
[2021:02:12-04:42:16]  (Local) -> (LOCAL)[4]Elortiz: breve
[2021:02:12-04:42:18]  (Global) -> Flaco|2cb: Algunos
[2021:02:12-04:42:19]  (Local) -> (LOCAL)[5](!POPPER!)(GT): PERO INVITE
[2021:02:12-04:42:20]  (Local) -> (LOCAL)[4]Groow[2cb: sale como berna?
[2021:02:12-04:42:23]  (Local) -> (LOCAL)[1]Radial'2cb: y q paso con esos manes, con los old
[2021:02:12-04:42:23]  (Local) -> (LOCAL)[4]Elortiz: ese es parcero
[2021:02:12-04:42:24]  (Local) -> (LOCAL)[5]OMG: mande
[2021:02:12-04:42:24]  (Local) -> (LOCAL)[4]COSCULLUELA"ELN": el traidor
[2021:02:12-04:42:24]  (Local) -> (LOCAL)[1]Zoe: pero los más activos si
[2021:02:12-04:42:25]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||LG|#FF0000tussy'2cb: Jefxcs
[2021:02:12-04:42:25]  (Local) -> (LOCAL)[1]Radial'2cb: old gt
[2021:02:12-04:42:26]  (Local) -> (LOCAL)[4]Toreto-Gt: loquitas
[2021:02:12-04:42:28]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF0000bershka: hagale
[2021:02:12-04:42:29]  (Global) -> Strange|2cb: perdidasss
[2021:02:12-04:42:29]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||LG|#FF0000tussy'2cb: se va a unir o q perro
[2021:02:12-04:42:29]  (Local) -> (LOCAL)[1]Petrobb|2cb: que hace aqui mijo
[2021:02:12-04:42:29]  (Local) -> (LOCAL)[4]KAMET: venga
[2021:02:12-04:42:29]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: Solo el HT3 O EL 2
[2021:02:12-04:42:30]  (Global) -> Jolyne|2cb: strange
[2021:02:12-04:42:30]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF0000bershka: si creo
[2021:02:12-04:42:30]  (Global) -> Soltec|EVG|: ¡/resign
[2021:02:12-04:42:32]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: Nada mas
[2021:02:12-04:42:32]  (Local) -> (LOCAL)[4]KAMET: lo llevo
[2021:02:12-04:42:33]  (Global) -> Soltec|EVG|: ai
[2021:02:12-04:42:33]  (Global) -> xXKennedy69Xx{AK}: Pal hosputal bb
[2021:02:12-04:42:33]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF0000bershka: benra
[2021:02:12-04:42:34]  (Local) -> (LOCAL)[1]Strange|2cb: qqq
[2021:02:12-04:42:34]  (Local) -> (LOCAL)[1]Zoe: siguen ahi pero ya 2 se vinieron xD
[2021:02:12-04:42:35]  (Local) -> (LOCAL)[2]Radial'2cb: como era q se llamaban
[2021:02:12-04:42:35]  (Local) -> (LOCAL)[5]OMG: sisa
[2021:02:12-04:42:36]  (Global) -> Jolyne|2cb: como sobreviviremos
[2021:02:12-04:42:37]  (Local) -> (LOCAL)[4]Toreto-Gt: xd
[2021:02:12-04:42:38]  (Local) -> (LOCAL)[4]KAMET: pa que trabaje
[2021:02:12-04:42:39]  (Local) -> (LOCAL)[4]COSCULLUELA"ELN": xdd
[2021:02:12-04:42:40]  (Local) -> (LOCAL)[4]Toreto-Gt: salga solo
[2021:02:12-04:42:41]  (Local) -> (LOCAL)[4]COSCULLUELA"ELN": te amo
[2021:02:12-04:42:42]  (Local) -> (LOCAL)[6]#7F7F7F|ADM||LG|#FF0000tussy'2cb: aaa
[2021:02:12-04:42:43]  (Global) -> Strange|2cb: con calor
[2021:02:12-04:42:44]  (Global) -> Jolyne|2cb: nos queda una lata de atun
[2021:02:12-04:42:44]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FF0000tussy'2cb: debna?
[2021:02:12-04:42:45]  (Local) -> (LOCAL)[1]Petrobb|2cb: bueno
[2021:02:12-04:42:45]  (Local) -> (LOCAL)[4]KAMET: de sicario
[2021:02:12-04:42:46]  (Global) -> Strange|2cb: mutuo
[2021:02:12-04:42:47]  (Local) -> (LOCAL)[4]FoFinho'Mode#: yo quisiera mandarle la invitacion....
[2021:02:12-04:42:47]  (Global) -> Jolyne|2cb: y dos panes
[2021:02:12-04:42:48]  (Global) -> xXKennedy69Xx{AK}: Vamos a haccer, carritos chocones, copea?
[2021:02:12-04:42:48]  (Local) -> (LOCAL)[1]Radial'2cb: pero hablo de los qno juegan
[2021:02:12-04:42:51]  (Local) -> (LOCAL)[1]Radial'2cb: mrowo
[2021:02:12-04:42:54]  (Local) -> (LOCAL)[1]Radial'2cb: mwnadie
[2021:02:12-04:42:55]  (Global) -> Jolyne|2cb: sabes pezcar?
[2021:02:12-04:42:56]  (Local) -> (LOCAL)[1]Zoe: ps los principales eran arturo, cherverry, mr nadie
[2021:02:12-04:42:58]  (Local) -> (LOCAL)[1]Zoe: lil
[2021:02:12-04:42:58]  (Local) -> (LOCAL)[3]Swagga: andate que me estas bugueando juancho
[2021:02:12-04:42:59]  (Local) -> (LOCAL)[2]Zoe: x
[2021:02:12-04:43:00]  (Global) -> Strange|2cb: y el salchichon q me cuelga
[2021:02:12-04:43:01]  (Global) -> Strange|2cb: #800080( ͡ ͡°  ͜ ʖ ͡ ͡°)
[2021:02:12-04:43:02]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FF0000tussy'2cb: Jef
[2021:02:12-04:43:02]  (Local) -> (LOCAL)[2]Radial'2cb: epa
[2021:02:12-04:43:03]  (Local) -> (LOCAL)[1]Petrobb|2cb: carritos chocones?
[2021:02:12-04:43:03]  (Local) -> (LOCAL)[2]Zoe: a eso no
[2021:02:12-04:43:04]  (Local) -> (LOCAL)[4]FoFinho'Mode#: ....
[2021:02:12-04:43:05]  (Local) -> (LOCAL)[1]Petrobb|2cb: como es eso
[2021:02:12-04:43:08]  (Local) -> (LOCAL)[2]Zoe: lil no volvio a jugar
[2021:02:12-04:43:08]  (Global) -> Big_poppa: gonorrea
[2021:02:12-04:43:10]  (Local) -> (LOCAL)[6]#7F7F7F|ADM||LG|#FF0000tussy'2cb: pongase el 2cb al final del nick
[2021:02:12-04:43:11]  (Local) -> (LOCAL)[2]Radial'2cb: eso lil
[2021:02:12-04:43:12]  (Local) -> (LOCAL)[5]KAMET: a
[2021:02:12-04:43:13]  (Local) -> (LOCAL)[1]Strange|2cb: creo q estamos haciendolo mal
[2021:02:12-04:43:14]  (Local) -> (LOCAL)[1]Petrobb|2cb: vaya coma
[2021:02:12-04:43:15]  (Local) -> (LOCAL)[1]Zoe: x se conecta muy de vez en cuando
[2021:02:12-04:43:15]  (Global) -> Jolyne|2cb: eres de la costa, obvio sabes pescar
[2021:02:12-04:43:18]  (Local) -> (LOCAL)[3]Petrobb|2cb: subase la vida
[2021:02:12-04:43:21]  (Local) -> (LOCAL)[4]La_Garra[AK]: asjdajsaj
[2021:02:12-04:43:22]  (Local) -> (LOCAL)[7]Toreto-Gt: solo puedee de a 2 y por la espalda el coscu xd
[2021:02:12-04:43:22]  (Global) -> Big_poppa: dame un besito
[2021:02:12-04:43:22]  (Local) -> (LOCAL)[6]#7F7F7F|ADM||LG|#FF0000tussy'2cb: q man tan canson
[2021:02:12-04:43:22]  (Local) -> (LOCAL)[6]KAMET: venga
[2021:02:12-04:43:23]  (Local) -> (LOCAL)[1]Jolyne|2cb: asjjasj
[2021:02:12-04:43:23]  (Local) -> (LOCAL)[5]Zoe: cheverry para tombear y turf
[2021:02:12-04:43:24]  (Global) -> xXKennedy69Xx{AK}: Sisas, vaya al banco, agarramos carros x y nos colocamos en modo pasivo
[2021:02:12-04:43:24]  (Global) -> Strange|2cb: claro yo
[2021:02:12-04:43:25]  (Local) -> (LOCAL)[1]Jolyne|2cb: pq
[2021:02:12-04:43:25]  (Local) -> (LOCAL)[7]JUAN-DIEGO-CR-(2cB): oe tussy
[2021:02:12-04:43:27]  (Local) -> (LOCAL)[7]FoFinho'Mode#: si la verda
[2021:02:12-04:43:28]  (Local) -> (LOCAL)[6]#7F7F7F|ADM||LG|#FF0000tussy'2cb: diga
[2021:02:12-04:43:28]  (Local) -> (LOCAL)[6]KAMET: y trabaja de sicariop
[2021:02:12-04:43:28]  (Local) -> (LOCAL)[6]COSCULLUELA"ELN": oilo
[2021:02:12-04:43:29]  (Local) -> (LOCAL)[6]Flaco|2cb: Tussy me podes hacer el favor y ver wpp
[2021:02:12-04:43:30]  (Local) -> (LOCAL)[1]Strange|2cb: estamos al reves
[2021:02:12-04:43:32]  (Local) -> (LOCAL)[1]Strange|2cb: creo
[2021:02:12-04:43:32]  (Global) -> xXKennedy69Xx{AK}: Digo hospitak
[2021:02:12-04:43:33]  (Local) -> (LOCAL)[1]Petrobb|2cb: uahhh
[2021:02:12-04:43:34]  (Local) -> (LOCAL)[1]Jolyne|2cb: mmmm
[2021:02:12-04:43:34]  (Local) -> (LOCAL)[6]#7F7F7F|ADM||LG|#FF0000tussy'2cb: voi
[2021:02:12-04:43:35]  (Local) -> (LOCAL)[1]Petrobb|2cb: ale
[2021:02:12-04:43:36]  (Local) -> (LOCAL)[1]Zoe: y arturo si normal xD
[2021:02:12-04:43:37]  (Local) -> (LOCAL)[1]Javi'ELN': bro
[2021:02:12-04:43:38]  (Local) -> (LOCAL)[1]Jolyne|2cb: es verdad
[2021:02:12-04:43:38]  (Local) -> (LOCAL)[1]Zoe: ajajjjjjjjjjjjjjjjj
[2021:02:12-04:43:39]  (Local) -> (LOCAL)[4]COSCULLUELA"ELN": vayan
[2021:02:12-04:43:40]  (Local) -> (LOCAL)[6]JUAN-DIEGO-CR-(2cB): como vamos nea?
[2021:02:12-04:43:40]  (Global) -> Jvargas: t
[2021:02:12-04:43:40]  (Local) -> (LOCAL)[2]COSCULLUELA"ELN": pues
[2021:02:12-04:43:41]  (Global) -> manoloALGARETE(AK): noo
[2021:02:12-04:43:41]  (Global) -> Big_poppa: si me va a dar un beso?
[2021:02:12-04:43:43]  (Local) -> (LOCAL)[3]KAMET: se fue
[2021:02:12-04:43:44]  (Local) -> (LOCAL)[1]Javi'ELN': ya no puedo guiarte mas
[2021:02:12-04:43:44]  (Global) -> Strange|2cb: joder
[2021:02:12-04:43:44]  (Local) -> (LOCAL)[2]PABLO_EMILIO[RCA]: sapo hp
[2021:02:12-04:43:45]  (Local) -> (LOCAL)[2]KAMET: ajajaj
[2021:02:12-04:43:45]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||LG|#FF0000tussy'2cb: bien gracias
