This file was generated by Console at 2020:09:23-00:00:00



[2020:09:23-00:00:00]  (Local) -> (LOCAL)[4]GT|~Beltran: osi
[2020:09:23-03:54:28]  (Global) -> $BABY$_JIMENEZ: pere
[2020:09:23-03:54:29]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#1F00FFZllanerito: contrabajador
[2020:09:23-03:54:29]  (Global) -> (RCA)GustavoPetro: OBITO MAMASITA RICA SOLO MIAA
[2020:09:23-03:54:30]  (Local) -> (LOCAL)[5](RCA)Obito_Nea: la chimba
[2020:09:23-03:54:31]  (Local) -> (LOCAL)[2]2cb'Judas?Iscariotes: caigan a discor
[2020:09:23-03:54:33]  (Local) -> (LOCAL)[2]GT|ElChangua: ahora
[2020:09:23-03:54:33]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#1F00FFZllanerito: juan hp
[2020:09:23-03:54:35]  (Local) -> (LOCAL)[1]|GT|~[MAURO]~: todo bien?
[2020:09:23-03:54:38]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#1F00FFZllanerito: soltame
[2020:09:23-03:54:38]  (Global) -> (CT.S)Harol06:  gracias
[2020:09:23-03:54:39]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#A9A9A9 |STAFF|Berna~Level1: SISAS
[2020:09:23-03:54:39]  (Local) -> (LOCAL)[2]GT|ElChangua: primero henrry
[2020:09:23-03:54:42]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#1F00FFZllanerito: cansona
[2020:09:23-03:54:43]  (Local) -> (LOCAL)[2]|GT|~[MAURO]~: me alegro
[2020:09:23-03:54:44]  (Local) -> (LOCAL)[2]PapiCaliche: la casa se la suelto si me da 200k
[2020:09:23-03:54:44]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000_SEMDS_: desde donde empezamos la grabacion?
[2020:09:23-03:54:44]  (Local) -> (LOCAL)[2]GT|ElChangua: ven
[2020:09:23-03:54:45]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: ey este q marca es
[2020:09:23-03:54:45]  (Global) -> Henrry: dime
[2020:09:23-03:54:46]  (Local) -> (LOCAL)[1][Zetas]JUAN: ya
[2020:09:23-03:54:47]  (Local) -> (LOCAL)[5](RCA)Obito_Nea: jajja
[2020:09:23-03:54:47]  (Global) -> (RCA)GustavoPetro: BUSCO PROSTITUTA PAGO BIEN
[2020:09:23-03:54:48]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#A9A9A9 |STAFF|Berna~Level1: sii
[2020:09:23-03:54:48]  (Local) -> (LOCAL)[2]Khausu: y la otra casa?
[2020:09:23-03:54:50]  (Local) -> (LOCAL)[5]GT|~Beltran: que
[2020:09:23-03:54:51]  (Local) -> (LOCAL)[5](RCA)Obito_Nea: hahahahha
[2020:09:23-03:54:52]  (Local) -> (LOCAL)[3][GT]Pinino_Z: ewsprenemen
[2020:09:23-03:54:53]  (Local) -> (LOCAL)[3][$BABY$]C4rtex: puedo colocar musica?
[2020:09:23-03:54:55]  (Local) -> (LOCAL)[2]GT|ElChangua: solo henrry
[2020:09:23-03:54:55]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: caliche
[2020:09:23-03:54:56]  (Local) -> (LOCAL)[5]GT|~Beltran: que himba
[2020:09:23-03:54:56]  (Global) -> GT|OLAVE: cayate
[2020:09:23-03:54:57]  (Local) -> (LOCAL)[2]PapiCaliche: Esa la vendí pero cuesta 10 palos
[2020:09:23-03:54:57]  (Local) -> (LOCAL)[3][GT]Pinino_Z: ya vengo+
[2020:09:23-03:54:57]  (Local) -> (LOCAL)[3](RCA)Obito_Nea: JAJAJAJAJAJAJAJA
[2020:09:23-03:54:59]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: q marca es esta
[2020:09:23-03:55:00]  (Local) -> (LOCAL)[4][GT]Pinino_Z: voy ahacer algo
[2020:09:23-03:55:00]  (Local) -> (LOCAL)[2]PapiCaliche: qqq
[2020:09:23-03:55:02]  (Global) -> [GT]~[AndresCanson]~: A}
[2020:09:23-03:55:03]  (Global) -> (RCA)GustavoPetro: BUSCO PROSTITUTA PAGO BIEN
[2020:09:23-03:55:03]  (Local) -> (LOCAL)[2]GT|~Beltran: cual
[2020:09:23-03:55:04]  (Global) -> [CAPU]CaldoDePapa: curisos soy tu fan
[2020:09:23-03:55:04]  (Global) -> GT|OLAVE: cayate
[2020:09:23-03:55:05]  (Local) -> (LOCAL)[1]Haski_$Baby$: se
[2020:09:23-03:55:07]  (Local) -> (LOCAL)[2]PapiCaliche: Sony expiria 2004
[2020:09:23-03:55:07]  (Local) -> (LOCAL)[3][GT]ElCejas3000: ok<
[2020:09:23-03:55:09]  (Local) -> (LOCAL)[1]GT|ElChangua: por que se quieren unir?
[2020:09:23-03:55:10]  (Global) -> (RCA)GustavoPetro: GORDA HP
[2020:09:23-03:55:12]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#1F00FFZllanerito: ultra
[2020:09:23-03:55:13]  (Local) -> (LOCAL)[5]ELVIEJOJUANCHO: :(
[2020:09:23-03:55:14]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: potencia
[2020:09:23-03:55:16]  (Local) -> (LOCAL)[5](RCA)Obito_Nea: ajajajaja
[2020:09:23-03:55:17]  (Local) -> (LOCAL)[4]GT|OLAVE: a qn toca pelar
[2020:09:23-03:55:18]  (Local) -> (LOCAL)[3][GT]Pinino_Z: volvi xde
[2020:09:23-03:55:19]  (Team - Criminals) -> (TEAM)Khausu: mel
[2020:09:23-03:55:22]  (Local) -> (LOCAL)[3][GT]ElCejas3000: a
[2020:09:23-03:55:22]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#1F00FFZllanerito: no mates con job de trbajador
[2020:09:23-03:55:23]  (Local) -> (LOCAL)[5][$BABY$]~La_Loli~: gustavo
[2020:09:23-03:55:24]  (Global) -> $BABY$_JIMENEZ: tas lento rosso
[2020:09:23-03:55:25]  (Global) -> OceanicIn-laws9: a la siguiente estacion 
[2020:09:23-03:55:25]  (Local) -> (LOCAL)[1]|GT|~[MAURO]~: curame
[2020:09:23-03:55:26]  (Global) -> #7F7F7F|CVR|#FF7C00 NicoleSharith: Jhojan bajate del carro y te tpeo
[2020:09:23-03:55:26]  (Local) -> (LOCAL)[2]PapiCaliche: Esta está en 20k
[2020:09:23-03:55:27]  (Local) -> (LOCAL)[2]Khausu: y no tienes otra
[2020:09:23-03:55:32]  (Local) -> (LOCAL)[2]PapiCaliche: nao nao
[2020:09:23-03:55:32]  (Local) -> (LOCAL)[3][GT]Pinino_Z: semds no peude sacar otro carro de estos?
[2020:09:23-03:55:32]  (Local) -> (LOCAL)[1]|GT|~[MAURO]~: cureme
[2020:09:23-03:55:33]  (Local) -> (LOCAL)[2]Khausu: es q esta muy apartado de la sociedad
[2020:09:23-03:55:33]  (Local) -> (LOCAL)[2][Zetas]JUAN: ojo que eso da ban
[2020:09:23-03:55:34]  (Global) -> (RCA)GustavoPetro: A LA LOLI SE LE PAGAN MAMADAS Y NO LAS DA
[2020:09:23-03:55:35]  (Global) -> (RCA)GustavoPetro: A LA LOLI SE LE PAGAN MAMADAS Y NO LAS DA
[2020:09:23-03:55:35]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#1F00FFZllanerito: para quitartela /resign
[2020:09:23-03:55:36]  (Local) -> (LOCAL)[2]$BABY$_Rosso: sjajaj
[2020:09:23-03:55:36]  (Global) -> (RCA)GustavoPetro: A LA LOLI SE LE PAGAN MAMADAS Y NO LAS DA
[2020:09:23-03:55:39]  (Local) -> (LOCAL)[1]GT|ElChangua: ¿?
[2020:09:23-03:55:40]  (Local) -> (LOCAL)[2]PapiCaliche: naa disq apartada
[2020:09:23-03:55:41]  (Local) -> (LOCAL)[5][CAPU]~CapuCurioso~: Motos adelante
[2020:09:23-03:55:42]  (Global) -> [$BABY$]Soltec: jimenez
[2020:09:23-03:55:43]  (Global) -> Henrry:  por que queremos tener una familia  y ganar plataca para la comida y seremos fieles 
[2020:09:23-03:55:43]  (Local) -> (LOCAL)[5](RCA)Obito_Nea: JAJAJAJAJAJAJA HP
[2020:09:23-03:55:45]  (Global) -> [GT]Jhojan: oe popi
[2020:09:23-03:55:45]  (Global) -> GT|OLAVE: ey deja el spam y el respeto malparido
[2020:09:23-03:55:46]  (Local) -> (LOCAL)[2]PapiCaliche: si queda por el banco XD
[2020:09:23-03:55:47]  (Local) -> (LOCAL)[2]Khausu: bueno quedamos asi la buena
[2020:09:23-03:55:48]  (Local) -> (LOCAL)[1]GT|ElChangua: jajaja
[2020:09:23-03:55:50]  (Local) -> (LOCAL)[1]$2cB$JuanPablo: gracias por ayudarme
[2020:09:23-03:55:51]  (Local) -> (LOCAL)[5][CAPU]~CapuCurioso~: Sigan a parches
[2020:09:23-03:55:51]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: ey q andas hablando de mi novia maldito
[2020:09:23-03:55:52]  (Local) -> (LOCAL)[1]GT|ElChangua: enserio
[2020:09:23-03:55:55]  (Local) -> (LOCAL)[5]Dagarbimba: XD
[2020:09:23-03:55:55]  (Local) -> (LOCAL)[1]|GT|~[MAURO]~: como?
[2020:09:23-03:55:55]  (Local) -> (LOCAL)[3]UltraBirdbath92: COMO ES EL COMANDO?
[2020:09:23-03:55:55]  (Local) -> (LOCAL)[1]ZetasValeria: xddddd
[2020:09:23-03:55:56]  (Local) -> (LOCAL)[1]GT|ElChangua: ven
[2020:09:23-03:55:57]  (Local) -> (LOCAL)[3]2Cb_walter: POR DOND EJAJA
[2020:09:23-03:55:57]  (Global) -> [Z]DanielFly: cayate q nadies te copea
[2020:09:23-03:55:58]  (Local) -> (LOCAL)[5][CAPU]Gallo_Pepe: oes
[2020:09:23-03:55:58]  (Local) -> (LOCAL)[1]$2cB$JuanPablo: xd
[2020:09:23-03:55:59]  (Local) -> (LOCAL)[3][Zetas]JUAN: oe
[2020:09:23-03:56:00]  (Local) -> (LOCAL)[1]ZetasValeria: hay mucho gt
[2020:09:23-03:56:02]  (Local) -> (LOCAL)[5][Z]<CHAPO$GUSMAN>: que
[2020:09:23-03:56:02]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#1F00FFZllanerito: para quitartela /resign
[2020:09:23-03:56:02]  (Local) -> (LOCAL)[5][Zetas]JUAN: curame
[2020:09:23-03:56:02]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: T_T
[2020:09:23-03:56:02]  (Local) -> (LOCAL)[1]Khausu: ey
[2020:09:23-03:56:02]  (Local) -> (LOCAL)[1]PapiCaliche: venga
[2020:09:23-03:56:02]  (Local) -> (LOCAL)[3][GT]ElCejas3000: ._.
[2020:09:23-03:56:03]  (Local) -> (LOCAL)[5][CAPU]Gallo_Pepe: y semds?
[2020:09:23-03:56:06]  (Local) -> (LOCAL)[1]PapiCaliche: a
[2020:09:23-03:56:07]  (Local) -> (LOCAL)[5]Dagarbimba: tomen foto xd
[2020:09:23-03:56:07]  (Local) -> (LOCAL)[3]ELVIEJOJUANCHO: eso
[2020:09:23-03:56:08]  (Local) -> (LOCAL)[2]GT|ElChangua: los dos
[2020:09:23-03:56:08]  (Local) -> (LOCAL)[2]$BABY$_Rosso: aaaaaaa
[2020:09:23-03:56:09]  (Local) -> (LOCAL)[2]Khausu: y q carros tienes melos
[2020:09:23-03:56:09]  (Global) -> GT|OLAVE: jajaja 2 silenciadas 
[2020:09:23-03:56:10]  (Local) -> (LOCAL)[2]Henrry: xd
[2020:09:23-03:56:10]  (Global) -> maicolgiovany: voy
[2020:09:23-03:56:10]  (Global) -> GT|OLAVE: naaa
[2020:09:23-03:56:10]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#1F00FFZllanerito: /resign
[2020:09:23-03:56:12]  (Local) -> (LOCAL)[2][$BABY$]C4rtex: k
[2020:09:23-03:56:12]  (Local) -> (LOCAL)[1]$2cB$JuanPablo: vamos a otro
[2020:09:23-03:56:12]  (Local) -> (LOCAL)[4][Zetas]JUAN: baja me cuars
[2020:09:23-03:56:12]  (Local) -> (LOCAL)[2]GT|ElChangua: saben turfear?
[2020:09:23-03:56:13]  (Local) -> (LOCAL)[5]Dagarbimba: se ve muy chimba
[2020:09:23-03:56:16]  (Global) -> $BABY$_JIMENEZ: soltec
[2020:09:23-03:56:18]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 |STAFF|Berna~Level1: kieto
[2020:09:23-03:56:19]  (Global) -> [$BABY$]Soltec: q
[2020:09:23-03:56:20]  (Local) -> (LOCAL)[2]PapiCaliche: No los estoy vendiendo, yo te aviso cuando
[2020:09:23-03:56:20]  (Global) -> [GT]Jhojan: jsjsjsj
[2020:09:23-03:56:21]  (Global) -> $BABY$_JIMENEZ: en celtral
[2020:09:23-03:56:22]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 |STAFF|Berna~Level1: deme toda la plata
[2020:09:23-03:56:22]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000_SEMDS_: deberian
[2020:09:23-03:56:23]  (Global) -> maicolgiovany: no
[2020:09:23-03:56:24]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#1F00FFZllanerito: estoy ayudando a un nuevo pana
[2020:09:23-03:56:24]  (Local) -> (LOCAL)[4](RCA)Obito_Nea: oohhhh
[2020:09:23-03:56:25]  (Local) -> (LOCAL)[2]PapiCaliche: Pero pues tengo está moto
[2020:09:23-03:56:25]  (Local) -> (LOCAL)[2]Khausu: cuales tiene
[2020:09:23-03:56:26]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000_SEMDS_: llegar al discord
[2020:09:23-03:56:26]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: ey caliche
[2020:09:23-03:56:28]  (Global) -> $BABY$_JIMENEZ: en central
[2020:09:23-03:56:28]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF0000_SEMDS_: acomodamos mejor
[2020:09:23-03:56:29]  (Local) -> (LOCAL)[1]|GT|~[MAURO]~: tranquilo
[2020:09:23-03:56:30]  (Local) -> (LOCAL)[2]GT|ElChangua: es basico pvp
[2020:09:23-03:56:30]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: y la otra?
[2020:09:23-03:56:31]  (Local) -> (LOCAL)[3](RCA)Obito_Nea: ricoooooooooooooooooo
[2020:09:23-03:56:32]  (Local) -> (LOCAL)[9]2Cb_walter: ESOOOO
[2020:09:23-03:56:33]  (Global) -> Henrry: yo si pero expliquele
[2020:09:23-03:56:34]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: ven
[2020:09:23-03:56:34]  (Local) -> (LOCAL)[1]|GT|~[MAURO]~: solo era jugando jajajaja
[2020:09:23-03:56:35]  (Local) -> (LOCAL)[9][CAPU]~CapuCurioso~: a
[2020:09:23-03:56:35]  (Local) -> (LOCAL)[2]PapiCaliche: espera francine
[2020:09:23-03:56:36]  (Local) -> (LOCAL)[2]GT|ElChangua: la gang tiene reglas
[2020:09:23-03:56:36]  (Local) -> (LOCAL)[4]GT|OLAVE: si no respondes eres feo
[2020:09:23-03:56:38]  (Local) -> (LOCAL)[9]2Cb_walter: AHORA SI
[2020:09:23-03:56:40]  (Local) -> (LOCAL)[2]Khausu: en cuant
[2020:09:23-03:56:41]  (Global) -> [CAPU]CaldoDePapa: ola princes
[2020:09:23-03:56:43]  (Global) -> ElMechas: Ay mano
[2020:09:23-03:56:43]  (Local) -> (LOCAL)[4]GT|OLAVE: jjjjj
[2020:09:23-03:56:44]  (Global) -> $BABY$_JIMENEZ: quitate eso
[2020:09:23-03:56:44]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#1F00FFZllanerito: ya encame
[2020:09:23-03:56:44]  (Local) -> (LOCAL)[4]GT|OLAVE: jjjj
[2020:09:23-03:56:45]  (Local) -> (LOCAL)[9][CAPU]Gallo_Pepe: oes, n oes necesari ocojer a semds
[2020:09:23-03:56:46]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#1F00FFZllanerito: ya que
[2020:09:23-03:56:47]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#A9A9A9 |STAFF|Berna~Level1: deme toda la plata
[2020:09:23-03:56:47]  (Local) -> (LOCAL)[3]$BABY$_Rosso: lu pomp
[2020:09:23-03:56:48]  (Global) -> [$BABY$]C4rtex: parce
[2020:09:23-03:56:50]  (Global) -> |GT|~SubditoDeSatanas: kings of san fierro
[2020:09:23-03:56:50]  (Local) -> (LOCAL)[2]GT|ElChangua: turf es conquistar zonas en sf
[2020:09:23-03:56:52]  (Local) -> (LOCAL)[8][CAPU]Gallo_Pepe: que finja que esta capturado y ya
[2020:09:23-03:56:52]  (Local) -> (LOCAL)[8][CAPU]~CapuCurioso~: Otra vez?
[2020:09:23-03:56:52]  (Local) -> (LOCAL)[2][$BABY$]C4rtex: si escucha?
[2020:09:23-03:56:52]  (Global) -> |GT|~SubditoDeSatanas: en ingles
[2020:09:23-03:56:54]  (Global) -> ElMechas: No tengo nea
[2020:09:23-03:56:55]  (Local) -> (LOCAL)[4](RCA)Obito_Nea: /stopanim
[2020:09:23-03:56:55]  (Local) -> (LOCAL)[2]PapiCaliche: esta
[2020:09:23-03:56:56]  (Local) -> (LOCAL)[9]2Cb_walter: QUIEN MANEJA YO DOY PLOMO
[2020:09:23-03:56:57]  (Global) -> ElMechas: Soy nuevo
[2020:09:23-03:56:57]  (Global) -> $BABY$_JIMENEZ: quite esa mrd
[2020:09:23-03:56:59]  (Global) -> [GT]~[AndresCanson]~: a
[2020:09:23-03:57:00]  (Global) -> $BABY$_JIMENEZ: suena muy urro
[2020:09:23-03:57:01]  (Global) -> maicolgiovany: si habia escuchado
[2020:09:23-03:57:01]  (Global) -> 2cB*dilan: gt reyes de sf
[2020:09:23-03:57:01]  (Global) -> (RCA)Obito_Nea: coñoooooooooo
[2020:09:23-03:57:01]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#A9A9A9 |STAFF|Berna~Level1: esto es un atraco
[2020:09:23-03:57:02]  (Local) -> (LOCAL)[2]GT|ElChangua: la gang no tiene requisitos
[2020:09:23-03:57:03]  (Local) -> (LOCAL)[1]|GT|~[MAURO]~: subase
[2020:09:23-03:57:04]  (Local) -> (LOCAL)[3]$BABY$_Rosso: ya que me wiso
[2020:09:23-03:57:05]  (Local) -> (LOCAL)[3][$BABY$]C4rtex: yo no escucho:c
[2020:09:23-03:57:05]  (Local) -> (LOCAL)[2]Khausu: esto no corre na
[2020:09:23-03:57:06]  (Global) -> ElMechas: Tengo 400 :/
[2020:09:23-03:57:06]  (Local) -> (LOCAL)[2]GT|~Beltran: xd
[2020:09:23-03:57:07]  (Local) -> (LOCAL)[2]GT|ElChangua: pero si reglas
[2020:09:23-03:57:08]  (Global) -> $BABY$_JIMENEZ: hask
[2020:09:23-03:57:09]  (Local) -> (LOCAL)[2]PapiCaliche: szs
[2020:09:23-03:57:11]  (Global) -> $BABY$_JIMENEZ: en central
[2020:09:23-03:57:11]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: mi motico
[2020:09:23-03:57:11]  (Global) -> FUZE2229: HOLA
[2020:09:23-03:57:11]  (Local) -> (LOCAL)[3]$BABY$_Rosso: jajaja
[2020:09:23-03:57:13]  (Local) -> (LOCAL)[2]Khausu: corre a 0 MPH
[2020:09:23-03:57:13]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Francine98: umilde
[2020:09:23-03:57:14]  (Local) -> (LOCAL)[2]GT|ElChangua: como la donacion
[2020:09:23-03:57:16]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 ($BABY$)ADRII: ROSSO ESTA EN EL HOSPI
[2020:09:23-03:57:17]  (Local) -> (LOCAL)[2]GT|~Beltran: 10 palos a la basura
[2020:09:23-03:57:17]  (Local) -> (LOCAL)[1](BGW)camilop202: a
[2020:09:23-03:57:17]  (Local) -> (LOCAL)[3][$BABY$]~La_Loli~: no ahi na q hacer
[2020:09:23-03:57:19]  (Local) -> (LOCAL)[7][GT]FranciscoBY: ush
[2020:09:23-03:57:21]  (Local) -> (LOCAL)[2]GT|ElChangua: pero ya despues lo sabran
[2020:09:23-03:57:21]  (Local) -> (LOCAL)[1](BGW)camilop202: holi
[2020:09:23-03:57:21]  (Local) -> (LOCAL)[2]GT|~Beltran: no me gusto este carro
[2020:09:23-03:57:21]  (Global) -> [CAPU]CaldoDePapa: discord?
[2020:09:23-03:57:23]  (Local) -> (LOCAL)[9]2Cb_walter: OE
[2020:09:23-03:57:23]  (Local) -> (LOCAL)[3](RCA)Obito_Nea: /stopanim
[2020:09:23-03:57:24]  (Local) -> (LOCAL)[4]$BABY$_Rosso: solo dt
[2020:09:23-03:57:25]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#1F00FFZllanerito: hey
[2020:09:23-03:57:25]  (Local) -> (LOCAL)[3][$BABY$]~La_Loli~: petro q voz tan hpta
[2020:09:23-03:57:26]  (Global) -> [CAPU]CaldoDePapa: estan en discord?
[2020:09:23-03:57:26]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#1F00FFPatches: oe
[2020:09:23-03:57:26]  (Local) -> (LOCAL)[9][GT]ElCejas3000: oe
[2020:09:23-03:57:27]  (Local) -> (LOCAL)[2](RCA)Obito_Nea: hpta
[2020:09:23-03:57:29]  (Global) -> Henrry: uy
[2020:09:23-03:57:29]  (Local) -> (LOCAL)[2](RCA)Obito_Nea: jajajaja
[2020:09:23-03:57:29]  (Global) -> FUZE2229: QUIERE PLATA VENGA Y ARRESTEME
[2020:09:23-03:57:29]  (Local) -> (LOCAL)[2]GT|ElChangua: tienen discord?
[2020:09:23-03:57:30]  (Local) -> (LOCAL)[4][$BABY$]C4rtex: ahhhhhhhhhhhhhhhhh
[2020:09:23-03:57:31]  (Global) -> elfarfa: mis bolas en su cara son un atraco  pirobo
[2020:09:23-03:57:32]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#1F00FFZllanerito: es /resign
[2020:09:23-03:57:32]  (Local) -> (LOCAL)[2]2Cb_walter: LLEGUAN AL AEREOPUERTO
[2020:09:23-03:57:33]  (Global) -> [GT]KhaiJuanes: dila vaya a dormir nano
[2020:09:23-03:57:33]  (Local) -> (LOCAL)[2]PapiCaliche: no tiene gasolina?
[2020:09:23-03:57:33]  (Global) -> Henrry: claro 
[2020:09:23-03:57:35]  (Global) -> maicolgiovany: si tenemos
[2020:09:23-03:57:35]  (Local) -> (LOCAL)[2]Khausu: nada
[2020:09:23-03:57:36]  (Local) -> (LOCAL)[6]GT|~[LilPeep]: zzzzzzzz
[2020:09:23-03:57:37]  (Local) -> (LOCAL)[2][$BABY$]~La_Loli~: ya
[2020:09:23-03:57:37]  (Global) -> 2cB*dilan: si yo
[2020:09:23-03:57:38]  (Local) -> (LOCAL)[2]GT|ElChangua: ok
[2020:09:23-03:57:39]  (Local) -> (LOCAL)[5]$BABY$_Rosso: ajaja
[2020:09:23-03:57:40]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#1F00FFZllanerito: el comando
[2020:09:23-03:57:42]  (Local) -> (LOCAL)[1](BGW)camilop202: ahora no xde
[2020:09:23-03:57:43]  (Global) -> Henrry: te lo paso?
[2020:09:23-03:57:44]  (Local) -> (LOCAL)[2]PapiCaliche: venga a ver yo le doy
[2020:09:23-03:57:44]  (Local) -> (LOCAL)[8]$BABY$_Rosso: no maaas
[2020:09:23-03:57:44]  (Global) -> FUZE2229: tengo 3 estrellas
[2020:09:23-03:57:45]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 |STAFF|Berna~Level1: que paso
[2020:09:23-03:57:45]  (Global) -> #7F7F7F|CVR|#FF7C00 NicoleSharith: listoo
[2020:09:23-03:57:46]  (Global) -> 2Cb_walter: TOMBOS DAN UNA VUELTA Y AL AEREOPUERTO
[2020:09:23-03:57:47]  (Global) -> Haski_$Baby$: dooogogogo
[2020:09:23-03:57:48]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#1F00FFZllanerito: pana deje de ser toxico
[2020:09:23-03:57:48]  (Local) -> (LOCAL)[2]GT|ElChangua: los invitamos a la gang por el juego
[2020:09:23-03:57:49]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 NicoleSharith: nada
[2020:09:23-03:57:49]  (Local) -> (LOCAL)[1](BGW)camilop202: ando personaliznado el cj
[2020:09:23-03:57:49]  (Global) -> 2Cb_walter: NO DE UNA
[2020:09:23-03:57:49]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#A9A9A9 ($BABY$)ADRII: SUBAN PS
[2020:09:23-03:57:52]  (Global) -> #7F7F7F|CVR|#1F00FFPatches: Listo
[2020:09:23-03:57:53]  (Local) -> (LOCAL)[5]UltraBirdbath92: no se quita
[2020:09:23-03:57:53]  (Global) -> FUZE2229: ah ok mi amigo
[2020:09:23-03:57:55]  (Local) -> (LOCAL)[7][GT]Pinino_Z: vayan
[2020:09:23-03:57:55]  (Local) -> (LOCAL)[5][Zetas]JUAN: warn
[2020:09:23-03:57:55]  (Local) -> (LOCAL)[8]GT|~Beltran: cule lag
[2020:09:23-03:57:57]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 |STAFF|Berna~Level1: ud se va sin avisar
[2020:09:23-03:57:58]  (Local) -> (LOCAL)[2](BGW)camilop202: bueno
[2020:09:23-03:57:59]  (Local) -> (LOCAL)[2]GT|ElChangua: y despues los invitamos a discord
[2020:09:23-03:58:00]  (Global) -> 2cB*dilan: gt reyes de sf
[2020:09:23-03:58:00]  (Local) -> (LOCAL)[9][GT]ElCejas3000: vayan
[2020:09:23-03:58:01]  (Local) -> (LOCAL)[2]GT|ElChangua: va?
[2020:09:23-03:58:04]  (Global) -> 2Cb_walter: DAN UNA VUELTA Y AL AEREOPUERTO
[2020:09:23-03:58:04]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#1F00FFZllanerito: /resign
[2020:09:23-03:58:04]  (Local) -> (LOCAL)[9][GT]~[AndresCanson]~: sisa xD
[2020:09:23-03:58:04]  (Global) -> maicolgiovany: listo
[2020:09:23-03:58:05]  (Global) -> [CAPU]CaldoDePapa: SEMDS PARACO
[2020:09:23-03:58:05]  (Global) -> Henrry:  me parece bien
[2020:09:23-03:58:05]  (Global) -> [GT]Jhojan: el /teleesta gratis?
[2020:09:23-03:58:07]  (Local) -> (LOCAL)[3](RCA)Obito_Nea: eeeeeeeeeeeeeee
[2020:09:23-03:58:08]  (Local) -> (LOCAL)[8]2Cb_walter: GO
[2020:09:23-03:58:09]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 NicoleSharith: claro
[2020:09:23-03:58:10]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 |STAFF|Berna~Level1: estaba con los de babys
[2020:09:23-03:58:10]  (Local) -> (LOCAL)[8][GT]Pinino_Z: JAJAJAJJA
[2020:09:23-03:58:10]  (Global) -> GT|OLAVE: si jhojan
[2020:09:23-03:58:13]  (Global) -> Khausu: se estallo
[2020:09:23-03:58:14]  (Local) -> (LOCAL)[8]ZetasValeria: a
[2020:09:23-03:58:14]  (Global) -> $BABY$_JIMENEZ: subalo
[2020:09:23-03:58:15]  (Local) -> (LOCAL)[2]GT|ElChangua: cuantos dias tienen en el server?
[2020:09:23-03:58:16]  (Global) -> PapiCaliche: Jhojan sí
[2020:09:23-03:58:18]  (Global) -> [GT]Jhojan: gracias
[2020:09:23-03:58:18]  (Global) -> [CAPU]CaldoDePapa: SEDMS PARACOMERTE
