This file was generated by Console at 2020:10:11-00:00:00



[2020:10:11-00:00:00]  (Global) -> |2cb|dilan: a
[2020:10:11-02:16:12]  (Local) -> (LOCAL)[4]2cb'El_marra: lo curo
[2020:10:11-02:16:16]  (Local) -> (LOCAL)[4]CAPU|~CapuCurioso~|: Hola
[2020:10:11-02:16:16]  (Local) -> (LOCAL)[1]2cb'tussy: ez
[2020:10:11-02:16:18]  (Local) -> (LOCAL)[1]|2cb|Jabon: gamer
[2020:10:11-02:16:19]  (Global) -> [Z]Bazuko: no me aparec e
[2020:10:11-02:16:21]  (Local) -> (LOCAL)[1]2cb'JuanPablo: ese hp me mato
[2020:10:11-02:16:23]  (Global) -> HangingPainting23: no mesalio
[2020:10:11-02:16:27]  (Local) -> (LOCAL)[1]2cb'JuanPablo: dele /tele a chiliiad
[2020:10:11-02:16:33]  (Local) -> (LOCAL)[1]2cb'Jolyne: kiere plata
[2020:10:11-02:16:34]  (Global) -> C4rtex: aaaaaaaaa vida mlp
[2020:10:11-02:16:34]  (Local) -> (LOCAL)[1]|2cb|Jabon: gamer
[2020:10:11-02:16:37]  (Local) -> (LOCAL)[2]2cb'Jolyne: le doy 50 ya
[2020:10:11-02:16:37]  (Global) -> HangingPainting23: degame otrabes el comando
[2020:10:11-02:16:39]  (Global) -> TIROFIJO420: agale
[2020:10:11-02:16:41]  (Local) -> (LOCAL)[2]2cb'Jolyne: pa q no me meta
[2020:10:11-02:16:46]  (Local) -> (LOCAL)[4]2cb'Jolyne: breve
[2020:10:11-02:16:47]  (Global) -> Praga: lo manoseo
[2020:10:11-02:16:54]  (Global) -> [GT]percy: DJ PERCY ANDA EN LA RADIO DALE PUES AL F3 AÑAÑAI
[2020:10:11-02:16:55]  (Local) -> (LOCAL)[6]Cornizo: si quiere doy mi testimonio, aunque no valga de nada
[2020:10:11-02:17:01]  (Global) -> Praga: lo comienza a tocar
[2020:10:11-02:17:01]  (Local) -> (LOCAL)[0]2cb'AlejoCS: #mnmbb
[2020:10:11-02:17:01]  (Team - Unemployed) -> (TEAM)2cb'palomo: repito, de la en el boton esc. luego le da en configuracion. luego en la ventanilla que dice mul
[2020:10:11-02:17:06]  (Global) -> [GT]~CARDING: que buen entrenamiento de 2cb y gt
[2020:10:11-02:17:06]  (Global) -> [GT]percy: DJ PERCY ANDA EN LA RADIO DALE PUES AL F3 AÑAÑAI
[2020:10:11-02:17:06]  (Local) -> (LOCAL)[5]2cb'ELpepe: como se ponia los bind
[2020:10:11-02:17:08]  (Local) -> (LOCAL)[1]2cb'Jolyne: BNA
[2020:10:11-02:17:08]  (Global) -> [Z]Bazuko: bna 
[2020:10:11-02:17:11]  (Global) -> Praga: y se le para el pito
[2020:10:11-02:17:11]  (Local) -> (LOCAL)[1]2cb'palomo: multijugador
[2020:10:11-02:17:12]  (Local) -> (LOCAL)[7]Cornizo: XD?
[2020:10:11-02:17:17]  (Local) -> (LOCAL)[3]2cb'El_marra: venga lo curo+
[2020:10:11-02:17:19]  (Team - Unemployed) -> (TEAM)2cb'palomo: y en donde dice nick se lo cambia
[2020:10:11-02:17:20]  (Local) -> (LOCAL)[5]Cornizo: Como se ponia los bind?
[2020:10:11-02:17:24]  (Local) -> (LOCAL)[5]Cornizo: 2cb'ELpepe
[2020:10:11-02:17:26]  (Global) -> [GT]Jhojan: mbos
[2020:10:11-02:17:37]  (Local) -> (LOCAL)[4]$CHAPO$GUSMAN$: HEY
[2020:10:11-02:17:41]  (Local) -> (LOCAL)[1]2cb'El_marra: a
[2020:10:11-02:17:49]  (Local) -> (LOCAL)[17]2cB'Beltran: izi
[2020:10:11-02:17:53]  (Local) -> (LOCAL)[1]2cb'_YOGAN666: what
[2020:10:11-02:17:56]  (Local) -> (LOCAL)[1]2cb'El_marra: bro se m fue la mano
[2020:10:11-02:18:00]  (Global) -> 2cb'Q'Piskero:  /gc nos reportan
[2020:10:11-02:18:03]  (Global) -> 2cb'Q'Piskero: a
[2020:10:11-02:18:04]  (Global) -> GT|OLAVE: nos reportan
[2020:10:11-02:18:05]  (Local) -> (LOCAL)[2][GT]~CARDING: oee olave
[2020:10:11-02:18:05]  (Global) -> #7F7F7F|CVR|#FF7C00 Cazaputas42: XDD
[2020:10:11-02:18:07]  (Global) -> DonHector: quiero tragarme los fluidos vaginales de maria fernanda cabal
[2020:10:11-02:18:10]  (Local) -> (LOCAL)[11]2cb'Haze: xdddddd
[2020:10:11-02:18:11]  (Local) -> (LOCAL)[11]|2cb|dilan: EL PATRON
[2020:10:11-02:18:13]  (Local) -> (LOCAL)[13]|2cb|dilan: CLARO
[2020:10:11-02:18:13]  (Local) -> (LOCAL)[14]|2cb|Jabon: nos fuimos
[2020:10:11-02:18:14]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF7C00 Cazaputas42: dame staff
[2020:10:11-02:18:15]  (Global) -> 2cb'Q'Piskero:  /gc q milagro q no esten llorando
[2020:10:11-02:18:17]  (Local) -> (LOCAL)[4][GT]~CARDING: vendame un kart
[2020:10:11-02:18:17]  (Global) -> 2cb'Q'Piskero: a
[2020:10:11-02:18:17]  (Global) -> [S.A.S][CABO]ANDRES: jssjsjsjsjs
[2020:10:11-02:18:17]  (Local) -> (LOCAL)[4]GT|OLAVE: aaa
[2020:10:11-02:18:21]  (Global) -> C4rtex: Ey No Cazaputas
[2020:10:11-02:18:21]  (Local) -> (LOCAL)[4]GT|OLAVE: perro hpta xd
[2020:10:11-02:18:22]  (Global) -> pipo: .-.
[2020:10:11-02:18:26]  (Global) -> C4rtex: mero desxarado
[2020:10:11-02:18:28]  (Local) -> (LOCAL)[4][GT]~CARDING: yo los consigo en 8m
[2020:10:11-02:18:29]  (Global) -> [GT]percy: DJ PERCY ANDA EN LA RADIO DALE PUES AL F3 AÑAÑAI
[2020:10:11-02:18:29]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF7C00 Cazaputas42: lo vendo
[2020:10:11-02:18:30]  (Local) -> (LOCAL)[15]|2cb|dilan: EZ
[2020:10:11-02:18:30]  (Local) -> (LOCAL)[15][GT]Jhojan: su patron los vendio
[2020:10:11-02:18:31]  (Local) -> (LOCAL)[15]2cb'Haze: xdddddddddddd
[2020:10:11-02:18:31]  (Local) -> (LOCAL)[15]|2cb|Jabon: tan lindos
[2020:10:11-02:18:32]  (Local) -> (LOCAL)[4]La_Loli~profesora: que vamos hacer con esa gente
[2020:10:11-02:18:32]  (Local) -> (LOCAL)[15][GT]Jhojan: su patron los vendio
[2020:10:11-02:18:32]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF7C00 Cazaputas42: 50 palos
[2020:10:11-02:18:33]  (Local) -> (LOCAL)[15][GT]Jhojan: su patron los vendio
[2020:10:11-02:18:35]  (Local) -> (LOCAL)[4]GT|OLAVE: si
[2020:10:11-02:18:35]  (Local) -> (LOCAL)[10][GT]Jhojan: su patron los vendio
[2020:10:11-02:18:37]  (Local) -> (LOCAL)[9][GT]Jhojan: su patron los vendio
[2020:10:11-02:18:38]  (Local) -> (LOCAL)[9][GT]Jhojan: su patron los vendio
[2020:10:11-02:18:39]  (Local) -> (LOCAL)[9][GT]Jhojan: su patron los vendio
[2020:10:11-02:18:41]  (Local) -> (LOCAL)[9][GT]Jhojan: su patron los vendio
[2020:10:11-02:18:42]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:18:44]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:18:44]  (Local) -> (LOCAL)[2]2cb'El_marra: llegueeeeeeee
[2020:10:11-02:18:45]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:18:46]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:18:48]  (Local) -> (LOCAL)[8]2cb'tussy: bno callate
[2020:10:11-02:18:48]  (Local) -> (LOCAL)[5]2cb'Horizon: eo
[2020:10:11-02:18:51]  (Local) -> (LOCAL)[4]2cb'Haze: de 1
[2020:10:11-02:18:54]  (Global) -> [GT]FranciscoBY: VEMOS
[2020:10:11-02:18:56]  (Local) -> (LOCAL)[5]GT|OLAVE: ey ya mk jajaja
[2020:10:11-02:18:56]  (Team - Services) -> (TEAM)paulo: ayya
[2020:10:11-02:18:58]  (Local) -> (LOCAL)[8]2cb'tussy: todo lo que diga sera usado en su contra
[2020:10:11-02:18:58]  (Global) -> [COSTELAND]DrStrange: uy
[2020:10:11-02:18:58]  (Local) -> (LOCAL)[8]|2cb|Jabon: tan lindos
[2020:10:11-02:18:59]  (Local) -> (LOCAL)[5]2cb'Horizon: nea
[2020:10:11-02:18:59]  (Local) -> (LOCAL)[5]La_Loli~profesora: que vayase
[2020:10:11-02:18:59]  (Local) -> (LOCAL)[5]GT|OLAVE: son nuevos
[2020:10:11-02:19:00]  (Local) -> (LOCAL)[4]2cb'Jolyne: MM???
[2020:10:11-02:19:01]  (Local) -> (LOCAL)[5]GT|OLAVE: q pesar
[2020:10:11-02:19:01]  (Local) -> (LOCAL)[3]2cb'Haze: esetussy mero pro ajkjaja
[2020:10:11-02:19:04]  (Local) -> (LOCAL)[5]2cb'Horizon: fu andres canson
[2020:10:11-02:19:06]  (Local) -> (LOCAL)[8]pipo: se ven muy lindos
[2020:10:11-02:19:08]  (Local) -> (LOCAL)[3]CAPU|~CapuCurioso~|: Hola jolyne
[2020:10:11-02:19:08]  (Local) -> (LOCAL)[1]2cb'palomo: listo pana....
[2020:10:11-02:19:09]  (Local) -> (LOCAL)[5]La_Loli~profesora: ustedes nadie los quiere ah?
[2020:10:11-02:19:10]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:19:11]  (Global) -> [COSTELAND]DrStrange: harán car audio?
[2020:10:11-02:19:11]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:19:12]  (Local) -> (LOCAL)[4]2cb'Jolyne: OMLA
[2020:10:11-02:19:12]  (Local) -> (LOCAL)[5]2cb'Horizon: me empezo a dar bala
[2020:10:11-02:19:12]  (Local) -> (LOCAL)[8]LR|-Benson-|GT: 2cbobas
[2020:10:11-02:19:13]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:19:13]  (Local) -> (LOCAL)[5]GT|OLAVE: no
[2020:10:11-02:19:14]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:19:14]  (Local) -> (LOCAL)[8]LR|-Benson-|GT: 2cbobas
[2020:10:11-02:19:15]  (Local) -> (LOCAL)[5]La_Loli~profesora: que tienen q buscar atencion
[2020:10:11-02:19:16]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:19:16]  (Local) -> (LOCAL)[8]LR|-Benson-|GT: 2cbobas
[2020:10:11-02:19:17]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:19:17]  (Local) -> (LOCAL)[8]LR|-Benson-|GT: 2cbobas
[2020:10:11-02:19:17]  (Global) -> [COSTELAND]DrStrange: a
[2020:10:11-02:19:18]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:19:19]  (Local) -> (LOCAL)[5]GT|OLAVE: ya loli
[2020:10:11-02:19:19]  (Local) -> (LOCAL)[1]2cb'palomo: ut cuanta plata tiene en total?
[2020:10:11-02:19:20]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:19:20]  (Local) -> (LOCAL)[8]2cb'tussy: gt hijos
[2020:10:11-02:19:21]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:19:21]  (Local) -> (LOCAL)[5]2cb'Horizon: la loli
[2020:10:11-02:19:23]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:19:23]  (Local) -> (LOCAL)[5]GT|OLAVE: vea sano todo bn
[2020:10:11-02:19:23]  (Global) -> [GT]percy: DJ PERCY ANDA EN LA RADIO DALE PUES AL F3 AÑAÑAI
[2020:10:11-02:19:24]  (Local) -> (LOCAL)[8][GT]Jhojan: su patron los vendio
[2020:10:11-02:19:24]  (Local) -> (LOCAL)[5]La_Loli~profesora: es q me da rabia
[2020:10:11-02:19:25]  (Local) -> (LOCAL)[8]LR|-Benson-|GT: 2cbobas
[2020:10:11-02:19:25]  (Global) -> [COSTELAND]DrStrange: chaito
[2020:10:11-02:19:26]  (Local) -> (LOCAL)[8]LR|-Benson-|GT: 2cbobas
[2020:10:11-02:19:26]  (Local) -> (LOCAL)[5]2cb'Horizon: despeguela
[2020:10:11-02:19:29]  (Local) -> (LOCAL)[8][GT]Jhojan: callese pastuso hpta
[2020:10:11-02:19:30]  (Local) -> (LOCAL)[5]2cb'Horizon: claro todo bn
[2020:10:11-02:19:30]  (Local) -> (LOCAL)[8]LR|-Benson-|GT: 2cbobas
[2020:10:11-02:19:31]  (Local) -> (LOCAL)[5][GT]~CARDING: bueno
[2020:10:11-02:19:31]  (Local) -> (LOCAL)[5]La_Loli~profesora: el tussy caremonda ese
[2020:10:11-02:19:31]  (Global) -> [CAPU]Dillom: a
[2020:10:11-02:19:31]  (Local) -> (LOCAL)[8]|2cb|Jabon: bno dejen de llorara
[2020:10:11-02:19:32]  (Team - Unemployed) -> (TEAM)[GT]Jhojan: callese pastuso hptau
[2020:10:11-02:19:33]  (Local) -> (LOCAL)[2]CAPU|~CapuCurioso~|: Lindo
[2020:10:11-02:19:33]  (Local) -> (LOCAL)[8][GT]Jhojan: callese pastuso hptau
[2020:10:11-02:19:33]  (Local) -> (LOCAL)[8]2cb'tussy: ardidito
[2020:10:11-02:19:33]  (Local) -> (LOCAL)[5]GT|OLAVE: ud sano yo sano
[2020:10:11-02:19:34]  (Local) -> (LOCAL)[8]|2cb|Jabon: bno dejen de llorar
[2020:10:11-02:19:35]  (Local) -> (LOCAL)[8][GT]Jhojan: callese pastuso hptau
[2020:10:11-02:19:35]  (Local) -> (LOCAL)[8]2cb'tussy: siii
[2020:10:11-02:19:36]  (Local) -> (LOCAL)[8][GT]Jhojan: callese pastuso hptau
[2020:10:11-02:19:37]  (Local) -> (LOCAL)[8][GT]Jhojan: callese pastuso hptau
[2020:10:11-02:19:38]  (Global) -> [GT]~CARDING: vendo karts en 9m
[2020:10:11-02:19:39]  (Local) -> (LOCAL)[8][GT]Jhojan: callese pastuso hptau
[2020:10:11-02:19:42]  (Local) -> (LOCAL)[8][GT]Jhojan: callese pastuso hptauu
[2020:10:11-02:19:43]  (Global) -> [GT]Jhojan: callese pastuso hptauu
[2020:10:11-02:19:44]  (Local) -> (LOCAL)[8]pipo: jjjajjj
[2020:10:11-02:19:44]  (Local) -> (LOCAL)[3]2cb'JuanPablo: tele grove
[2020:10:11-02:19:44]  (Global) -> [GT]Jhojan: callese pastuso hptauu
[2020:10:11-02:19:45]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000_SEMDS_: ola ve
[2020:10:11-02:19:46]  (Local) -> (LOCAL)[8][GT]Jhojan: callese pastuso hptauu
[2020:10:11-02:19:46]  (Local) -> (LOCAL)[8]LR|-Benson-|GT: 2cbobas
[2020:10:11-02:19:47]  (Local) -> (LOCAL)[4]GT|OLAVE: q
[2020:10:11-02:19:48]  (Local) -> (LOCAL)[4][GT]~CARDING: en 15m
[2020:10:11-02:19:48]  (Local) -> (LOCAL)[8]LR|-Benson-|GT: /2cbobas
[2020:10:11-02:19:49]  (Local) -> (LOCAL)[8]pipo: mera papiada
[2020:10:11-02:19:49]  (Local) -> (LOCAL)[8]|2cb|Jabon: bno dejen de llorar
[2020:10:11-02:19:54]  (Global) -> C4rtex: Ey no se pelien
[2020:10:11-02:19:55]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000_SEMDS_: vas jai
[2020:10:11-02:20:00]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000_SEMDS_: HOLA VE JAIL
[2020:10:11-02:20:00]  (Local) -> (LOCAL)[4]GT|OLAVE: pq
[2020:10:11-02:20:00]  (Local) -> (LOCAL)[7]pipo: llegamos
[2020:10:11-02:20:04]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000_SEMDS_: spawn kill
[2020:10:11-02:20:06]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000_SEMDS_: grabado
[2020:10:11-02:20:08]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000_SEMDS_: :D
[2020:10:11-02:20:09]  (Local) -> (LOCAL)[4]GT|OLAVE: noooo
[2020:10:11-02:20:10]  (Global) -> [GT]~CARDING: (POPEYE ) DONDE ANDA
[2020:10:11-02:20:10]  (Local) -> (LOCAL)[6]|2cb|Jabon: 200k ahi bn melos
[2020:10:11-02:20:12]  (Local) -> (LOCAL)[6]2cb'tussy: siento q tenia mas
[2020:10:11-02:20:13]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000_SEMDS_: claro parse
[2020:10:11-02:20:18]  (Local) -> (LOCAL)[5]GT|OLAVE: antes evite mas spawnl¿kill
[2020:10:11-02:20:19]  (Local) -> (LOCAL)[5]|2cb|dilan: gg
[2020:10:11-02:20:19]  (Local) -> (LOCAL)[5]pipo: se le soltaron o q
[2020:10:11-02:20:20]  (Local) -> (LOCAL)[5][GT]~CARDING: LO GRAVO
[2020:10:11-02:20:22]  (Local) -> (LOCAL)[5]2cB'Beltran: piske dc
[2020:10:11-02:20:24]  (Local) -> (LOCAL)[3][GT]Jhojan: su jefe lo vendio
[2020:10:11-02:20:25]  (Local) -> (LOCAL)[3][GT]Jhojan: su jefe lo vendio
[2020:10:11-02:20:26]  (Local) -> (LOCAL)[4]2cb'Q'Piskero: voy
[2020:10:11-02:20:26]  (Local) -> (LOCAL)[5]AndresDirector: me alcance a salvar
[2020:10:11-02:20:27]  (Local) -> (LOCAL)[3][GT]Jhojan: su jefe lo vendio
[2020:10:11-02:20:27]  (Local) -> (LOCAL)[6]GT|OLAVE: si ves nadie esta haciendo spawnkill
[2020:10:11-02:20:28]  (Local) -> (LOCAL)[3][GT]Jhojan: su jefe lo vendio
[2020:10:11-02:20:29]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF0000_SEMDS_: diablo mi chamo
[2020:10:11-02:20:29]  (Global) -> [GT]percy: DJ PERCY ANDA EN LA RADIO DALE PUES AL F3 AÑAÑAI
[2020:10:11-02:20:29]  (Local) -> (LOCAL)[3][GT]Jhojan: su jefe lo vendio
[2020:10:11-02:20:29]  (Local) -> (LOCAL)[4]2cb'JuanPablo: dale dale
[2020:10:11-02:20:30]  (Local) -> (LOCAL)[6]GT|OLAVE: xd
[2020:10:11-02:20:31]  (Local) -> (LOCAL)[3][GT]Jhojan: su jefe lo vendio
[2020:10:11-02:20:35]  (Local) -> (LOCAL)[8]AndresDirector: ash
[2020:10:11-02:20:37]  (Local) -> (LOCAL)[5]2cb'Jolyne: ey ni parsero
[2020:10:11-02:20:38]  (Local) -> (LOCAL)[1]2cb'JuanPablo: JAJAJ
[2020:10:11-02:20:38]  (Local) -> (LOCAL)[9]GT|OLAVE: ya arregle la situacion
[2020:10:11-02:20:41]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF0000_SEMDS_: pere
[2020:10:11-02:20:46]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF0000_SEMDS_: hola
[2020:10:11-02:20:46]  (Local) -> (LOCAL)[9][COSTELAND]Makintosh: saludando
[2020:10:11-02:20:47]  (Local) -> (LOCAL)[9]|2cb|dilan: semnds
[2020:10:11-02:20:49]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF0000_SEMDS_: puedo ser costeland
[2020:10:11-02:20:51]  (Local) -> (LOCAL)[8]2cb'Q'Piskero: grax
[2020:10:11-02:20:57]  (Local) -> (LOCAL)[8][COSTELAND]Makintosh: si
[2020:10:11-02:20:57]  (Local) -> (LOCAL)[9]2cb'Haze: pal ammu
[2020:10:11-02:21:00]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF0000_SEMDS_: gracias
[2020:10:11-02:21:01]  (Global) -> [GT]~CARDING: QUE ME COMPRA FRANCISCO
[2020:10:11-02:21:04]  (Local) -> (LOCAL)[9]2cb'Q'Piskero: hale pssss
[2020:10:11-02:21:06]  (Local) -> (LOCAL)[9][COSTELAND]Makintosh: solo costeland
[2020:10:11-02:21:07]  (Local) -> (LOCAL)[8]2cb'Q'Piskero: encaneme pssss
[2020:10:11-02:21:10]  (Global) -> 2cb'Q'Piskero: aaaaaaa
[2020:10:11-02:21:10]  (Local) -> (LOCAL)[9]AndresDirector: ash
[2020:10:11-02:21:11]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF0000_SEMDS_: dejame veo el video valemia
[2020:10:11-02:21:15]  (Global) -> 2cb'Q'Piskero: gracias
[2020:10:11-02:21:17]  (Global) -> 2cb'Q'Piskero: tkm
[2020:10:11-02:21:19]  (Local) -> (LOCAL)[1]|2cb|Jabon: apenas pa reportalos
[2020:10:11-02:21:22]  (Local) -> (LOCAL)[10]|2cb|dilan: CLARO
[2020:10:11-02:21:24]  (Local) -> (LOCAL)[10]La_Loli~profesora: por que los tussi niños quieren tanto un autografo ;c
[2020:10:11-02:21:28]  (Local) -> (LOCAL)[3]|2cb|Jabon: ey no nea
[2020:10:11-02:21:29]  (Local) -> (LOCAL)[11]2cb'Haze: q paso
[2020:10:11-02:21:31]  (Local) -> (LOCAL)[3]2cB'Beltran: xd
[2020:10:11-02:21:34]  (Local) -> (LOCAL)[3]2cB'Beltran: como 20 kills
[2020:10:11-02:21:35]  (Local) -> (LOCAL)[12]La_Loli~profesora: ah q mono
[2020:10:11-02:21:36]  (Local) -> (LOCAL)[3]|2cb|Jabon: yo tasesie a esa sapa de loli
[2020:10:11-02:21:37]  (Local) -> (LOCAL)[3]2cB'Beltran: izi
[2020:10:11-02:21:37]  (Local) -> (LOCAL)[2]OMAR25: dejalo
[2020:10:11-02:21:37]  (Local) -> (LOCAL)[12]pipo: hola
[2020:10:11-02:21:40]  (Local) -> (LOCAL)[12]pipo: como estan
[2020:10:11-02:21:41]  (Local) -> (LOCAL)[3]|2cb|Jabon: y tiro tele :V
[2020:10:11-02:21:41]  (Local) -> (LOCAL)[3]2cb'tussy: yo a andres
[2020:10:11-02:21:41]  (Local) -> (LOCAL)[12]LR|-Benson-|GT: ahi si llora 2cb
[2020:10:11-02:21:42]  (Local) -> (LOCAL)[2](CTA)juann: volvi
[2020:10:11-02:21:45]  (Local) -> (LOCAL)[3]2cb'tussy: arreste a mas de 2
[2020:10:11-02:21:46]  (Local) -> (LOCAL)[3]2cb'Horizon: me hice 70kills xD
[2020:10:11-02:21:47]  (Local) -> (LOCAL)[3]2cb'tussy: hpp
[2020:10:11-02:21:48]  (Local) -> (LOCAL)[12]La_Loli~profesora: cuanto por la skin
[2020:10:11-02:21:49]  (Local) -> (LOCAL)[12][COSTELAND]Makintosh: bnos dias
[2020:10:11-02:21:50]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#FF0000_SEMDS_: no pelien
[2020:10:11-02:21:50]  (Local) -> (LOCAL)[12]2cb'Haze: tamos aburridos :c
[2020:10:11-02:21:50]  (Local) -> (LOCAL)[12]GT|OLAVE: bueno chamo tu sano yo sano
[2020:10:11-02:21:51]  (Local) -> (LOCAL)[3]2cb'JuanPablo: bloqueen la carcellllllllll
[2020:10:11-02:21:52]  (Local) -> (LOCAL)[5]OMAR25: a donde te fuiste
[2020:10:11-02:21:54]  (Local) -> (LOCAL)[5]$CHAPO$GUSMAN$: panas
[2020:10:11-02:21:54]  (Local) -> (LOCAL)[3]2cb'JuanPablo: pongan bombas
[2020:10:11-02:21:56]  (Local) -> (LOCAL)[3]2cb'JuanPablo: yayayay
[2020:10:11-02:21:56]  (Local) -> (LOCAL)[3]|2cb|Jabon: q vsj ese bug sapo bala ome
[2020:10:11-02:21:57]  (Local) -> (LOCAL)[12]GT|OLAVE: bueno chamo tu sano yo sano
[2020:10:11-02:21:59]  (Local) -> (LOCAL)[12]Santiagonorrea: su pack
[2020:10:11-02:22:00]  (Local) -> (LOCAL)[4]$CHAPO$GUSMAN$: como esta
[2020:10:11-02:22:02]  (Local) -> (LOCAL)[12]pipo: q hacen
[2020:10:11-02:22:03]  (Local) -> (LOCAL)[3]2cb'tussy: toca
[2020:10:11-02:22:05]  (Local) -> (LOCAL)[12]La_Loli~profesora: :0
[2020:10:11-02:22:05]  (Local) -> (LOCAL)[3]2cb'tussy: reportar el bug
[2020:10:11-02:22:06]  (Local) -> (LOCAL)[12][COSTELAND]Makintosh: nose
[2020:10:11-02:22:06]  (Local) -> (LOCAL)[3]2cb'tussy: la chimba
[2020:10:11-02:22:09]  (Local) -> (LOCAL)[3]2cb'tussy: igual no me lo se
[2020:10:11-02:22:09]  (Local) -> (LOCAL)[13][COSTELAND]Makintosh: yo vine por curiosidad
[2020:10:11-02:22:10]  (Local) -> (LOCAL)[3]2cb'tussy: :V
[2020:10:11-02:22:11]  (Local) -> (LOCAL)[13][COSTELAND]Makintosh: q pasa
[2020:10:11-02:22:11]  (Local) -> (LOCAL)[2]2cb'JuanPablo: sapo hpta
[2020:10:11-02:22:12]  (Local) -> (LOCAL)[3]|2cb|Jabon: no si reporte eso
[2020:10:11-02:22:13]  (Local) -> (LOCAL)[5](CTA)juann: el juego me saco:(
[2020:10:11-02:22:14]  (Local) -> (LOCAL)[13]GT|OLAVE: EY DEJAME SALIR CHAMO
[2020:10:11-02:22:14]  (Local) -> (LOCAL)[4]|2cb|Jabon: no me lo se
[2020:10:11-02:22:16]  (Global) -> TIROFIJO420: YA SE IBA A VOLAR
[2020:10:11-02:22:17]  (Local) -> (LOCAL)[4]2cb'Ander07: xd
[2020:10:11-02:22:18]  (Local) -> (LOCAL)[12]2cb'Haze: yo vine pq todos vinieron nose
[2020:10:11-02:22:18]  (Local) -> (LOCAL)[5]|2cb|Jabon: pero igual :V
[2020:10:11-02:22:21]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF0000_SEMDS_: ey hola ve
[2020:10:11-02:22:22]  (Local) -> (LOCAL)[7]2cB'Beltran: yo ci
[2020:10:11-02:22:25]  (Local) -> (LOCAL)[11]GT|OLAVE: q
[2020:10:11-02:22:25]  (Local) -> (LOCAL)[11]Santiagonorrea: x2
[2020:10:11-02:22:27]  (Local) -> (LOCAL)[11][COSTELAND]Makintosh: vendo
[2020:10:11-02:22:28]  (Local) -> (LOCAL)[5]|2cb|Jabon: comoes
[2020:10:11-02:22:28]  (Local) -> (LOCAL)[11][COSTELAND]Makintosh: vendo
[2020:10:11-02:22:29]  (Global) -> TIROFIJO420: PAPI UN HOMICDIO
[2020:10:11-02:22:30]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF0000_SEMDS_: UD PQ ME DICE MENTIRAS
[2020:10:11-02:22:31]  (Local) -> (LOCAL)[5]2cb'Horizon: virtual
[2020:10:11-02:22:33]  (Local) -> (LOCAL)[11]Santiagonorrea: chismoso moment
[2020:10:11-02:22:33]  (Global) -> TIROFIJO420: COMO VA A PELAR AL MAN ASI CERCA MIO
[2020:10:11-02:22:34]  (Local) -> (LOCAL)[11]GT|OLAVE: q
[2020:10:11-02:22:34]  (Local) -> (LOCAL)[11]AndresDirector: presio
[2020:10:11-02:22:35]  (Local) -> (LOCAL)[6]2cb'_YOGAN666: q ue vamos a hacer
[2020:10:11-02:22:38]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF0000_SEMDS_: no mentira
[2020:10:11-02:22:40]  (Local) -> (LOCAL)[3]2cb'JuanPablo: ja enserio
