This file was generated by Console at 2021:02:04-00:00:00



[2021:02:04-00:00:00]  (Local) -> (LOCAL)[1]manuuwu: q
[2021:02:04-02:53:36]  (Local) -> (LOCAL)[2]GaviriaKawaii: entre y fixxe
[2021:02:04-02:53:37]  (Local) -> (LOCAL)[2]marceljose: solo es q usted nos duga
[2021:02:04-02:53:37]  (Global) -> alexispagedj-EVG: ya me desmutearon
[2021:02:04-02:53:38]  (Local) -> (LOCAL)[3]Miccaty: mira
[2021:02:04-02:53:39]  (Local) -> (LOCAL)[2]TitoCesar[CDLS]: y perico?
[2021:02:04-02:53:40]  (Local) -> (LOCAL)[2]marceljose: tambien
[2021:02:04-02:53:40]  (Local) -> (LOCAL)[5]Pablo_Escobar: yo ya le escribi gonzalo
[2021:02:04-02:53:42]  (Global) -> alexispagedj-EVG: solo los reyes del balin
[2021:02:04-02:53:44]  (Local) -> (LOCAL)[4]Natalia: dime
[2021:02:04-02:53:45]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#0064FFOrgalor|AUC: esperese
[2021:02:04-02:53:46]  (Local) -> (LOCAL)[5]Pablo_Escobar: pinina deme su whats
[2021:02:04-02:53:46]  (Global) -> Vaneee: para donde vaos?
[2021:02:04-02:53:47]  (Global) -> alexispagedj-EVG: dickhorse
[2021:02:04-02:53:49]  (Global) -> Gonzalo-gaviria[CDP]: ya voy a responderle
[2021:02:04-02:53:49]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: solo bullet gold
[2021:02:04-02:53:49]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#0064FFOrgalor|AUC: y quedese quieto
[2021:02:04-02:53:51]  (Global) -> TOMBO_NEA: alex is paja :v
[2021:02:04-02:53:51]  (Global) -> Vaneee: vamos
[2021:02:04-02:53:52]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: nada de reyes del balin
[2021:02:04-02:53:52]  (Local) -> (LOCAL)[4]Miccaty: mira cuanto tienes
[2021:02:04-02:53:53]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00Orgalor|AUC: lo tepeo
[2021:02:04-02:53:53]  (Local) -> (LOCAL)[1]Radial'2cb: a
[2021:02:04-02:53:57]  (Local) -> (LOCAL)[1]Lau|2cb: diosmiobendito
[2021:02:04-02:53:57]  (Local) -> (LOCAL)[4]Pablo_Escobar: uribe deme su whatsp
[2021:02:04-02:53:57]  (Local) -> (LOCAL)[2]TitoCesar[CDLS]: a como el perico y marihuana?
[2021:02:04-02:53:58]  (Local) -> (LOCAL)[1]TOMBO_NEA: a curar gente mor
[2021:02:04-02:53:58]  (Global) -> alexispagedj-EVG: solo  bullet gold 3.0
[2021:02:04-02:54:01]  (Local) -> (LOCAL)[1]Radial'2cb: jJAJAJAAJAJAJAJAJA
[2021:02:04-02:54:04]  (Local) -> (LOCAL)[3]Miccaty: holi
[2021:02:04-02:54:04]  (Global) -> CarlosT: pirobo
[2021:02:04-02:54:05]  (Global) -> Vaneee: pero en donde
[2021:02:04-02:54:05]  (Local) -> (LOCAL)[1]Radial'2cb: maneje este
[2021:02:04-02:54:06]  (Global) -> IamJuancho|Ak|: vealo
[2021:02:04-02:54:06]  (Global) -> Yasuicide{CAPU}: wrt
[2021:02:04-02:54:07]  (Local) -> (LOCAL)[3]Natalia: 070,000
[2021:02:04-02:54:09]  (Local) -> (LOCAL)[2]CarlosT: soltame
[2021:02:04-02:54:12]  (Global) -> CarlosT: te pago
[2021:02:04-02:54:12]  (Local) -> (LOCAL)[2]TOMBO_NEA: en el hospi
[2021:02:04-02:54:13]  (Local) -> (LOCAL)[1]Lau|2cb: si pilla, no soy capaz
[2021:02:04-02:54:14]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#0064FFLopez: no señor
[2021:02:04-02:54:15]  (Global) -> isabela_alvarezlAKl: hi
[2021:02:04-02:54:17]  (Local) -> (LOCAL)[2]marceljose: perico se me acabo
[2021:02:04-02:54:18]  (Global) -> Vaneee: maneja
[2021:02:04-02:54:18]  (Global) -> CarlosT: todo bien
[2021:02:04-02:54:19]  (Local) -> (LOCAL)[4]CR25: hola
[2021:02:04-02:54:19]  (Local) -> (LOCAL)[2]Miccaty: 70 mil
[2021:02:04-02:54:19]  (Team - Unemployed) -> (TEAM)ALVAROURIBE|CDP|: 3202655227
[2021:02:04-02:54:19]  (Local) -> (LOCAL)[1]Radial'2cb: si es capaz
[2021:02:04-02:54:20]  (Global) -> CarlosT: esperate
[2021:02:04-02:54:22]  (Local) -> (LOCAL)[1]Radial'2cb: ya le enseño
[2021:02:04-02:54:23]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00Orgalor|AUC: mira
[2021:02:04-02:54:25]  (Local) -> (LOCAL)[4]javierRD|AK|: hola
[2021:02:04-02:54:25]  (Local) -> (LOCAL)[4]CR25: tu eres el dueño del lambo?
[2021:02:04-02:54:27]  (Local) -> (LOCAL)[1]Radial'2cb: maneje este
[2021:02:04-02:54:27]  (Local) -> (LOCAL)[1]TOMBO_NEA: sube con g
[2021:02:04-02:54:27]  (Local) -> (LOCAL)[2]TitoCesar[CDLS]: pero en cuanto me la puede vender
[2021:02:04-02:54:29]  (Local) -> (LOCAL)[3]Pablo_Escobar: pinina
[2021:02:04-02:54:30]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00Orgalor|AUC: si neecsitas algo mas me llamas
[2021:02:04-02:54:30]  (Local) -> (LOCAL)[2]Natalia: 979,000
[2021:02:04-02:54:33]  (Local) -> (LOCAL)[3]Pablo_Escobar: tienes whatsapp
[2021:02:04-02:54:34]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#0064FFLopez: saque un carro bueno
[2021:02:04-02:54:35]  (Local) -> (LOCAL)[4]javierRD|AK|: si
[2021:02:04-02:54:36]  (Local) -> (LOCAL)[1]stevenflorez99: graciaaaaaas
[2021:02:04-02:54:36]  (Local) -> (LOCAL)[3]Pinina/2cb.: digame señor
[2021:02:04-02:54:37]  (Local) -> (LOCAL)[2]marceljose: cuanto das?
[2021:02:04-02:54:37]  (Local) -> (LOCAL)[1]Jolyne: baja loca
[2021:02:04-02:54:37]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#0064FFLopez: q es esta porqueria
[2021:02:04-02:54:39]  (Local) -> (LOCAL)[1]Lau|2cb: es lo mismo?
[2021:02:04-02:54:41]  (Local) -> (LOCAL)[4]CR25: cuanto te costo
[2021:02:04-02:54:41]  (Local) -> (LOCAL)[2]Miccaty: ooo toca trabajar mas
[2021:02:04-02:54:41]  (Local) -> (LOCAL)[1]Radial'2cb: vamos al aero
[2021:02:04-02:54:43]  (Local) -> (LOCAL)[1]Radial'2cb: shi
[2021:02:04-02:54:44]  (Local) -> (LOCAL)[1]GaviriaKawaii: no tengo bro
[2021:02:04-02:54:46]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: Bno a las 10 la despego
[2021:02:04-02:54:46]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#0064FFLopez: XD
[2021:02:04-02:54:46]  (Local) -> (LOCAL)[3]Pinina/2cb.: claro patrron
[2021:02:04-02:54:47]  (Local) -> (LOCAL)[2]Miccaty: vamos
[2021:02:04-02:54:47]  (Local) -> (LOCAL)[2]Natalia: siii jajaja
[2021:02:04-02:54:48]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: YO NO LE TEMO A LA OSCURIDA
[2021:02:04-02:54:49]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: voy a ponerle neon a este baby
[2021:02:04-02:54:50]  (Local) -> (LOCAL)[3]Pablo_Escobar: pasemelo
[2021:02:04-02:54:50]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: qn va a cojer este chuzo
[2021:02:04-02:54:51]  (Local) -> (LOCAL)[4]javierRD|AK|: 10palos
[2021:02:04-02:54:51]  (Local) -> (LOCAL)[1]Radial'2cb: flecha arriba
[2021:02:04-02:54:53]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: yo
[2021:02:04-02:54:55]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: PERO PONGA LA ORIGINAAAALLL Q ES ESOOOOOO
[2021:02:04-02:54:56]  (Local) -> (LOCAL)[1]Radial'2cb: eso
[2021:02:04-02:54:56]  (Local) -> (LOCAL)[3]Pinina/2cb.: mire patron
[2021:02:04-02:54:57]  (Local) -> (LOCAL)[1]GaviriaKawaii: menjo
[2021:02:04-02:54:58]  (Local) -> (LOCAL)[3]Pablo_Escobar: voy a hacer el grupo
[2021:02:04-02:54:58]  (Local) -> (LOCAL)[1]Radial'2cb: flecha arriba y w
[2021:02:04-02:55:00]  (Local) -> (LOCAL)[3]Gonzalo-gaviria[CDP]: deselo pinina
[2021:02:04-02:55:00]  (Local) -> (LOCAL)[1]Radial'2cb: a la vez
[2021:02:04-02:55:01]  (Global) -> alexispagedj-EVG: poneme baby soltera de KR
[2021:02:04-02:55:01]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: Mora quieres ser mi gargola
[2021:02:04-02:55:02]  (Local) -> (LOCAL)[2]TitoCesar[CDLS]: jajaja usted es el que vende, tenga en cuenta que yo necesito es un distribuidor al por mayor
[2021:02:04-02:55:03]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: esa no es la original? xd
[2021:02:04-02:55:06]  (Global) -> RayoMcqueen: pastelo ponga  hoy
[2021:02:04-02:55:06]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: no
[2021:02:04-02:55:07]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: Siiiiiiiiii
[2021:02:04-02:55:08]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: XDD
[2021:02:04-02:55:08]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: No
[2021:02:04-02:55:09]  (Local) -> (LOCAL)[3]GaviriaKawaii: soy nuevo
[2021:02:04-02:55:09]  ([Msg] de Orgalor|AUC para #ff00ff12Benr: nea XD ,) -> nil
[2021:02:04-02:55:10]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: t
[2021:02:04-02:55:10]  (Local) -> (LOCAL)[1]Radial'2cb: gira con la e
[2021:02:04-02:55:11]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: Mero pato
[2021:02:04-02:55:12]  (Local) -> (LOCAL)[2]TitoCesar[CDLS]: asi que digame precios
[2021:02:04-02:55:12]  (Local) -> (LOCAL)[2]marceljose: se le tiene
[2021:02:04-02:55:13]  (Local) -> (LOCAL)[1]Radial'2cb: y con la q
[2021:02:04-02:55:15]  (Local) -> (LOCAL)[3]Pinina/2cb.: +573197834960
[2021:02:04-02:55:15]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: ahg ese fue el primero que me salió
[2021:02:04-02:55:16]  (Local) -> (LOCAL)[8]TOMBO_NEA: LLEGUE Y LO CURO PA
[2021:02:04-02:55:17]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00Orgalor|AUC: ie
[2021:02:04-02:55:20]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: que pena es q yo no soy un gamín
[2021:02:04-02:55:22]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: Que clase de dj es ese
[2021:02:04-02:55:23]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: QQQQQQQQQq
[2021:02:04-02:55:23]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: COMO Q DISQ LA ORIGINAAAL
[2021:02:04-02:55:24]  (Local) -> (LOCAL)[1]Lau|2cb: por donde
[2021:02:04-02:55:25]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: ASJOSFsklfadsd+
[2021:02:04-02:55:25]  (Local) -> (LOCAL)[1]Radial'2cb: AJAJAJAJAAJAJAJAJA
[2021:02:04-02:55:26]  (Global) -> RayoMcqueen: pastelo poga hoy
[2021:02:04-02:55:26]  (Local) -> (LOCAL)[0]#7F7F7F|ADM|#FF8C00Orgalor|AUC: berna nea
[2021:02:04-02:55:26]  (Local) -> (LOCAL)[6]penecabezon|CAPU: ya
[2021:02:04-02:55:26]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
[2021:02:04-02:55:30]  (Local) -> (LOCAL)[2]Onomatopeya: 5K lo minimo pa cerrar el trato
[2021:02:04-02:55:32]  (Team - Unemployed) -> (TEAM)KapsuGamer: /sound
[2021:02:04-02:55:33]  (Local) -> (LOCAL)[1]Radial'2cb: de donde venimos
[2021:02:04-02:55:33]  (Local) -> (LOCAL)[3]Pinina/2cb.: si lo anoto patron
[2021:02:04-02:55:34]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: XDD
[2021:02:04-02:55:34]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: Yo soy una gargola
[2021:02:04-02:55:36]  (Local) -> (LOCAL)[1]GaviriaKawaii: sigues con lag?
[2021:02:04-02:55:37]  (Global) -> JorgeLuisPrada: NICOO
[2021:02:04-02:55:38]  (Global) -> alexispagedj-EVG: xddddddddddddd
[2021:02:04-02:55:39]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#0064FFLopez: no
[2021:02:04-02:55:40]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: ESTO CORRE MUCHO  NEA
[2021:02:04-02:55:41]  (Local) -> (LOCAL)[1]Radial'2cb: flecha arriba y w
[2021:02:04-02:55:42]  (Global) -> #7F7F7F|ADM|#FF5C00Jimenez: Que mierda estoy escuhandoo
[2021:02:04-02:55:42]  (Local) -> (LOCAL)[1]GaviriaKawaii: a ok
[2021:02:04-02:55:42]  (Local) -> (LOCAL)[2]Miccaty: noooo
[2021:02:04-02:55:43]  (Local) -> (LOCAL)[9]TOMBO_NEA: VAMOS
[2021:02:04-02:55:44]  (Local) -> (LOCAL)[2]TitoCesar[CDLS]: uno de perico en 5k?
[2021:02:04-02:55:45]  (Local) -> (LOCAL)[2]Miccaty: ash
[2021:02:04-02:55:45]  (Local) -> (LOCAL)[1]Radial'2cb: al mismo tiempo
[2021:02:04-02:55:46]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#0064FFLopez: no estuviera aki
[2021:02:04-02:55:47]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00KevinOcampo|GDT: loca
[2021:02:04-02:55:47]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00lauraaa: nada
[2021:02:04-02:55:49]  (Global) -> Pablo_Escobar: uribe
[2021:02:04-02:55:49]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00KevinOcampo|GDT: ya mando eso?
[2021:02:04-02:55:50]  (Team - Emergency) -> (TEAM)TOMBO_NEA: LLEGUE
[2021:02:04-02:55:50]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: sias
[2021:02:04-02:55:52]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||DJ|#FF5C00Khausu|GDT: Si sr
[2021:02:04-02:55:53]  (Local) -> (LOCAL)[2]Miccaty: espera
[2021:02:04-02:55:54]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00KevinOcampo|GDT: bno
[2021:02:04-02:55:54]  (Global) -> Cagaleto|EVG|: COMPRO VICENT DOY 30 PALOS
[2021:02:04-02:55:55]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: q basura
[2021:02:04-02:55:55]  (Local) -> (LOCAL)[4]Pablo_Escobar: pasame tu whatsapp ome
[2021:02:04-02:55:57]  (Local) -> (LOCAL)[1]Radial'2cb: gire a la izquierda
[2021:02:04-02:55:58]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00KevinOcampo|GDT: ahorita se la activo
[2021:02:04-02:56:00]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||DJ|#FF5C00Khausu|GDT: Va
[2021:02:04-02:56:00]  (Local) -> (LOCAL)[2]marceljose: el perico tenemos q hacerlo
[2021:02:04-02:56:01]  (Local) -> (LOCAL)[1]Lau|2cb: voy bien?
[2021:02:04-02:56:03]  (Global) -> Vaneee: a quien le habla?
[2021:02:04-02:56:03]  (Local) -> (LOCAL)[2]Onomatopeya: perico no hay, hay maria y lsd
[2021:02:04-02:56:05]  (Local) -> (LOCAL)[1]Radial'2cb: el otro esta muy lejos
[2021:02:04-02:56:05]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00Orgalor|AUC: berna nea
[2021:02:04-02:56:06]  (Local) -> (LOCAL)[3][O]reo~|GT: ai
[2021:02:04-02:56:07]  (Global) -> ALVAROURIBE|CDP|: 3202655227
[2021:02:04-02:56:07]  (Local) -> (LOCAL)[1]Radial'2cb: shi
[2021:02:04-02:56:07]  (Local) -> (LOCAL)[2]Cagaleto|EVG|: A
[2021:02:04-02:56:08]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: exijo su interrupcion por la original
[2021:02:04-02:56:08]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00KevinOcampo|GDT: le puedo
[2021:02:04-02:56:09]  (Local) -> (LOCAL)[1]GaviriaKawaii: ya e viernes viajando para la costa broooo
[2021:02:04-02:56:09]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00KevinOcampo|GDT: meter
[2021:02:04-02:56:10]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00Orgalor|AUC: a oe
[2021:02:04-02:56:10]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: Ahí está el de tema
[2021:02:04-02:56:13]  (Local) -> (LOCAL)[4]TOMBO_NEA: cong
[2021:02:04-02:56:13]  (Local) -> (LOCAL)[1]Radial'2cb: bien para ser la primera vez
[2021:02:04-02:56:13]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00KevinOcampo|GDT: neon?
[2021:02:04-02:56:13]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: de qbin+
[2021:02:04-02:56:15]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#0064FF12Benr: Diga
[2021:02:04-02:56:15]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||DJ|#FF5C00Khausu|GDT: Si
[2021:02:04-02:56:15]  (Local) -> (LOCAL)[1]Radial'2cb: eso
[2021:02:04-02:56:16]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: mientras 
[2021:02:04-02:56:16]  (Global) -> JorgeLuisPrada: dj porfa 
[2021:02:04-02:56:17]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||DJ|#FF5C00Khausu|GDT: Pero tunearlo no
[2021:02:04-02:56:18]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00Orgalor|AUC: ps q mataste arrestado a spem
[2021:02:04-02:56:19]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: descargo gargola original
[2021:02:04-02:56:19]  (Local) -> (LOCAL)[1]Radial'2cb: derecho
[2021:02:04-02:56:20]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: perdón
[2021:02:04-02:56:22]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||DJ|#FF5C00Khausu|GDT: Ni motor ni engine
[2021:02:04-02:56:22]  (Local) -> (LOCAL)[4]Onomatopeya: 2x6k promocion
[2021:02:04-02:56:24]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF8C00Orgalor|AUC: y ps eso ya no es legal
[2021:02:04-02:56:24]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: queridos oyentes
[2021:02:04-02:56:24]  (Local) -> (LOCAL)[5]#7F7F7F|ADM|#0064FF12Benr: Fue sin culpa
[2021:02:04-02:56:25]  (Local) -> (LOCAL)[4]TitoCesar[CDLS]: pere hago cuentas y yo los contacto al whatsapp, para darles el pedido
[2021:02:04-02:56:25]  (Global) -> Vaneee: jajaja perdon
[2021:02:04-02:56:25]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: bno
[2021:02:04-02:56:27]  (Local) -> (LOCAL)[1]GaviriaKawaii: te mandare fotos melas del mar
[2021:02:04-02:56:29]  (Local) -> (LOCAL)[5]TOMBO_NEA: sube con g
[2021:02:04-02:56:29]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#0064FF12Benr: Yo se
[2021:02:04-02:56:31]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: sobelo
[2021:02:04-02:56:32]  (Global) -> Vaneee: como subo jajaja
[2021:02:04-02:56:33]  (Local) -> (LOCAL)[4]Spcem: Sin culpa mi chimbo
[2021:02:04-02:56:33]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: dejelo todo
[2021:02:04-02:56:34]  (Local) -> (LOCAL)[4]Spcem: jsjaaj
[2021:02:04-02:56:35]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: bofffff
[2021:02:04-02:56:35]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#0064FF12Benr: Yo no jaileo cuando es sin culpa
[2021:02:04-02:56:36]  (Local) -> (LOCAL)[1]Radial'2cb: aterriza
[2021:02:04-02:56:38]  (Local) -> (LOCAL)[1]Radial'2cb: ahi
[2021:02:04-02:56:39]  (Local) -> (LOCAL)[2]marceljose: tiene discord>?
[2021:02:04-02:56:39]  (Global) -> Beltronco!|EVG|: BOFFFFFFFFFF GENTE
[2021:02:04-02:56:41]  (Local) -> (LOCAL)[1]Radial'2cb: s
[2021:02:04-02:56:41]  (Local) -> (LOCAL)[2]Spcem: Si claro
[2021:02:04-02:56:41]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#0064FF12Benr: lo vi y lo iba tazear
[2021:02:04-02:56:42]  (Local) -> (LOCAL)[3]Spcem: jajsaajja
[2021:02:04-02:56:43]  (Local) -> (LOCAL)[1]Radial'2cb: dale a la s
[2021:02:04-02:56:44]  (Local) -> (LOCAL)[3]TitoCesar[CDLS]: lleveme al aeropuesto jaja
[2021:02:04-02:56:47]  (Global) -> GaviriaKawaii: Kevin 
[2021:02:04-02:56:48]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#0064FF12Benr: pero dispare 3 veces
[2021:02:04-02:56:48]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|GDT: q
[2021:02:04-02:56:51]  (Local) -> (LOCAL)[3][O]reo~|GT: boooooooffff
[2021:02:04-02:56:51]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#0064FF12Benr: y saque dobles de una
[2021:02:04-02:56:53]  (Local) -> (LOCAL)[2]marceljose: a cual aeropuerto
[2021:02:04-02:56:54]  (Local) -> (LOCAL)[1]Radial'2cb: si sabee!
[2021:02:04-02:56:56]  (Local) -> (LOCAL)[1]Lau|2cb: uy
[2021:02:04-02:56:57]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00Orgalor|AUC: con dobles XD
[2021:02:04-02:56:57]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#0064FF12Benr: usted ahorita me mato
[2021:02:04-02:56:59]  (Local) -> (LOCAL)[1]TOMBO_NEA: se me escucha el microfono?
[2021:02:04-02:57:01]  (Local) -> (LOCAL)[1]Lau|2cb: me fue re bien
[2021:02:04-02:57:01]  (Local) -> (LOCAL)[1]Radial'2cb: vea
[2021:02:04-02:57:04]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#0064FF12Benr: y no lo jaile
[2021:02:04-02:57:05]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00Orgalor|AUC: nea ps se anda sancionando por igual
[2021:02:04-02:57:06]  (Global) -> GaviriaKawaii: Vamos para tolu?
[2021:02:04-02:57:07]  (Global) -> Vaneee: habla
[2021:02:04-02:57:07]  (Local) -> (LOCAL)[2]Spcem: Bueno, te maté, sí. Correcto
[2021:02:04-02:57:08]  (Local) -> (LOCAL)[3]Pinina/2cb.: señor me pongo en mi tarea ya
[2021:02:04-02:57:10]  (Local) -> (LOCAL)[1]Radial'2cb: si, te fue bien
[2021:02:04-02:57:10]  (Local) -> (LOCAL)[2]TitoCesar[CDLS]: es que creo que ahora pueden sacar helicopteros los policias
[2021:02:04-02:57:10]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#0064FF12Benr: al otro tambpoco
[2021:02:04-02:57:11]  (Local) -> (LOCAL)[2]Spcem: Y pagué cana
[2021:02:04-02:57:12]  (Local) -> (LOCAL)[1]Lau|2cb: que es eso xd
[2021:02:04-02:57:15]  (Local) -> (LOCAL)[2]Spcem: Por ello
[2021:02:04-02:57:16]  (Local) -> (LOCAL)[1]Radial'2cb: JAJAJAJAJAAJAJAJ
[2021:02:04-02:57:18]  (Local) -> (LOCAL)[1]Radial'2cb: un muble
[2021:02:04-02:57:18]  (Local) -> (LOCAL)[2]marceljose: bajese
[2021:02:04-02:57:20]  (Local) -> (LOCAL)[1]AshTheLynx-chirri: :c se callo la llamada
[2021:02:04-02:57:20]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#0064FF12Benr: ?
[2021:02:04-02:57:21]  (Local) -> (LOCAL)[1]Radial'2cb: mueble
[2021:02:04-02:57:21]  (Local) -> (LOCAL)[2]Spcem: Tú debes hacer lo mismo
[2021:02:04-02:57:22]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: oe 
[2021:02:04-02:57:24]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00Orgalor|AUC: nea eso es regla q se esta implementando
[2021:02:04-02:57:25]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: el de gargola
[2021:02:04-02:57:25]  (Global) -> edv9: PPP
[2021:02:04-02:57:26]  (Local) -> (LOCAL)[1]AshTheLynx-chirri: cayo
[2021:02:04-02:57:27]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: es 
[2021:02:04-02:57:28]  (Local) -> (LOCAL)[2]marceljose: le voy a dar a probar un lsd
[2021:02:04-02:57:29]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#0064FF12Benr: Yo se
[2021:02:04-02:57:29]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: solo 
[2021:02:04-02:57:30]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF8C00Orgalor|AUC: mire canal de staff y eso
[2021:02:04-02:57:31]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: arca?
[2021:02:04-02:57:32]  (Local) -> (LOCAL)[1]Radial'2cb: MojarraFis
[2021:02:04-02:57:32]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#0064FF12Benr: Pero fue sin culpa
[2021:02:04-02:57:32]  (Global) -> #7F7F7F|DJ|#FF5C00PasteloHpta: o 
[2021:02:04-02:57:33]  (Local) -> (LOCAL)[1][O]reo~|GT: ezs
[2021:02:04-02:57:36]  (Global) -> Pablo|EVG|: vendo sandking
[2021:02:04-02:57:37]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: sisas
[2021:02:04-02:57:38]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|GDT: solo
[2021:02:04-02:57:40]  (Local) -> (LOCAL)[2]TitoCesar[CDLS]: a ver esa calidad
[2021:02:04-02:57:40]  (Global) -> FugoHaze_chirri: Discord xd
[2021:02:04-02:57:44]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF8C00Orgalor|AUC: pero igual nea XD
[2021:02:04-02:57:45]  (Local) -> (LOCAL)[6]Spcem: Lo clásico, hacerse el victimario
