This file was generated by Console at 2021:01:26-00:00:00



[2021:01:26-00:00:00]  (Local) -> (LOCAL)[1]SffOquez|6969.: x2
[2021:01:26-04:03:57]  (Local) -> (LOCAL)[2]Stuzzy.2cb: le dije
[2021:01:26-04:03:58]  (Local) -> (LOCAL)[3]Stivenv28[GT]: nah
[2021:01:26-04:03:58]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: aa pa matarte?
[2021:01:26-04:03:59]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: t vas-0
[2021:01:26-04:04:00]  (Local) -> (LOCAL)[2]Stuzzy.2cb: epa
[2021:01:26-04:04:00]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: ?
[2021:01:26-04:04:01]  (Local) -> (LOCAL)[4]Stivenv28[GT]: paila
[2021:01:26-04:04:01]  (Global) -> AspiraTusi[AK]: ./resign
[2021:01:26-04:04:02]  (Local) -> (LOCAL)[1]Kegorrrr|CDP|: jajajjajajaj
[2021:01:26-04:04:02]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: no se vayaaa
[2021:01:26-04:04:03]  (Local) -> (LOCAL)[7]$Aragan$*[2cb]: paila
[2021:01:26-04:04:04]  (Global) -> Mate0: gracias
[2021:01:26-04:04:06]  (Local) -> (LOCAL)[1]Natalia: jajajajaja
[2021:01:26-04:04:07]  (Local) -> (LOCAL)[1]Kegorrrr|CDP|: vamoss
[2021:01:26-04:04:08]  (Global) -> Cheverry: dios mio #7FFF00TIROFIJO420 q enfermo eres jajajaj disq 3400
[2021:01:26-04:04:10]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: meia ne
[2021:01:26-04:04:10]  (Global) -> #7F7F7F|ADM||DJ|#FF0000Jimenez: WarySwordsman45 en F11 los  muñecos de color amarillo son los trabajos
[2021:01:26-04:04:10]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: no ve q queda en esta peme
[2021:01:26-04:04:10]  (Local) -> (LOCAL)[1]Natalia: ya casi me ire
[2021:01:26-04:04:12]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: nea puese
[2021:01:26-04:04:13]  (Local) -> (LOCAL)[1]Natalia: tengo que madrugar
[2021:01:26-04:04:15]  (Global) -> #7F7F7F|ADM||DJ|#FF0000Jimenez: Debes trabajar
[2021:01:26-04:04:16]  (Local) -> (LOCAL)[2]Tetranutra-CAPU-: ud es un pirobo hpta
[2021:01:26-04:04:18]  (Local) -> (LOCAL)[1]Natalia: y estoy muriendo de sueño ajajaja
[2021:01:26-04:04:21]  (Local) -> (LOCAL)[3]Tetranutra-CAPU-: yo estaba quieto
[2021:01:26-04:04:26]  (Local) -> (LOCAL)[1]Don_Mario|CDP|: tiene paracaidas?
[2021:01:26-04:04:27]  (Local) -> (LOCAL)[1]Tetranutra-CAPU-: y me empieza a disparar
[2021:01:26-04:04:28]  (Global) -> WarySwordsman45: how ?
[2021:01:26-04:04:28]  (Local) -> (LOCAL)[8]MykeTowers|AK|: lopez
[2021:01:26-04:04:28]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: oe
[2021:01:26-04:04:30]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: si se va tiene q matarse cuando este aca con /kill
[2021:01:26-04:04:31]  (Local) -> (LOCAL)[1]elviejojuancho2cb: por alla
[2021:01:26-04:04:31]  (Local) -> (LOCAL)[1]Kegorrrr|CDP|: si
[2021:01:26-04:04:32]  (Local) -> (LOCAL)[1]Tetranutra-CAPU-: malparido hpra
[2021:01:26-04:04:32]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: para la proxima
[2021:01:26-04:04:34]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: q saques dinero
[2021:01:26-04:04:38]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: usa el /modopasivo
[2021:01:26-04:04:42]  (Local) -> (LOCAL)[1]elviejojuancho2cb: ahh bien
[2021:01:26-04:04:44]  (Local) -> (LOCAL)[1]elviejojuancho2cb: eso es nuevo
[2021:01:26-04:04:46]  (Local) -> (LOCAL)[2]Stuzzy.2cb: goo
[2021:01:26-04:04:47]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: sisas
[2021:01:26-04:04:47]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: porq la chimba recojerla JAAj
[2021:01:26-04:04:50]  (Local) -> (LOCAL)[1]elviejojuancho2cb: ale
[2021:01:26-04:04:50]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: o desde el F3
[2021:01:26-04:04:50]  (Local) -> (LOCAL)[1]Natalia: como hago eso?
[2021:01:26-04:04:53]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: asi no mueres
[2021:01:26-04:04:56]  (Local) -> (LOCAL)[1]|SAPOHP||ElMarino|AK|: bres
[2021:01:26-04:04:58]  (Local) -> (LOCAL)[10]KawaiiGirlsG: No ando es ofendido Lopez
[2021:01:26-04:04:58]  (Local) -> (LOCAL)[9]~>|C|ogoying~>[Zetas]: ajajaj
[2021:01:26-04:04:58]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: ni haces daño
[2021:01:26-04:04:59]  (Phone:SMS) -> From DonBazuco15 | To: Don_Mario|CDP| | Message: ?
[2021:01:26-04:04:59]  (Local) -> (LOCAL)[1]DrAGaN: PA SUS TRES
[2021:01:26-04:05:00]  (Global) -> #7F7F7F|ADM||DJ|#FF0000Jimenez: Cada trabajo te explica al momento que lo vayas a coger 
[2021:01:26-04:05:00]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: weno xao
[2021:01:26-04:05:00]  (Local) -> (LOCAL)[9]~>|C|ogoying~>[Zetas]: f
[2021:01:26-04:05:01]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#0064FFtussy'2cb: ale todo bn
[2021:01:26-04:05:01]  (Local) -> (LOCAL)[5]Tetranutra-CAPU-: deja a la gente quieta pirobo
[2021:01:26-04:05:01]  (Local) -> (LOCAL)[1]elviejojuancho2cb: gracias
[2021:01:26-04:05:02]  (Local) -> (LOCAL)[1]Stuzzy.2cb: uy
[2021:01:26-04:05:05]  (Local) -> (LOCAL)[1]Natalia: uyyyyyyyyyyyyyyyyyyyyyyyyyyy
[2021:01:26-04:05:05]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: ust me escribe yo le explico
[2021:01:26-04:05:07]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: bno
[2021:01:26-04:05:09]  (Local) -> (LOCAL)[1]Eusebio'2cb: qns son los del dc
[2021:01:26-04:05:11]  (Team - Unemployed) -> (TEAM)Natalia: vamosssssssssssssssssssssssss
[2021:01:26-04:05:13]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: nos tiramos o bajamos con carro
[2021:01:26-04:05:13]  (Local) -> (LOCAL)[1]Stuzzy.2cb: ni idea
[2021:01:26-04:05:15]  (Global) -> jamoncerrano: jimenez
[2021:01:26-04:05:16]  (Local) -> (LOCAL)[8]KawaiiGirlsG: ME salgo de AUC hablan mal de la gente
[2021:01:26-04:05:17]  (Global) -> DonBazuco15: MARIO MIRA WHATS
[2021:01:26-04:05:17]  (Local) -> (LOCAL)[1]Stuzzy.2cb: por eso no quiero entrar :(
[2021:01:26-04:05:20]  (Local) -> (LOCAL)[1]Natalia: vamosssssssssssssssssssssss
[2021:01:26-04:05:22]  (Global) -> jamoncerrano: cambiese el nombrehermano :,(
[2021:01:26-04:05:25]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: pere
[2021:01:26-04:05:28]  (Local) -> (LOCAL)[7]MykeTowers|AK|: jaja
[2021:01:26-04:05:29]  (Global) -> #7F7F7F|ADM||DJ|#FF0000Jimenez: pq
[2021:01:26-04:05:29]  (Local) -> (LOCAL)[8]KawaiiGirlsG: Me tiene muy triste eso
[2021:01:26-04:05:31]  (Local) -> (LOCAL)[1]Don_Mario|CDP|: en cual nos vamos
[2021:01:26-04:05:34]  (Global) -> Tetranutra-CAPU-: estuzzi
[2021:01:26-04:05:34]  (Global) -> Radial'2cb: A
[2021:01:26-04:05:34]  (Local) -> (LOCAL)[7]MykeTowers|AK|: muy grosero
[2021:01:26-04:05:35]  (Global) -> javierRD(AK): admin
[2021:01:26-04:05:36]  (Global) -> #7F7F7F|ADM|#FF0000Balaclava|GDT: ads
[2021:01:26-04:05:37]  (Global) -> Tetranutra-CAPU-: donde estas
[2021:01:26-04:05:37]  (Local) -> (LOCAL)[5]SffOquez|6969.: ok
[2021:01:26-04:05:38]  (Local) -> (LOCAL)[7]Arison45[EVG]: se me descgo el cell espere
[2021:01:26-04:05:39]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: te amoooo
[2021:01:26-04:05:40]  (Local) -> (LOCAL)[1]SubditoDeSatanas|~GT: d
[2021:01:26-04:05:43]  (Local) -> (LOCAL)[2]Stuzzy.2cb: CABRON
[2021:01:26-04:05:45]  (Local) -> (LOCAL)[1]Natalia: hpttttttttttttttttttttttttttttttttttttttttttttt
[2021:01:26-04:05:46]  (Local) -> (LOCAL)[1]Kegorrrr|CDP|: shamal
[2021:01:26-04:05:47]  (Local) -> (LOCAL)[1]POLLO: como es
[2021:01:26-04:05:49]  (Local) -> (LOCAL)[9]MykeTowers|AK|: yeso q
[2021:01:26-04:05:49]  (Global) -> #7F7F7F|ADM|#FF0000Balaclava|GDT: llegó el cucklomas
[2021:01:26-04:05:50]  (Local) -> (LOCAL)[1]Natalia: i love
[2021:01:26-04:05:52]  (Local) -> (LOCAL)[10]MykeTowers|AK|: mk
[2021:01:26-04:05:54]  (Global) -> KawaiiGirlsG: QUE SEPAN QUE AUC HABLA MAL DE LA GENTE Y LE COBRA A TODOS 1 millon  PARA ESTAR 
[2021:01:26-04:05:54]  (Global) -> #7F7F7F|ADM|#FF0000KevinOcampo|GDT: putaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
[2021:01:26-04:05:56]  (Global) -> Jesus'2cb: jajajajajajjaja
[2021:01:26-04:05:58]  (Global) -> Poison2cb: jajajajajajaja 
[2021:01:26-04:05:59]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF0000Orgalor|AUC: olka
[2021:01:26-04:05:59]  (Local) -> (LOCAL)[1]Natalia: en el agua de nuevo jajajaa
[2021:01:26-04:06:00]  (Global) -> Defek: jasdjjasdja
[2021:01:26-04:06:02]  (Global) -> WarySwordsman45: fuck
[2021:01:26-04:06:02]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF0000Orgalor|AUC: ola amigo fabius
[2021:01:26-04:06:03]  (Local) -> (LOCAL)[8]Fabius|AUC: ola
[2021:01:26-04:06:03]  (Local) -> (LOCAL)[8]MykeTowers|AK|: uyyyy
[2021:01:26-04:06:05]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF0000Orgalor|AUC: comoestas
[2021:01:26-04:06:05]  (Local) -> (LOCAL)[7]MykeTowers|AK|: mk
[2021:01:26-04:06:06]  (Global) -> #7F7F7F|ADM|#FF0000Balaclava|GDT: jefe AUC
[2021:01:26-04:06:06]  (Local) -> (LOCAL)[1]Natalia: t/kill
[2021:01:26-04:06:06]  (Local) -> (LOCAL)[7]ratix: ok
[2021:01:26-04:06:06]  (Global) -> Pepo85: fuck
[2021:01:26-04:06:07]  (Global) -> Poison2cb: cree que le voy a comer cuento hp
[2021:01:26-04:06:07]  (Local) -> (LOCAL)[5]piltrafa_2cb: no le paran bolas jajajjajajajaajaj
[2021:01:26-04:06:08]  (Local) -> (LOCAL)[7]MykeTowers|AK|: ajja
[2021:01:26-04:06:08]  (Local) -> (LOCAL)[1]Arturo_Acera: ponle offroad en extra
[2021:01:26-04:06:10]  (Global) -> KawaiiGirlsG: ME SALGO DE AUC
[2021:01:26-04:06:12]  (Local) -> (LOCAL)[5]Fabius|AUC: todo bien todo correcto
[2021:01:26-04:06:14]  (Global) -> Jesus'2cb: ?
[2021:01:26-04:06:14]  (Local) -> (LOCAL)[2]Arturo_Acera: y wheel lock en 50
[2021:01:26-04:06:14]  (Local) -> (LOCAL)[9]Stuzzy.2cb: quiero que pongan el vip bundle ya
[2021:01:26-04:06:15]  (Local) -> (LOCAL)[9]MykeTowers|AK|: como asi
[2021:01:26-04:06:15]  (Local) -> (LOCAL)[10]Stuzzy.2cb: :(
[2021:01:26-04:06:16]  (Local) -> (LOCAL)[7]ratix: joda yo saliendo de esos caminos
[2021:01:26-04:06:17]  (Local) -> (LOCAL)[1]Don_Mario|CDP|: a a lgun bus
[2021:01:26-04:06:17]  (Global) -> javierRD(AK): este server tirne accesorios
[2021:01:26-04:06:19]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF0000Orgalor|AUC: bno
[2021:01:26-04:06:20]  (Global) -> Jesus'2cb: ese que
[2021:01:26-04:06:21]  (Local) -> (LOCAL)[1]Poison2cb: ajjajajaaj gnr
[2021:01:26-04:06:21]  (Local) -> (LOCAL)[1]Stuzzy.2cb: quiero un h3
[2021:01:26-04:06:22]  (Global) -> Jesus'2cb: jajaja
[2021:01:26-04:06:22]  (Local) -> (LOCAL)[2]Arturo_Acera: offroad de tierra
[2021:01:26-04:06:22]  (Local) -> (LOCAL)[1]Eusebio'2cb: pero el p1
[2021:01:26-04:06:24]  (Local) -> (LOCAL)[1]DrAGaN: chau
[2021:01:26-04:06:24]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|AUC: si con /ropita
[2021:01:26-04:06:25]  (Local) -> (LOCAL)[1]Poison2cb: nose ñro
[2021:01:26-04:06:29]  (Global) -> #7F7F7F|ADM||DJ|#FF0000Jimenez: hpp
[2021:01:26-04:06:30]  (Local) -> (LOCAL)[1]POLLO: perdon
[2021:01:26-04:06:30]  (Global) -> Jesus'2cb: ñro
[2021:01:26-04:06:32]  (Local) -> (LOCAL)[1]Stuzzy.2cb: este carrito aguanta
[2021:01:26-04:06:32]  (Local) -> (LOCAL)[1]Eusebio'2cb: si ponen este mandan el precio al piso:(
[2021:01:26-04:06:33]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|AUC: q es eso de saliendo zorra?
[2021:01:26-04:06:33]  (Local) -> (LOCAL)[1]2cb'Julian'XX: chau
[2021:01:26-04:06:34]  (Local) -> (LOCAL)[5]MykeTowers|AK|: sabe q
[2021:01:26-04:06:34]  (Global) -> WarySwordsman45: only medallo
[2021:01:26-04:06:36]  (Local) -> (LOCAL)[1]Natalia: oe
[2021:01:26-04:06:36]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|AUC: XD
[2021:01:26-04:06:37]  (Global) -> Arturo_Acera: COMO ASI QUE SALIENDO ZORRA
[2021:01:26-04:06:37]  (Global) -> Jesus'2cb: cuando vayamso as morir de risa
[2021:01:26-04:06:38]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: Bueno mor estuvo bueno el paseo la vrdad mañana jugamos pc
[2021:01:26-04:06:39]  (Global) -> Jesus'2cb: jajajajaja
[2021:01:26-04:06:40]  (Local) -> (LOCAL)[2]Eusebio'2cb: sizas
[2021:01:26-04:06:40]  (Global) -> Jesus'2cb: gnrr
[2021:01:26-04:06:42]  (Global) -> Andres~|GT: claro
[2021:01:26-04:06:43]  (Global) -> Andres~|GT: es q
[2021:01:26-04:06:44]  (Local) -> (LOCAL)[1]SubditoDeSatanas|~GT: d
[2021:01:26-04:06:45]  (Local) -> (LOCAL)[1]SubditoDeSatanas|~GT: d
[2021:01:26-04:06:46]  (Global) -> Andres~|GT: saliendozorr
[2021:01:26-04:06:46]  (Local) -> (LOCAL)[3]Eusebio'2cb: pero el p1 me trama mucho
[2021:01:26-04:06:46]  (Local) -> (LOCAL)[1]Natalia: de una
[2021:01:26-04:06:47]  (Local) -> (LOCAL)[1]SubditoDeSatanas|~GT: d
[2021:01:26-04:06:47]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor|AUC: pere
[2021:01:26-04:06:47]  (Local) -> (LOCAL)[2]Stuzzy.2cb: quiero uno :(
[2021:01:26-04:06:48]  (Global) -> Andres~|GT: a
[2021:01:26-04:06:49]  (Local) -> (LOCAL)[1]Natalia: me ire a dormir
[2021:01:26-04:06:49]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: eso
[2021:01:26-04:06:49]  (Local) -> (LOCAL)[1]Poison2cb: ah?
[2021:01:26-04:06:50]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: chao
[2021:01:26-04:06:51]  (Local) -> (LOCAL)[4]TIROFIJO420: asdadskjdakdjakdjaskjakasdjadskdsjaksja
[2021:01:26-04:06:52]  (Local) -> (LOCAL)[1]EmilioGaviria/GT: besos
[2021:01:26-04:06:52]  (Local) -> (LOCAL)[5]Stuzzy.2cb: cual
[2021:01:26-04:06:53]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|AUC: saliendo zorra
[2021:01:26-04:06:56]  (Local) -> (LOCAL)[1]javierRD(AK): que vale este auto
[2021:01:26-04:06:57]  (Local) -> (LOCAL)[5]MykeTowers|AK|: queme uno
[2021:01:26-04:06:57]  (Local) -> (LOCAL)[1]Natalia: mañana jugamos
[2021:01:26-04:06:58]  (Local) -> (LOCAL)[3]SffOquez|6969.: bna
[2021:01:26-04:06:59]  (Global) -> Andres~|GT: saliendozorr
[2021:01:26-04:06:59]  (Global) -> KawaiiGirlsG: Saliendo zorra 
[2021:01:26-04:07:00]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#0064FFtussy'2cb: llegue a discord malparido
[2021:01:26-04:07:01]  (Global) -> #7F7F7F|ADM|#FF0000Orgalor|AUC: creo q es una invocacion a Lopez
[2021:01:26-04:07:01]  (Local) -> (LOCAL)[2]Eusebio'2cb: el que puso strange
[2021:01:26-04:07:05]  (Global) -> #7F7F7F|ADM|#FF0000KevinOcampo|GDT: aghhhh gonorrea
[2021:01:26-04:07:06]  (Local) -> (LOCAL)[3]MykeTowers|AK|: uuy
[2021:01:26-04:07:06]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000Orgalor|AUC: pere
[2021:01:26-04:07:07]  (Local) -> (LOCAL)[4]Poison2cb: ñro al vago yo le escucho mas claro que a ud
[2021:01:26-04:07:13]  (Local) -> (LOCAL)[1]Stivenv28[GT]: zolo gt pa
[2021:01:26-04:07:14]  (Global) -> Jesus'2cb: tengo el celular lejos
[2021:01:26-04:07:15]  (Team - Criminals) -> (TEAM)Stuzzy.2cb: uajajaw
[2021:01:26-04:07:19]  (Local) -> (LOCAL)[1]Flaco'K|2cb: Mk yo estab habalndo por wwpp y nadie contestaba
[2021:01:26-04:07:24]  (Local) -> (LOCAL)[5][POPPER]2cb: BUENA
[2021:01:26-04:07:25]  (Local) -> (LOCAL)[1]Stuzzy.2cb: mate a duke
[2021:01:26-04:07:26]  (Local) -> (LOCAL)[1]Stivenv28[GT]: zolo gt pa
[2021:01:26-04:07:27]  (Local) -> (LOCAL)[1]Stuzzy.2cb: :=
[2021:01:26-04:07:29]  (Local) -> (LOCAL)[1]$Aragan$*[2cb]: solo AUC
[2021:01:26-04:07:29]  (Local) -> (LOCAL)[1]Don_Mario|CDP|: ajajajja
[2021:01:26-04:07:30]  (Local) -> (LOCAL)[3]Eusebio'2cb: ay
[2021:01:26-04:07:31]  (Local) -> (LOCAL)[1]Kegorrrr|CDP|: jajajjajaja
[2021:01:26-04:07:32]  (Global) -> AK_Sebastian_largote: por mk kegorrr
[2021:01:26-04:07:32]  (Local) -> (LOCAL)[1]Stuzzy.2cb: ai
[2021:01:26-04:07:33]  (Local) -> (LOCAL)[1]Stivenv28[GT]: no sr
[2021:01:26-04:07:34]  (Local) -> (LOCAL)[6]MykeTowers|AK|: ?
[2021:01:26-04:07:34]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#0064FFtussy'2cb: .l.
[2021:01:26-04:07:34]  (Team - Criminals) -> (TEAM)Eusebio'2cb: yo le enseñe a jugar a ese jajajsj
[2021:01:26-04:07:36]  (Local) -> (LOCAL)[1]Don_Mario|CDP|: falto saltar
[2021:01:26-04:07:38]  (Team - Services) -> (TEAM)Chikkusaaaa: y
[2021:01:26-04:07:40]  (Local) -> (LOCAL)[1]Don_Mario|CDP|: otraves
[2021:01:26-04:07:40]  (Local) -> (LOCAL)[8]ratix: respete a la burrita
[2021:01:26-04:07:42]  (Local) -> (LOCAL)[3]SffOquez|6969.: a
[2021:01:26-04:07:43]  (Local) -> (LOCAL)[1]Don_Mario|CDP|: o que
[2021:01:26-04:07:48]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor|AUC: a ok
[2021:01:26-04:07:48]  (Local) -> (LOCAL)[8]juann[EVG]: que pena pa
[2021:01:26-04:07:48]  (Local) -> (LOCAL)[4]TIROFIJO420: efe
[2021:01:26-04:07:49]  (Local) -> (LOCAL)[1]Kegorrrr|CDP|: vamos
[2021:01:26-04:07:50]  (Local) -> (LOCAL)[3]TIROFIJO420: ww
[2021:01:26-04:07:52]  (Local) -> (LOCAL)[4][POPPER]2cb: espere
[2021:01:26-04:07:53]  (Local) -> (LOCAL)[2]SffOquez|6969.: XDDDDDDDDD
[2021:01:26-04:07:53]  (Local) -> (LOCAL)[2]TIROFIJO420: no anda n
[2021:01:26-04:07:55]  (Local) -> (LOCAL)[2]SffOquez|6969.: q paso
[2021:01:26-04:07:55]  (Local) -> (LOCAL)[2]TIROFIJO420: xddddd
[2021:01:26-04:07:58]  (Global) -> Jesus'2cb: una niña
[2021:01:26-04:07:59]  (Global) -> WarySwordsman45: alguien me explica como trabjar
[2021:01:26-04:07:59]  (Local) -> (LOCAL)[3]Fabius|AUC: este carro esta mas alto q las torres gemelas
[2021:01:26-04:08:00]  (Local) -> (LOCAL)[4][POPPER]2cb: ME PONGO DE TOMBO
[2021:01:26-04:08:00]  (Local) -> (LOCAL)[2]SffOquez|6969.: salte
[2021:01:26-04:08:02]  (Local) -> (LOCAL)[4]Poison2cb: es ud?
[2021:01:26-04:08:02]  (Global) -> #7F7F7F|ADM|#FF0000Lopez: ( ͠; ᴥ ͠;)
[2021:01:26-04:08:03]  (Local) -> (LOCAL)[4]Stuzzy.2cb: mirele las llantas al de fabius
[2021:01:26-04:08:03]  (Local) -> (LOCAL)[3]TIROFIJO420: NO TENGO IDEA
[2021:01:26-04:08:03]  (Global) -> #7F7F7F|ADM|#FF0000Lopez: ( ͠; ᴥ ͠;)
[2021:01:26-04:08:05]  (Local) -> (LOCAL)[2]TIROFIJO420: LE UNDO W
[2021:01:26-04:08:05]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Orgalor|AUC: ajsjasj
[2021:01:26-04:08:05]  (Local) -> (LOCAL)[1]Don_Mario|CDP|: maneje si quiere
[2021:01:26-04:08:05]  (Local) -> (LOCAL)[4]Poison2cb: eso
[2021:01:26-04:08:06]  (Local) -> (LOCAL)[2]SffOquez|6969.: salte
[2021:01:26-04:08:06]  (Global) -> AGUAPANELA-[GT]: oe cual le pongo
[2021:01:26-04:08:07]  (Local) -> (LOCAL)[2]TIROFIJO420: YXDDD
[2021:01:26-04:08:07]  (Global) -> Jesus'2cb: wtf
[2021:01:26-04:08:12]  (Local) -> (LOCAL)[4]Brahian|2cb|: jajajja
[2021:01:26-04:08:14]  (Local) -> (LOCAL)[2]TIROFIJO420: ME BUGEO LA GRUA
[2021:01:26-04:08:17]  (Local) -> (LOCAL)[3]Arturo_Acera: no bro
[2021:01:26-04:08:17]  (Local) -> (LOCAL)[3]TIROFIJO420: YO CREO
[2021:01:26-04:08:18]  (Local) -> (LOCAL)[3]SffOquez|6969.: XDDDDDDDDDDDDDDDDDDDDD
[2021:01:26-04:08:18]  (Local) -> (LOCAL)[4]Tetranutra-CAPU-: JAJAJAJA
[2021:01:26-04:08:19]  (Local) -> (LOCAL)[1]Poison2cb: ajajjajaa gnr
[2021:01:26-04:08:23]  (Global) -> Mate0: mateme
[2021:01:26-04:08:23]  (Local) -> (LOCAL)[2]Arturo_Acera: estaba esperando al panita pa borondiar
[2021:01:26-04:08:24]  (Local) -> (LOCAL)[2]TIROFIJO420: BUENO IGUAL
[2021:01:26-04:08:25]  (Local) -> (LOCAL)[2]Arturo_Acera: se nos pega?
[2021:01:26-04:08:26]  (Local) -> (LOCAL)[2]javierRD(AK): HOLA
[2021:01:26-04:08:28]  (Local) -> (LOCAL)[4]Brahian|2cb|: mera coordinacion
[2021:01:26-04:08:29]  (Global) -> POLLO: perico esta?
[2021:01:26-04:08:29]  (Local) -> (LOCAL)[2]Poison2cb: venecoÇ?
[2021:01:26-04:08:29]  (Local) -> (LOCAL)[2]SffOquez|6969.: mk como se le va pegar al man
[2021:01:26-04:08:31]  (Local) -> (LOCAL)[2]Eusebio'2cb: XD
[2021:01:26-04:08:31]  (Local) -> (LOCAL)[6]MykeTowers|AK|: no pero hablen algo pues
[2021:01:26-04:08:33]  (Local) -> (LOCAL)[4]Tetranutra-CAPU-: jajaj sisas
[2021:01:26-04:08:42]  (Local) -> (LOCAL)[9]KawaiiGirlsG: Somos timidas
[2021:01:26-04:08:48]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF0000Orgalor|AUC: XD
[2021:01:26-04:08:52]  (Local) -> (LOCAL)[6]Fabius|AUC: jasjak
[2021:01:26-04:08:54]  (Local) -> (LOCAL)[3]Arturo_Acera: AGUAPANELA VAMOS PUES
[2021:01:26-04:08:55]  (Local) -> (LOCAL)[4][POPPER]2cb: A AMU
[2021:01:26-04:08:57]  (Local) -> (LOCAL)[9]SubditoDeSatanas|~GT: hey
[2021:01:26-04:08:58]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF0000Orgalor|AUC: se lo subio bala?
[2021:01:26-04:08:58]  (Local) -> (LOCAL)[9]POLLO: hola
[2021:01:26-04:08:59]  (Global) -> SffOquez|6969.: rrrda loco
[2021:01:26-04:08:59]  (Global) -> #7F7F7F|ADM|#FF0000KevinOcampo|GDT: xd
[2021:01:26-04:09:00]  (Local) -> (LOCAL)[4][POPPER]2cb: TENGO QUE COMPRAR EL LASER
[2021:01:26-04:09:03]  (Local) -> (LOCAL)[10]SubditoDeSatanas|~GT: te invite a la gang
[2021:01:26-04:09:04]  (Local) -> (LOCAL)[4]Poison2cb: ok
[2021:01:26-04:09:04]  (Local) -> (LOCAL)[1]Fabius|AUC: no
[2021:01:26-04:09:07]  (Local) -> (LOCAL)[8]SffOquez|6969.: ya o q
[2021:01:26-04:09:07]  (Local) -> (LOCAL)[2]Fabius|AUC: un amigo de 2cb
[2021:01:26-04:09:08]  (Local) -> (LOCAL)[9]TIROFIJO420: AAJSADJKSADJKDSJADSKSA
[2021:01:26-04:09:10]  (Local) -> (LOCAL)[1]Cristian--GT: NO TENGO ESTRELLAS
[2021:01:26-04:09:12]  (Local) -> (LOCAL)[5]pipo: ag soy 2cb
[2021:01:26-04:09:12]  (Local) -> (LOCAL)[9]SffOquez|6969.: XDDDDDDDDDDDDDDDDDDDD
[2021:01:26-04:09:12]  (Local) -> (LOCAL)[9]SubditoDeSatanas|~GT: y te venia a preguntar si ya tenias mi plata C:?
[2021:01:26-04:09:14]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF0000Orgalor|AUC: uy quieto
[2021:01:26-04:09:16]  (Global) -> POLLO: pero si ya estoy
[2021:01:26-04:09:16]  (Local) -> (LOCAL)[2]pipo: no me chmbee
[2021:01:26-04:09:17]  (Local) -> (LOCAL)[9]SffOquez|6969.: nea pida jail
