This file was generated by Console at 2020:12:18-00:00:04



[2020:12:18-00:00:04]  (Local) -> (LOCAL)[11]COMANDANTEEE: bn
[2020:12:18-01:05:38]  (Global) -> ElRodriguez: oe quien es admin
[2020:12:18-01:05:39]  (Global) -> Sancocho-Kun: cooomow 
[2020:12:18-01:05:41]  (Global) -> KP=W4$LTER: y mi regalo :(
[2020:12:18-01:05:42]  (Team - Services) -> (TEAM)KRATTOSClarinet: ni ideaaa
[2020:12:18-01:05:44]  (Global) -> Sancocho-Kun: XD
[2020:12:18-01:05:45]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FFFF00|EVG|CrudoMeansRaw: sisas jaja ahi consiguen full paga
[2020:12:18-01:05:46]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00ReizerB: nos acuerda el domingo
[2020:12:18-01:05:47]  (Global) -> KP=W4$LTER: a ya :$
[2020:12:18-01:05:49]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FFFF00|EVG|CrudoMeansRaw: breve
[2020:12:18-01:05:53]  (Local) -> (LOCAL)[3]2cb'DrStrange: sancocho
[2020:12:18-01:05:55]  (Global) -> [CAPU]McUribe: holaa
[2020:12:18-01:05:58]  (Team - Unemployed) -> (TEAM)KP=W4$LTER: /entrarevento SOYGAY
[2020:12:18-01:06:00]  (Local) -> (LOCAL)[2]Sancocho-Kun: q
[2020:12:18-01:06:01]  (Local) -> (LOCAL)[11][MZ]24k: A quien necesita¿
[2020:12:18-01:06:01]  (Global) -> KP=W4$LTER: puta
[2020:12:18-01:06:02]  (Local) -> (LOCAL)[2]2cb'DrStrange: revisa la invitacion
[2020:12:18-01:06:02]  (Global) -> KP=W4$LTER: jsjasjasjasja
[2020:12:18-01:06:07]  (Local) -> (LOCAL)[3]LocaHp: mira invis
[2020:12:18-01:06:08]  (Global) -> #7F7F7F|CVR|#FF5C00_SEMDS_: soy g
[2020:12:18-01:06:09]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: salta
[2020:12:18-01:06:09]  (Global) -> [CAPU]McUribe: Que hacen aqui mi fai, para saber
[2020:12:18-01:06:11]  (Global) -> 2cb'Chirretico: q
[2020:12:18-01:06:12]  (Local) -> (LOCAL)[6]2cB'IBIZA: mire berna
[2020:12:18-01:06:13]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: sobre
[2020:12:18-01:06:15]  (Local) -> (LOCAL)[4]2cB'IBIZA: come curo
[2020:12:18-01:06:17]  (Local) -> (LOCAL)[3]Sancocho-Kun: no me aparece nada xdnt
[2020:12:18-01:06:18]  (Local) -> (LOCAL)[12][MZ]24k: Estamos roleando
[2020:12:18-01:06:19]  (Global) -> LocaHp: q temaiken
[2020:12:18-01:06:19]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: la moto y pisa x
[2020:12:18-01:06:20]  (Local) -> (LOCAL)[2]Apu: QVA
[2020:12:18-01:06:20]  (Local) -> (LOCAL)[2]2cB'IBIZA: como me curo
[2020:12:18-01:06:21]  (Local) -> (LOCAL)[2]KRATTOSClarinet: donde
[2020:12:18-01:06:21]  (Global) -> KP=W4$LTER: como es al contra
[2020:12:18-01:06:21]  (Global) -> ElRodriguez: quien fue el hijueputa que me metio a la carcel y yo sin hacer nada
[2020:12:18-01:06:24]  (Global) -> KP=W4$LTER: :(
[2020:12:18-01:06:24]  (Global) -> [CAPU]McUribe: ah breve la buena
[2020:12:18-01:06:25]  (Global) -> 2cb,francovillar: porfador nidi entre
[2020:12:18-01:06:25]  (Local) -> (LOCAL)[2]2cB'IBIZA: mira
[2020:12:18-01:06:26]  (Local) -> (LOCAL)[4]Apu: Bueno me voy
[2020:12:18-01:06:32]  (Local) -> (LOCAL)[3]Apu: arriba
[2020:12:18-01:06:34]  (Local) -> (LOCAL)[3]Apu: arriba
[2020:12:18-01:06:34]  (Local) -> (LOCAL)[12]2cb,francovillar: para juera
[2020:12:18-01:06:35]  (Local) -> (LOCAL)[3]Apu: arriba
[2020:12:18-01:06:36]  (Local) -> (LOCAL)[3]2cB'IBIZA: berna
[2020:12:18-01:06:36]  (Local) -> (LOCAL)[3]Apu: arriba
[2020:12:18-01:06:38]  (Local) -> (LOCAL)[3]2cB'IBIZA: mira como me curo
[2020:12:18-01:06:46]  (Global) -> KP=W4$LTER: demen la contra :(
[2020:12:18-01:06:46]  (Global) -> [2cb]MOLINA: haganme tele al hospital porfavor
[2020:12:18-01:06:47]  (Local) -> (LOCAL)[15]AK~Fear: representando
[2020:12:18-01:06:49]  (Local) -> (LOCAL)[2]2cB'IBIZA: uves
[2020:12:18-01:06:52]  (Local) -> (LOCAL)[2]2cB'IBIZA: si vez
[2020:12:18-01:06:54]  (Global) -> -![Z]:_JUAN: jjjjjjjjjjjjjjjjjjja
[2020:12:18-01:06:56]  (Local) -> (LOCAL)[14]SUPAPA: 2018 jsjs
[2020:12:18-01:07:01]  (Team - Law Enforcement) -> (TEAM)CAPITAN-MARINO: /sound
[2020:12:18-01:07:01]  (Local) -> (LOCAL)[4]Sancocho-Kun: uy
[2020:12:18-01:07:01]  (Local) -> (LOCAL)[4]CAPU~!Algarete: COMOOOOOOOOOOO
[2020:12:18-01:07:15]  (Team - Unemployed) -> (TEAM)2cb,francovillar: se puede ir
[2020:12:18-01:07:16]  (Local) -> (LOCAL)[1]KRATTOSClarinet: tiene bug y me caigo
[2020:12:18-01:07:19]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: jajkajkakj
[2020:12:18-01:07:19]  (Global) -> Sancocho-Kun: uy kieto AAJAJADSJ XD
[2020:12:18-01:07:20]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Lopez: bruto
[2020:12:18-01:07:24]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: estas con bajos fps
[2020:12:18-01:07:24]  (Global) -> #7F7F7F|CVR|#FF5C00+|Megu: Ohayo
[2020:12:18-01:07:27]  (Global) -> 2cb'DrStrange: jajaja
[2020:12:18-01:07:29]  (Global) -> LocaHp: naaaa
[2020:12:18-01:07:35]  (Global) -> Sancocho-Kun: me dejaron pintado en el pis
[2020:12:18-01:07:37]  (Global) -> Sancocho-Kun: o
[2020:12:18-01:07:38]  (Local) -> (LOCAL)[1]LocaHp: bera
[2020:12:18-01:07:41]  (Global) -> ElRodriguez: oe
[2020:12:18-01:07:42]  (Global) -> 2cB'PULIDUSKI: como se miran los puntos de drifter
[2020:12:18-01:07:42]  (Local) -> (LOCAL)[2]LocaHp: berna
[2020:12:18-01:07:45]  (Local) -> (LOCAL)[2]LocaHp: regalame 20k
[2020:12:18-01:07:47]  (Local) -> (LOCAL)[1]LocaHp: porfa
[2020:12:18-01:07:48]  (Global) -> #7F7F7F|CVR|#FF5C00+|Megu: f9
[2020:12:18-01:07:49]  (Global) -> ElRodriguez: cuanto le valio el carro
[2020:12:18-01:07:54]  (Phone:SMS) -> From KRATTOSClarinet | To: ReizerB | Message: gracias bro
[2020:12:18-01:08:00]  (Global) -> 2cB'PULIDUSKI: pero los que yo llevo
[2020:12:18-01:08:01]  (Local) -> (LOCAL)[12]AK~Fear: que no lo mate
[2020:12:18-01:08:05]  (Global) -> #7F7F7F|CVR|#FF5C00+|Megu: nao nao
[2020:12:18-01:08:11]  (Local) -> (LOCAL)[4]CAPU~!Algarete: PQ TANTOS
[2020:12:18-01:08:12]  (Local) -> (LOCAL)[9]2cb,francovillar: oe
[2020:12:18-01:08:14]  (Local) -> (LOCAL)[3]2cb'Fabius: jjajaj
[2020:12:18-01:08:17]  (Local) -> (LOCAL)[3]2cb'Fabius: como hizo eso
[2020:12:18-01:08:20]  (Local) -> (LOCAL)[3]2cB'IBIZA: xd
[2020:12:18-01:08:20]  (Local) -> (LOCAL)[9]AK~Fear: no escucho que es amigo de vibra
[2020:12:18-01:08:24]  (Local) -> (LOCAL)[9]2cb,francovillar: no degen dentrar gente
[2020:12:18-01:08:27]  (Global) -> KRATTOSClarinet: t
[2020:12:18-01:08:28]  (Global) -> KP=W4$LTER: con mi burrito sabanero
[2020:12:18-01:08:31]  (Local) -> (LOCAL)[2]KRATTOSClarinet: ya vengo
[2020:12:18-01:08:32]  (Local) -> (LOCAL)[9]SUPAPA: oe franco
[2020:12:18-01:08:37]  (Local) -> (LOCAL)[2]2cB'IBIZA: ya c curarme como lo hace montes
[2020:12:18-01:08:37]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00ReizerB: oe
[2020:12:18-01:08:38]  (Global) -> KP=W4$LTER: voy camino a belen
[2020:12:18-01:08:39]  (Local) -> (LOCAL)[2]2cB'IBIZA: o tussy
[2020:12:18-01:08:41]  (Local) -> (LOCAL)[9]2cb,francovillar: para fuera
[2020:12:18-01:08:42]  (Local) -> (LOCAL)[2]2cb*ARETE: perdon
[2020:12:18-01:08:43]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: fastidioso como siempre
[2020:12:18-01:08:44]  (Local) -> (LOCAL)[2]2cb'Fabius: como
[2020:12:18-01:08:47]  (Local) -> (LOCAL)[2]2cb'RandyNotaLoca: ese hiro es todo marica
[2020:12:18-01:08:47]  (Local) -> (LOCAL)[9][MZ]24k: Solo vibra
[2020:12:18-01:08:51]  (Local) -> (LOCAL)[5]2cb'Fabius: whatsapp mejor
[2020:12:18-01:08:52]  (Local) -> (LOCAL)[5]Apu: AA
[2020:12:18-01:08:52]  (Global) -> KP=W4$LTER: si me ven, si me ven
[2020:12:18-01:08:53]  (Local) -> (LOCAL)[9]SUPAPA: yo soy seguridad de vibra
[2020:12:18-01:08:53]  (Global) -> 2cb,francovillar: solo vibra
[2020:12:18-01:08:54]  (Local) -> (LOCAL)[5]2cb'KesoDePene: ajsjasj
[2020:12:18-01:08:54]  (Global) -> 2cb'DrStrange: el jeffer vale jskjakjskajskjaksj
[2020:12:18-01:08:54]  (Local) -> (LOCAL)[5]2cB'IBIZA: tambien hay q tener ajilidad
[2020:12:18-01:08:55]  (Local) -> (LOCAL)[5]2cb'RandyNotaLoca: pa q se fue para zetas
[2020:12:18-01:08:57]  (Local) -> (LOCAL)[5]Apu: Me voy a rezar la novema
[2020:12:18-01:08:58]  (Local) -> (LOCAL)[5]2cB'IBIZA: aaa mi ping
[2020:12:18-01:08:58]  (Global) -> KP=W4$LTER: voy camino a belen
[2020:12:18-01:09:01]  (Local) -> (LOCAL)[2]Apu: se cuidan
[2020:12:18-01:09:01]  (Local) -> (LOCAL)[2]2cb'Fabius: es como les dije?
[2020:12:18-01:09:02]  (Team - Criminals) -> (TEAM)2cb'RandyNotaLoca: j
[2020:12:18-01:09:03]  (Local) -> (LOCAL)[2]Apu: q ganen
[2020:12:18-01:09:05]  (Local) -> (LOCAL)[2]Apu: xao xao
[2020:12:18-01:09:07]  (Local) -> (LOCAL)[2]2cb'RandyNotaLoca: jajsja yo ya la hice
[2020:12:18-01:09:08]  (Local) -> (LOCAL)[2]2cb'KesoDePene: bno
[2020:12:18-01:09:10]  (Local) -> (LOCAL)[2]2cb'RandyNotaLoca: bno igual
[2020:12:18-01:09:12]  (Global) -> Sancocho-Kun: coooomo
[2020:12:18-01:09:13]  (Global) -> KP=W4$LTER: musica costeña 2020
[2020:12:18-01:09:14]  (Local) -> (LOCAL)[9]2cb,francovillar: solu vibra
[2020:12:18-01:09:19]  (Global) -> [CAPU]McUribe: hola
[2020:12:18-01:09:21]  (Global) -> [CAPU]McUribe: xdd
[2020:12:18-01:09:22]  (Global) -> (CAPU)Arnulfo_Punketo: ey me bugue
[2020:12:18-01:09:25]  (Local) -> (LOCAL)[10]2cb,francovillar: para fuera
[2020:12:18-01:09:26]  (Global) -> 2cb'DrStrange: eso
[2020:12:18-01:09:28]  (Local) -> (LOCAL)[2]-![Z]:_JUAN: ez
[2020:12:18-01:09:33]  (Global) -> 2cB'PULIDUSKI: como miro mis puntos de drift
[2020:12:18-01:09:39]  (Global) -> 2cb'RandyNotaLoca: zZzZz
[2020:12:18-01:09:41]  (Global) -> 2cb'DrStrange: jajajsjkajskajska
[2020:12:18-01:09:45]  (Local) -> (LOCAL)[4]2cB'IBIZA: nah
[2020:12:18-01:09:46]  (Global) -> XqCL: qué carrito me recomiendan comprar? tengo 500k
[2020:12:18-01:09:48]  (Local) -> (LOCAL)[4]2cb'Fabius: estos pueden ver mil persoans y solo me apuntan
[2020:12:18-01:09:48]  (Local) -> (LOCAL)[10]AK~Fear: muy aprovechado
[2020:12:18-01:09:48]  (Local) -> (LOCAL)[4]2cB'IBIZA: q gonorrea de ping
[2020:12:18-01:09:49]  (Local) -> (LOCAL)[4]2cb'Fabius: jjajajaj
[2020:12:18-01:09:51]  (Global) -> 2cb,francovillar: para fuera
[2020:12:18-01:09:51]  (Global) -> 2cb'DrStrange: el vale tiene como logro de vida matarme
[2020:12:18-01:09:51]  (Global) -> Sancocho-Kun: ey dizq en las turfs con el sofá XD
[2020:12:18-01:09:53]  (Global) -> 2cb'DrStrange: kjskajksjkajksjajk
[2020:12:18-01:10:01]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: a donde?
[2020:12:18-01:10:03]  (Global) -> Sancocho-Kun: parchado
[2020:12:18-01:10:06]  (Global) -> 2cb,francovillar: solo vibra
[2020:12:18-01:10:07]  (Local) -> (LOCAL)[2]-![Z]:_JUAN: ez
[2020:12:18-01:10:09]  (Global) -> XqCL: qué carrito me recomiendan comprar? tengo 500ka
[2020:12:18-01:10:10]  (Local) -> (LOCAL)[1]KRATTOSClarinet: me llevas al trasbajo porfa
[2020:12:18-01:10:17]  (Local) -> (LOCAL)[1]2cb'KesoDePene: drift
[2020:12:18-01:10:18]  (Local) -> (LOCAL)[1]g7: jajajajajajajaj
[2020:12:18-01:10:21]  (Local) -> (LOCAL)[1]-![Z]:_JUAN: ez
[2020:12:18-01:10:21]  (Team - Services) -> (TEAM)Raiden527: /resign
[2020:12:18-01:10:22]  (Global) -> 2cb'DrStrange: sigue ahorrando amigo
[2020:12:18-01:10:23]  (Global) -> ElRodriguez: no te alcanza xcd
[2020:12:18-01:10:24]  (Local) -> (LOCAL)[1]2cb'RandyNotaLoca: espere cojamos esta
[2020:12:18-01:10:26]  (Global) -> #7F7F7F|CVR|#FF0000+|Megu: Uranus
[2020:12:18-01:10:39]  (Local) -> (LOCAL)[1]2cb'RandyNotaLoca: sta mrd es eterna
[2020:12:18-01:10:42]  (Global) -> 2cb,francovillar: para fuera
[2020:12:18-01:10:43]  (Local) -> (LOCAL)[1]2cb'KesoDePene: uy si
[2020:12:18-01:10:43]  (Team - Unemployed) -> (TEAM)Raiden527: /resign
[2020:12:18-01:10:45]  (Global) -> 2cb'DrStrange: noooo jajajaja
[2020:12:18-01:10:46]  (Local) -> (LOCAL)[1]2cb'KesoDePene: q pereza
[2020:12:18-01:10:48]  (Local) -> (LOCAL)[1]2cb'RandyNotaLoca: qn es ud
[2020:12:18-01:10:48]  (Global) -> 2cb'DrStrange: con mp5
[2020:12:18-01:10:49]  (Global) -> 2cb'DrStrange: JAKJSKJAKJA
[2020:12:18-01:10:51]  (Local) -> (LOCAL)[1]2cb'KesoDePene: jolyne
[2020:12:18-01:10:51]  (Local) -> (LOCAL)[5](CAPU)Arnulfo_Punketo: hola orion
[2020:12:18-01:10:52]  (Local) -> (LOCAL)[1]2cb'KesoDePene: y ud
[2020:12:18-01:10:53]  (Local) -> (LOCAL)[1]2cb'RandyNotaLoca: a
[2020:12:18-01:10:54]  (Team - Unemployed) -> (TEAM)2cb,francovillar: solo vibra
[2020:12:18-01:10:55]  (Local) -> (LOCAL)[1]2cb'RandyNotaLoca: pinina
[2020:12:18-01:10:55]  (Local) -> (LOCAL)[5]CAPU|~Orion~|: ola
[2020:12:18-01:10:58]  (Local) -> (LOCAL)[1]2cb'KesoDePene: asjjasj
[2020:12:18-01:11:00]  (Local) -> (LOCAL)[1]KRATTOSClarinet: graciasñ
[2020:12:18-01:11:01]  (Local) -> (LOCAL)[10]2cb,francovillar: siu
[2020:12:18-01:11:19]  (Global) -> 2cB'PULIDUSKI: como miro mis puntos de drift
[2020:12:18-01:11:19]  (Team - Unemployed) -> (TEAM)Raiden527: /resign
[2020:12:18-01:11:27]  (Local) -> (LOCAL)[3](POPEYE): jajajja
[2020:12:18-01:11:28]  (Local) -> (LOCAL)[1]Z_jeferuwu: discord
[2020:12:18-01:11:28]  (Local) -> (LOCAL)[1]2cb'KesoDePene: toy q me meo
[2020:12:18-01:11:29]  (Local) -> (LOCAL)[3]-![Z]:_JUAN: ez
[2020:12:18-01:11:34]  (Local) -> (LOCAL)[1]2cb'RandyNotaLoca: yo igual ñero
[2020:12:18-01:11:34]  (Global) -> 2cb,francovillar: solo vibra}+
[2020:12:18-01:11:41]  (Team - Unemployed) -> (TEAM)Raiden527: /resign
[2020:12:18-01:11:49]  (Local) -> (LOCAL)[7]2cb,francovillar: oe
[2020:12:18-01:11:51]  (Local) -> (LOCAL)[2]KP=W4$LTER: puta
[2020:12:18-01:11:52]  (Local) -> (LOCAL)[4][MZ]24k: harol pille waasa
[2020:12:18-01:11:53]  (Local) -> (LOCAL)[2]KP=W4$LTER: se me abrio
[2020:12:18-01:11:54]  (Local) -> (LOCAL)[2]2cb'Fabius: na mucho hp
[2020:12:18-01:11:57]  (Local) -> (LOCAL)[2]KP=W4$LTER: se panel
[2020:12:18-01:11:58]  (Local) -> (LOCAL)[4][AK]Nvxlss: bree
[2020:12:18-01:12:00]  (Local) -> (LOCAL)[4]2cb,francovillar: no dege entra gente
[2020:12:18-01:12:01]  (Global) -> GUSTAVO:  °͜ʖ°?
[2020:12:18-01:12:10]  (Local) -> (LOCAL)[1]2cb'KesoDePene: no mca, me vy a mear
[2020:12:18-01:12:11]  (Local) -> (LOCAL)[2]Sancocho-Kun: a mimir
[2020:12:18-01:12:12]  (Local) -> (LOCAL)[1]2cb'KesoDePene: no tardo
[2020:12:18-01:12:13]  (Local) -> (LOCAL)[1]2cb'KesoDePene: afk
[2020:12:18-01:12:16]  (Global) -> [Kp]-[C]ogoying: marica no me deja entrar al evento
[2020:12:18-01:12:16]  (Local) -> (LOCAL)[1]KP=W4$LTER: cambiele ese negro
[2020:12:18-01:12:17]  (Local) -> (LOCAL)[1]2cb'KesoDePene: no me aguanto asjjasjs
[2020:12:18-01:12:18]  (Local) -> (LOCAL)[1]KP=W4$LTER: xd
[2020:12:18-01:12:19]  (Global) -> Gilaexxx: porque no me deja trabajar de taxista??
[2020:12:18-01:12:23]  (Local) -> (LOCAL)[4]2cb,francovillar: si este un polica
[2020:12:18-01:12:24]  (Global) -> 0TostadoraGamer0: por pobre
[2020:12:18-01:12:29]  (Global) -> Sancocho-Kun: jmm
[2020:12:18-01:12:36]  (Local) -> (LOCAL)[4]2cb,francovillar: lu puse a cuibar
[2020:12:18-01:12:38]  (Global) -> Z_jeferuwu: ez
[2020:12:18-01:12:38]  (Local) -> (LOCAL)[5](CAPU)Arnulfo_Punketo: que rico
[2020:12:18-01:12:38]  (Global) -> XqCL: Un policia me explotó el camionsito :(
[2020:12:18-01:12:42]  (Local) -> (LOCAL)[5](CAPU)Arnulfo_Punketo: *abre la boca*
[2020:12:18-01:12:50]  (Global) -> Gilaexxx: le doy en laburar y no me dice nada
[2020:12:18-01:13:12]  (Team - Services) -> (TEAM)Gilaexxx: donde voy a ser taxista??
[2020:12:18-01:13:19]  (Global) -> #7F7F7F|CVR|#FFFF00Lopez: tiene que ir a la bandera roja
[2020:12:18-01:13:23]  (Local) -> (LOCAL)[5]2cb,francovillar: oe
[2020:12:18-01:13:24]  (Global) -> #7F7F7F|CVR|#FFFF00Lopez: en el mapa le sale
[2020:12:18-01:13:30]  (Local) -> (LOCAL)[6]2cb,francovillar: para fuera
[2020:12:18-01:13:48]  (Local) -> (LOCAL)[6]2cb,francovillar: wpara fuera
[2020:12:18-01:13:52]  (Global) -> 2cB'PULIDUSKI: como miro mis puntos de drift
[2020:12:18-01:13:52]  (Global) -> 2cB'IBIZA: xd
[2020:12:18-01:13:55]  (Local) -> (LOCAL)[6][Perico]: para fuera gualdron
[2020:12:18-01:14:00]  (Local) -> (LOCAL)[4][AK]Nvxlss: XD
[2020:12:18-01:14:05]  (Local) -> (LOCAL)[3]SUPAPA: jsjsjs
[2020:12:18-01:14:06]  (Team - Unemployed) -> (TEAM)2cb,francovillar: mo matamos
[2020:12:18-01:14:08]  (Local) -> (LOCAL)[6]g7: jajajajajaj severo
[2020:12:18-01:14:08]  (Local) -> (LOCAL)[1][EVG]TREBOOL: lo puedo curar
[2020:12:18-01:14:13]  (Team - Unemployed) -> (TEAM)2cb,francovillar: para fuera
[2020:12:18-01:14:16]  (Local) -> (LOCAL)[2][AK]Nvxlss: HAY NO JAJAJA
[2020:12:18-01:14:22]  (Global) -> 2cb,francovillar: 1 2 3 4
[2020:12:18-01:14:30]  (Local) -> (LOCAL)[2]SUPAPA: como estan
[2020:12:18-01:14:32]  (Local) -> (LOCAL)[2][AK]Nvxlss: si ve alejo siempre kgandola ud
[2020:12:18-01:14:33]  (Local) -> (LOCAL)[3][EVG]TREBOOL: lo puedo curar
[2020:12:18-01:14:33]  (Local) -> (LOCAL)[1]Gilaexxx: u
[2020:12:18-01:14:35]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: hola
[2020:12:18-01:14:36]  (Team - Services) -> (TEAM)Gilaexxx: ayuda
[2020:12:18-01:14:37]  (Local) -> (LOCAL)[2][MZ]24k: QUe paso?
[2020:12:18-01:14:38]  (Local) -> (LOCAL)[2]SUPAPA: sjsjsj que gonorrea
[2020:12:18-01:14:40]  (Local) -> (LOCAL)[3]LocaHp: ajjaja
[2020:12:18-01:14:42]  (Local) -> (LOCAL)[2]KRATTOSClarinet: diii
[2020:12:18-01:14:43]  (Global) -> KP=W4$LTER: la navidad
[2020:12:18-01:14:44]  (Team - Services) -> (TEAM)Gilaexxx: quiero ser taxista
[2020:12:18-01:14:46]  (Local) -> (LOCAL)[2][MZ]24k: estaba hartando
[2020:12:18-01:14:46]  (Local) -> (LOCAL)[2][AK]Nvxlss: pues exploto un carro y lo mato
[2020:12:18-01:14:48]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: sisas
[2020:12:18-01:14:48]  (Local) -> (LOCAL)[2]Sancocho-Kun: jeje
[2020:12:18-01:14:50]  (Local) -> (LOCAL)[2][AK]Nvxlss: >:v
[2020:12:18-01:14:51]  (Team - Services) -> (TEAM)Gilaexxx: pero no me deja
[2020:12:18-01:14:53]  (Global) -> 2cb,francovillar: para fuera
[2020:12:18-01:14:54]  (Global) -> KP=W4$LTER: es todo aquello que nos hace recordar
[2020:12:18-01:14:56]  (Local) -> (LOCAL)[3][AK]Nvxlss: comparta
[2020:12:18-01:14:58]  (Local) -> (LOCAL)[3][MZ]24k: A '
[2020:12:18-01:15:02]  (Global) -> ElRodriguez: algun admin me hace tp me buguee
[2020:12:18-01:15:02]  (Team - Services) -> (TEAM)Gilaexxx: gracias
[2020:12:18-01:15:02]  (Team - Criminals) -> (TEAM)2cB'PULIDUSKI: como miro mis puntos de drift
[2020:12:18-01:15:03]  (Local) -> (LOCAL)[3]KRATTOSClarinet: oee cureme puesss
[2020:12:18-01:15:04]  (Global) -> KP=W4$LTER: que la vidaaaaaaa es una y diciembre es amor
[2020:12:18-01:15:05]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: aca
[2020:12:18-01:15:06]  (Local) -> (LOCAL)[4][MZ]24k: XD
[2020:12:18-01:15:07]  (Global) -> LocaHp: #FF00FF >:)
[2020:12:18-01:15:07]  (Local) -> (LOCAL)[5]2cb,francovillar: oe
[2020:12:18-01:15:10]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: aca
[2020:12:18-01:15:13]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: aca
[2020:12:18-01:15:16]  (Global) -> 2cb'KesoDePene: PATO
[2020:12:18-01:15:16]  (Global) -> #7F7F7F|CVR|#FF0000+|Megu: que paso ElRodriguez
[2020:12:18-01:15:17]  (Local) -> (LOCAL)[1]Elpatron415: que quier sapo
[2020:12:18-01:15:18]  (Local) -> (LOCAL)[4]KP=W4$LTER: asjasjasa
[2020:12:18-01:15:18]  (Local) -> (LOCAL)[5]2cb,francovillar: sequeba ballado
[2020:12:18-01:15:23]  (Global) -> ElRodriguez: no puedo hacer nada
[2020:12:18-01:15:26]  (Global) -> ElRodriguez: ni moverme
[2020:12:18-01:15:28]  (Team - Services) -> (TEAM)KRATTOSClarinet: mas
[2020:12:18-01:15:29]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: eso
[2020:12:18-01:15:29]  (Global) -> 2cb,francovillar: lo que pasa a pa
[2020:12:18-01:15:30]  (Local) -> (LOCAL)[4][AK]Nvxlss: esperen aqui
[2020:12:18-01:15:32]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: una bandera
[2020:12:18-01:15:33]  (Global) -> #7F7F7F|CVR|#FF5C00Llanerito: dale m
[2020:12:18-01:15:34]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00ReizerB: le sale
[2020:12:18-01:15:34]  (Team - Unemployed) -> (TEAM)2cb,francovillar: para fuera
[2020:12:18-01:15:36]  (Global) -> #7F7F7F|CVR|#FF0000+|Megu: te aparece el puntero del mouse?
[2020:12:18-01:15:40]  (Global) -> ElRodriguez: si
[2020:12:18-01:15:43]  (Global) -> #7F7F7F|CVR|#FF5C00Llanerito: dale m
[2020:12:18-01:15:47]  (Global) -> #7F7F7F|CVR|#FF0000+|Megu: dale M como dijo el caccoro de llanerito
[2020:12:18-01:15:47]  (Global) -> -![Z]:_JUAN: o doble k
[2020:12:18-01:15:48]  (Global) -> 2cB'PULIDUSKI: como miro mis puntos de drift
[2020:12:18-01:15:50]  (Global) -> -![Z]:_JUAN: o doble k
[2020:12:18-01:15:50]  (Global) -> #7F7F7F|CVR|#FF0000+|Megu: o dale K y K
[2020:12:18-01:15:54]  ([Msg] de _SEMDS_ para Lopez: me puedes tirar un sparrow para el evento de la gan porfa) -> nil
[2020:12:18-01:15:59]  (Global) -> (CAPU)Arnulfo_Punketo: entrareevento solocapu
[2020:12:18-01:16:01]  (Global) -> -![Z]:_JUAN: k y k
[2020:12:18-01:16:04]  (Local) -> (LOCAL)[7][AK]Nvxlss: dele k
[2020:12:18-01:16:04]  (Global) -> |CAPU|Gualdronsito|: HAHA
[2020:12:18-01:16:09]  (Local) -> (LOCAL)[8][AK]Nvxlss: dsp busque donde dice
[2020:12:18-01:16:11]  (Local) -> (LOCAL)[8][AK]Nvxlss: fumar
[2020:12:18-01:16:13]  (Local) -> (LOCAL)[4]LocaHp: quietoo
[2020:12:18-01:16:14]  (Local) -> (LOCAL)[11][AK]Nvxlss: y la 1ra
[2020:12:18-01:16:15]  (Global) -> #7F7F7F|CVR|#FF5C00ReizerB: Para que es el /gc?
[2020:12:18-01:16:15]  (Local) -> (LOCAL)[1][2cb]MOLINA: oe
[2020:12:18-01:16:17]  (Global) -> ElRodriguez: no pasa nada xd
[2020:12:18-01:16:22]  (Global) -> #7F7F7F|CVR|#FF5C00_SEMDS_: te amo
[2020:12:18-01:16:22]  (Global) -> Sancocho-Kun: para suicidarse
[2020:12:18-01:16:27]  (Global) -> #7F7F7F|CVR|#FF0000+|Megu: para hablar con la gang
[2020:12:18-01:16:28]  (Global) -> #7F7F7F|CVR|#FFFF00|EVG|CrudoMeansRaw: Chat de la gang amigo
