This file was generated by Console at 2020:12:22-00:00:02



[2020:12:22-00:00:02]  (Global) -> |MZ|Omar: JOKEEEEEEERRRRRRRR
[2020:12:22-01:12:33]  (Global) -> [EVG]BOMBITA: QUIEN VENDE STRAUM DE MILLONARIOS PARCEEEEEEEEEEEEEEEEE:ccc
[2020:12:22-01:12:33]  (Global) -> Cristhian15: quitate mis prenda
[2020:12:22-01:12:34]  (Local) -> (LOCAL)[32]Cheverry: crudo me das chaleco?
[2020:12:22-01:12:34]  (Global) -> [KP]McUribe: de los santos?
[2020:12:22-01:12:34]  (Local) -> (LOCAL)[3]Rompeqkas: pailots
[2020:12:22-01:12:37]  (Local) -> (LOCAL)[32]CAPU|Algarete!: un gallo
[2020:12:22-01:12:39]  (Global) -> [MZ]cagaleto: ME VOY A QUITAR AL PARCERO JAMES
[2020:12:22-01:12:41]  (Local) -> (LOCAL)[2]2cb~#Fear: acerquese a el
[2020:12:22-01:12:41]  (Global) -> [MZ]cagaleto: SZS
[2020:12:22-01:12:45]  (Global) -> [KP]McUribe: breve
[2020:12:22-01:12:47]  (Local) -> (LOCAL)[3][MZ]JuanDa: mk la verdad no me acuerdo
[2020:12:22-01:12:49]  (Local) -> (LOCAL)[32]|EVG|Soltec: deje la miradera
[2020:12:22-01:12:53]  (Global) -> #7F7F7F|CVR|#FF5C00Seb: Evg a turfear
[2020:12:22-01:12:53]  (Local) -> (LOCAL)[2]2cb~#Fear: epa
[2020:12:22-01:12:53]  (Local) -> (LOCAL)[3]Rompeqkas: vale pues
[2020:12:22-01:12:58]  (Local) -> (LOCAL)[2]2cb~#Fear: saque el segundo camion de ahi
[2020:12:22-01:13:00]  (Local) -> (LOCAL)[3]Rompeqkas: tal vez y te confundo
[2020:12:22-01:13:01]  (Local) -> (LOCAL)[32]Kp~Diego: falto yo
[2020:12:22-01:13:01]  (Global) -> ManyPlanters55: ya
[2020:12:22-01:13:04]  (Global) -> [EVG]BOMBITA: QUIEN VENDE STRAUM DE MILLONARIOS PARCEEEEEEEEEEEEEEEEE:ccc
[2020:12:22-01:13:05]  (Local) -> (LOCAL)[1][CAPU]DJ-NICO-PRESTIGE: kk
[2020:12:22-01:13:06]  (Global) -> [KP]McUribe: sali cagaleto
[2020:12:22-01:13:07]  (Local) -> (LOCAL)[32]?'ffa#00017?: xd
[2020:12:22-01:13:07]  (Local) -> (LOCAL)[3]Rompeqkas: tombo marica
[2020:12:22-01:13:08]  (Local) -> (LOCAL)[3][MZ]JuanDa: depronto
[2020:12:22-01:13:09]  (Local) -> (LOCAL)[32]GohanStark!~: y yo a mi se mq uitoxd
[2020:12:22-01:13:10]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00ReizerB: cual juan es usted
[2020:12:22-01:13:11]  (Local) -> (LOCAL)[1][CAPU]DJ-NICO-PRESTIGE: llevame
[2020:12:22-01:13:14]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00ReizerB: el login
[2020:12:22-01:13:14]  (Local) -> (LOCAL)[3]BernaloS: uy pa dejeme sano
[2020:12:22-01:13:17]  (Global) -> ManyPlanters55: cual camion +
[2020:12:22-01:13:18]  (Local) -> (LOCAL)[32]^Tay'Zhou: quietos
[2020:12:22-01:13:18]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: quieto
[2020:12:22-01:13:19]  (Local) -> (LOCAL)[1]jefer: a donde
[2020:12:22-01:13:19]  (Global) -> #7F7F7F|CVR|#FF5C00Jimenez: BUENO QUIETOS
[2020:12:22-01:13:20]  (Local) -> (LOCAL)[3]BernaloS: se lo rueg
[2020:12:22-01:13:21]  (Local) -> (LOCAL)[32]Juan: Chupelo23 pa
[2020:12:22-01:13:21]  (Local) -> (LOCAL)[3]2cb~#Fear: cualquiera
[2020:12:22-01:13:24]  (Global) -> ManyPlanters55: ay sale uno
[2020:12:22-01:13:24]  (Local) -> (LOCAL)[32]?'ffa#00017?: XDDDDDD
[2020:12:22-01:13:24]  (Local) -> (LOCAL)[3]2cb~#Fear: menos el tercerno
[2020:12:22-01:13:24]  (Global) -> GohanStark!~: vamo a darle un stari
[2020:12:22-01:13:25]  (Global) -> Cristhian15: Ok
[2020:12:22-01:13:26]  (Local) -> (LOCAL)[32]Kp~Diego: jaja
[2020:12:22-01:13:29]  (Global) -> GohanStark!~: que es la que hay hay
[2020:12:22-01:13:29]  (Local) -> (LOCAL)[32]Kp~Diego: xdd
[2020:12:22-01:13:30]  (Global) -> [ZETAS]HijoDeOrion: pq todos se llaman juan jodeeeeeeeeeeeer
[2020:12:22-01:13:31]  (Local) -> (LOCAL)[32]Juan: el mejor login
[2020:12:22-01:13:32]  (Global) -> [ZETAS]HijoDeOrion: pq todos se llaman juan jodeeeeeeeeeeeer
[2020:12:22-01:13:33]  (Local) -> (LOCAL)[1][CAPU]DJ-NICO-PRESTIGE: donde sea
[2020:12:22-01:13:33]  (Global) -> GohanStark!~: entonces dime mai mai
[2020:12:22-01:13:37]  (Global) -> [EVG]BOMBITA: QUIEN VENDE STRAUM DE MILLONARIOS PARCEEEEEEEEEEEEEEEEE:ccc
[2020:12:22-01:13:38]  (Local) -> (LOCAL)[3]2cb~#Fear: jajajaja
[2020:12:22-01:13:38]  (Global) -> ManyPlanters55: ya
[2020:12:22-01:13:38]  (Local) -> (LOCAL)[5]Rompeqkas: jajajja
[2020:12:22-01:13:39]  (Local) -> (LOCAL)[32]Juan: el q diga q no estoy de acuerdo con el
[2020:12:22-01:13:40]  (Local) -> (LOCAL)[32]^Tay'Zhou: solo walters
[2020:12:22-01:13:41]  (Local) -> (LOCAL)[32]^Tay'Zhou: xd
[2020:12:22-01:13:42]  (Local) -> (LOCAL)[3]2cb~#Fear: bueno
[2020:12:22-01:13:42]  (Local) -> (LOCAL)[32]Kp~Diego: yo no tengo parachutee :/
[2020:12:22-01:13:45]  (Local) -> (LOCAL)[5]Rompeqkas: patronnn
[2020:12:22-01:13:45]  (Local) -> (LOCAL)[3]2cb~#Fear: ahora venga
[2020:12:22-01:13:46]  (Global) -> [KP]McUribe: dimelo
[2020:12:22-01:13:48]  (Global) -> #7F7F7F|CVR|#FF5C00_SEMDS_: afk
[2020:12:22-01:13:49]  (Local) -> (LOCAL)[32]GohanStark!~: yo tampocoxd
[2020:12:22-01:13:50]  (Global) -> (POPEYE):  vendo straum 5 palos
[2020:12:22-01:13:50]  (Local) -> (LOCAL)[1][MZ]cagaleto: OLE
[2020:12:22-01:13:53]  (Local) -> (LOCAL)[31]ISMAELITO: ISMAELITO
[2020:12:22-01:13:54]  (Local) -> (LOCAL)[2][CAPU]DJ-NICO-PRESTIGE: adios xd
[2020:12:22-01:13:55]  (Global) -> [EVG]BOMBITA: POPEYE
[2020:12:22-01:13:55]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: quietos
[2020:12:22-01:13:57]  (Local) -> (LOCAL)[31]?'ffa#00017?: .____________________________________.
[2020:12:22-01:13:58]  (Global) -> [EVG]BOMBITA: POPEYE :o
[2020:12:22-01:13:58]  (Local) -> (LOCAL)[3]2cb~#Fear: yorman suba
[2020:12:22-01:14:01]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: no vayan a venir
[2020:12:22-01:14:02]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: ya tiene paraciadas?
[2020:12:22-01:14:05]  (Local) -> (LOCAL)[31]^Tay'Zhou: ._.
[2020:12:22-01:14:05]  (Local) -> (LOCAL)[31]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: paracaidas?
[2020:12:22-01:14:05]  (Local) -> (LOCAL)[31]#7F7F7F|CVR|#FF5C00ReizerB: ponganse el paracaidas
[2020:12:22-01:14:06]  (Global) -> 2cb'DrStrange: bombita llega a san fierro
[2020:12:22-01:14:08]  (Local) -> (LOCAL)[3]MCYorman: afk
[2020:12:22-01:14:08]  (Local) -> (LOCAL)[31]^Tay'Zhou: trasbillar
[2020:12:22-01:14:08]  (Local) -> (LOCAL)[31]#7F7F7F|CVR|#FF5C00ReizerB: para saber
[2020:12:22-01:14:09]  (Local) -> (LOCAL)[31]#7F7F7F|CVR|#FF8C00|EVG|CrudoMeansRaw: orion
[2020:12:22-01:14:09]  (Global) -> [EVG]BOMBITA: POPEYE mano porque tan caroo pa
[2020:12:22-01:14:12]  (Local) -> (LOCAL)[3]2cb~#Fear: vaya al punto verde
[2020:12:22-01:14:15]  (Local) -> (LOCAL)[31]GohanStark!~: falto yoxd
[2020:12:22-01:14:18]  (Team - Unemployed) -> (TEAM)jefer: a
[2020:12:22-01:14:18]  (Global) -> (POPEYE):  bueno 3
[2020:12:22-01:14:18]  (Global) -> [EVG]BOMBITA: drstrange espere ya le llego
[2020:12:22-01:14:21]  (Local) -> (LOCAL)[3]Rompeqkas: si algo no se le escucha
[2020:12:22-01:14:22]  (Local) -> (LOCAL)[31]#7F7F7F|CVR|#FF5C00ReizerB: para saber
[2020:12:22-01:14:23]  (Global) -> [EVG]BOMBITA: al fin 1
[2020:12:22-01:14:24]  (Local) -> (LOCAL)[1][KP]McUribe: vamos a pelar tombos o que
[2020:12:22-01:14:24]  (Local) -> (LOCAL)[31]#7F7F7F|CVR|#FF5C00ReizerB: ponganse el paracaidas
[2020:12:22-01:14:26]  (Local) -> (LOCAL)[3]2cb~#Fear: epa
[2020:12:22-01:14:27]  (Global) -> [EVG]BOMBITA: espere ajajja
[2020:12:22-01:14:30]  (Global) -> #7F7F7F|CVR|#FF5C00|EVG|CrudoMeansRaw: Ya todos tienen paracaidas? poganselo
[2020:12:22-01:14:30]  (Local) -> (LOCAL)[31]GohanStark!~: ah si ajaj
[2020:12:22-01:14:31]  (Global) -> [EVG]BOMBITA: popeye
[2020:12:22-01:14:34]  (Local) -> (LOCAL)[31]GohanStark!~: que idiotaxddd
[2020:12:22-01:14:35]  (Local) -> (LOCAL)[3]2cb~#Fear: con f11 le sale el mapa
[2020:12:22-01:14:35]  (Global) -> Cristhian15: quiten la musica
[2020:12:22-01:14:38]  (Global) -> pabl0escobar: nada?
[2020:12:22-01:14:41]  (Global) -> ManyPlanters55: voy a el punto naranja?
[2020:12:22-01:14:42]  (Local) -> (LOCAL)[2]Rompeqkas: si patron
[2020:12:22-01:14:42]  (Local) -> (LOCAL)[3]2cb~#Fear: busca donde hay que entregar
[2020:12:22-01:14:42]  (Local) -> (LOCAL)[31]GohanStark!~: entoces dime mai mai
[2020:12:22-01:14:44]  (Global) -> [EVG]BOMBITA: popeye
[2020:12:22-01:14:45]  (Local) -> (LOCAL)[31]|Gualdronsito|: perdon
[2020:12:22-01:14:46]  (Local) -> (LOCAL)[1][MZ]cagaleto: ALE
[2020:12:22-01:14:46]  (Global) -> GohanStark!~: m tiene loquitoo
[2020:12:22-01:14:46]  (Global) -> #7F7F7F|CVR|#FF5C00Seb: Bombita venga a turfear conmigo
[2020:12:22-01:14:47]  (Local) -> (LOCAL)[2]2cb~#Fear: sale como un camion amarillo
[2020:12:22-01:14:49]  (Local) -> (LOCAL)[31]#7F7F7F|CVR|#FF5C00ReizerB: gracioso
[2020:12:22-01:14:49]  (Local) -> (LOCAL)[31]|Gualdronsito|: :c
[2020:12:22-01:14:49]  (Global) -> (POPEYE):  si?
[2020:12:22-01:14:49]  (Local) -> (LOCAL)[1][MZ]cagaleto: ESPEREÇ
[2020:12:22-01:14:50]  (Local) -> (LOCAL)[2]2cb~#Fear: eso vaya
[2020:12:22-01:14:50]  (Global) -> [KP]McUribe: llegue pues
[2020:12:22-01:14:50]  (Global) -> GohanStark!~: duimne que es la que hay
[2020:12:22-01:14:51]  (Global) -> CAPU|~Orion~|: Pope se lo compro
[2020:12:22-01:14:52]  ([Msg] de ISMAELITO para 2cb'DrStrange: bombita es el cachaco mk ese) -> nil
[2020:12:22-01:14:52]  (Local) -> (LOCAL)[31]CAPU|Algarete!: hey
[2020:12:22-01:14:52]  (Local) -> (LOCAL)[31]NeutroPimp2cb: da y que un palo cole
[2020:12:22-01:14:53]  (Local) -> (LOCAL)[31]|Gualdronsito|: lo siento
[2020:12:22-01:14:54]  (Local) -> (LOCAL)[31]CAPU|Algarete!: ese avion
[2020:12:22-01:14:54]  (Global) -> CAPU|~Orion~|: en 6
[2020:12:22-01:14:55]  (Team - Unemployed) -> (TEAM)Frank-Cuesta: t
[2020:12:22-01:14:56]  (Global) -> ManyPlanters55: aaa si
[2020:12:22-01:14:57]  (Local) -> (LOCAL)[31]|Gualdronsito|: no pense que hiciera daño
[2020:12:22-01:14:57]  (Global) -> Frank-Cuesta: Tp
[2020:12:22-01:14:57]  (Local) -> (LOCAL)[31]CAPU|Algarete!: se estallo
[2020:12:22-01:14:59]  (Global) -> Frank-Cuesta: To
[2020:12:22-01:14:59]  (Local) -> (LOCAL)[31]CAPU|Algarete!: XDDDDDDDDDDDDD
[2020:12:22-01:14:59]  (Global) -> [EVG]BOMBITA: Seb mas tarde jaja mentiras espere
[2020:12:22-01:15:01]  (Local) -> (LOCAL)[2]2cb~#Fear: hagale
[2020:12:22-01:15:01]  ([Msg] de ISMAELITO para 2cb'DrStrange: bombita es el cachaco mk ese) -> nil
[2020:12:22-01:15:01]  (Local) -> (LOCAL)[1][MZ]cagaleto: VOY A DONDE EL VECINO A PEDIR MOUSE
[2020:12:22-01:15:01]  (Global) -> Frank-Cuesta: Tp
[2020:12:22-01:15:02]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00|EVG|CrudoMeansRaw: paracaidas
[2020:12:22-01:15:04]  (Global) -> ManyPlanters55: y como quito la musica?
[2020:12:22-01:15:04]  (Global) -> [EVG]BOMBITA: tPopeyeeeeeeeeeeeeee
[2020:12:22-01:15:06]  (Global) -> Frank-Cuesta: acabe de llegar
[2020:12:22-01:15:09]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00|EVG|CrudoMeansRaw: epa
[2020:12:22-01:15:11]  (Local) -> (LOCAL)[1][KP]McUribe: aksjakjsque gei
[2020:12:22-01:15:12]  (Local) -> (LOCAL)[4]2cb~#Fear: vayase rapido
[2020:12:22-01:15:12]  (Global) -> Frank-Cuesta: llego tarde?
[2020:12:22-01:15:13]  (Local) -> (LOCAL)[1][MZ]cagaleto: DAME 2 M
[2020:12:22-01:15:14]  (Local) -> (LOCAL)[2]2cb|Woch: que gat nabi
[2020:12:22-01:15:17]  (Local) -> (LOCAL)[1][MZ]cagaleto: YA VENGO
[2020:12:22-01:15:17]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00ReizerB: listo ?
[2020:12:22-01:15:18]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00Jimenez: Saquen el avion
[2020:12:22-01:15:18]  (Local) -> (LOCAL)[2]Frank-Cuesta: Ola
[2020:12:22-01:15:18]  (Global) -> #7F7F7F|CVR|#FF5C00Seb: ManyPlanters55 Puedes desactivar otros bafles desde el /sound
[2020:12:22-01:15:20]  (Local) -> (LOCAL)[2]2cb|Woch: que hay mano
[2020:12:22-01:15:22]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00|EVG|CrudoMeansRaw: si yo creo que ya
[2020:12:22-01:15:25]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00|EVG|CrudoMeansRaw: cual es?
[2020:12:22-01:15:25]  (Local) -> (LOCAL)[32]Joker.: zi
[2020:12:22-01:15:26]  (Local) -> (LOCAL)[3]Frank-Cuesta: Todo bien?
[2020:12:22-01:15:27]  (Local) -> (LOCAL)[3]2cb|Woch: bien o que
[2020:12:22-01:15:28]  (Local) -> (LOCAL)[32]|EVG|Soltec: oe gohan
[2020:12:22-01:15:28]  (Global) -> [EVG]BOMBITA: POPEYE asg tienes huevo mka:c
[2020:12:22-01:15:29]  (Local) -> (LOCAL)[3]2cb|Woch: sisas
[2020:12:22-01:15:30]  (Local) -> (LOCAL)[32]GohanStark!~: yo conduzco el avion zi o ke
[2020:12:22-01:15:32]  (Local) -> (LOCAL)[32]GohanStark!~: dime
[2020:12:22-01:15:33]  (Local) -> (LOCAL)[3]2cb|Woch: y ust que
[2020:12:22-01:15:34]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF8C00Llanerito: tiene que saltar y sacarlo
[2020:12:22-01:15:35]  (Local) -> (LOCAL)[32]|EVG|Soltec: kitese la skin de conejo
[2020:12:22-01:15:35]  (Global) -> EnchantedDove95: buena buena
[2020:12:22-01:15:37]  (Local) -> (LOCAL)[2]Rompeqkas: casi me matas
[2020:12:22-01:15:37]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00Jimenez: QUIETOS CUANDO SE DE LA ORDEN SE SUBEN AL AVION
[2020:12:22-01:15:38]  (Local) -> (LOCAL)[32]|EVG|Soltec: pa la purga
[2020:12:22-01:15:39]  (Local) -> (LOCAL)[2]2cb~#Fear: que paso
[2020:12:22-01:15:39]  (Local) -> (LOCAL)[2]Rompeqkas: buena
[2020:12:22-01:15:40]  (Global) -> ViejitoGei: como me quito el trbabajo
[2020:12:22-01:15:41]  (Local) -> (LOCAL)[32]GohanStark!~: como me la quito
[2020:12:22-01:15:41]  (Global) -> #7F7F7F|CVR|#FF5C00Seb: Ey mis turfs pirobos
[2020:12:22-01:15:43]  (Local) -> (LOCAL)[32]CAPU|Algarete!: si pq
[2020:12:22-01:15:44]  (Local) -> (LOCAL)[32]|Gualdronsito|: bueno jefe
[2020:12:22-01:15:44]  (Local) -> (LOCAL)[2]Rompeqkas: estuviste a nada
[2020:12:22-01:15:47]  (Local) -> (LOCAL)[2]Rompeqkas: jajaja
[2020:12:22-01:15:47]  (Local) -> (LOCAL)[1]2cb'~#[J]abon^: chaleco
[2020:12:22-01:15:48]  (Global) -> EnchantedDove95: otra para que te den dinero jajaja
[2020:12:22-01:15:48]  (Local) -> (LOCAL)[32]|EVG|Soltec: ponniendose otra skin
[2020:12:22-01:15:49]  (Local) -> (LOCAL)[32]CAPU|Algarete!: es muy pequeña
[2020:12:22-01:15:49]  (Local) -> (LOCAL)[1]2cb'DrStrange: hp
[2020:12:22-01:15:50]  (Local) -> (LOCAL)[1][MZ]cagaleto: OLEEEEEEEEEEEEE
[2020:12:22-01:15:51]  (Local) -> (LOCAL)[3]Frank-Cuesta: Bien pa
[2020:12:22-01:15:51]  (Global) -> ManyPlanters55: no me sale el camion
[2020:12:22-01:15:53]  (Global) -> Juan: con /resign
[2020:12:22-01:15:53]  (Local) -> (LOCAL)[1][MZ]cagaleto: AYAYAYYAYA
[2020:12:22-01:15:54]  (Local) -> (LOCAL)[2]Rompeqkas: buena suerte que tengo
[2020:12:22-01:15:54]  (Local) -> (LOCAL)[32]GohanStark!~: y como me pongo otra
[2020:12:22-01:15:55]  (Global) -> [KP]McUribe: dimelo
[2020:12:22-01:15:55]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: reizer salta
[2020:12:22-01:15:55]  (Global) -> Cristhian15: aparta
[2020:12:22-01:15:56]  (Local) -> (LOCAL)[4]Frank-Cuesta: como le va?
[2020:12:22-01:15:56]  (Local) -> (LOCAL)[4]2cb|Woch: nose
[2020:12:22-01:15:58]  (Local) -> (LOCAL)[32]GohanStark!~: soy nueva
[2020:12:22-01:15:58]  (Local) -> (LOCAL)[2]jangelnick: si con eso
[2020:12:22-01:15:58]  (Local) -> (LOCAL)[3]2cb~#Fear: busque bien
[2020:12:22-01:15:59]  (Global) -> CAPU|~Orion~|: Popeye 
[2020:12:22-01:15:59]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: reizer salta
[2020:12:22-01:16:00]  (Local) -> (LOCAL)[32][ZETAS]HijoDeOrion: ;(
[2020:12:22-01:16:00]  (Local) -> (LOCAL)[1][MZ]cagaleto: Q CHIMBA
[2020:12:22-01:16:01]  (Local) -> (LOCAL)[32]GohanStark!~: nuevo*
[2020:12:22-01:16:02]  (Local) -> (LOCAL)[1]2cb'~#[J]abon^: chaleco
[2020:12:22-01:16:03]  (Global) -> Cristhian15: JAJA
[2020:12:22-01:16:03]  (Global) -> EnchantedDove95: sisisis
[2020:12:22-01:16:05]  (Local) -> (LOCAL)[32]|EVG|Soltec: q otra skin tiene ?
[2020:12:22-01:16:06]  (Local) -> (LOCAL)[2]Rompeqkas: por que no se cambia el nombre?
[2020:12:22-01:16:06]  (Global) -> [EVG]BOMBITA: POPEYE asg tienes huevo mka:c
[2020:12:22-01:16:06]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: reizer salta
[2020:12:22-01:16:07]  (Global) -> CarlosBareta: Cómo van los horarios de las turfs? XdXd
[2020:12:22-01:16:11]  (Global) -> Cristhian15: me perdonas :(
[2020:12:22-01:16:12]  (Local) -> (LOCAL)[32]GohanStark!~: no recuerdo
[2020:12:22-01:16:15]  (Global) -> [KP]McUribe: oe
[2020:12:22-01:16:16]  (Local) -> (LOCAL)[31][EVG]Arison45: que hay que hacer
[2020:12:22-01:16:16]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00Jimenez: esperen
[2020:12:22-01:16:16]  (Local) -> (LOCAL)[32]CAPU|Algarete!: XD
[2020:12:22-01:16:17]  (Global) -> EnchantedDove95: yo era pablo
[2020:12:22-01:16:17]  (Local) -> (LOCAL)[32]GohanStark!~: una otaku
[2020:12:22-01:16:18]  (Global) -> Rompeqkas: ./nick
[2020:12:22-01:16:20]  (Local) -> (LOCAL)[2]2cb~#Fear: no le de a pagar
[2020:12:22-01:16:21]  (Local) -> (LOCAL)[31]2cb'Razzork: patron no pong a esos temas
[2020:12:22-01:16:24]  (Local) -> (LOCAL)[32][EVG]juann: dale /ponerskin y la id
[2020:12:22-01:16:25]  (Local) -> (LOCAL)[31]PATRON: pq
[2020:12:22-01:16:26]  (Global) -> #7F7F7F|CVR|#FF5C00|EVG|CrudoMeansRaw: #FC33F4 Suban al avion y denle X, si se sueltan paila, cagada de loco
[2020:12:22-01:16:26]  (Local) -> (LOCAL)[31]2cb'Razzork: ponga uno bueno
[2020:12:22-01:16:26]  (Local) -> (LOCAL)[32]GohanStark!~: como miro cuales tengo?
[2020:12:22-01:16:29]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00Jimenez: CUANDO SE SUBA PRESIONAN X
[2020:12:22-01:16:29]  (Global) -> pablitoo: yaa
[2020:12:22-01:16:29]  (Global) -> Rompeqkas: como asi?
[2020:12:22-01:16:30]  (Local) -> (LOCAL)[32]Kp~Diego: matar todo lo que tenga vida
[2020:12:22-01:16:30]  (Global) -> #7F7F7F|CVR|#FF5C00|EVG|CrudoMeansRaw: #FC33F4 Suban al avion y denle X, si se sueltan paila, cagada de loco
[2020:12:22-01:16:31]  (Local) -> (LOCAL)[2]2cb~#Fear: eso le da x y se va
[2020:12:22-01:16:31]  (Local) -> (LOCAL)[32]PATRON: bueno
[2020:12:22-01:16:31]  (Global) -> ManyPlanters55: quien yo?
[2020:12:22-01:16:31]  (Global) -> Cristhian15: como bailo?
[2020:12:22-01:16:33]  (Local) -> (LOCAL)[32]|EVG|Soltec: no se puede
[2020:12:22-01:16:33]  (Local) -> (LOCAL)[2]2cb~#Fear: a la proxima
[2020:12:22-01:16:34]  (Local) -> (LOCAL)[32]CAPU|Algarete!: menor irrespetuoso haga fila
[2020:12:22-01:16:34]  (Local) -> (LOCAL)[2]Rompeqkas: uy
[2020:12:22-01:16:34]  (Global) -> [EVG]BOMBITA: drestrange en cuanto lo vende!!!!
[2020:12:22-01:16:35]  (Global) -> Cristhian15: señor hacker
[2020:12:22-01:16:35]  (Local) -> (LOCAL)[2]2cb~#Fear: sisas
[2020:12:22-01:16:35]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00Jimenez: Suab
[2020:12:22-01:16:36]  (Local) -> (LOCAL)[2]Rompeqkas: jajajja
[2020:12:22-01:16:37]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: suban hasta el fondo
[2020:12:22-01:16:37]  (Local) -> (LOCAL)[32]Joker.: ya sabemos
[2020:12:22-01:16:37]  (Local) -> (LOCAL)[2]2cb~#Fear: no pague eso
[2020:12:22-01:16:37]  (Global) -> PATRON: andressss
[2020:12:22-01:16:38]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00|EVG|CrudoMeansRaw: suban ps
[2020:12:22-01:16:38]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00Jimenez: suban
[2020:12:22-01:16:39]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: suban hasta el fondo
[2020:12:22-01:16:39]  (Global) -> #7F7F7F|CVR|#FF5C00|EVG|CrudoMeansRaw: #FC33F4 Suban al avion y denle X, si se sueltan paila, cagada de loco
[2020:12:22-01:16:42]  (Local) -> (LOCAL)[32]GohanStark!~: entonces f porque no recuerdo la id
[2020:12:22-01:16:44]  (Global) -> pablitoo: yo soy el pablo hpt
[2020:12:22-01:16:44]  (Local) -> (LOCAL)[2]2cb~#Fear: lo de atras
[2020:12:22-01:16:47]  (Global) -> #7F7F7F|CVR|#FF8C00Llanerito: suban hasta el fondo
[2020:12:22-01:16:47]  (Global) -> ManyPlanters55: aaa ya
[2020:12:22-01:16:47]  (Global) -> Frank-Cuesta: ME pueden dar tTp
[2020:12:22-01:16:50]  (Local) -> (LOCAL)[2]2cb~#Fear: beuno sigamos
[2020:12:22-01:16:52]  (Global) -> Cristhian15: aparta 
[2020:12:22-01:16:53]  (Local) -> (LOCAL)[2]2cb~#Fear: ya la encontro_
[2020:12:22-01:16:53]  (Global) -> Frank-Cuesta: Ay como de panas
[2020:12:22-01:16:54]  (Global) -> #7F7F7F|CVR|#FF5C00Jimenez: PRESIONEN X
[2020:12:22-01:16:55]  (Local) -> (LOCAL)[32]CAPU|Algarete!: al lado de mi menorsiyo lindo
[2020:12:22-01:16:56]  (Global) -> [Z]Julian_SkiGg: TP PA EL EVENTOOOOOOOOOOOOOO
[2020:12:22-01:16:57]  (Global) -> [EVG]BOMBITA: QUIEN VENDE STRAUM DE MILLONARIOS
[2020:12:22-01:16:59]  (Local) -> (LOCAL)[2]Rompeqkas: buenaaa
[2020:12:22-01:17:00]  (Global) -> #7F7F7F|CVR|#FF5C00|EVG|CrudoMeansRaw: #FC33F4 Suban al avion y denle X, si se sueltan paila, cagada de loco
[2020:12:22-01:17:00]  (Global) -> ManyPlanters55: bueno
[2020:12:22-01:17:01]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF8C00Llanerito: ey
[2020:12:22-01:17:01]  (Global) -> 2cb~#Fear: ?
[2020:12:22-01:17:01]  (Local) -> (LOCAL)[32]|Gualdronsito|: joker
[2020:12:22-01:17:04]  (Local) -> (LOCAL)[1]Rompeqkas: usted es el duro
[2020:12:22-01:17:05]  (Local) -> (LOCAL)[32]Joker.: a
[2020:12:22-01:17:05]  (Global) -> CarlosBareta: Admin qué moto es esta?
[2020:12:22-01:17:05]  (Local) -> (LOCAL)[32]|Gualdronsito|: metame un taponazo
[2020:12:22-01:17:05]  (Local) -> (LOCAL)[2]2cb~#Fear: ya la encontro?
[2020:12:22-01:17:05]  (Local) -> (LOCAL)[32]Kp~Diego: aaaa
[2020:12:22-01:17:06]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF5C00|EVG|CrudoMeansRaw: yquitese el mp
[2020:12:22-01:17:07]  (Local) -> (LOCAL)[32]#7F7F7F|CVR|#FF8C00Llanerito: sbi
[2020:12:22-01:17:08]  (Local) -> (LOCAL)[1]2cb'Jolyne: gg
[2020:12:22-01:17:08]  (Global) -> ManyPlanters55: que cosa?
[2020:12:22-01:17:08]  (Local) -> (LOCAL)[1]Juam.: nd
[2020:12:22-01:17:08]  (Local) -> (LOCAL)[1]Rompeqkas: de los tombos
