This file was generated by Console at 2020:10:28-00:00:02



[2020:10:28-00:00:02]  (Local) -> (LOCAL)[4]C4rtex: veni
[2020:10:28-03:46:11]  (Local) -> (LOCAL)[6][GT]~$Fabio_vidal69$:): hola
[2020:10:28-03:46:12]  (Local) -> (LOCAL)[2][GT]LOCO: tenes wasp
[2020:10:28-03:46:14]  (Local) -> (LOCAL)[2]Jabon: por sapo
[2020:10:28-03:46:14]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00^Berna-2cB: a qn
[2020:10:28-03:46:17]  (Local) -> (LOCAL)[6]CAPU|PASTOR_LOPEZ: donde esta nuestro amigo llanerito
[2020:10:28-03:46:17]  (Local) -> (LOCAL)[1]2cb''palomo69: eso es por andar descalso descuida bb
[2020:10:28-03:46:18]  (Local) -> (LOCAL)[2]Aliasgomelo: sisas
[2020:10:28-03:46:18]  (Local) -> (LOCAL)[3]GT|ElKevinnPai: uuyyyyy
[2020:10:28-03:46:20]  (Local) -> (LOCAL)[1]2cb*sumadre420: que por ejemplo no me deja guardarlos
[2020:10:28-03:46:20]  (Local) -> (LOCAL)[2]Jabon: a tirofijo
[2020:10:28-03:46:22]  (Local) -> (LOCAL)[1]2cb*sumadre420: xd
[2020:10:28-03:46:22]  (Local) -> (LOCAL)[3]GT|Jhojan: naa nea q vos
[2020:10:28-03:46:23]  (Local) -> (LOCAL)[2]Jabon: q mato a orga
[2020:10:28-03:46:23]  (Global) -> 2cb'Escobar: QUIEN LO TIENE?
[2020:10:28-03:46:23]  (Local) -> (LOCAL)[2]ColitasElCrack: melo
[2020:10:28-03:46:24]  (Local) -> (LOCAL)[3]GT|ElKevinnPai: vamos te llevamos
[2020:10:28-03:46:24]  (Local) -> (LOCAL)[1]2cb*sumadre420: pera
[2020:10:28-03:46:24]  (Local) -> (LOCAL)[1][GT]TIROFIJO420: CAPTURADO POR LA TOMBA NACIONAL PA
[2020:10:28-03:46:24]  (Local) -> (LOCAL)[3]Salomierda: XOXO
[2020:10:28-03:46:25]  (Local) -> (LOCAL)[3]GT|Jhojan: pillen pues
[2020:10:28-03:46:26]  (Local) -> (LOCAL)[2]WorkableConsole21: ANOTA PUES
[2020:10:28-03:46:28]  (Local) -> (LOCAL)[2]EVG|~Orgalor~|: berna
[2020:10:28-03:46:28]  (Local) -> (LOCAL)[1]2cb*sumadre420: pongo los temas
[2020:10:28-03:46:30]  (Local) -> (LOCAL)[2][GT]LOCO: ok
[2020:10:28-03:46:30]  (Local) -> (LOCAL)[1]2cb''palomo69: eso es por andar descalso descuida bb
[2020:10:28-03:46:30]  (Local) -> (LOCAL)[2]EVG|~Orgalor~|: como vas
[2020:10:28-03:46:31]  (Local) -> (LOCAL)[1]2cb''palomo69: eso es por andar descalso descuida bb
[2020:10:28-03:46:32]  (Local) -> (LOCAL)[3]GT|Jhojan: XDDD
[2020:10:28-03:46:32]  (Local) -> (LOCAL)[1]GT|Andres: cheverry
[2020:10:28-03:46:32]  (Local) -> (LOCAL)[8][GT]~$Fabio_vidal69$:): no esta conectado creo
[2020:10:28-03:46:33]  (Local) -> (LOCAL)[1][GT]TIROFIJO420: INTENTO DE HOMICIDIO
[2020:10:28-03:46:33]  (Local) -> (LOCAL)[8]CAPU|PASTOR_LOPEZ: ya no smos un trio fantastico :/
[2020:10:28-03:46:36]  (Local) -> (LOCAL)[2]EVG|~Orgalor~|: jabon
[2020:10:28-03:46:37]  (Local) -> (LOCAL)[1]WorkableConsole21: 3005417499
[2020:10:28-03:46:37]  (Local) -> (LOCAL)[1]2cb'Escobar: OK
[2020:10:28-03:46:38]  (Local) -> (LOCAL)[3]GT|ElKevinnPai: jhojan hprra
[2020:10:28-03:46:38]  (Local) -> (LOCAL)[2]EVG|~Orgalor~|: tqm
[2020:10:28-03:46:39]  (Local) -> (LOCAL)[2]Jabon: ola
[2020:10:28-03:46:41]  (Local) -> (LOCAL)[3]Salomierda: A donde? xd
[2020:10:28-03:46:41]  (Local) -> (LOCAL)[2]2cb'Escobar: E MEN ESTA CIENCTADO
[2020:10:28-03:46:42]  (Local) -> (LOCAL)[3]GT|Jhojan: sajksjkjsajkas
[2020:10:28-03:46:43]  (Local) -> (LOCAL)[2]EVG|~Orgalor~|: ola
[2020:10:28-03:46:44]  (Local) -> (LOCAL)[3]GT|Jhojan: mira salo
[2020:10:28-03:46:46]  (Local) -> (LOCAL)[3]GT|Jhojan: xdddd
[2020:10:28-03:46:48]  (Local) -> (LOCAL)[3]GT|Andres: no se creo q no
[2020:10:28-03:46:49]  (Local) -> (LOCAL)[2]Salomierda: uyyyy
[2020:10:28-03:46:51]  (Local) -> (LOCAL)[1]2cb''palomo69: POn vamos a bailar por los que vienen
[2020:10:28-03:46:52]  (Local) -> (LOCAL)[2]EVG|~Orgalor~|: berna no saluda q gonorrea
[2020:10:28-03:46:52]  (Local) -> (LOCAL)[5]2cb'Escobar: ien vende el sofa
[2020:10:28-03:46:53]  (Local) -> (LOCAL)[2]Salomierda: meeero
[2020:10:28-03:46:56]  (Local) -> (LOCAL)[1]2cb''palomo69: asi dice la cancion
[2020:10:28-03:46:58]  (Local) -> (LOCAL)[2]GT|Jhojan: mero aragan
[2020:10:28-03:46:59]  (Global) -> ParallelManatee34: hola
[2020:10:28-03:46:59]  (Local) -> (LOCAL)[1]2cb''palomo69: dicemrbian
[2020:10:28-03:46:59]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: zzz
[2020:10:28-03:47:00]  (Local) -> (LOCAL)[5]2cb'Escobar: QUIEN VENDE EL SOFA
[2020:10:28-03:47:01]  (Local) -> (LOCAL)[1]Jabon: a
[2020:10:28-03:47:01]  (Local) -> (LOCAL)[5]GT|Andres: pero la verdad ese carro no vale la plata jajaja
[2020:10:28-03:47:03]  (Local) -> (LOCAL)[1]WorkableConsole21: XD
[2020:10:28-03:47:03]  (Local) -> (LOCAL)[2]GT|ElKevinnPai: lastima :(
[2020:10:28-03:47:08]  (Local) -> (LOCAL)[2]GT|Jhojan: sajjsasja
[2020:10:28-03:47:08]  (Local) -> (LOCAL)[2]Salomierda: la parla weooon
[2020:10:28-03:47:10]  (Local) -> (LOCAL)[4]2cb'Escobar: esuqnelo neceito
[2020:10:28-03:47:10]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: perdio umilda
[2020:10:28-03:47:10]  (Global) -> Teytaru: QUIEN ME REGALA 12MIL PLS PARA CAMBIAR DE SKIN
[2020:10:28-03:47:13]  (Local) -> (LOCAL)[0]ParallelManatee34: quien me puede enseñar
[2020:10:28-03:47:13]  (Local) -> (LOCAL)[4]2cb'Escobar: es un omentico
[2020:10:28-03:47:13]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: ese loco
[2020:10:28-03:47:14]  (Local) -> (LOCAL)[2]GT|ElKevinnPai: xd
[2020:10:28-03:47:14]  (Local) -> (LOCAL)[2]GT|Jhojan: nonas
[2020:10:28-03:47:15]  (Local) -> (LOCAL)[2]Salomierda: mero tramador grrr
[2020:10:28-03:47:17]  (Local) -> (LOCAL)[1][GT]LOCO: ya
[2020:10:28-03:47:17]  (Local) -> (LOCAL)[4]GT|Andres: jmm
[2020:10:28-03:47:19]  (Local) -> (LOCAL)[2]GT|Jhojan: gg
[2020:10:28-03:47:19]  (Local) -> (LOCAL)[4]2cb'Escobar: no se como me voya encartae
[2020:10:28-03:47:20]  (Local) -> (LOCAL)[1]Jabon: claro berna deshumilde
[2020:10:28-03:47:20]  (Local) -> (LOCAL)[1]2cb*sumadre420: cual
[2020:10:28-03:47:22]  (Global) -> #7D0093|#DE76F0DJ#7D0093|#B10CCECHOCORAMOCAMILOP: berna
[2020:10:28-03:47:23]  (Local) -> (LOCAL)[4]CAPU|PASTOR_LOPEZ: o si
[2020:10:28-03:47:25]  (Local) -> (LOCAL)[4]CAPU|PASTOR_LOPEZ: xd
[2020:10:28-03:47:26]  (Local) -> (LOCAL)[1]2cb*sumadre420: no aparece
[2020:10:28-03:47:26]  (Local) -> (LOCAL)[4]GT|Andres: xd
[2020:10:28-03:47:27]  (Local) -> (LOCAL)[2][GT]LOCO: ow
[2020:10:28-03:47:28]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: szs
[2020:10:28-03:47:28]  (Local) -> (LOCAL)[6][GT]~$Fabio_vidal69$:): creo que no
[2020:10:28-03:47:30]  (Local) -> (LOCAL)[3]2cb'Escobar: lo neceito
[2020:10:28-03:47:30]  (Local) -> (LOCAL)[1]2cb''palomo69: es dicembrina bb
[2020:10:28-03:47:30]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: oe no
[2020:10:28-03:47:33]  (Local) -> (LOCAL)[6]CAPU|PASTOR_LOPEZ: ahs
[2020:10:28-03:47:33]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: le cuento
[2020:10:28-03:47:33]  (Local) -> (LOCAL)[2]GT|ElKevinnPai: a camionero pedazo de mk
[2020:10:28-03:47:35]  (Local) -> (LOCAL)[4]CAPU|penecabezon69: uo yea
[2020:10:28-03:47:35]  (Local) -> (LOCAL)[3]GT|Andres: y eso?
[2020:10:28-03:47:36]  (Local) -> (LOCAL)[1]2cb*sumadre420: mm
[2020:10:28-03:47:37]  (Local) -> (LOCAL)[2]GT|Jhojan: nonas aca
[2020:10:28-03:47:37]  (Local) -> (LOCAL)[1]Jabon: q
[2020:10:28-03:47:37]  (Local) -> (LOCAL)[2][GT]LOCO: owuoe
[2020:10:28-03:47:38]  (Local) -> (LOCAL)[4]2cb'Escobar: o si no pierdo una apuesta de plata
[2020:10:28-03:47:38]  (Local) -> (LOCAL)[2]CurvedLegumes81: dame plata
[2020:10:28-03:47:39]  (Local) -> (LOCAL)[4]2cb'Escobar: mk
[2020:10:28-03:47:39]  (Local) -> (LOCAL)[2][GT]LOCO: oe
[2020:10:28-03:47:40]  (Local) -> (LOCAL)[4][GT]~$Fabio_vidal69$:): ajaja f
[2020:10:28-03:47:41]  (Local) -> (LOCAL)[1]2cb''palomo69: no me acuerdo de la titulo?;(
[2020:10:28-03:47:41]  (Local) -> (LOCAL)[2]Aliasgomelo: jajaja
[2020:10:28-03:47:41]  (Local) -> (LOCAL)[2]GT|Jhojan: coje el job salo
[2020:10:28-03:47:42]  (Local) -> (LOCAL)[2]Salomierda: JAJAJAJAJAJA
[2020:10:28-03:47:43]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: me queria ir a wcb
[2020:10:28-03:47:43]  (Local) -> (LOCAL)[4]2cb'Escobar: paque me puse en esas
[2020:10:28-03:47:44]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: XDDD
[2020:10:28-03:47:46]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: 2cb
[2020:10:28-03:47:47]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: pero
[2020:10:28-03:47:48]  (Local) -> (LOCAL)[2]GT|Jhojan: aca
[2020:10:28-03:47:49]  (Local) -> (LOCAL)[1]2cb''palomo69: dice asi
[2020:10:28-03:47:49]  (Local) -> (LOCAL)[2][GT]LOCO: bajese pues
[2020:10:28-03:47:49]  (Local) -> (LOCAL)[1]Jabon: jm
[2020:10:28-03:47:50]  (Local) -> (LOCAL)[2]Salomierda: LA dueña de mi buseta xD
[2020:10:28-03:47:50]  (Local) -> (LOCAL)[2]CurvedLegumes81: para el carrito
[2020:10:28-03:47:52]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: ahora me da mucho lag
[2020:10:28-03:47:53]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: y F
[2020:10:28-03:47:55]  (Local) -> (LOCAL)[2]2cb'Escobar: pr esi solo 10 palos ety ofrecoendo
[2020:10:28-03:47:56]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: pa turf
[2020:10:28-03:47:57]  (Local) -> (LOCAL)[1]2cb''palomo69: VAMOS A BRINDAR POR LO QUE VIENEN
[2020:10:28-03:47:59]  (Local) -> (LOCAL)[1]Jabon: na
[2020:10:28-03:47:59]  (Local) -> (LOCAL)[2]Mateo_G.: a
[2020:10:28-03:48:00]  (Local) -> (LOCAL)[4]GT|Andres: ajjaja
[2020:10:28-03:48:02]  (Local) -> (LOCAL)[4]2cb'Escobar: pa que mas
[2020:10:28-03:48:03]  (Local) -> (LOCAL)[4]CAPU|penecabezon69: sin mente
[2020:10:28-03:48:07]  (Local) -> (LOCAL)[3]2cb'Escobar: voy a usvar a alguien
[2020:10:28-03:48:07]  (Local) -> (LOCAL)[1]Jabon: cuanto le da de ping o q
[2020:10:28-03:48:10]  (Local) -> (LOCAL)[3]GT|Andres: es q me lo gane hace poco y ni lo he probado xd
[2020:10:28-03:48:10]  (Local) -> (LOCAL)[3]GT|Jhojan: te mostraria la buseta pero tengo bug el telefono
[2020:10:28-03:48:10]  (Local) -> (LOCAL)[1]2cb''palomo69: VAMOS A BRINDAR EL AÑO QUE VIENE
[2020:10:28-03:48:12]  (Local) -> (LOCAL)[2]Mateo_G.: casi me lo llevo
[2020:10:28-03:48:13]  (Local) -> (LOCAL)[3]SCRIMBOY_69: ole
[2020:10:28-03:48:14]  (Local) -> (LOCAL)[3]SCRIMBOY_69: mka
[2020:10:28-03:48:16]  (Local) -> (LOCAL)[1]2cb''palomo69: AGLO ASI BVBVB
[2020:10:28-03:48:18]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: de 45 FPS me baja 15 10 op 15 segundos
[2020:10:28-03:48:18]  (Global) -> Teytaru: Graciaaas JOJUANCHOOOO 
[2020:10:28-03:48:19]  (Local) -> (LOCAL)[3]2cb'Escobar: u pasa
[2020:10:28-03:48:20]  (Global) -> Butifarra: malpardio maricon de meirda por eso no te dan staff lambonsin
[2020:10:28-03:48:20]  (Local) -> (LOCAL)[2]CAPU|penecabezon69: uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
[2020:10:28-03:48:22]  (Local) -> (LOCAL)[3]Salomierda: F
[2020:10:28-03:48:22]  (Local) -> (LOCAL)[3]GT|Jhojan: sca una buseta
[2020:10:28-03:48:25]  (Local) -> (LOCAL)[1]Jabon: iish
[2020:10:28-03:48:28]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: sisa
[2020:10:28-03:48:29]  (Local) -> (LOCAL)[3]Salomierda: Ahora qué?
[2020:10:28-03:48:29]  (Global) -> ColitasElCrack: quien me regala 20 k para una skin ? por favor
[2020:10:28-03:48:29]  (Local) -> (LOCAL)[1]2cb*sumadre420: esta?
[2020:10:28-03:48:30]  (Global) -> 2cb'ELVIEJOJUANCHO69: <3
[2020:10:28-03:48:30]  (Local) -> (LOCAL)[1]2cb''palomo69: shi
[2020:10:28-03:48:31]  (Global) -> SrTakashi: hpta bobo canson
[2020:10:28-03:48:33]  (Global) -> CAPU|PASTOR_LOPEZ: uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
[2020:10:28-03:48:33]  (Local) -> (LOCAL)[1]2cb''palomo69: shi
[2020:10:28-03:48:33]  (Local) -> (LOCAL)[1]2cb*sumadre420: tqm
[2020:10:28-03:48:33]  (Local) -> (LOCAL)[2]CurvedLegumes81: la buena
[2020:10:28-03:48:33]  (Local) -> (LOCAL)[2]SCRIMBOY_69: usted no era el comprador de alguno de mis carros?
[2020:10:28-03:48:33]  (Local) -> (LOCAL)[2]2cb'Escobar: que pasa
[2020:10:28-03:48:34]  (Local) -> (LOCAL)[1][GT]juann: hass
[2020:10:28-03:48:34]  (Local) -> (LOCAL)[2]Salomierda: cojo el bus?
[2020:10:28-03:48:35]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: a crudo tambien le pasa lo mismo
[2020:10:28-03:48:36]  (Global) -> Mateo_G.: UUUUUUUUUUU
[2020:10:28-03:48:36]  (Local) -> (LOCAL)[1]2cb''palomo69: tqm
[2020:10:28-03:48:37]  (Local) -> (LOCAL)[1]Jabon: instalese un carton modwn
[2020:10:28-03:48:37]  (Local) -> (LOCAL)[2]GT|Jhojan: aca
[2020:10:28-03:48:38]  (Local) -> (LOCAL)[2]SCRIMBOY_69: xd no me acuerdo del man
[2020:10:28-03:48:39]  (Local) -> (LOCAL)[2]GT|ElKevinnPai: en el punto amarilo
[2020:10:28-03:48:39]  (Local) -> (LOCAL)[1]2cb''palomo69: tqm
[2020:10:28-03:48:40]  (Local) -> (LOCAL)[1][GT]juann: guardelo todo bien
[2020:10:28-03:48:41]  (Local) -> (LOCAL)[1]Jabon: eso es lo q mas ayuda
[2020:10:28-03:48:41]  (Local) -> (LOCAL)[2]SCRIMBOY_69: sjskaskajskasj
[2020:10:28-03:48:41]  (Global) -> 2cb'Escobar: eggg
[2020:10:28-03:48:43]  (Local) -> (LOCAL)[2]2cb'Escobar: si
[2020:10:28-03:48:43]  (Global) -> Mateo_G.: La chimba ps
[2020:10:28-03:48:43]  (Local) -> (LOCAL)[6]|GT|~La_Loli~: si canson
[2020:10:28-03:48:43]  (Local) -> (LOCAL)[3]Aliasgomelo: somo nuevos jajajaja
[2020:10:28-03:48:44]  (Local) -> (LOCAL)[2]GT|ElKevinnPai: sacas un bus
[2020:10:28-03:48:46]  (Global) -> 2cb'Escobar: ienes el sofa'
[2020:10:28-03:48:47]  (Local) -> (LOCAL)[2]#7D0093|#DE76F0DJ#7D0093|#B10CCECHOCORAMOCAMILOP: si lambonaria ya seria staff xde
[2020:10:28-03:48:48]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: pero no se vera muy feo?
[2020:10:28-03:48:48]  (Local) -> (LOCAL)[2]GT|Jhojan: regina
[2020:10:28-03:48:49]  (Local) -> (LOCAL)[1]SebastianMontoya: no es mio xd
[2020:10:28-03:48:49]  (Local) -> (LOCAL)[3]2cb'Escobar: canddy
[2020:10:28-03:48:51]  (Local) -> (LOCAL)[3]2cb'Escobar: oe
[2020:10:28-03:48:53]  (Local) -> (LOCAL)[2]Butifarra: staffde q
[2020:10:28-03:48:53]  (Local) -> (LOCAL)[2]GT|Jhojan: uy ese es melo
[2020:10:28-03:48:54]  (Local) -> (LOCAL)[1]Jabon: si horrible
[2020:10:28-03:48:55]  (Local) -> (LOCAL)[2]Butifarra: imbecilin
[2020:10:28-03:48:55]  (Local) -> (LOCAL)[4][GT]~$Fabio_vidal69$:): grax
[2020:10:28-03:48:56]  (Local) -> (LOCAL)[1]Jabon: pero ayuda
[2020:10:28-03:48:57]  (Phone:SMS) -> From WorkableConsole21 | To: [GT]LOCO | Message: OE PÁPI
[2020:10:28-03:48:58]  (Local) -> (LOCAL)[3]2cb'Escobar: vendame pana que se mk casi nov le la penas
[2020:10:28-03:48:59]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: osea pero es aveces
[2020:10:28-03:48:59]  (Local) -> (LOCAL)[2]Butifarra: de discord sera
[2020:10:28-03:49:00]  (Local) -> (LOCAL)[3]CAPU|~CapuCurioso~|: XDDD
[2020:10:28-03:49:01]  (Local) -> (LOCAL)[6][GT]~$Fabio_vidal69$:): tamo
[2020:10:28-03:49:02]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: aca ando melo
[2020:10:28-03:49:03]  (Local) -> (LOCAL)[2]2cb'Escobar: yi
[2020:10:28-03:49:04]  (Local) -> (LOCAL)[1]2cb''palomo69: metele pedal a ese camion bb metele quinta RAPIDOoooo''
[2020:10:28-03:49:04]  (Local) -> (LOCAL)[2]Butifarra: tanta lamboneadera no le sirve pa un culo
[2020:10:28-03:49:06]  (Local) -> (LOCAL)[1]2cb*sumadre420: y al llegar la medianoche
[2020:10:28-03:49:08]  (Local) -> (LOCAL)[1]Jabon: claro pq no hay gente
[2020:10:28-03:49:09]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: pero paso por comisaira
[2020:10:28-03:49:11]  (Local) -> (LOCAL)[2]GT|Jhojan: habla pues a ver si t eescucho
[2020:10:28-03:49:11]  (Local) -> (LOCAL)[5]2cb'Escobar: yo solo lo neceito
[2020:10:28-03:49:12]  (Phone:SMS) -> From WorkableConsole21 | To: [GT]LOCO | Message: EN QUE CAMELLA ACA?
[2020:10:28-03:49:14]  (Local) -> (LOCAL)[2]Jabon: este mk
[2020:10:28-03:49:15]  (Local) -> (LOCAL)[2]EVG|~Orgalor~|: y mk s ebaja a 10fpos
[2020:10:28-03:49:15]  (Local) -> (LOCAL)[1]2cb''palomo69: VAMOS A BRINDAR EL AÑO QUE VIENE
[2020:10:28-03:49:16]  (Local) -> (LOCAL)[5]2cb'Escobar: para e l meonto
[2020:10:28-03:49:19]  (Local) -> (LOCAL)[0]ParallelManatee34: /reparar
[2020:10:28-03:49:20]  (Local) -> (LOCAL)[5]GT|Andres: no pana xd
[2020:10:28-03:49:20]  (Local) -> (LOCAL)[1]2cb''palomo69: aa no era asi xd
[2020:10:28-03:49:21]  (Team - Criminals) -> (TEAM)ColitasElCrack: quien me regala 20k para comprame una skin, soy nuevo
[2020:10:28-03:49:22]  (Global) -> CAPU|penecabezon69: uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
[2020:10:28-03:49:22]  (Local) -> (LOCAL)[1]2cb*sumadre420: xdd
[2020:10:28-03:49:23]  (Local) -> (LOCAL)[1][GT]LOCO: oe{
[2020:10:28-03:49:23]  (Local) -> (LOCAL)[1]2cb''palomo69: ajajajajajajaj
[2020:10:28-03:49:24]  (Local) -> (LOCAL)[1]2cb*sumadre420: AJAJ
[2020:10:28-03:49:24]  (Local) -> (LOCAL)[5]GT|Andres: es q es rare
[2020:10:28-03:49:25]  (Local) -> (LOCAL)[5]2cb'Escobar: para el momento
[2020:10:28-03:49:26]  (Local) -> (LOCAL)[4]CAPU|penecabezon69: uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
[2020:10:28-03:49:28]  (Local) -> (LOCAL)[5]GT|Andres: nadie lo tiene
[2020:10:28-03:49:28]  (Local) -> (LOCAL)[2]GT|ElKevinnPai: me escuchan?
[2020:10:28-03:49:28]  (Local) -> (LOCAL)[1][GT]LOCO: la buena
[2020:10:28-03:49:29]  (Global) -> [GT]TIROFIJO420: ASKDJADSKJDSAKJS
[2020:10:28-03:49:31]  (Local) -> (LOCAL)[5]SCRIMBOY_69: weno
[2020:10:28-03:49:33]  (Global) -> Mateo_G.: [GT]TIROFIJO420 matando a gente con job
[2020:10:28-03:49:34]  (Global) -> EVG|~Orgalor~|: aaa HP
[2020:10:28-03:49:34]  (Local) -> (LOCAL)[4]GT|Jhojan: n los puntos rojos te quedas quieta
[2020:10:28-03:49:35]  (Global) -> 2cb'Escobar: QUIEN VENDE EL SOFA
[2020:10:28-03:49:37]  (Local) -> (LOCAL)[5]GT|Andres: me lo dio bala personalmente
[2020:10:28-03:49:37]  (Local) -> (LOCAL)[1]WorkableConsole21: LA BUENA BRO
[2020:10:28-03:49:39]  (Local) -> (LOCAL)[6]SCRIMBOY_69: cual
[2020:10:28-03:49:39]  (Local) -> (LOCAL)[2]GT|Jhojan: nonas
[2020:10:28-03:49:39]  (Local) -> (LOCAL)[2]Salomierda: no
[2020:10:28-03:49:39]  (Global) -> EVG|~Orgalor~|: a matar a otro
[2020:10:28-03:49:39]  (Local) -> (LOCAL)[1]2cb''palomo69: se equivoco la cansiom ;(((
[2020:10:28-03:49:40]  (Local) -> (LOCAL)[6]2cb'Escobar: oe
[2020:10:28-03:49:40]  (Local) -> (LOCAL)[1]MrNadieOwO: hola amor
[2020:10:28-03:49:40]  (Local) -> (LOCAL)[1][GT]LOCO: vea
[2020:10:28-03:49:42]  (Global) -> 2cb'ELVIEJOJUANCHO69: A CUANTO EL HELICOPTERO MÁS BARATO?
[2020:10:28-03:49:42]  (Local) -> (LOCAL)[1]Jabon: mk pa canson ome
[2020:10:28-03:49:42]  (Local) -> (LOCAL)[6]GT|Andres: el sofa
[2020:10:28-03:49:42]  (Global) -> SrTakashi: soltanos
[2020:10:28-03:49:44]  (Local) -> (LOCAL)[1]SebastianMontoya: ola
[2020:10:28-03:49:44]  (Global) -> SrTakashi: te doy plata
[2020:10:28-03:49:45]  (Local) -> (LOCAL)[1][GT]LOCO: venga
[2020:10:28-03:49:46]  (Local) -> (LOCAL)[1]2cb*sumadre420: SI TAN GROSERA
[2020:10:28-03:49:46]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: sissa
[2020:10:28-03:49:46]  (Local) -> (LOCAL)[1]MrNadieOwO: felz cumpleaños
[2020:10:28-03:49:48]  (Global) -> SrTakashi: no me meta cana
[2020:10:28-03:49:49]  (Local) -> (LOCAL)[5]2cb'Escobar: oe
[2020:10:28-03:49:50]  (Local) -> (LOCAL)[1]Jabon: jm
[2020:10:28-03:49:50]  (Local) -> (LOCAL)[4]GT|ElKevinnPai: pues por q no tengo audios maricones xd
[2020:10:28-03:49:51]  (Local) -> (LOCAL)[5]2cb'Escobar: lo irrnes
[2020:10:28-03:49:52]  (Local) -> (LOCAL)[1]SebastianMontoya: tenkiu
[2020:10:28-03:49:53]  (Global) -> SrTakashi: que perra gueva comer 10m
[2020:10:28-03:49:53]  (Local) -> (LOCAL)[2]GT|Jhojan: mka, no escucho nada
[2020:10:28-03:49:55]  (Local) -> (LOCAL)[2]Salomierda: ustedes me esucchan?
[2020:10:28-03:49:55]  (Local) -> (LOCAL)[5]2cb'Escobar: oe
[2020:10:28-03:49:55]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: entonces q si mk casi me voy pa alli
[2020:10:28-03:49:56]  (Global) -> SrTakashi: le damos plata
[2020:10:28-03:49:56]  (Local) -> (LOCAL)[5]SCRIMBOY_69: pues creo q conozco al mka q lo tiene
[2020:10:28-03:49:57]  (Local) -> (LOCAL)[1]CAPU|penecabezon69: me gusta el pene
[2020:10:28-03:49:57]  (Local) -> (LOCAL)[5]2cb'Escobar: si ?
[2020:10:28-03:49:59]  (Global) -> 2cb'ELVIEJOJUANCHO69: A CUANTO EL HELICOPTERO MÁS BARATO?
[2020:10:28-03:49:59]  (Local) -> (LOCAL)[2]GT|Jhojan: emjor pongo lso temas
[2020:10:28-03:50:00]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: XDD
[2020:10:28-03:50:00]  (Global) -> SrTakashi: no nos conoce?
[2020:10:28-03:50:00]  (Local) -> (LOCAL)[6]GT|Andres: me gusta su pinta xd
[2020:10:28-03:50:01]  (Local) -> (LOCAL)[3]Butifarra: cuanto qiere
[2020:10:28-03:50:01]  (Local) -> (LOCAL)[1]Jabon: es q bala mete mucha webonadas
[2020:10:28-03:50:01]  (Local) -> (LOCAL)[2]GT|Jhojan: nonas
[2020:10:28-03:50:02]  (Local) -> (LOCAL)[6]SCRIMBOY_69: pero no esta conectado
[2020:10:28-03:50:02]  (Local) -> (LOCAL)[3]Butifarra: lambona
[2020:10:28-03:50:03]  (Local) -> (LOCAL)[6]2cb'Escobar: avms
[2020:10:28-03:50:05]  (Local) -> (LOCAL)[1]Jabon: q no se usan
[2020:10:28-03:50:06]  (Global) -> [GT]CARDING: 7m
[2020:10:28-03:50:06]  (Local) -> (LOCAL)[2]GT|ElKevinnPai: no se escuha es nad
[2020:10:28-03:50:06]  (Local) -> (LOCAL)[1]2cb''palomo69: shi shi shi pum pum colicos de pinshesha
[2020:10:28-03:50:06]  (Local) -> (LOCAL)[3]#7D0093|#DE76F0DJ#7D0093|#B10CCECHOCORAMOCAMILOP: a vos te suelto takashi
[2020:10:28-03:50:06]  (Local) -> (LOCAL)[2]GT|Jhojan: no escucho voses
[2020:10:28-03:50:08]  (Local) -> (LOCAL)[1]EVG|~Orgalor~|: si cambio esa vaina
