This file was generated by Console at 2021:01:11-00:00:00



[2021:01:11-00:00:00]  (Local) -> (LOCAL)[1]Royal2cb: pere
[2021:01:11-03:07:26]  (Local) -> (LOCAL)[1]Sayayin'fumarrato: ese que nos metio
[2021:01:11-03:07:28]  (Local) -> (LOCAL)[1]MoaningMariachi77: como consigo una moto chimba ñero
[2021:01:11-03:07:29]  (Local) -> (LOCAL)[1]2cb/MINI: epere
[2021:01:11-03:07:30]  (Local) -> (LOCAL)[1]Drogba: aaa jajajaja
[2021:01:11-03:07:30]  (Global) -> #7F7F7F|ADM|#FFFF00FurryTrash: le estoy enseñando al nuevo
[2021:01:11-03:07:33]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00|EVG|Catre: listo
[2021:01:11-03:07:33]  (Local) -> (LOCAL)[1]2cb/MINI: vamos en helicop
[2021:01:11-03:07:36]  (Global) -> JuJoWarudo: si soy nuevo repeten
[2021:01:11-03:07:36]  (Global) -> #7F7F7F|ADM|#FF5C00Berna: jujo me enseño a matar tombos
[2021:01:11-03:07:37]  (Local) -> (LOCAL)[5]Sayayin"Chaman: me dieron creo que 100k
[2021:01:11-03:07:37]  (Local) -> (LOCAL)[4]Ak-JuanPablo: veni
[2021:01:11-03:07:38]  (Local) -> (LOCAL)[1]Drogba: espere ya lo llevo para que vea
[2021:01:11-03:07:39]  (Local) -> (LOCAL)[5]Sayayin'Lufero: ejesus
[2021:01:11-03:07:40]  (Local) -> (LOCAL)[1]Dominio: Esta aqui mismo ajaa
[2021:01:11-03:07:40]  (Global) -> #7F7F7F|ADM|#FF5C00Berna: que dices
[2021:01:11-03:07:42]  (Local) -> (LOCAL)[1]MoaningMariachi77: dele
[2021:01:11-03:07:44]  (Local) -> (LOCAL)[3]Sayayin'Lufero: cada vez me gusta mas el server
[2021:01:11-03:07:45]  (Global) -> #7F7F7F|DJ|#FF00002cb'DJ_Nico: un tombo que se quiera ganar 1 palo ya ??  interesado llegue al hospiat de groove
[2021:01:11-03:07:45]  (Global) -> [MZ]Niche: [MZ]~Im_Dark contesta llamada
[2021:01:11-03:07:47]  (Local) -> (LOCAL)[2]Ak-JuanPablo: oe parce
[2021:01:11-03:07:47]  (Local) -> (LOCAL)[1]Sayayin"Chaman: ajsjsjsa
[2021:01:11-03:07:48]  (Local) -> (LOCAL)[1]Sayayin'Lufero: 7u7
[2021:01:11-03:07:49]  (Local) -> (LOCAL)[2]Walter: oe
[2021:01:11-03:07:51]  (Global) -> [MZ]~Im_Dark: llamame
[2021:01:11-03:07:52]  (Global) -> Painanimal: hachico
[2021:01:11-03:07:53]  (Local) -> (LOCAL)[1]Ak-JuanPablo: enseñame a usar ese macro
[2021:01:11-03:07:53]  (Local) -> (LOCAL)[2]Sayayin'Lufero: que delicia jsjsjs
[2021:01:11-03:07:54]  (Global) -> 2cb-pablito: felipe canson
[2021:01:11-03:07:55]  (Global) -> Sayayin'Shadow963: Esta gonorrea caga parches
[2021:01:11-03:07:56]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF00002cb'DJ_Nico: veo pa
[2021:01:11-03:07:58]  (Local) -> (LOCAL)[1]Ak-JuanPablo: el de el sniper
[2021:01:11-03:07:58]  (Global) -> #7F7F7F|ADM|#FF0000!#Megu: ReizerB te compro el hunter
[2021:01:11-03:07:59]  (Local) -> (LOCAL)[1]Sayayin"Chaman: eso era lo que decia en el discord
[2021:01:11-03:08:00]  (Local) -> (LOCAL)[1]Walter: cual macro
[2021:01:11-03:08:01]  (Global) -> #7F7F7F|ADM|#FF0000!#Megu: 40 PALOS
[2021:01:11-03:08:01]  (Local) -> (LOCAL)[3][MZ]Cagaleto: llegue
[2021:01:11-03:08:01]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF00002cb'DJ_Nico: la cosa es asi
[2021:01:11-03:08:02]  (Local) -> (LOCAL)[1]Ak-JuanPablo: yo lo se pa
[2021:01:11-03:08:03]  (Global) -> CaceresParaco: oe pana como pongo otra musica?
[2021:01:11-03:08:05]  (Local) -> (LOCAL)[1]LeviAckerman: callate sapa
[2021:01:11-03:08:06]  (Global) -> Painanimal: ta laguiao otra vez
[2021:01:11-03:08:06]  (Local) -> (LOCAL)[3][MZ]Cagaleto: digaame
[2021:01:11-03:08:08]  (Local) -> (LOCAL)[1]Walter: esto no es un macro pa
[2021:01:11-03:08:09]  (Global) -> Sayayin'Shadow963: NOOOO
[2021:01:11-03:08:12]  (Local) -> (LOCAL)[1]Walter: es practica
[2021:01:11-03:08:12]  (Local) -> (LOCAL)[1]Ak-JuanPablo: osea el de
[2021:01:11-03:08:12]  (Local) -> (LOCAL)[3]Sancocho.Kum: a
[2021:01:11-03:08:13]  (Global) -> Sayayin'Shadow963: jajajajajajajjaja
[2021:01:11-03:08:14]  (Global) -> JuJoWarudo: XDD
[2021:01:11-03:08:17]  (Global) -> |EVG|Soltec: wow
[2021:01:11-03:08:17]  (Global) -> #7F7F7F|ADM|#FF5C00Berna: FEliz cumpleaños
[2021:01:11-03:08:18]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF00002cb'DJ_Nico: usted me ayuda a subir de rango matandolo y se gana un palo ya mismo
[2021:01:11-03:08:18]  (Local) -> (LOCAL)[2]CAPU|Milplones666: q paso
[2021:01:11-03:08:18]  (Local) -> (LOCAL)[1]Ak-JuanPablo: el de correr bug
[2021:01:11-03:08:19]  (Local) -> (LOCAL)[1]2cb*TavoVilla: bb
[2021:01:11-03:08:20]  (Global) -> #7F7F7F|ADM||LG|#FF5C00|EVG|RicardoJorge: felis cum
[2021:01:11-03:08:21]  (Global) -> (POPEYE): a bueno pa saber
[2021:01:11-03:08:22]  (Global) -> |EVG|Soltec: feliz ano
[2021:01:11-03:08:22]  (Local) -> (LOCAL)[1]2cb~#Fear: dime
[2021:01:11-03:08:24]  (Global) -> #7F7F7F|ADM||LiderCelacho|#FF5C00OjosTristes: feliz cum
[2021:01:11-03:08:24]  (Local) -> (LOCAL)[1]Ak-JuanPablo: un vago de 2cb me lo dijo
[2021:01:11-03:08:24]  (Global) -> Dominio: FELIZ CUMPLEAÑOS
[2021:01:11-03:08:26]  (Local) -> (LOCAL)[4]CAPU|Milplones666: quiero el palo
[2021:01:11-03:08:26]  (Global) -> yefermoli01: no se escucha
[2021:01:11-03:08:27]  (Local) -> (LOCAL)[4]CAPU|Milplones666: a
[2021:01:11-03:08:29]  (Global) -> 2cb'Palomo$: feliz cum socio
[2021:01:11-03:08:29]  (Local) -> (LOCAL)[4]CAPU|Milplones666: me ganaron
[2021:01:11-03:08:29]  (Global) -> CaceresParaco: gracias mi rey
[2021:01:11-03:08:31]  (Local) -> (LOCAL)[1]Walter: bueno
[2021:01:11-03:08:31]  (Local) -> (LOCAL)[5][MZ]Cagaleto: bueno vamos al banco dejo la plata
[2021:01:11-03:08:31]  (Local) -> (LOCAL)[1]2cBPrexto: road to the jail
[2021:01:11-03:08:32]  (Local) -> (LOCAL)[4]2cBuitre.: JAJAJAJAJJAJAJAJA
[2021:01:11-03:08:32]  (Global) -> [AK]Art: felicidadesss
[2021:01:11-03:08:32]  (Local) -> (LOCAL)[1]2cb*TavoVilla: :3
[2021:01:11-03:08:33]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00|EVG|Catre: sisa
[2021:01:11-03:08:34]  (Global) -> |EVG|Soltec: feliz cum
[2021:01:11-03:08:34]  (Global) -> #7F7F7F|ADM|#FF0000Llanerito: ey megu yo te doy uno por 20 palos
[2021:01:11-03:08:35]  (Local) -> (LOCAL)[1]Walter: y que mas necesita
[2021:01:11-03:08:38]  (Local) -> (LOCAL)[4]BocatoPa: ui q
[2021:01:11-03:08:39]  (Local) -> (LOCAL)[5]2cB|JulianGg|:D: NICO
[2021:01:11-03:08:39]  (Global) -> #7F7F7F|ADM|#FF0000!#Megu: q
[2021:01:11-03:08:39]  (Local) -> (LOCAL)[1]Ak-JuanPablo: solo eso
[2021:01:11-03:08:40]  (Global) -> [POPPER]: FELIZ CUMPLEAÑOS AMI MAÑA ACUMPLO 0 PAJAS ECHAS EN EL 2021
[2021:01:11-03:08:40]  (Local) -> (LOCAL)[3][z]tribilin: buena
[2021:01:11-03:08:42]  (Local) -> (LOCAL)[1]Ak-JuanPablo: quiero aprender eso xD
[2021:01:11-03:08:43]  (Local) -> (LOCAL)[5]Sayayin'fumarrato: vamonos
[2021:01:11-03:08:44]  (Local) -> (LOCAL)[1]Walter: correr asi?
[2021:01:11-03:08:44]  (Local) -> (LOCAL)[3][z]tribilin: arresto un marica
[2021:01:11-03:08:45]  (Global) -> CaceresParaco:  como pongo otra cancion?
[2021:01:11-03:08:45]  (Local) -> (LOCAL)[2]Drogba: mire ahi
[2021:01:11-03:08:45]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF00002cb'DJ_Nico: no pa le doy la mitad y despues la otra mitad
[2021:01:11-03:08:46]  (Local) -> (LOCAL)[1]Sayayin"Chaman: cuanto tiempo?
[2021:01:11-03:08:46]  (Local) -> (LOCAL)[4]2cb~SamanthaOwO: fijense
[2021:01:11-03:08:47]  (Local) -> (LOCAL)[1]Ak-JuanPablo: sisas
[2021:01:11-03:08:49]  (Local) -> (LOCAL)[2]MoaningMariachi77: a ver
[2021:01:11-03:08:50]  (Local) -> (LOCAL)[1]Sayayin'fumarrato: a buscar rotros
[2021:01:11-03:08:50]  (Local) -> (LOCAL)[1]Ak-JuanPablo: ese mismo
[2021:01:11-03:08:51]  (Local) -> (LOCAL)[3]-AK-El-Ponyo: Perdon compa
[2021:01:11-03:08:51]  (Local) -> (LOCAL)[3]2cB|JulianGg|:D: QUE PASA
[2021:01:11-03:08:52]  (Team - Criminals) -> (TEAM)MoaningMariachi77: espereme ñero
[2021:01:11-03:08:52]  (Local) -> (LOCAL)[1]Sayayin'Lufero: 600 segundos jsjsskj
[2021:01:11-03:08:53]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF00002cb'DJ_Nico: julian
[2021:01:11-03:08:54]  (Global) -> JuJoWarudo: yo ya voy como 3
[2021:01:11-03:08:55]  (Global) -> THLzampollero: bueno
[2021:01:11-03:08:55]  (Local) -> (LOCAL)[1]Sayayin"Chaman: ajsaj
[2021:01:11-03:08:55]  (Local) -> (LOCAL)[1]2cb/MINI: ya los activo
[2021:01:11-03:08:56]  (Local) -> (LOCAL)[1]Dominio: Pere los activo
[2021:01:11-03:08:57]  (Local) -> (LOCAL)[3]CAPU|Milplones666: julian tirame la liga
[2021:01:11-03:08:57]  (Global) -> #7F7F7F|ADM|#FF5C00Berna: ey
[2021:01:11-03:08:57]  (Local) -> (LOCAL)[2]Drogba: oe espereme aqui
[2021:01:11-03:08:59]  (Global) -> FernanditoGAUCHO-3fj.: taxiii
[2021:01:11-03:08:59]  (Local) -> (LOCAL)[3][MZ]Cagaleto: NO PPS PA NO PERDER LA PLATA Q TENGO
[2021:01:11-03:08:59]  (Local) -> (LOCAL)[1]2cb/MINI: ok
[2021:01:11-03:09:00]  (Global) -> JuJoWarudo: y media culeada
[2021:01:11-03:09:00]  (Local) -> (LOCAL)[2]Drogba: voy a tanquiar
[2021:01:11-03:09:00]  (Local) -> (LOCAL)[5]2cBPrexto: aaa ese tribilin todo toxico
[2021:01:11-03:09:01]  (Local) -> (LOCAL)[3]-AK-El-Ponyo: Esta bien?
[2021:01:11-03:09:01]  (Local) -> (LOCAL)[3]2cB|JulianGg|:D: hola
[2021:01:11-03:09:01]  (Global) -> THLzampollero: que
[2021:01:11-03:09:03]  (Global) -> #7F7F7F|ADM|#FF5C00Berna: No puedes atacar jugaadores amarillos señor
[2021:01:11-03:09:03]  (Local) -> (LOCAL)[3]2cB|JulianGg|:D: milplo
[2021:01:11-03:09:04]  (Local) -> (LOCAL)[3]2cBPrexto: la bna pa
[2021:01:11-03:09:06]  (Local) -> (LOCAL)[3]2cB|JulianGg|:D: habla con tussy
[2021:01:11-03:09:06]  (Local) -> (LOCAL)[3]CAPU|Milplones666: ola
[2021:01:11-03:09:07]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF00002cb'DJ_Nico: veo pa
[2021:01:11-03:09:08]  (Local) -> (LOCAL)[4]2cBuitre.: PONGANOS A VOLAR
[2021:01:11-03:09:09]  (Local) -> (LOCAL)[1]3fj.francovilla,pato: oe
[2021:01:11-03:09:11]  (Global) -> THLzampollero: ueno
[2021:01:11-03:09:11]  (Global) -> |CAPU|~mauricio~: tiro fijo se hace la paja pensando en la mamá
[2021:01:11-03:09:12]  (Local) -> (LOCAL)[3]2cB|JulianGg|:D: sr
[2021:01:11-03:09:13]  ([Msg] de #000000Ak-JuanPablo para Walter: luego me dice) -> nil
[2021:01:11-03:09:14]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF00002cb'DJ_Nico: usted me ayuda a subir de rango matandolo y se gana un palo ya mismo
[2021:01:11-03:09:14]  (Global) -> #7F7F7F|ADM|#FF5C00Berna: Es reportable atacarlos o matarlos
[2021:01:11-03:09:15]  (Local) -> (LOCAL)[6]#7F7F7F|ADM||LG|#FF5C00|EVG|RicardoJorge: hey
[2021:01:11-03:09:16]  (Global) -> Sayayin"Chaman: aqui lo espero nea
[2021:01:11-03:09:17]  (Global) -> THLzampollero: ok
[2021:01:11-03:09:17]  (Local) -> (LOCAL)[1]NeatSwordsman52: REGALAME 50000 PARA OTRA ARMA
[2021:01:11-03:09:19]  (Global) -> Walter: ok
[2021:01:11-03:09:19]  (Local) -> (LOCAL)[6]#7F7F7F|ADM||LG|#FF5C00|EVG|RicardoJorge: y si grabamos un tiktok de conejo
[2021:01:11-03:09:20]  (Global) -> #7F7F7F|ADM|#FFFF00FurryTrash: Y matarlos
[2021:01:11-03:09:20]  (Local) -> (LOCAL)[1]3fj.francovilla,pato: oe
[2021:01:11-03:09:21]  (Global) -> Ak-JuanPablo: ok
[2021:01:11-03:09:21]  (Local) -> (LOCAL)[3]2cB|JulianGg|:D: y
[2021:01:11-03:09:22]  (Global) -> #7F7F7F|ADM||LG|#0064FF2cb'tussy: cuando arreglan /duelo 
[2021:01:11-03:09:22]  (Local) -> (LOCAL)[3]2cB|JulianGg|:D: breve
[2021:01:11-03:09:23]  (Local) -> (LOCAL)[3]CAPU|Milplones666: breve
[2021:01:11-03:09:24]  (Global) -> #7F7F7F|ADM|#FF5C00|EVG|Catre: ya
[2021:01:11-03:09:24]  (Local) -> (LOCAL)[2]CAPU|Milplones666: de una
[2021:01:11-03:09:25]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FF00002cb'DJ_Nico: ubreve
[2021:01:11-03:09:25]  (Local) -> (LOCAL)[4]2cBuitre.: PONGANOS A VOLAR
[2021:01:11-03:09:25]  (Global) -> Karenko038: ADMIN, UNOS HP ESTAN DE CAMIONEROS DISPARANDONOS A OTROS CAMIONEROS
[2021:01:11-03:09:26]  (Local) -> (LOCAL)[1]2cb/MINI: y
[2021:01:11-03:09:26]  (Local) -> (LOCAL)[6]|EVG|Soltec: claro
[2021:01:11-03:09:26]  (Global) -> ChesDrew: nicheee
[2021:01:11-03:09:26]  (Global) -> Walter: ya?
[2021:01:11-03:09:26]  (Team - Services) -> (TEAM)THLzampollero: oe
[2021:01:11-03:09:28]  (Global) -> THLzampollero: oe
[2021:01:11-03:09:28]  (Local) -> (LOCAL)[2]2cB|JulianGg|:D: szs
[2021:01:11-03:09:28]  (Local) -> (LOCAL)[1]2cb/MINI: ya
[2021:01:11-03:09:30]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FF00002cb'DJ_Nico: solo uno
[2021:01:11-03:09:31]  (Global) -> yefermoli01: no tengo
[2021:01:11-03:09:31]  (Global) -> #7F7F7F|ADM|#FF5C00Berna: diga
[2021:01:11-03:09:32]  (Local) -> (LOCAL)[2]2cB|JulianGg|:D: yo
[2021:01:11-03:09:33]  (Local) -> (LOCAL)[2]CAPU|Milplones666: aa
[2021:01:11-03:09:34]  (Local) -> (LOCAL)[2]2cB|JulianGg|:D: xd
[2021:01:11-03:09:36]  (Global) -> AndresRamirez: t
[2021:01:11-03:09:36]  (Global) -> CaceresParaco: berna
[2021:01:11-03:09:36]  (Local) -> (LOCAL)[2]2cBPrexto: que asco
[2021:01:11-03:09:36]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||LG|#FF5C00|EVG|RicardoJorge: haski
[2021:01:11-03:09:37]  (Global) -> Ak-JuanPablo: 429secs pa salir Walter
[2021:01:11-03:09:37]  (Local) -> (LOCAL)[2]CAPU|Milplones666: los dos
[2021:01:11-03:09:37]  (Global) -> #7F7F7F|ADM|#FF0000!#Megu: q me venden por 40 palos
[2021:01:11-03:09:38]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||LG|#FF5C00|EVG|RicardoJorge: entre a discord
[2021:01:11-03:09:40]  (Global) -> #7F7F7F|ADM|#FF5C00Berna: diga
[2021:01:11-03:09:40]  (Local) -> (LOCAL)[2]CAPU|Milplones666: y de a 500
[2021:01:11-03:09:40]  (Local) -> (LOCAL)[2]2cB|JulianGg|:D: epa
[2021:01:11-03:09:42]  (Global) -> #7F7F7F|ADM|#FF0000!#Megu:  ( ͠; ᴥ ͠;)
[2021:01:11-03:09:42]  (Global) -> Walter: jasjsa
[2021:01:11-03:09:43]  (Local) -> (LOCAL)[2]2cB|JulianGg|:D: sisa
[2021:01:11-03:09:43]  (Local) -> (LOCAL)[5]MoaningMariachi77: huy perro eso esta muy caro todo jajaj
[2021:01:11-03:09:43]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FF00002cb'DJ_Nico: breve julian venga comencemos
[2021:01:11-03:09:44]  (Global) -> THLzampollero: como pongo musica
[2021:01:11-03:09:45]  (Local) -> (LOCAL)[1]3fj.francovilla,pato: oe
[2021:01:11-03:09:46]  (Global) -> THLzampollero: ??
[2021:01:11-03:09:47]  (Global) -> #7F7F7F|ADM|#FF5C00Patches: !#Megu[3] un carro q nadie tiene
[2021:01:11-03:09:50]  (Global) -> Sancocho.Kum: un caddy XDD
[2021:01:11-03:09:50]  (Local) -> (LOCAL)[1]3fj.francovilla,pato: oe
[2021:01:11-03:09:51]  (Local) -> (LOCAL)[5]2cb~#Fear: xdd
[2021:01:11-03:09:52]  (Local) -> (LOCAL)[4]MoaningMariachi77: y yo paenas tengo 80pe
[2021:01:11-03:09:52]  (Global) -> #7F7F7F|ADM|#FF0000!#Megu: cual
[2021:01:11-03:09:52]  (Local) -> (LOCAL)[4]Drogba: sisas
[2021:01:11-03:09:55]  (Global) -> #7F7F7F|ADM|#FF5C00Berna: #ff00ff Comando /sound para escuchar los temas
[2021:01:11-03:09:55]  (Local) -> (LOCAL)[4]2cB|JulianGg|:D: epa
[2021:01:11-03:09:55]  (Local) -> (LOCAL)[4]CAPU|Milplones666: boa
[2021:01:11-03:09:56]  (Local) -> (LOCAL)[2]Drogba: es mas barato un carro
[2021:01:11-03:09:58]  (Global) -> #7F7F7F|ADM|#FF5C00Patches: !#Megu[3] ahorita le meustro
[2021:01:11-03:09:58]  (Local) -> (LOCAL)[3]Sayayin'fumarrato: esa lokas nos metieron ala cana
[2021:01:11-03:09:59]  (Local) -> (LOCAL)[3]Drogba: lo llevo?
[2021:01:11-03:09:59]  (Local) -> (LOCAL)[3]Sayayin'Shadow963: Decilo Jefe
[2021:01:11-03:10:00]  (Local) -> (LOCAL)[5]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: oeee
[2021:01:11-03:10:01]  (Global) -> THLzampollero: seguro 
[2021:01:11-03:10:02]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||LG|#FF5C00|EVG|RicardoJorge: haski entra a dc
[2021:01:11-03:10:02]  (Local) -> (LOCAL)[3]Sayayin^piltrafa: sisa
[2021:01:11-03:10:03]  (Global) -> CaceresParaco: como pongo otra cancion??'
[2021:01:11-03:10:03]  (Local) -> (LOCAL)[5]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: pero hagmaos eso mañana
[2021:01:11-03:10:04]  (Global) -> THLzampollero: gracias
[2021:01:11-03:10:04]  (Local) -> (LOCAL)[1]3fj.francovilla,pato: oe
[2021:01:11-03:10:04]  (Local) -> (LOCAL)[6]Beltronc0: Haski a discord
[2021:01:11-03:10:05]  (Local) -> (LOCAL)[3]Sayayin'fumarrato: mani4
[2021:01:11-03:10:05]  (Local) -> (LOCAL)[3]MoaningMariachi77: breve
[2021:01:11-03:10:08]  (Local) -> (LOCAL)[4]2cb~SamanthaOwO: xd
[2021:01:11-03:10:08]  (Local) -> (LOCAL)[5]CAPU|Milplones666: si lo sigue matando seguidito lo espectean
[2021:01:11-03:10:10]  (Local) -> (LOCAL)[6]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: tengo q hacer el video de jimenez
[2021:01:11-03:10:10]  (Local) -> (LOCAL)[3]Drogba: vamos primero a tanquiar
[2021:01:11-03:10:12]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Llanerito: disculpa
[2021:01:11-03:10:13]  (Local) -> (LOCAL)[4]CAPU|Milplones666: y le clavan report
[2021:01:11-03:10:14]  (Local) -> (LOCAL)[6]|EVG|Soltec: ola
[2021:01:11-03:10:15]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00|EVG|Catre: non
[2021:01:11-03:10:15]  (Local) -> (LOCAL)[4]CAPU|Milplones666: de admi
[2021:01:11-03:10:15]  (Local) -> (LOCAL)[6]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: mandemelo por wpp v
[2021:01:11-03:10:16]  (Local) -> (LOCAL)[3]MoaningMariachi77: dele
[2021:01:11-03:10:18]  (Local) -> (LOCAL)[6]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: ajjhh breve
[2021:01:11-03:10:18]  (Local) -> (LOCAL)[4]2cB|JulianGg|:D: a
[2021:01:11-03:10:19]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00|EVG|Catre: esta el de los barcos
[2021:01:11-03:10:19]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Berna: para poner tus propias canciones debes de usar el convertidor de mp3
[2021:01:11-03:10:20]  (Local) -> (LOCAL)[4]#7F7F7F|DJ|#FF00002cb'DJ_Nico: nocas
[2021:01:11-03:10:21]  (Local) -> (LOCAL)[6]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: iré a comer nea
[2021:01:11-03:10:21]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00|EVG|Catre: donde se venden
[2021:01:11-03:10:21]  (Local) -> (LOCAL)[1]3fj.francovilla,pato: oe
[2021:01:11-03:10:23]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FF00002cb'DJ_Nico: jajajaja
[2021:01:11-03:10:24]  (Local) -> (LOCAL)[5]CAPU|Milplones666: a mi me la hicieron
[2021:01:11-03:10:24]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Berna: es una vuelta parce
[2021:01:11-03:10:24]  (Local) -> (LOCAL)[6]#00146C|#A4B5FFPROD#00146C|#FF5C00Haski_Scott: chau
[2021:01:11-03:10:24]  (Local) -> (LOCAL)[6]Beltronc0: cual jimenez ome, primero evg
[2021:01:11-03:10:26]  (Local) -> (LOCAL)[5]2cB|JulianGg|:D: ajjaja
[2021:01:11-03:10:27]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FF00002cb'DJ_Nico: venga
[2021:01:11-03:10:27]  (Global) -> Sayayin'Shadow963: Paz y amor ome xd
[2021:01:11-03:10:29]  (Local) -> (LOCAL)[4]2cb~SamanthaOwO: a onde vamos?
[2021:01:11-03:10:29]  (Global) -> CaceresParaco: okey
[2021:01:11-03:10:30]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00Berna: Complicado de explicar por primera vez
[2021:01:11-03:10:30]  (Global) -> MoaningMariachi77: samantaaa sigues on?
[2021:01:11-03:10:31]  (Local) -> (LOCAL)[1]3fj.francovilla,pato: oe
[2021:01:11-03:10:33]  (Local) -> (LOCAL)[4]#7F7F7F|DJ|#FF00002cb'DJ_Nico: espere
[2021:01:11-03:10:35]  (Global) -> 2cb~SamanthaOwO: si
[2021:01:11-03:10:35]  (Local) -> (LOCAL)[3]Sayayin'fumarrato: qupena mani
[2021:01:11-03:10:35]  (Global) -> Strange'2cb: ai
[2021:01:11-03:10:40]  (Global) -> MoaningMariachi77: donde andas
[2021:01:11-03:10:41]  (Local) -> (LOCAL)[2]El-gato-cosmico1: oe lo curo
[2021:01:11-03:10:41]  (Local) -> (LOCAL)[1]JuJoWarudo: its lit
[2021:01:11-03:10:42]  (Local) -> (LOCAL)[1]3fj.francovilla,pato: se quiere unir ami gnga
[2021:01:11-03:10:42]  (Global) -> FernanditoGAUCHO-3fj.: alguien q me recoja porfa
[2021:01:11-03:10:43]  (Local) -> (LOCAL)[4]#7F7F7F|DJ|#FF00002cb'DJ_Nico: a que se vayan
[2021:01:11-03:10:44]  (Local) -> (LOCAL)[5][Z]Razzork: reizer deja tirado el animalejo en cualquier parte
[2021:01:11-03:10:46]  (Local) -> (LOCAL)[1]Sayayin^piltrafa: ajjaajaj
[2021:01:11-03:10:46]  (Local) -> (LOCAL)[4]CAPU|Milplones666: bueno xao
[2021:01:11-03:10:46]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00|EVG|Catre: a ver el amanecer
[2021:01:11-03:10:48]  (Local) -> (LOCAL)[2]|2cb|Max: Hola Parcero
[2021:01:11-03:10:50]  (Global) -> MoaningMariachi77: voy y te busco con mi pana
[2021:01:11-03:10:51]  (Global) -> 2cb~SamanthaOwO: lejos xd
[2021:01:11-03:10:51]  (Local) -> (LOCAL)[4]2cB|JulianGg|:D: miplo
[2021:01:11-03:10:53]  (Local) -> (LOCAL)[1][AK]Art: gracias
[2021:01:11-03:10:54]  (Local) -> (LOCAL)[4]2cB|JulianGg|:D: nea
[2021:01:11-03:10:54]  (Global) -> faby: espere
[2021:01:11-03:10:55]  (Global) -> #7F7F7F|ADM|#FFFF00FurryTrash: ¿Cuál es el comando para reiniciar la ruta de basurero?
[2021:01:11-03:10:56]  (Local) -> (LOCAL)[2]CAPU|Milplones666: a camellar q necesito la sorra
[2021:01:11-03:10:56]  (Local) -> (LOCAL)[1]3fj.francovilla,pato: OE
[2021:01:11-03:10:58]  (Local) -> (LOCAL)[2]CAPU|Milplones666: señora
[2021:01:11-03:10:58]  (Local) -> (LOCAL)[6]|EVG|Soltec: claro
[2021:01:11-03:10:58]  (Local) -> (LOCAL)[2]Sayayin^piltrafa: llevame a comer alguito
[2021:01:11-03:10:58]  (Local) -> (LOCAL)[2]2cB|JulianGg|:D: hable con tussy
[2021:01:11-03:10:58]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LiderCelacho|#FF5C00OjosTristes: ey esperen voy a escupir jjssj
[2021:01:11-03:10:59]  (Global) -> JuJoWarudo: ITS LIT
[2021:01:11-03:11:02]  (Local) -> (LOCAL)[2]CAPU|Milplones666: bno
[2021:01:11-03:11:03]  (Local) -> (LOCAL)[1]3fj.francovilla,pato: SE QUIERE
[2021:01:11-03:11:04]  (Local) -> (LOCAL)[4]2cb~SamanthaOwO: dale
[2021:01:11-03:11:04]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF8C00|EVG|Catre: listo
[2021:01:11-03:11:06]  (Local) -> (LOCAL)[3]Juancho: ola
[2021:01:11-03:11:06]  (Local) -> (LOCAL)[3]2cB|JulianGg|:D: lo llamo?
[2021:01:11-03:11:07]  ([Msg] de Walter para !#Megu: ya aprendio q bug por lo menos?) -> nil
[2021:01:11-03:11:07]  (Global) -> Strange'2cb: JAJAJAJAJJAJAJAJA
