This file was generated by Console at 2020:11:27-00:00:00



[2020:11:27-00:00:00]  (Global) -> 2cb'ViejoRichard: si
[2020:11:27-01:29:38]  (Local) -> (LOCAL)[1][CAPU]C4rtex: jmmm paila xd
[2020:11:27-01:29:38]  (Global) -> (BGW)CHOCORRAMOCAMILOP: BRUTH SAJJSAJSA
[2020:11:27-01:29:40]  (Local) -> (LOCAL)[1]CAPUCone: me dieron 20k
[2020:11:27-01:29:42]  (Global) -> |CAPU|JulianGg: g8 ya te caigo a donde vinra
[2020:11:27-01:29:43]  (Local) -> (LOCAL)[2]Cheverry: si ni me han jaileado nunca
[2020:11:27-01:29:43]  (Local) -> (LOCAL)[4]2cb'JEFERuwu: yo tengo
[2020:11:27-01:29:45]  (Local) -> (LOCAL)[1]CAPUCone: a
[2020:11:27-01:29:46]  (Local) -> (LOCAL)[1]|EVG|Soltec: mandeme una foto por dc
[2020:11:27-01:29:47]  (Local) -> (LOCAL)[1]CAPUCone: del vip
[2020:11:27-01:29:47]  (Local) -> (LOCAL)[1][CAPU]C4rtex: bno es el conejo q dice evg
[2020:11:27-01:29:48]  (Global) -> #7F7F7F|CVR|#FF0000Megu: dale M
[2020:11:27-01:29:50]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00Seb: Aaa pere
[2020:11:27-01:29:52]  (Local) -> (LOCAL)[3]Cheverry: ni warneos ni nada
[2020:11:27-01:29:52]  (Global) -> |Sr.g8|: dj nico pon crush de noreh
[2020:11:27-01:29:53]  (Local) -> (LOCAL)[1][CAPU]C4rtex: ale ya
[2020:11:27-01:29:53]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00Seb: No lo escucho nea
[2020:11:27-01:29:54]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00Seb: Un seg
[2020:11:27-01:29:58]  (Global) -> |Sr.g8|: DJ COLOCA CRUSH DE NOREH
[2020:11:27-01:29:58]  (Local) -> (LOCAL)[1]2cb'DarkLondres: me voy
[2020:11:27-01:30:00]  (Local) -> (LOCAL)[1]LocaHp: ale
[2020:11:27-01:30:01]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00Seb: Ya
[2020:11:27-01:30:06]  (Global) -> |Sr.g8|: DJ CRUSH DE NOREH
[2020:11:27-01:30:07]  (Global) -> [EVG].DJ-NICO-PRESTIGE: bueno despues de esta
[2020:11:27-01:30:12]  (Global) -> [EVG].DJ-NICO-PRESTIGE: #01f2e5 DJ NICOLAS PRESTIGE EN LA RADIO 
[2020:11:27-01:30:12]  (Local) -> (LOCAL)[2]|CAPU|JulianGg: vamos
[2020:11:27-01:30:13]  (Global) -> 2cb'Falcao: VENDO BALISTA COMPACT 900K TUNEADO 
[2020:11:27-01:30:16]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Seb: ¿Y cual es el bug? xd
[2020:11:27-01:30:18]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: ty
[2020:11:27-01:30:19]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: mero tema
[2020:11:27-01:30:22]  (Local) -> (LOCAL)[4]2cb'JEFERuwu: ya me la fume
[2020:11:27-01:30:23]  (Global) -> [EVG]$hadowHunter: ush 
[2020:11:27-01:30:26]  (Local) -> (LOCAL)[1]|Sr.g8|: SZS
[2020:11:27-01:30:28]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: nah q vaina tan rara
[2020:11:27-01:30:28]  (Global) -> 2cb'DarkLondres: balista xD
[2020:11:27-01:30:28]  (Local) -> (LOCAL)[1]Cheverry: vamos a encanar?
[2020:11:27-01:30:31]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: si
[2020:11:27-01:30:32]  (Local) -> (LOCAL)[3]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: qutate puta
[2020:11:27-01:30:34]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Seb: Normalmente saca el 10
[2020:11:27-01:30:34]  (Global) -> 2cb'Falcao: blista* xd
[2020:11:27-01:30:35]  (Local) -> (LOCAL)[1]Cheverry: al amu
[2020:11:27-01:30:36]  (Global) -> [EVG]$hadowHunter: 2cb'Falcao como que esta robando no?¡
[2020:11:27-01:30:37]  (Local) -> (LOCAL)[1]CAPUCone: XD
[2020:11:27-01:30:38]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Seb: de todo el dinero que tienes
[2020:11:27-01:30:39]  (Local) -> (LOCAL)[2](BGW)CHOCORRAMOCAMILOP: PORESO
[2020:11:27-01:30:39]  (Local) -> (LOCAL)[2]Cheverry: esta tussy
[2020:11:27-01:30:40]  (Global) -> |CAPU|JulianGg: vibraaaaaaaaaaa
[2020:11:27-01:30:42]  (Local) -> (LOCAL)[2](BGW)CHOCORRAMOCAMILOP: Y ESTA SCANDO 3
[2020:11:27-01:30:42]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Seb: Se reparte en los que salgan
[2020:11:27-01:30:45]  (Global) -> CAPUCone: GENTE DE ZOOOOOOOONA
[2020:11:27-01:30:45]  (Local) -> (LOCAL)[2]Cheverry: y sus perras
[2020:11:27-01:30:46]  (Local) -> (LOCAL)[8]2cb'~#[I]BIZA: ey
[2020:11:27-01:30:47]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Seb: No cada uno 10%
[2020:11:27-01:30:47]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: ese darklondres
[2020:11:27-01:30:49]  (Local) -> (LOCAL)[8]2cb'~#[I]BIZA: veni
[2020:11:27-01:30:49]  (Local) -> (LOCAL)[2](BGW)CHOCORRAMOCAMILOP: A
[2020:11:27-01:30:51]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Seb: Pero voy a probar
[2020:11:27-01:30:52]  (Local) -> (LOCAL)[2](BGW)CHOCORRAMOCAMILOP: BUENO
[2020:11:27-01:30:52]  (Global) -> 2cb'Falcao: un poquito
[2020:11:27-01:30:53]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#0064FFFrancine98: es juanpablolds
[2020:11:27-01:30:55]  (Global) -> #7F7F7F|CVR|#FF5C00lauraaa:(: no señor
[2020:11:27-01:30:56]  (Local) -> (LOCAL)[1]Cheverry: so
[2020:11:27-01:30:58]  (Local) -> (LOCAL)[1]Cheverry: si
[2020:11:27-01:31:00]  (Local) -> (LOCAL)[1][Z]Petrosky: y el z sapa?
[2020:11:27-01:31:01]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: ese se desconecto creo
[2020:11:27-01:31:03]  (Global) -> elPepe: entiendes el server xd?
[2020:11:27-01:31:04]  (Local) -> (LOCAL)[1]Loli: ah
[2020:11:27-01:31:08]  (Local) -> (LOCAL)[1]|Sr.g8|: ai?
[2020:11:27-01:31:10]  (Global) -> maicolMMG: no
[2020:11:27-01:31:13]  (Global) -> elPepe: x2
[2020:11:27-01:31:14]  (Local) -> (LOCAL)[1][BGW]Ragnarok: ?
[2020:11:27-01:31:15]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: eso q
[2020:11:27-01:31:19]  (Local) -> (LOCAL)[1]|Sr.g8|: tu crees
[2020:11:27-01:31:20]  (Global) -> maicolMMG: esta raro
[2020:11:27-01:31:20]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: tenes gang?
[2020:11:27-01:32:45]  (Global) -> mata: pc gamer
[2020:11:27-01:33:11]  (Global) -> |DJ|2cb'Royal: eso
[2020:11:27-01:33:16]  (Global) -> |DJ|2cb'Royal: solo pc gamers con intel i3
[2020:11:27-01:33:23]  (Global) -> |EVG|Soltec: olaaaaaaaaaaaaaaaaaaaaaaaaaaa
[2020:11:27-01:33:23]  (Global) -> mata: ¯\_(ツ)_/¯ 
[2020:11:27-01:33:24]  (Global) -> [ZETAS]JUAN-AA: HUY PANA
[2020:11:27-01:33:26]  (Global) -> [ZETAS]JUAN-AA: SISAS
[2020:11:27-01:33:33]  (Global) -> |EVG|Soltec: solo pc con 12gb de ram
[2020:11:27-01:33:39]  (Global) -> 2cb'Royal: solo pc con 8 de ram
[2020:11:27-01:33:46]  (Global) -> 2cb'Royal: Sit
[2020:11:27-01:33:52]  (Global) -> Hijueputax: por que no hay nieve?
[2020:11:27-01:34:47]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: Hola venezuela
[2020:11:27-01:34:50]  (Global) -> #7F7F7F|CVR|#FF0000Megu: Fabius
[2020:11:27-01:34:57]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: gaming
[2020:11:27-01:35:03]  (Global) -> |Sr.g8|: PERO CONMIGO
[2020:11:27-01:35:32]  (Local) -> (LOCAL)[3]mata: el es zeta
[2020:11:27-01:35:35]  (Local) -> (LOCAL)[3]IZI_Omar25: perdon chavarry
[2020:11:27-01:35:36]  (Local) -> (LOCAL)[1]2cb'JEFERuwu: se reinicio el server no?
[2020:11:27-01:35:43]  (Team - Law Enforcement) -> (TEAM)JUANDA: thola
[2020:11:27-01:35:51]  (Local) -> (LOCAL)[6][Z]Bocato: HPTA PC DE MATA
[2020:11:27-01:35:53]  (Local) -> (LOCAL)[1]Tartarus: hola
[2020:11:27-01:35:53]  (Global) -> |Sr.g8|: QUEMANDO MARI HASTA MAÑANA EN PLENO PARTY TO' EL FIN DE SEMANAAAAAA
[2020:11:27-01:35:55]  (Local) -> (LOCAL)[5]mata: uy enseñame eso
[2020:11:27-01:35:58]  (Local) -> (LOCAL)[1]|Sr.g8|: JAJAJAJAJAJAJ
[2020:11:27-01:35:59]  (Global) -> JUANDA: buena
[2020:11:27-01:36:00]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: mero tema
[2020:11:27-01:36:01]  (Local) -> (LOCAL)[1]2cb'JEFERuwu: primera vez que no pierdo las armas xd
[2020:11:27-01:36:03]  (Local) -> (LOCAL)[1]Tartarus: buena pa
[2020:11:27-01:36:04]  (Local) -> (LOCAL)[6][Z]Bocato: no habian ni cerrado y ya esta dentro jaaj
[2020:11:27-01:36:04]  (Local) -> (LOCAL)[1]|Sr.g8|: SZS
[2020:11:27-01:36:09]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: no muchas
[2020:11:27-01:36:12]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: uy esas nalgas :33333333333
[2020:11:27-01:36:15]  (Local) -> (LOCAL)[1]|Sr.g8|: jajajaja
[2020:11:27-01:36:18]  (Local) -> (LOCAL)[1]|Sr.g8|: cuidado me las agarra
[2020:11:27-01:36:21]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: porque solo se veria explosiones y ya
[2020:11:27-01:36:22]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: xd
[2020:11:27-01:36:25]  (Local) -> (LOCAL)[1]CAPUCone: bno
[2020:11:27-01:36:27]  (Local) -> (LOCAL)[1]|Sr.g8|: PERO SIGO SIENDO INVISIBLEEEE
[2020:11:27-01:36:28]  (Local) -> (LOCAL)[5][ZETAS]JUAN-AA: HEY MK SOLTAME
[2020:11:27-01:36:29]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: es como de parte y parte
[2020:11:27-01:36:33]  (Local) -> (LOCAL)[5][ZETAS]JUAN-AA: OOH ME VENGO
[2020:11:27-01:36:37]  (Global) -> |Sr.g8|: PERREANDO NASTYYYYYYYY
[2020:11:27-01:36:37]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: tambien que se vea esto
[2020:11:27-01:36:40]  (Local) -> (LOCAL)[5]Cheverry: era pa no lo coegita berna
[2020:11:27-01:36:47]  (Local) -> (LOCAL)[1]|Sr.g8|: UFFFFFF
[2020:11:27-01:36:47]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: pagame un puñoooooooooo
[2020:11:27-01:36:50]  (Local) -> (LOCAL)[1]CAPUCone: JAJAAJAJA
[2020:11:27-01:36:52]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: pa q me vas amarrrrrrr
[2020:11:27-01:36:53]  (Global) -> |CAPU|JulianGg: pa q me vas amarrrrrrr
[2020:11:27-01:36:58]  (Local) -> (LOCAL)[1]CAPUCone: las animaciones son necesarias? XDDDDDDDDDDD
[2020:11:27-01:36:59]  (Local) -> (LOCAL)[5]IZI_Omar25: bocato es z ?
[2020:11:27-01:37:03]  (Local) -> (LOCAL)[1]|Sr.g8|: DALE J
[2020:11:27-01:37:03]  (Local) -> (LOCAL)[5]mata: si
[2020:11:27-01:37:04]  (Local) -> (LOCAL)[1]2cb'JEFERuwu: bno
[2020:11:27-01:37:06]  (Local) -> (LOCAL)[5]Cheverry: si
[2020:11:27-01:37:06]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: pues le dan un toque
[2020:11:27-01:37:07]  (Local) -> (LOCAL)[5]IZI_Omar25: ok
[2020:11:27-01:37:08]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: XD
[2020:11:27-01:37:09]  (Local) -> (LOCAL)[1]|Sr.g8|: eso
[2020:11:27-01:37:10]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: pille
[2020:11:27-01:37:10]  (Local) -> (LOCAL)[2]Tartarus: jmm
[2020:11:27-01:37:12]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: pegame un puño
[2020:11:27-01:37:12]  (Local) -> (LOCAL)[2]Tartarus: compre internet
[2020:11:27-01:37:13]  (Local) -> (LOCAL)[1]2cb'Royal: temaso
[2020:11:27-01:37:14]  (Local) -> (LOCAL)[2]|DJ|(BGW)CHOCORRAMOCAMILOP: a
[2020:11:27-01:37:15]  (Local) -> (LOCAL)[2][B]azukO>%#'2cb: su
[2020:11:27-01:37:17]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: grax
[2020:11:27-01:37:18]  (Local) -> (LOCAL)[1]2cb'JEFERuwu: confirmo
[2020:11:27-01:37:19]  (Local) -> (LOCAL)[2]|DJ|(BGW)CHOCORRAMOCAMILOP: no vi me perdi sjajassa
[2020:11:27-01:37:21]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: hp lanzala gonorrea
[2020:11:27-01:37:22]  (Local) -> (LOCAL)[1]|Sr.g8|: ajjaja
[2020:11:27-01:37:24]  (Local) -> (LOCAL)[1]|Sr.g8|: oe
[2020:11:27-01:37:24]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: xd
[2020:11:27-01:37:27]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: dime
[2020:11:27-01:37:27]  (Local) -> (LOCAL)[1]CAPUCone: jaajaj
[2020:11:27-01:37:27]  (Local) -> (LOCAL)[1]|Sr.g8|: ahora?
[2020:11:27-01:37:33]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: Si pilla
[2020:11:27-01:37:35]  (Local) -> (LOCAL)[6]mata: no me sirve
[2020:11:27-01:37:36]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: no se bro jajaa
[2020:11:27-01:37:39]  (Local) -> (LOCAL)[1]|Sr.g8|: jajajaja
[2020:11:27-01:37:39]  (Local) -> (LOCAL)[6][Z]Bocato: no?
[2020:11:27-01:37:39]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: joder
[2020:11:27-01:37:40]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: XD
[2020:11:27-01:37:41]  (Local) -> (LOCAL)[1]|Sr.g8|: bueno
[2020:11:27-01:37:42]  (Local) -> (LOCAL)[6]mata: nonas
[2020:11:27-01:37:43]  (Local) -> (LOCAL)[1]|DJ|(BGW)CHOCORRAMOCAMILOP: qe
[2020:11:27-01:37:44]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: esto se contamino de z
[2020:11:27-01:37:45]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: Estas con cmaila?
[2020:11:27-01:37:48]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: camila
[2020:11:27-01:37:49]  (Local) -> (LOCAL)[6]Cheverry: me bugee
[2020:11:27-01:37:51]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: aaaaa
[2020:11:27-01:37:51]  (Local) -> (LOCAL)[6][Z]Bocato: a mi siempre me sali asi mk
[2020:11:27-01:37:54]  (Global) -> |EVG|Soltec: ui a 60 la gasolina
[2020:11:27-01:37:55]  (Local) -> (LOCAL)[1]|DJ|(BGW)CHOCORRAMOCAMILOP: como asi
[2020:11:27-01:37:57]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: puro z
[2020:11:27-01:37:58]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: le doy a su madre
[2020:11:27-01:37:59]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: xd
[2020:11:27-01:38:02]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: mire el tab
[2020:11:27-01:38:03]  (Local) -> (LOCAL)[1]2cb'JEFERuwu: y los demas?´
[2020:11:27-01:38:04]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: cuidado te pega por andar haciendo bulla
[2020:11:27-01:38:04]  (Local) -> (LOCAL)[1]|DJ|(BGW)CHOCORRAMOCAMILOP: uy si
[2020:11:27-01:38:08]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: bueno :3 qme salud
[2020:11:27-01:38:12]  (Local) -> (LOCAL)[1]2cb'Royal: deben de estar logeando aun
[2020:11:27-01:38:14]  (Global) -> |DJ|(BGW)CHOCORRAMOCAMILOP: jsajsajsasa
[2020:11:27-01:38:17]  (Local) -> (LOCAL)[1]2cb'JEFERuwu: xd
[2020:11:27-01:38:17]  (Local) -> (LOCAL)[4][Z]Bocato: mire
[2020:11:27-01:38:19]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: esta esta propia
[2020:11:27-01:38:20]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: a
[2020:11:27-01:38:23]  (Local) -> (LOCAL)[2]|DJ|(BGW)CHOCORRAMOCAMILOP: uy kieto
[2020:11:27-01:38:23]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: JAJAJAJJAA
[2020:11:27-01:38:26]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: aqui estoy hp
[2020:11:27-01:38:30]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: eso decian en z
[2020:11:27-01:38:31]  (Local) -> (LOCAL)[1]CAPUCone: XDD
[2020:11:27-01:38:33]  (Local) -> (LOCAL)[1]CAPUCone: mejor
[2020:11:27-01:38:34]  (Local) -> (LOCAL)[4][Z]Bocato: aaaa
[2020:11:27-01:38:39]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: XDDDDDDDDDDDDDDDDDDDDDDDDDDDDD
[2020:11:27-01:38:45]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: yo estado en todas
[2020:11:27-01:38:47]  (Local) -> (LOCAL)[4][Z]Bocato: soltame ps
[2020:11:27-01:38:48]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: Andate a estudiar hp
[2020:11:27-01:38:49]  (Local) -> (LOCAL)[2]|DJ|(BGW)CHOCORRAMOCAMILOP: VAMOS
[2020:11:27-01:38:51]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: uy kieto
[2020:11:27-01:38:56]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: q diga lo q quiera
[2020:11:27-01:38:56]  (Local) -> (LOCAL)[1]CAPUCone: ajajjjjjjjjjjjj
[2020:11:27-01:38:56]  (Local) -> (LOCAL)[4]mata: parse
[2020:11:27-01:38:59]  (Local) -> (LOCAL)[4]IZI_Omar25: dejalo oe
[2020:11:27-01:39:05]  (Local) -> (LOCAL)[5]IZI_Omar25: o te pateo el culo
[2020:11:27-01:39:08]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: eprdon hay una mujer
[2020:11:27-01:39:14]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: XD
[2020:11:27-01:39:15]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: Mamerto hp
[2020:11:27-01:39:16]  (Local) -> (LOCAL)[2]2cb'~#[I]BIZA: pq no volvio a comprar vip
[2020:11:27-01:39:17]  (Local) -> (LOCAL)[5]mata: uy nea
[2020:11:27-01:39:18]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: Epa
[2020:11:27-01:39:19]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: ajajja
[2020:11:27-01:39:20]  (Local) -> (LOCAL)[5][ZETAS]JUAN-AA: oe men
[2020:11:27-01:39:24]  (Local) -> (LOCAL)[5][ZETAS]JUAN-AA: no me deja
[2020:11:27-01:39:24]  (Local) -> (LOCAL)[5][Z]Bocato: a
[2020:11:27-01:39:24]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: ey
[2020:11:27-01:39:25]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: no se tu dime
[2020:11:27-01:39:27]  (Global) -> #7F7F7F|CVR|#FF0000Kreator: ye no ves pa
[2020:11:27-01:39:27]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: epa vamos
[2020:11:27-01:39:28]  (Local) -> (LOCAL)[1]|DJ|(BGW)CHOCORRAMOCAMILOP: IBA A COMPRAR EL BUNDLE GANG
[2020:11:27-01:39:29]  (Local) -> (LOCAL)[5][ZETAS]JUAN-AA: no me deja
[2020:11:27-01:39:32]  (Local) -> (LOCAL)[5][ZETAS]JUAN-AA: /release #190707[Z]Bocato[1]
[2020:11:27-01:39:33]  (Local) -> (LOCAL)[5][Z]Bocato: que?
[2020:11:27-01:39:33]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: cuanta plata tenia en el banco gang?
[2020:11:27-01:39:34]  (Local) -> (LOCAL)[1]|DJ|(BGW)CHOCORRAMOCAMILOP: PERO ME BORRARON LA GANG
[2020:11:27-01:39:37]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: uy kieto
[2020:11:27-01:39:38]  (Global) -> [Z]Bocato: ash
[2020:11:27-01:39:41]  (Local) -> (LOCAL)[1]|DJ|(BGW)CHOCORRAMOCAMILOP: CASI 20 PALOS
[2020:11:27-01:39:41]  (Global) -> #7F7F7F|CVR|#FF0000Kreator: perdiste
[2020:11:27-01:39:42]  (Local) -> (LOCAL)[5][ZETAS]JUAN-AA: que no existis
[2020:11:27-01:39:43]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: ey un peje lagarto
[2020:11:27-01:39:48]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: camila uno la saluda y no contesta jajaj
[2020:11:27-01:39:48]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: kien es el q mas ponia
[2020:11:27-01:39:50]  (Local) -> (LOCAL)[5][Z]Bocato: dele/resign jaja
[2020:11:27-01:39:54]  (Local) -> (LOCAL)[1]|DJ|(BGW)CHOCORRAMOCAMILOP: YO XDE
[2020:11:27-01:39:55]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: ya perdiste pa
[2020:11:27-01:39:58]  (Local) -> (LOCAL)[5]IZI_Omar25: oe tranquilo
[2020:11:27-01:40:00]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: ud esta ahorrando pa la zorra cierto?
[2020:11:27-01:40:01]  (Local) -> (LOCAL)[5]2cb'DrStrange: con que intentando sacar
[2020:11:27-01:40:01]  (Local) -> (LOCAL)[5]IZI_Omar25: compare
[2020:11:27-01:40:03]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: creo q piensa q uno la va a parlar o algo xd
[2020:11:27-01:40:04]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: la idea es que cuando vean una granada corrar
[2020:11:27-01:40:05]  (Local) -> (LOCAL)[6]IZI_Omar25: no te estoy haciendo nada
[2020:11:27-01:40:07]  (Local) -> (LOCAL)[6]IZI_Omar25: sueltame
[2020:11:27-01:40:08]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: o se cubran
[2020:11:27-01:40:09]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: o no se
[2020:11:27-01:40:10]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: ajjaja
[2020:11:27-01:40:11]  (Local) -> (LOCAL)[6][Z]Bocato: ojo
[2020:11:27-01:40:14]  (Local) -> (LOCAL)[6]Tartarus: SON z
[2020:11:27-01:40:15]  (Global) -> IZI_Omar25: iempo
[2020:11:27-01:40:15]  (Local) -> (LOCAL)[1]CAPUCone: XD
[2020:11:27-01:40:16]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Kreator: como se subbe de rango
[2020:11:27-01:40:16]  (Local) -> (LOCAL)[1]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~CapuCurioso~|: empieze a tirar granadas
[2020:11:27-01:40:17]  (Local) -> (LOCAL)[2]|DJ|(BGW)CHOCORRAMOCAMILOP: ME faltan 40 palos
[2020:11:27-01:40:19]  (Local) -> (LOCAL)[6]Tartarus: ELLOS DOS 2
[2020:11:27-01:40:21]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000MenteMaestra: no se
[2020:11:27-01:40:23]  (Local) -> (LOCAL)[5]IZI_Omar25: no me hagas perder el tiempo
[2020:11:27-01:40:23]  (Local) -> (LOCAL)[2]|DJ|(BGW)CHOCORRAMOCAMILOP: la compro y me voy del sv
[2020:11:27-01:40:24]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000MenteMaestra: XD
[2020:11:27-01:40:25]  (Local) -> (LOCAL)[5]Tartarus: ELLOS SON Z
[2020:11:27-01:40:29]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: XD
[2020:11:27-01:40:31]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: pq
[2020:11:27-01:40:31]  (Local) -> (LOCAL)[6][Z]Bocato: ay dios
[2020:11:27-01:40:36]  (Local) -> (LOCAL)[8][Z]Bocato: }
[2020:11:27-01:40:37]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: bno el cvr esta muriendo
[2020:11:27-01:40:38]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: te ves fresco g8
[2020:11:27-01:40:39]  (Local) -> (LOCAL)[1]|DJ|(BGW)CHOCORRAMOCAMILOP: mucha injusticia
[2020:11:27-01:40:39]  (Local) -> (LOCAL)[9]IZI_Omar25: bocato idiota
[2020:11:27-01:40:43]  (Local) -> (LOCAL)[9][Z]Bocato: que
[2020:11:27-01:40:43]  (Local) -> (LOCAL)[9]IZI_Omar25: me estan matando
[2020:11:27-01:40:45]  (Local) -> (LOCAL)[1]|DJ|(BGW)CHOCORRAMOCAMILOP: sisas
[2020:11:27-01:40:49]  (Local) -> (LOCAL)[1]|CAPU|JulianGg: uy kieto
[2020:11:27-01:40:57]  (Local) -> (LOCAL)[1]2cb'~#[I]BIZA: esos z estan mas toxicos de lo normal xd
[2020:11:27-01:41:03]  (Local) -> (LOCAL)[1]|Sr.g8|: biejn?
