This file was generated by Console at 2020:11:11-00:00:00



[2020:11:11-00:00:00]  (Global) -> 2cB'Sant:D: NA DJ CALLESE  HP
[2020:11:11-00:00:05]  (Global) -> 2cb|ZACK|: wii
[2020:11:11-02:57:30]  (Local) -> (LOCAL)[1]2cb*kevin: pero si dan dinero
[2020:11:11-02:57:32]  (Local) -> (LOCAL)[1](Z)LOKILLO: pendaos que tba escribinedo
[2020:11:11-02:57:34]  (Global) -> [EVG]JuanPablo: dale
[2020:11:11-02:57:34]  (Local) -> (LOCAL)[1]2cb'SrTomate: ojo con la diabolica
[2020:11:11-02:57:36]  (Local) -> (LOCAL)[6]MZ/VendoArepas: son Gtalk y del uno al 3 pa
[2020:11:11-02:57:37]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00~Piskero~2cb: :'v
[2020:11:11-02:57:37]  (Local) -> (LOCAL)[2][Zetas]'Londo: o full camionero, cualquera de los 2
[2020:11:11-02:57:37]  (Local) -> (LOCAL)[3]#005F55|#00D3BDLG#005F55|#FF00002cb'tussy: jajjjj
[2020:11:11-02:57:37]  (Local) -> (LOCAL)[2]Tonygamerxdpro999: aa 40000 pero no me acuerdo pero haci era
[2020:11:11-02:57:40]  (Local) -> (LOCAL)[1]2cb*kevin: esq aqui me dan 30 aveces
[2020:11:11-02:57:42]  (Local) -> (LOCAL)[1][BGW]CARDING: se puede ganar un vip
[2020:11:11-02:57:45]  (Local) -> (LOCAL)[13]EVG|Jhojan: ud es tiro fijo
[2020:11:11-02:57:45]  (Global) -> ElKevinnPai: s
[2020:11:11-02:57:46]  (Local) -> (LOCAL)[3]|2cb|-MAX-_-: XC
[2020:11:11-02:57:47]  (Local) -> (LOCAL)[4]MontesSicario: no veo eso en la K
[2020:11:11-02:57:49]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00~Piskero~2cb: eooo
[2020:11:11-02:57:50]  (Local) -> (LOCAL)[13]EVG|ElCucho: aaa
[2020:11:11-02:57:50]  (Local) -> (LOCAL)[4]MontesSicario: si es en la K?
[2020:11:11-02:57:51]  (Local) -> (LOCAL)[2]IceWipe: si vas a estar afk
[2020:11:11-02:57:52]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00~Piskero~2cb: el q anda driftiando
[2020:11:11-02:57:52]  (Local) -> (LOCAL)[1](Z)LOKILLO: coji la mas rpaid
[2020:11:11-02:57:53]  (Local) -> (LOCAL)[3]#005F55|#00D3BDLG#005F55|#FF00002cb'tussy: gritele
[2020:11:11-02:57:53]  (Local) -> (LOCAL)[4]CAPU.|.penecabezon: nao
[2020:11:11-02:57:54]  (Local) -> (LOCAL)[4]MZ/VendoArepas: nokas
[2020:11:11-02:57:55]  (Local) -> (LOCAL)[2]IceWipe: ve a pescador
[2020:11:11-02:57:56]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00~Piskero~2cb: EOOOOOOOO
[2020:11:11-02:57:56]  (Local) -> (LOCAL)[3]#005F55|#00D3BDLG#005F55|#FF00002cb'tussy: chiflele
[2020:11:11-02:57:57]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: uy uy uy
[2020:11:11-02:58:00]  (Global) -> #7F7F7F|CVR|#FF5C00~Piskero~2cb: FIUUUUUUUUUU
[2020:11:11-02:58:00]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: casi
[2020:11:11-02:58:00]  (Local) -> (LOCAL)[3]MontesSicario: a ya entiendo
[2020:11:11-02:58:01]  (Local) -> (LOCAL)[3]MZ/VendoArepas: huy gono
[2020:11:11-02:58:01]  (Global) -> #7F7F7F|CVR|#FF5C00~Piskero~2cb: FIUUUUUUU
[2020:11:11-02:58:01]  (Local) -> (LOCAL)[2]oscar_gonzalez: no se pudo ps me acabo de crear una pandillla
[2020:11:11-02:58:03]  (Local) -> (LOCAL)[13]#7F7F7F|CVR||DJ|#FF5C00Jimenez: esos conejos son malos
[2020:11:11-02:58:04]  (Global) -> #005F55|#00D3BDLG#005F55|#FF00002cb'tussy: XDDDDDDDDDDDDDD
[2020:11:11-02:58:04]  (Global) -> #7F7F7F|CVR|#FF5C00~Piskero~2cb: EL Q DRIFTEAA
[2020:11:11-02:58:05]  (Local) -> (LOCAL)[13]EVG|Jhojan: era zeta
[2020:11:11-02:58:06]  (Local) -> (LOCAL)[3]MZ/VendoArepas: quede tieso de las manos
[2020:11:11-02:58:08]  (Global) -> #7F7F7F|CVR|#FF5C00~Piskero~2cb: XD
[2020:11:11-02:58:09]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: casi nos bañamos otra vez
[2020:11:11-02:58:11]  (Local) -> (LOCAL)[1](Z)LOKILLO: lasw ams rapida
[2020:11:11-02:58:12]  (Local) -> (LOCAL)[3]#005F55|#00D3BDLG#005F55|#FF00002cb'tussy: SI ATERRIZARA FUERA BUENO
[2020:11:11-02:58:12]  (Local) -> (LOCAL)[4]MontesSicario: Como te decia
[2020:11:11-02:58:12]  (Local) -> (LOCAL)[12]EVG|Jhojan: ajjaj si pilla
[2020:11:11-02:58:12]  (Local) -> (LOCAL)[1][BGW]KEVIN: ENSERIO
[2020:11:11-02:58:14]  (Local) -> (LOCAL)[1]2cb'SrTomate: se la vendo
[2020:11:11-02:58:16]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00~Piskero~2cb: TMB
[2020:11:11-02:58:17]  (Local) -> (LOCAL)[2]IceWipe: cuando quitan el rare?
[2020:11:11-02:58:17]  (Local) -> (LOCAL)[1](Z)LOKILLO: ams rpaida que un lambo
[2020:11:11-02:58:17]  (Local) -> (LOCAL)[2][BGW]CARDING: siii
[2020:11:11-02:58:18]  (Local) -> (LOCAL)[3]CAPU.|.penecabezon: jajaaj que melo
[2020:11:11-02:58:20]  (Local) -> (LOCAL)[3][BGW]CARDING: cuando tenga
[2020:11:11-02:58:21]  (Local) -> (LOCAL)[2]Tonygamerxdpro999: gracias muy amables
[2020:11:11-02:58:21]  (Local) -> (LOCAL)[3]MontesSicario: xd
[2020:11:11-02:58:23]  (Local) -> (LOCAL)[2][Zetas]'Londo: el 15 crewo
[2020:11:11-02:58:23]  (Local) -> (LOCAL)[13]Cheverry: aaaaa
[2020:11:11-02:58:24]  (Local) -> (LOCAL)[3]MZ/VendoArepas: jajaa
[2020:11:11-02:58:27]  (Local) -> (LOCAL)[1]2cb'SrTomate: moto re diabolica pai
[2020:11:11-02:58:29]  (Local) -> (LOCAL)[1][BGW]CARDING: ya tengo uno
[2020:11:11-02:58:29]  (Local) -> (LOCAL)[13]#7F7F7F|CVR||DJ|#FF5C00Jimenez: ud es z
[2020:11:11-02:58:30]  (Global) -> paulo.mafiaa: NOS TOCA MATAR+
[2020:11:11-02:58:30]  (Local) -> (LOCAL)[2]S!carioo: OKA
[2020:11:11-02:58:32]  (Local) -> (LOCAL)[13]#7F7F7F|CVR||DJ|#FF5C00Jimenez: q hace aca
[2020:11:11-02:58:32]  (Local) -> (LOCAL)[13]EVG|Jhojan: xao xao
[2020:11:11-02:58:33]  (Local) -> (LOCAL)[3]CAPU.|.penecabezon: que melo andar asi pai
[2020:11:11-02:58:33]  (Local) -> (LOCAL)[13]Cheverry: hp entre sin culpa Xd
[2020:11:11-02:58:33]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: szs usted no sabia que ni tussy tiene este carro ni candonga
[2020:11:11-02:58:34]  (Local) -> (LOCAL)[2]Tonygamerxdpro999: eso si nose
[2020:11:11-02:58:34]  (Global) -> Yandrix: a
[2020:11:11-02:58:34]  (Local) -> (LOCAL)[13]#7F7F7F|CVR|#FF5C00EVG|Orgalor: no
[2020:11:11-02:58:35]  (Local) -> (LOCAL)[3]2cb'pablitopai: esperemolo
[2020:11:11-02:58:35]  (Local) -> (LOCAL)[1]2cb'ratix: suerte
[2020:11:11-02:58:37]  (Local) -> (LOCAL)[2][Zetas]'Londo: a no gvon xdddd
[2020:11:11-02:58:37]  (Local) -> (LOCAL)[3]#005F55|#00D3BDLG#005F55|#FF00002cb'tussy: SIENTESE
[2020:11:11-02:58:37]  (Local) -> (LOCAL)[4]MZ/VendoArepas: claro
[2020:11:11-02:58:38]  (Local) -> (LOCAL)[1]2cb'ratix: >.<
[2020:11:11-02:58:38]  (Local) -> (LOCAL)[1][MZ]Daaavd: igual
[2020:11:11-02:58:38]  (Local) -> (LOCAL)[13]EVG|Jhojan: xd
[2020:11:11-02:58:38]  (Local) -> (LOCAL)[13]#7F7F7F|CVR|#FF5C00EVG|Orgalor: no lo maten
[2020:11:11-02:58:39]  (Local) -> (LOCAL)[2]S!carioo: XD
[2020:11:11-02:58:39]  (Local) -> (LOCAL)[2]IceWipe: tranquilo xd
[2020:11:11-02:58:41]  (Local) -> (LOCAL)[13]#7F7F7F|CVR|#FF5C00EVG|Orgalor: ome hptas
[2020:11:11-02:58:41]  (Local) -> (LOCAL)[2][MZ]Daaavd: uwu
[2020:11:11-02:58:42]  (Local) -> (LOCAL)[2]IceWipe: le pregunto a londo
[2020:11:11-02:58:42]  (Local) -> (LOCAL)[1](Z)LOKILLO: cual
[2020:11:11-02:58:44]  (Local) -> (LOCAL)[1](Z)LOKILLO: este
[2020:11:11-02:58:45]  (Local) -> (LOCAL)[12]EVG|Jhojan: mejor jail
[2020:11:11-02:58:46]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: este carro es exclusivo de balaclava
[2020:11:11-02:58:46]  (Local) -> (LOCAL)[2]S!carioo: ESPERA PAULO
[2020:11:11-02:58:47]  (Global) -> MontesSicario: Oe cual es la ID de la skin de Aqua?
[2020:11:11-02:58:47]  (Local) -> (LOCAL)[2]Tonygamerxdpro999: aa
[2020:11:11-02:58:48]  (Local) -> (LOCAL)[2][BGW]KEVIN: INVITEME
[2020:11:11-02:58:50]  (Global) -> #005F55|#00D3BDLG#005F55|#FF00002cb'tussy: no más
[2020:11:11-02:58:50]  (Local) -> (LOCAL)[1]S!carioo: QUE TE DOY EL MISMO RANGO
[2020:11:11-02:58:51]  (Local) -> (LOCAL)[2][BGW]CARDING: breve
[2020:11:11-02:58:52]  (Local) -> (LOCAL)[1](Z)LOKILLO: antes
[2020:11:11-02:58:52]  (Local) -> (LOCAL)[1]S!carioo: QUE YO
[2020:11:11-02:58:54]  (Local) -> (LOCAL)[1]S!carioo: COSA
[2020:11:11-02:58:54]  (Local) -> (LOCAL)[12][EVG]alexispagedj: esperen
[2020:11:11-02:58:55]  (Local) -> (LOCAL)[1](Z)LOKILLO: lo vendian
[2020:11:11-02:58:57]  (Global) -> #005F55|#00D3BDLG#005F55|#FF5C00[EVG]RicardoJorge: Y ahora dele Kill Cheverry, no entre más
[2020:11:11-02:58:57]  (Local) -> (LOCAL)[1](Z)LOKILLO: ya no
[2020:11:11-02:58:59]  (Global) -> oscar_gonzalez: que putas
[2020:11:11-02:59:00]  (Local) -> (LOCAL)[12]EVG|Jhojan: f2
[2020:11:11-02:59:00]  (Local) -> (LOCAL)[1]S!carioo: QUE PODES BORRAR LA PANDILLA SI QUERES
[2020:11:11-02:59:01]  (Global) -> MZ/VendoArepas: 129 sicario
[2020:11:11-02:59:01]  (Local) -> (LOCAL)[3]2cb'pablitopai: se quedo quieto
[2020:11:11-02:59:02]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00~Piskero~2cb: q mas max
[2020:11:11-02:59:03]  (Local) -> (LOCAL)[12]EVG|Jhojan: informacion
[2020:11:11-02:59:03]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00~Piskero~2cb: todo bn
[2020:11:11-02:59:04]  (Global) -> paulo.mafiaa: de geme asi
[2020:11:11-02:59:04]  (Local) -> (LOCAL)[1]S!carioo: PERO YO CONFIO EN VOS
[2020:11:11-02:59:05]  (Local) -> (LOCAL)[2]#005F55|#00D3BDLG#005F55|#FF00002cb'tussy: joder se quedo quieto
[2020:11:11-02:59:05]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00~Piskero~2cb: como ve el sv
[2020:11:11-02:59:06]  (Local) -> (LOCAL)[2]Tonygamerxdpro999: ooooooo
[2020:11:11-02:59:07]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: yo lo tenia en una cuenta antigua
[2020:11:11-02:59:08]  (Local) -> (LOCAL)[1]S!carioo: OKAAA
[2020:11:11-02:59:09]  (Local) -> (LOCAL)[1](Z)LOKILLO: y el que lo tien
[2020:11:11-02:59:09]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00~Piskero~2cb: siendo uruguasho
[2020:11:11-02:59:11]  (Local) -> (LOCAL)[2][BGW]CARDING: ya
[2020:11:11-02:59:11]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: pero se me olvido la contraseña
[2020:11:11-02:59:12]  (Local) -> (LOCAL)[1](Z)LOKILLO: mejor dicho
[2020:11:11-02:59:13]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: XD
[2020:11:11-02:59:13]  (Global) -> #005F55|#00D3BDLG#005F55|#FF5C00[EVG]RicardoJorge: Tu sabes 2cb'tussy patrón
[2020:11:11-02:59:15]  (Local) -> (LOCAL)[12]ElKevinnPai: ola mi amor
[2020:11:11-02:59:17]  (Local) -> (LOCAL)[2][BGW]CARDING: acepte
[2020:11:11-02:59:18]  (Local) -> (LOCAL)[1]S!carioo: VAMOSNOS
[2020:11:11-02:59:19]  (Global) -> oscar_gonzalez: como minimo recojanme en el hospital
[2020:11:11-02:59:20]  (Local) -> (LOCAL)[12][EVG]juann: hola bb
[2020:11:11-02:59:20]  (Global) -> [EVG]JuanPablo: ricardo
[2020:11:11-02:59:21]  (Local) -> (LOCAL)[1](Z)LOKILLO: XD
[2020:11:11-02:59:21]  (Local) -> (LOCAL)[2]2cb'pablitopai: XD
[2020:11:11-02:59:22]  (Local) -> (LOCAL)[2][Zetas]'Londo: pongale un color mas bonito a esto
[2020:11:11-02:59:23]  (Global) -> [EVG]JuanPablo: ya reconecte
[2020:11:11-02:59:23]  (Local) -> (LOCAL)[2][BGW]CARDING: tiene discord
[2020:11:11-02:59:24]  (Local) -> (LOCAL)[2]#005F55|#00D3BDLG#005F55|#FF00002cb'tussy: qqqqqqqqqqqq
[2020:11:11-02:59:25]  (Local) -> (LOCAL)[2][BGW]KEVIN: YA
[2020:11:11-02:59:25]  (Local) -> (LOCAL)[1]|2cb|-MAX-_-: XC
[2020:11:11-02:59:26]  (Global) -> [EVG]JuanPablo: como me uno al evento
[2020:11:11-02:59:27]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: oe la sandking es buena
[2020:11:11-02:59:29]  (Local) -> (LOCAL)[3]MZ/VendoArepas: como q pinguino
[2020:11:11-02:59:31]  (Local) -> (LOCAL)[1](Z)LOKILLO: si
[2020:11:11-02:59:31]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00~Piskero~2cb: q psa bro
[2020:11:11-02:59:32]  (Local) -> (LOCAL)[3]MZ/VendoArepas: eso q significa
[2020:11:11-02:59:33]  (Local) -> (LOCAL)[2]2cb'pablitopai: XD
[2020:11:11-02:59:33]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00~Piskero~2cb: pq tan mudo
[2020:11:11-02:59:33]  (Local) -> (LOCAL)[2][Zetas]'Londo: enga se lo tuneo
[2020:11:11-02:59:34]  (Local) -> (LOCAL)[1]S!carioo: NO ME DEJA
[2020:11:11-02:59:35]  (Global) -> MontesSicario: Gracias pa
[2020:11:11-02:59:36]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: o mejor me compro la nrg500
[2020:11:11-02:59:36]  (Local) -> (LOCAL)[4][EVG]JuanPablo: ola fabius
[2020:11:11-02:59:37]  (Global) -> [EVG].DJ-NICO-PRESTIGE: ......
[2020:11:11-02:59:37]  (Local) -> (LOCAL)[1](Z)LOKILLO: corre 208
[2020:11:11-02:59:39]  (Team - Unemployed) -> (TEAM)2cb'Fabius: hola
[2020:11:11-02:59:40]  (Local) -> (LOCAL)[2][BGW]KEVIN: NO MI PC SE LAGUEA MUCHO SOLO TENGO EL MTA ABIERTO
[2020:11:11-02:59:41]  (Local) -> (LOCAL)[1](Z)LOKILLO: no
[2020:11:11-02:59:41]  (Local) -> (LOCAL)[2]CAPU.|.penecabezon: ino
[2020:11:11-02:59:42]  (Local) -> (LOCAL)[2]Tonygamerxdpro999: ooooooo
[2020:11:11-02:59:43]  (Global) -> oscar_gonzalez: s!sicario
[2020:11:11-02:59:43]  (Global) -> paulo.mafiaa: con g
[2020:11:11-02:59:43]  (Local) -> (LOCAL)[2][Z]Polo: xddd
[2020:11:11-02:59:44]  (Local) -> (LOCAL)[2]IceWipe: q va a tunear esto
[2020:11:11-02:59:45]  (Local) -> (LOCAL)[2]CAPU.|.penecabezon: ai
[2020:11:11-02:59:45]  (Local) -> (LOCAL)[12][EVG]juann: /skingang
[2020:11:11-02:59:47]  (Local) -> (LOCAL)[2]IceWipe: que se compre otro mejor
[2020:11:11-02:59:47]  (Local) -> (LOCAL)[1]S!carioo: NO ME DEJA SUBIR XD
[2020:11:11-02:59:48]  (Local) -> (LOCAL)[1](Z)LOKILLO: la ngr corre casi lo msimo
[2020:11:11-02:59:49]  (Local) -> (LOCAL)[12][EVG]juann: /skingang
[2020:11:11-02:59:51]  (Local) -> (LOCAL)[2][Z]Polo: suelteme pri
[2020:11:11-02:59:51]  (Global) -> 2cbCoronel_Mario: por rata bebe
[2020:11:11-02:59:51]  (Local) -> (LOCAL)[2]CAPU.|.penecabezon: se me trabo el teclado
[2020:11:11-02:59:52]  (Local) -> (LOCAL)[2][Zetas]'Londo: a sisas
[2020:11:11-02:59:52]  (Local) -> (LOCAL)[12][EVG]juann: /skingang
[2020:11:11-02:59:52]  (Global) -> [EVG]JuanPablo: hey ricardo
[2020:11:11-02:59:52]  (Local) -> (LOCAL)[1]S!carioo: YA APRETE
[2020:11:11-02:59:54]  (Team - Unemployed) -> (TEAM)Cheverry: HOLA STREAMER DE 10 VIEW
[2020:11:11-02:59:55]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: pero con el truco corre mas
[2020:11:11-02:59:56]  (Local) -> (LOCAL)[1]|2cb|-MAX-_-: ahhaha tranqui pa al ser nuevoxC
[2020:11:11-02:59:57]  (Local) -> (LOCAL)[1](Z)LOKILLO: y menos si noestoy mal
[2020:11:11-02:59:58]  (Global) -> #005F55|#00D3BDLG#005F55|#FF5C00[EVG]RicardoJorge: Hola
[2020:11:11-03:00:00]  (Global) -> [EVG]JuanPablo: como entro al evento
[2020:11:11-03:00:00]  (Local) -> (LOCAL)[1](Z)LOKILLO: a si
[2020:11:11-03:00:01]  (Local) -> (LOCAL)[2][BGW]CARDING: se sabe el discord
[2020:11:11-03:00:04]  (Global) -> [CAPU]ZeroTwo: COMA MIERDA 
[2020:11:11-03:00:04]  (Local) -> (LOCAL)[1]S!carioo: ALGO ANDA MAL
[2020:11:11-03:00:06]  (Local) -> (LOCAL)[2][Z]Polo: q le hice xdd
[2020:11:11-03:00:07]  (Team - Unemployed) -> (TEAM)2cb'Fabius: ola
[2020:11:11-03:00:08]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000~Piskero~2cb: jaja
[2020:11:11-03:00:09]  (Local) -> (LOCAL)[3]Tonygamerxdpro999: bueno lo vendo mi coche ??
[2020:11:11-03:00:09]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000~Piskero~2cb: melo bro
[2020:11:11-03:00:10]  (Local) -> (LOCAL)[2]CAPU.|.penecabezon: comoasi que pa partir panela
[2020:11:11-03:00:11]  (Global) -> (Z)LOKILLO: quien
[2020:11:11-03:00:15]  (Local) -> (LOCAL)[1][BGW]KEVIN: NO
[2020:11:11-03:00:15]  (Local) -> (LOCAL)[3]IceWipe: maybe
[2020:11:11-03:00:15]  (Local) -> (LOCAL)[2]MZ/VendoArepas: durisima mor
[2020:11:11-03:00:16]  (Local) -> (LOCAL)[1]S!carioo: NO PUEDO SUBIR XD
[2020:11:11-03:00:18]  (Local) -> (LOCAL)[4][Zetas]'Londo: cuanto le valio
[2020:11:11-03:00:20]  (Local) -> (LOCAL)[2]CAPU.|.penecabezon: xd
[2020:11:11-03:00:21]  (Local) -> (LOCAL)[1]S!carioo: ALGO ANDA MAL
[2020:11:11-03:00:21]  (Global) -> [EVG]$HUN3N: JUANPABLO NO
[2020:11:11-03:00:22]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000~Piskero~2cb: ey
[2020:11:11-03:00:22]  (Local) -> (LOCAL)[2]MZ/VendoArepas: que son eso binds
[2020:11:11-03:00:22]  (Global) -> paulo.mafiaa: sante en sima mio
[2020:11:11-03:00:22]  (Global) -> [EVG]$HUN3N: chupelo
[2020:11:11-03:00:23]  (Team - Unemployed) -> (TEAM)[EVG]ThisisCalde: mano me silenciaron la llamda no piedo hablar
[2020:11:11-03:00:23]  (Local) -> (LOCAL)[2]MZ/VendoArepas: >:C
[2020:11:11-03:00:24]  (Local) -> (LOCAL)[4]Tonygamerxdpro999: que es maybe}
[2020:11:11-03:00:24]  (Local) -> (LOCAL)[4]Tartarus: nooo
[2020:11:11-03:00:25]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000~Piskero~2cb: qn me lo arregla
[2020:11:11-03:00:25]  (Team - Unemployed) -> (TEAM)2cb'Fabius: vacaciones de 1 dia, melo
[2020:11:11-03:00:26]  (Global) -> [EVG]alexispagedj: juan pablo no, el evento es solo evg
[2020:11:11-03:00:26]  (Local) -> (LOCAL)[4]Tartarus: mi mot
[2020:11:11-03:00:27]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000~Piskero~2cb: soy humilde
[2020:11:11-03:00:27]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: que chimba el sv a estas horitas
[2020:11:11-03:00:29]  (Local) -> (LOCAL)[3]IceWipe: como 400k cuesta esto
[2020:11:11-03:00:29]  (Global) -> [EVG]juann: juan pablo entrar evento no va a entrar 123 xdddddddddddddddd
[2020:11:11-03:00:29]  (Global) -> paulo.mafiaa: dele x
[2020:11:11-03:00:30]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: todo tranquilo
[2020:11:11-03:00:30]  (Local) -> (LOCAL)[12]ElKevinnPai: aiuda
[2020:11:11-03:00:31]  (Local) -> (LOCAL)[2]CAPU.|.penecabezon: esto
[2020:11:11-03:00:31]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000~Piskero~2cb: jajjj
[2020:11:11-03:00:32]  (Local) -> (LOCAL)[4]IceWipe: menos
[2020:11:11-03:00:32]  (Local) -> (LOCAL)[1](Z)LOKILLO: si
[2020:11:11-03:00:33]  (Global) -> paulo.mafiaa: una bes
[2020:11:11-03:00:35]  (Local) -> (LOCAL)[1][BGW]KEVIN: NO TENGO DISCORD
[2020:11:11-03:00:35]  (Local) -> (LOCAL)[1](Z)LOKILLO: relajao
[2020:11:11-03:00:35]  (Local) -> (LOCAL)[3]#005F55|#00D3BDLG#005F55|#FF00002cb'tussy: compre vip
[2020:11:11-03:00:36]  (Local) -> (LOCAL)[3]2cb'pablitopai: yo drifteo con ferrari
[2020:11:11-03:00:38]  (Local) -> (LOCAL)[4]Tartarus: mi moto
[2020:11:11-03:00:39]  (Local) -> (LOCAL)[1](Z)LOKILLO: lastiam
[2020:11:11-03:00:39]  (Local) -> (LOCAL)[4][Zetas]'Londo: majaca jugando wtf amigo
[2020:11:11-03:00:39]  (Global) -> [CAPU]ZeroTwo: PAPI ES DE LOS 2CB SON UNA LOCA SOLO JODEN
[2020:11:11-03:00:40]  (Local) -> (LOCAL)[1][BGW]CARDING: cree uno
[2020:11:11-03:00:40]  (Global) -> [EVG]JuanPablo: dele todo bn parceros
[2020:11:11-03:00:41]  (Local) -> (LOCAL)[1](Z)LOKILLO: que jsuto
[2020:11:11-03:00:41]  (Local) -> (LOCAL)[3]#005F55|#00D3BDLG#005F55|#FF00002cb'tussy: soii
[2020:11:11-03:00:42]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000~Piskero~2cb: claro
[2020:11:11-03:00:43]  (Global) -> [EVG]JuanPablo: la bna
[2020:11:11-03:00:43]  (Local) -> (LOCAL)[4]Tartarus: arreglenme pls
[2020:11:11-03:00:43]  (Team - Unemployed) -> (TEAM)[EVG]ThisisCalde: me silenciaron brokos jajjaja
[2020:11:11-03:00:43]  (Local) -> (LOCAL)[3]#005F55|#00D3BDLG#005F55|#FF00002cb'tussy: los 3 con ferrari
[2020:11:11-03:00:44]  (Local) -> (LOCAL)[1](Z)LOKILLO: a
[2020:11:11-03:00:44]  (Local) -> (LOCAL)[12]ElKevinnPai: aiuda
[2020:11:11-03:00:47]  (Team - Unemployed) -> (TEAM)Cheverry: vaciones de 3 horas*XDDDDDDDDDDDDDDDD
[2020:11:11-03:00:47]  (Local) -> (LOCAL)[1]S!carioo: GO
[2020:11:11-03:00:47]  (Global) -> paulo.mafiaa: dele x un bes
[2020:11:11-03:00:48]  (Local) -> (LOCAL)[4]Tonygamerxdpro999: mire aqui les muestro
[2020:11:11-03:00:48]  (Local) -> (LOCAL)[1](Z)LOKILLO: cuando no tneog que amdrugar
[2020:11:11-03:00:49]  (Local) -> (LOCAL)[2]Travis_Scott: a mi la C me aparece por los lados del aeropuerto
[2020:11:11-03:00:49]  (Local) -> (LOCAL)[4][Zetas]MAJACA: siempre juego
[2020:11:11-03:00:49]  (Local) -> (LOCAL)[1][BGW]KEVIN: PERO DONDE LO ABRO
[2020:11:11-03:00:53]  (Local) -> (LOCAL)[3]#005F55|#00D3BDLG#005F55|#FF00002cb'tussy: aa verdad que le cagaron el ferrari a pizero
[2020:11:11-03:00:53]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: no le crea nuevos, amen a 2cb
[2020:11:11-03:00:54]  (Local) -> (LOCAL)[4]IceWipe: arreglada
[2020:11:11-03:00:55]  (Local) -> (LOCAL)[1](Z)LOKILLO: no me djean trasnochar
[2020:11:11-03:00:56]  (Local) -> (LOCAL)[4]Tartarus: tony
[2020:11:11-03:00:58]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000~Piskero~2cb: :'v
[2020:11:11-03:01:00]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: siguen con clases en linea ?
[2020:11:11-03:01:00]  (Local) -> (LOCAL)[4]Tartarus: cuanto le costo?
[2020:11:11-03:01:00]  (Local) -> (LOCAL)[3][Z]Polo: LO QUE DIJO ZERO X2
[2020:11:11-03:01:01]  (Local) -> (LOCAL)[1]S!carioo: UUU ASI PUEDO ATACAR
[2020:11:11-03:01:03]  (Local) -> (LOCAL)[1](Z)LOKILLO: si
[2020:11:11-03:01:03]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000~Piskero~2cb: ximbada ome
[2020:11:11-03:01:04]  (Local) -> (LOCAL)[1]TIROFIJO420: CAPTURADO POR LA TOMBA NACIONAL
[2020:11:11-03:01:05]  (Global) -> Cheverry: XDDDDDDDDDD
[2020:11:11-03:01:07]  (Local) -> (LOCAL)[1]S!carioo: XD
[2020:11:11-03:01:07]  (Local) -> (LOCAL)[1]|Z|ChicoStunt: Gasssss
[2020:11:11-03:01:08]  (Local) -> (LOCAL)[1]TIROFIJO420: TIENE UNA ORDEN DE CAPTURA VIGENTE
[2020:11:11-03:01:08]  (Local) -> (LOCAL)[1]|COSTELAND|LilPimp2cb: dale
[2020:11:11-03:01:08]  (Local) -> (LOCAL)[4]Tonygamerxdpro999: aa no se
[2020:11:11-03:01:08]  (Team - Unemployed) -> (TEAM)2cb'Fabius: ey que chevere
[2020:11:11-03:01:10]  (Local) -> (LOCAL)[1](Z)LOKILLO: si
