This file was generated by Console at 2020:09:10-00:00:00



[2020:09:10-00:00:00]  (Global) -> dilan: Patches
[2020:09:10-02:46:14]  (Local) -> (LOCAL)[8][S.A.S][C]JOSN: NOS FUIMOS SEÑORES
[2020:09:10-02:46:15]  (Global) -> #7F7F7F|CVR|#FF7C00 Francine98: a
[2020:09:10-02:46:16]  (Global) -> MagsayRayas: tengo lsd
[2020:09:10-02:46:18]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: Caacho tunee los carros estos
[2020:09:10-02:46:18]  (Local) -> (LOCAL)[26]EVG|[CrudoPilotoDrift]: hablalo
[2020:09:10-02:46:18]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#A9A9A9 SancochoPermaBan: Para que hable directamente con él
[2020:09:10-02:46:18]  (Global) -> #7F7F7F|CVR|#A9A9A9 Balaclava: K COLOR LES GUSTA?
[2020:09:10-02:46:19]  (Global) -> FelipeV: hp adolfoco
[2020:09:10-02:46:19]  (Local) -> (LOCAL)[26]Sebassonic: a
[2020:09:10-02:46:20]  (Local) -> (LOCAL)[1]dilan: sii
[2020:09:10-02:46:21]  (Local) -> (LOCAL)[26]Judas?Iscariotes: FALTA UN INTEGRANTE DE XDRIF
[2020:09:10-02:46:22]  (Local) -> (LOCAL)[26][COSTELAND]Briham: cuando desbaneas al man?
[2020:09:10-02:46:22]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: camacho
[2020:09:10-02:46:22]  (Local) -> (LOCAL)[1][Z]Tartarus: porq cuandoe staba en z me caia bien
[2020:09:10-02:46:23]  (Global) -> #7F7F7F|CVR|#FF7C00 Francine98: MORADO
[2020:09:10-02:46:23]  (Global) -> elLoquito: ola
[2020:09:10-02:46:24]  (Global) -> MagsayRayas: llegue
[2020:09:10-02:46:25]  (Global) -> neibor_xd: pasa
[2020:09:10-02:46:26]  (Local) -> (LOCAL)[1][Z]Tartarus: y tirabamos caja
[2020:09:10-02:46:26]  (Local) -> (LOCAL)[1]dilan: sii
[2020:09:10-02:46:27]  (Local) -> (LOCAL)[26]#7F7F7F|CVR|#A9A9A9 Balaclava: AHORITA
[2020:09:10-02:46:27]  (Local) -> (LOCAL)[26]EVG|[CrudoPilotoDrift]: Ola
[2020:09:10-02:46:28]  (Global) -> Jhaideru_u: donde compro? 
[2020:09:10-02:46:29]  (Local) -> (LOCAL)[1]dilan: sii
[2020:09:10-02:46:29]  (Local) -> (LOCAL)[26][COSTELAND]Briham: dale
[2020:09:10-02:46:30]  (Local) -> (LOCAL)[1](DV)ESCOBAR: ejejje
[2020:09:10-02:46:31]  (Local) -> (LOCAL)[26]GT|~[Beltran-Driftero]: ola
[2020:09:10-02:46:31]  (Local) -> (LOCAL)[1][Z]Tartarus: bn
[2020:09:10-02:46:33]  (Global) -> (CT.S)Harol06: cAMILO NO LO ESCUCHO
[2020:09:10-02:46:33]  (Local) -> (LOCAL)[2]YandrixOfYisus(ENP): CON QUE TECLA ME GA
[2020:09:10-02:46:33]  (Global) -> lapaja: epa
[2020:09:10-02:46:35]  (Local) -> (LOCAL)[1]dilan: en cuanto
[2020:09:10-02:46:38]  (Global) -> elLoquito:  soy el outlool de discord xd
[2020:09:10-02:46:39]  (Global) -> NegroCachondo: https://discord.gg/XSnVdD
[2020:09:10-02:46:40]  (Local) -> (LOCAL)[1]dilan: no lo vende? XD
[2020:09:10-02:46:40]  (Global) -> lapaja: como hizo eso
[2020:09:10-02:46:41]  (Local) -> (LOCAL)[26]kana: blaco nosotros?
[2020:09:10-02:46:41]  (Local) -> (LOCAL)[1][Z]Tartarus: no no se si lo venda
[2020:09:10-02:46:42]  (Global) -> (S.AS)(CAD)ANDRES: AMONOS
[2020:09:10-02:46:43]  (Global) -> elLoquito: outlook
[2020:09:10-02:46:44]  (Local) -> (LOCAL)[26]Judas?Iscariotes: SI
[2020:09:10-02:46:46]  (Local) -> (LOCAL)[1]dilan: :/
[2020:09:10-02:46:46]  (Global) -> (F.A.R.C)Huevardo: tlisto gracias
[2020:09:10-02:46:46]  (Local) -> (LOCAL)[1][Z]Tartarus: es que lo compre ayer ajajjajsa
[2020:09:10-02:46:46]  (Local) -> (LOCAL)[24]EVG|[CrudoPilotoDrift]: jajajaja xdd
[2020:09:10-02:46:47]  (Global) -> neibor_xd: cuanto es?
[2020:09:10-02:46:47]  (Global) -> MagsayRayas: ya?
[2020:09:10-02:46:49]  (Local) -> (LOCAL)[26]GT|~[Beltran-Driftero]: bala
[2020:09:10-02:46:50]  (Local) -> (LOCAL)[1]YandrixOfYisus(ENP): CON QUE TECLA ME HAGO LA SELFIE?
[2020:09:10-02:46:51]  (Global) -> Jhaideru_u: ME PUEDE PEGAR? 
[2020:09:10-02:46:51]  (Global) -> MagsayRayas: nada pa
[2020:09:10-02:46:52]  (Local) -> (LOCAL)[25]EVG|[CrudoPilotoDrift]: Ese name
[2020:09:10-02:46:52]  (Local) -> (LOCAL)[1]dilan: a
[2020:09:10-02:46:53]  (Phone:SMS) -> From (CT.S)MAURO | To: NegroCachondo | Message: hola
[2020:09:10-02:46:53]  (Local) -> (LOCAL)[26]#7F7F7F|CVR|#FF7C00 Francine98: wtf bala eso es rosado xdd
[2020:09:10-02:46:54]  (Local) -> (LOCAL)[26]Judas?Iscariotes: BALA NOS FALTA UNO A XDRIFT
[2020:09:10-02:46:55]  (Global) -> Jhaideru_u: ME BUGIE
[2020:09:10-02:46:58]  (Global) -> [G]Daniels: MINA
[2020:09:10-02:46:58]  (Phone:SMS) -> From (CT.S)MAURO | To: NegroCachondo | Message: mandelo por aqui
[2020:09:10-02:46:59]  (Local) -> (LOCAL)[25]#7F7F7F|CVR|#A9A9A9 Balaclava: señor
[2020:09:10-02:46:59]  (Global) -> elLoquito:  si señor
[2020:09:10-02:47:01]  (Local) -> (LOCAL)[7](CT.S)MAURO: oe
[2020:09:10-02:47:02]  (Global) -> elLoquito: solo otulook
[2020:09:10-02:47:02]  (Local) -> (LOCAL)[8][S.A.S][C]JOSN: MINAAAAAAAAAAAAAAA
[2020:09:10-02:47:05]  (Local) -> (LOCAL)[25]GT|~[Beltran-Driftero]: podemos participar de 1, tengo que ir a comer:(
[2020:09:10-02:47:05]  (Team - Fuerzas Armadas) -> (TEAM)|S.A.S|C|M/N: q
[2020:09:10-02:47:06]  (Local) -> (LOCAL)[8][S.A.S][C]JOSN: EN ESTE LADO
[2020:09:10-02:47:06]  (Global) -> Judas?Iscariotes: NOS FALTA UNO A XDRIFT NO HA ENTRADO
[2020:09:10-02:47:07]  (Local) -> (LOCAL)[7](CT.S)MAURO: mandelo por whatsapp
[2020:09:10-02:47:09]  (Local) -> (LOCAL)[26]GT|~[Beltran-Driftero]: entonces mientras como
[2020:09:10-02:47:10]  (Team - Fuerzas Armadas) -> (TEAM)(CT.S)Harol06: nO LO ESCUCHO
[2020:09:10-02:47:10]  (Local) -> (LOCAL)[1]dilan: cuanto cale este carro? XD
[2020:09:10-02:47:12]  (Global) -> (F.A.R.C)Huevardo: oe bala
[2020:09:10-02:47:12]  (Local) -> (LOCAL)[26]GT|~[Beltran-Driftero]: los demas participan
[2020:09:10-02:47:15]  (Global) -> (CT.S)Harol06: Mor
[2020:09:10-02:47:16]  (Local) -> (LOCAL)[25]Judas?Iscariotes: LEEME
[2020:09:10-02:47:16]  (Team - Fuerzas Armadas) -> (TEAM)|S.A.S|C|M/N:  la foto que ?
[2020:09:10-02:47:20]  (Team - Fuerzas Armadas) -> (TEAM)|S.A.S|C|M/N: general
[2020:09:10-02:47:20]  (Global) -> #7F7F7F|CVR|#A9A9A9 SancochoPermaBan: SEBAAAAS
[2020:09:10-02:47:22]  (Phone:SMS) -> From NegroCachondo | To: (CT.S)MAURO | Message: https://discord.gg/XSnVdD
[2020:09:10-02:47:28]  (Local) -> (LOCAL)[24][CAPU]Changua-Curiosa: oal
[2020:09:10-02:47:31]  (Local) -> (LOCAL)[7][S.A.S][C]Royal: ojo las aspas
[2020:09:10-02:47:33]  (Local) -> (LOCAL)[26]#7F7F7F|CVR|#FF7C00 Francine98: cabron
[2020:09:10-02:47:34]  (Local) -> (LOCAL)[26]Judas?Iscariotes: oe
[2020:09:10-02:47:35]  (Global) -> pipiloco69: uy zonas
[2020:09:10-02:47:35]  (Global) -> [DV]CamiloSZ: pereeee
[2020:09:10-02:47:35]  (Global) -> #7F7F7F|CVR|#FF7C00 Kaicer: Llego el más lindo
[2020:09:10-02:47:36]  (Local) -> (LOCAL)[6](CT.S)MAURO: gracias pa
[2020:09:10-02:47:37]  (Local) -> (LOCAL)[25]#7F7F7F|CVR|#FF0000MenteMaestra: adolfo hpp
[2020:09:10-02:47:37]  (Local) -> (LOCAL)[24]GT|~[Beltran-Driftero]: pastor
[2020:09:10-02:47:37]  (Local) -> (LOCAL)[7][S.A.S][C]Royal: suba ps
[2020:09:10-02:47:37]  (Global) -> #7F7F7F|CVR|#FF7C00 Kaicer: De cvr
[2020:09:10-02:47:41]  (Local) -> (LOCAL)[26]Judas?Iscariotes: xdrift nos falta uno
[2020:09:10-02:47:41]  (Local) -> (LOCAL)[1]Diomedes777: que hizoo
[2020:09:10-02:47:41]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: si yo
[2020:09:10-02:47:42]  (Global) -> FlatGrains18: lo voy a dejar libre amigo
[2020:09:10-02:47:44]  (Local) -> (LOCAL)[24]GT|~[Beltran-Driftero]: bajese porfa
[2020:09:10-02:47:44]  (Local) -> (LOCAL)[7][S.A.S][C]JOSN: ESTOY ATRAS
[2020:09:10-02:47:45]  (Local) -> (LOCAL)[3][Z]Tartarus: T2 BIEN
[2020:09:10-02:47:45]  (Global) -> DemonicOuterspace1: llego el mas gay
[2020:09:10-02:47:46]  (Team - Fuerzas Armadas) -> (TEAM)|S.A.S|C|M/N: aaaaaaaaaaaaaaaaaaaa
[2020:09:10-02:47:46]  (Global) -> NegroCachondo: de nada pa
[2020:09:10-02:47:46]  (Global) -> #7F7F7F|CVR|#FF7C00 Kaicer: Ud esta acá hace rato
[2020:09:10-02:47:46]  (Local) -> (LOCAL)[24]GT|~[Beltran-Driftero]: bajesen
[2020:09:10-02:47:49]  (Global) -> Judas?Iscariotes: XDRIFT NOS FALTA UNO POR ENTRAR 
[2020:09:10-02:47:49]  (Global) -> (F.A.R.C)Huevardo: oe bala yo tenia hoy el VIP y ya no lo tengo
[2020:09:10-02:47:50]  (Global) -> #7F7F7F|CVR|#A9A9A9 Balaclava: les falta uno?
[2020:09:10-02:47:52]  (Local) -> (LOCAL)[26]GT|~[SubditoDeSatanas]: bajense
[2020:09:10-02:47:53]  (Local) -> (LOCAL)[2](DV)soplaputas: jajaja
[2020:09:10-02:47:53]  (Local) -> (LOCAL)[25]Judas?Iscariotes: si
[2020:09:10-02:47:55]  (Local) -> (LOCAL)[26]GT|~[SubditoDeSatanas]: de arriba
[2020:09:10-02:47:55]  (Team - Fuerzas Armadas) -> (TEAM)|S.A.S|C|M/N: virgen santisima
[2020:09:10-02:47:55]  (Local) -> (LOCAL)[24]#7F7F7F|CVR|#FF0000MenteMaestra: OLA SEAMOS EKIPO PA
[2020:09:10-02:47:56]  (Global) -> [G]Daniels: ESPERE
[2020:09:10-02:47:57]  (Global) -> FlatGrains18: nesecita que lo llweve
[2020:09:10-02:47:57]  (Local) -> (LOCAL)[26]GT|~[Beltran-Driftero]: se bajan
[2020:09:10-02:48:02]  (Global) -> elLoquito: bajense bobos hps
[2020:09:10-02:48:02]  (Local) -> (LOCAL)[20]GT|~[SubditoDeSatanas]: bajense que no dejan ver
[2020:09:10-02:48:02]  (Local) -> (LOCAL)[2]Diomedes777: q eu hace
[2020:09:10-02:48:04]  (Global) -> (S.AS)(CAD)ANDRES: AMONOS
[2020:09:10-02:48:05]  (Global) -> pipiloco69: vuelelooo
[2020:09:10-02:48:05]  (Local) -> (LOCAL)[0]Diesel: quiero trabajar
[2020:09:10-02:48:05]  (Global) -> Butifarra: Oe bala espere un moemnto q caza ta afk no demora
[2020:09:10-02:48:05]  (Local) -> (LOCAL)[21]GT|~[SubditoDeSatanas]: todo el camino
[2020:09:10-02:48:08]  (Local) -> (LOCAL)[2]YandrixOfYisus(ENP): me encarcelaron y no me quitaron estrellas
[2020:09:10-02:48:09]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 SancochoPermaBan: Esta beneca
[2020:09:10-02:48:09]  (Local) -> (LOCAL)[21]EVG|[CrudoPilotoDrift]: bajese paratco
[2020:09:10-02:48:09]  (Global) -> Haski_Scott: POPEYE
[2020:09:10-02:48:11]  (Local) -> (LOCAL)[20]GT|~[SubditoDeSatanas]: bajense oeeeeee
[2020:09:10-02:48:12]  (Local) -> (LOCAL)[2]TUERTO: TODO BIEN
[2020:09:10-02:48:12]  (Local) -> (LOCAL)[21](CTS)Lil_Paraco666: quieto sapo
[2020:09:10-02:48:13]  (Global) -> #7F7F7F|CVR|#A9A9A9 Balaclava: CHANGUA?
[2020:09:10-02:48:14]  (Local) -> (LOCAL)[18]GT|~[Beltran-Driftero]: parceros, que se bajen
[2020:09:10-02:48:14]  (Global) -> [DV]CamiloSZ: padre nuestro
[2020:09:10-02:48:15]  (Global) -> #7F7F7F|CVR|#A9A9A9 Balaclava: QUIERES PARTICIPAR?
[2020:09:10-02:48:15]  (Local) -> (LOCAL)[19]GT|~[SubditoDeSatanas]: les doy bala?
[2020:09:10-02:48:16]  (Global) -> (S.AS)(CAD)ANDRES: QUE CHIMBA
[2020:09:10-02:48:17]  (Local) -> (LOCAL)[2]Diomedes777: s pai
[2020:09:10-02:48:17]  (Global) -> [$BABY$]Sebls: Buena 
[2020:09:10-02:48:18]  (Global) -> Haski_Scott: POPEYE
[2020:09:10-02:48:18]  (Local) -> (LOCAL)[3](ZETAS)Doggo: OLE
[2020:09:10-02:48:20]  (Local) -> (LOCAL)[1][$BABY$]Sebls: Costeña
[2020:09:10-02:48:21]  (Global) -> elLoquito: xddddddd
[2020:09:10-02:48:22]  (Global) -> MagsayRayas: oe
[2020:09:10-02:48:23]  (Local) -> (LOCAL)[2]TUERTO: QUE BNO
[2020:09:10-02:48:24]  (Local) -> (LOCAL)[2](DV)soplaputas: voy a echar mula un rato
[2020:09:10-02:48:26]  (Global) -> (F.A.R.C)Huevardo: yo quiero
[2020:09:10-02:48:26]  (Global) -> MagsayRayas: tiene pa una skin?
[2020:09:10-02:48:27]  (Local) -> (LOCAL)[25]Orgalor: oeeee
[2020:09:10-02:48:28]  (Global) -> EVG|[CrudoPilotoDrift]: BALA PÁRACO
[2020:09:10-02:48:29]  (Global) -> Judas?Iscariotes: bosnian sube al carro morado
[2020:09:10-02:48:30]  (Local) -> (LOCAL)[25]#7F7F7F|CVR|#A9A9A9 Balaclava: kieres participar?
[2020:09:10-02:48:30]  (Local) -> (LOCAL)[3]Diomedes777: pillamos ahorita
[2020:09:10-02:48:31]  (Global) -> #7F7F7F|CVR|#FF0000Kreator: ey a qien le juego
[2020:09:10-02:48:31]  (Global) -> Martin_Crack04: yoo
[2020:09:10-02:48:31]  (Local) -> (LOCAL)[9][$BABY$]Sebls: Baby carro
[2020:09:10-02:48:31]  (Global) -> Jhaideru_u: ME FALTA 9K
[2020:09:10-02:48:32]  (Global) -> (RCA)GustavoPetro: wow
[2020:09:10-02:48:33]  (Local) -> (LOCAL)[1](ZETAS)Doggo: cogeme
[2020:09:10-02:48:33]  (Local) -> (LOCAL)[3]TUERTO: EH LA BNA HABLAMOS PARSERITOS
[2020:09:10-02:48:34]  (Local) -> (LOCAL)[3](DV)soplaputas: como la tuneo
[2020:09:10-02:48:35]  (Local) -> (LOCAL)[24]Orgalor: bala
[2020:09:10-02:48:36]  (Local) -> (LOCAL)[3]Diomedes777: tambie hare lo smismo
[2020:09:10-02:48:37]  (Global) -> #7F7F7F|CVR|#FF0000Kreator: voy de volante central
[2020:09:10-02:48:38]  (Local) -> (LOCAL)[24][CAPU]Changua-Curiosa: siiiiiiiii
[2020:09:10-02:48:38]  (Global) -> MagsayRayas: vamos se los doy
[2020:09:10-02:48:39]  (Local) -> (LOCAL)[24]GT|~[SubditoDeSatanas]: nooo se suba
[2020:09:10-02:48:39]  (Local) -> (LOCAL)[24]Orgalor: me robaron el carro
[2020:09:10-02:48:40]  (Global) -> (S.AS)(CAD)ANDRES: PA UNA MICION ESTA RE BUENO
[2020:09:10-02:48:42]  (Global) -> (F.A.R.C)Huevardo: siii
[2020:09:10-02:48:43]  (Local) -> (LOCAL)[25]Orgalor: li paraco
[2020:09:10-02:48:43]  (Local) -> (LOCAL)[7][S.A.S][C]Royal: sibite
[2020:09:10-02:48:44]  (Local) -> (LOCAL)[2]Diomedes777: me avisa y vamos a tunearla
[2020:09:10-02:48:45]  (Global) -> Jhaideru_u: uy manito gracias
[2020:09:10-02:48:45]  (Global) -> [CAPU]Pastor_Lopez777: porque
[2020:09:10-02:48:47]  (Local) -> (LOCAL)[25]Orgalor: ivea eso
[2020:09:10-02:48:47]  (Local) -> (LOCAL)[25]FelipeV: q hacemos
[2020:09:10-02:48:48]  (Local) -> (LOCAL)[25]#7F7F7F|CVR|#A9A9A9 Balaclava: Ahora eres perteneciente a ese equipo
[2020:09:10-02:48:50]  (Global) -> EVG|[CrudoPilotoDrift]: BALAAAA PARACO QUITO EL CARRO DE UNO DE NNUESTRO EQUIPO
[2020:09:10-02:48:51]  (Team - Services) -> (TEAM)JuanDa: yo
[2020:09:10-02:48:51]  (Local) -> (LOCAL)[25]GT|~[Beltran-Driftero]: porque no
[2020:09:10-02:48:53]  (Local) -> (LOCAL)[1]Capitanllanerito: sapa
[2020:09:10-02:48:54]  (Global) -> JuanDa: yo
[2020:09:10-02:48:55]  (Local) -> (LOCAL)[25]GT|~[Beltran-Driftero]: y ya parcero
[2020:09:10-02:48:57]  (Local) -> (LOCAL)[25][CAPU]Changua-Curiosa: yo??
[2020:09:10-02:48:57]  (Local) -> (LOCAL)[25]#7F7F7F|CVR|#FF0000MenteMaestra: besarnos
[2020:09:10-02:48:58]  (Local) -> (LOCAL)[25][CAPU]Pastor_Lopez777: lloren
[2020:09:10-02:48:58]  (Global) -> Judas?Iscariotes: XDRIFT CARROS MORADOS
[2020:09:10-02:48:58]  (Local) -> (LOCAL)[1](ZETAS)Doggo: sapa sapuda
[2020:09:10-02:48:59]  (Local) -> (LOCAL)[25]FelipeV: ese hp le presto el pc al hermano
[2020:09:10-02:48:59]  (Local) -> (LOCAL)[7][S.A.S][C]Royal: hacia donde?
[2020:09:10-02:49:00]  (Global) -> EVG|[CrudoPilotoDrift]: BALAAAA PARACO QUITO EL CARRO DE UNO DE NNUESTRO EQUIPO
[2020:09:10-02:49:01]  (Local) -> (LOCAL)[27]FelipeV: ai
[2020:09:10-02:49:01]  (Local) -> (LOCAL)[27]Orgalor: balaaa
[2020:09:10-02:49:05]  (Global) -> SqueamishBush88: hoka
[2020:09:10-02:49:05]  (Global) -> [G]Daniels: FUIMONOS JAJAJAJA
[2020:09:10-02:49:05]  (Local) -> (LOCAL)[7][S.A.S][C]JOSN: meloooo
[2020:09:10-02:49:06]  (Local) -> (LOCAL)[24]bosnian: son rosados
[2020:09:10-02:49:07]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 SancochoPermaBan: AAAAAAAAAAAAAAAAAAAAAH
[2020:09:10-02:49:08]  (Local) -> (LOCAL)[25]#7F7F7F|CVR|#FF0000MenteMaestra: ola
[2020:09:10-02:49:09]  (Global) -> Judas?Iscariotes: XDRIFT CARROS MORADOS
[2020:09:10-02:49:10]  (Local) -> (LOCAL)[1][$BABY$]Sebls: ¿Vamos al evento?
[2020:09:10-02:49:11]  (Global) -> FlatGrains18: vamos
[2020:09:10-02:49:14]  (Local) -> (LOCAL)[27]Orgalor: balaaa
[2020:09:10-02:49:15]  (Local) -> (LOCAL)[25]GT|~[SubditoDeSatanas]: ojo la caga
[2020:09:10-02:49:15]  (Local) -> (LOCAL)[26]#7F7F7F|CVR|#FF0000MenteMaestra: BRODER SEAMOS EKIPO
[2020:09:10-02:49:16]  (Local) -> (LOCAL)[21][CAPU]Pastor_Lopez777: vamos a hacer tropel
[2020:09:10-02:49:17]  (Local) -> (LOCAL)[27]Orgalor: oeee
[2020:09:10-02:49:18]  (Global) -> [DV]CamiloSZ: pongan el himnooo
[2020:09:10-02:49:19]  (Local) -> (LOCAL)[27]GT|~[Beltran-Driftero]: sisis
[2020:09:10-02:49:19]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 SancochoPermaBan: cy
[2020:09:10-02:49:21]  (Local) -> (LOCAL)[27]Orgalor: me robaron el carro
[2020:09:10-02:49:21]  (Local) -> (LOCAL)[25]#7F7F7F|CVR|#FF7C00 Francine98: bala es dáltonico xddd
[2020:09:10-02:49:21]  (Global) -> Haski_Scott: me dieron ganas de matar militares
[2020:09:10-02:49:21]  (Local) -> (LOCAL)[27]#7F7F7F|CVR|#FF0000MenteMaestra: LOS 3
[2020:09:10-02:49:23]  (Local) -> (LOCAL)[22]Megu: voy a ver
[2020:09:10-02:49:23]  (Global) -> Judas?Iscariotes: CHANGUA CURIOSA SUBA AL MORA
[2020:09:10-02:49:24]  (Team - Fuerzas Armadas) -> (TEAM)|S.A.S|C|M/N: hpta en primera persona
[2020:09:10-02:49:25]  (Local) -> (LOCAL)[1]Capitanllanerito: me avisa cuando salga sapa
[2020:09:10-02:49:27]  (Global) -> #7F7F7F|CVR|#FF0000Kreator: parce le voy a hablar sin rodeos
[2020:09:10-02:49:28]  (Global) -> (F.A.R.C)Huevardo: bala yo hoy tenia el VIP y me sali y entre y no lo tengo
[2020:09:10-02:49:28]  (Local) -> (LOCAL)[27]Orgalor: me lo volvio mierda
[2020:09:10-02:49:29]  (Local) -> (LOCAL)[7][S.A.S][C]JOSN: el himno que estoy grabando
[2020:09:10-02:49:31]  (Local) -> (LOCAL)[2](ZETAS)Doggo: hagale sapa
[2020:09:10-02:49:33]  (Global) -> GT|~[Beltran-Driftero]: ya
[2020:09:10-02:49:35]  (Local) -> (LOCAL)[27]#7F7F7F|CVR|#FF0000MenteMaestra: ajajj jajaj ajey sacate un carro del vip
[2020:09:10-02:49:42]  (Local) -> (LOCAL)[18]GT|~[Beltran-Driftero]: oes, estos de capu
[2020:09:10-02:49:43]  (Local) -> (LOCAL)[25]#7F7F7F|CVR|#FF0000MenteMaestra: ajjjajaa
[2020:09:10-02:49:46]  (Global) -> Haski_Scott: me dieron ganas de matar militares
[2020:09:10-02:49:46]  (Global) -> (S.AS)(CAD)ANDRES: PADONDE VAMOS
[2020:09:10-02:49:47]  (Global) -> MagsayRayas: perem ya le paso la plata
[2020:09:10-02:49:48]  (Local) -> (LOCAL)[19]GT|~[Beltran-Driftero]: estan que joden
[2020:09:10-02:49:48]  (Global) -> Judas?Iscariotes: CHANGUA CURIOSA SUBA AL MORADO
[2020:09:10-02:49:51]  (Local) -> (LOCAL)[24]Orgalor: gracias bb
[2020:09:10-02:49:52]  (Global) -> #7F7F7F|CVR|#FF0000MenteMaestra: escuche ese tema
[2020:09:10-02:49:56]  (Local) -> (LOCAL)[23]GT|~[Beltran-Driftero]: el pastor lopez77
[2020:09:10-02:49:57]  (Local) -> (LOCAL)[2](DV)ESCOBAR: gracias
[2020:09:10-02:49:58]  (Local) -> (LOCAL)[24]Judas?Iscariotes: LPM
[2020:09:10-02:49:58]  (Local) -> (LOCAL)[2][C.T.S]ELVIEJOJUANCHO: pollo
[2020:09:10-02:50:00]  (Local) -> (LOCAL)[2][Z]Tartarus: DE NADA BRO
[2020:09:10-02:50:00]  (Local) -> (LOCAL)[23]GT|~[Beltran-Driftero]: y otro bobo
[2020:09:10-02:50:02]  (Local) -> (LOCAL)[23]GT|~[SubditoDeSatanas]: tenia c4
[2020:09:10-02:50:02]  (Global) -> [Z]Danielz: buenas no estan haciendo un evento en este momento?
[2020:09:10-02:50:03]  (Global) -> dilan: ?
[2020:09:10-02:50:04]  (Local) -> (LOCAL)[6](CT.S)pablito2100: SALGA HP DV
[2020:09:10-02:50:04]  (Local) -> (LOCAL)[3][C.T.S]ELVIEJOJUANCHO: cuanto cuesta este carrito
[2020:09:10-02:50:07]  (Local) -> (LOCAL)[2][CAPU]Changua-Curiosa: a
[2020:09:10-02:50:10]  (Global) -> MagsayRayas: ya
[2020:09:10-02:50:10]  (Local) -> (LOCAL)[1](DV)ESCOBAR: tienes whatsapp
[2020:09:10-02:50:12]  (Global) -> #7F7F7F|CVR|#A9A9A9 Balaclava: Vayan a la meta
[2020:09:10-02:50:12]  (Global) -> |DV|Carding999: vamos
[2020:09:10-02:50:13]  (Global) -> [C.T.S]ELVIEJOJUANCHO: tas pesao
[2020:09:10-02:50:14]  (Global) -> Jhaideru_u: gracias mano 
[2020:09:10-02:50:14]  (Local) -> (LOCAL)[1][Z]Tartarus: sisas
[2020:09:10-02:50:18]  (Local) -> (LOCAL)[1](DV)ESCOBAR: demlo
[2020:09:10-02:50:19]  (Local) -> (LOCAL)[1](CT.S)pablito2100: MIRA
[2020:09:10-02:50:20]  (Global) -> MagsayRayas: vaya comprese su skin
[2020:09:10-02:50:20]  (Global) -> elLoquito: xd
[2020:09:10-02:50:20]  (Local) -> (LOCAL)[24]Judas?Iscariotes: KANA
[2020:09:10-02:50:25]  (Global) -> Jhaideru_u: espere voy al banco tengo la plata allo 
[2020:09:10-02:50:25]  (Local) -> (LOCAL)[24]Judas?Iscariotes: SUBA AL CARRO PS
[2020:09:10-02:50:27]  (Local) -> (LOCAL)[20]GT|~[Beltran-Driftero]: melo
[2020:09:10-02:50:27]  (Global) -> #7F7F7F|CVR|#A9A9A9 Balaclava: saquen un bafle aguno de ustedes
[2020:09:10-02:50:29]  (Local) -> (LOCAL)[24]Judas?Iscariotes: AL OTRO
[2020:09:10-02:50:29]  (Local) -> (LOCAL)[1][Z]Tartarus: 310 399 6106
[2020:09:10-02:50:29]  (Global) -> Jhaideru_u: si?
[2020:09:10-02:50:30]  (Local) -> (LOCAL)[20]GT|~[Beltran-Driftero]: haber
[2020:09:10-02:50:31]  (Global) -> #7F7F7F|CVR|#A9A9A9 Balaclava: para que se me escuche la voz aka
[2020:09:10-02:50:32]  (Global) -> [$BABY$]Sebls: Ay gono JAJAJAJ
[2020:09:10-02:50:32]  (Local) -> (LOCAL)[1](CT.S)pablito2100: quitate dv o vas a tener muchos problemas
[2020:09:10-02:50:33]  (Global) -> (S.AS)(CAD)ANDRES: EJECITO NACIONAL
[2020:09:10-02:50:34]  (Global) -> #7F7F7F|CVR|#A9A9A9 Balaclava: XD
[2020:09:10-02:50:37]  (Local) -> (LOCAL)[24]Judas?Iscariotes: AL OTRO CARRO RAPIDO
[2020:09:10-02:50:38]  (Global) -> MagsayRayas: espera
[2020:09:10-02:50:38]  (Global) -> Haski_Scott: me dieron ganas de matar militares
[2020:09:10-02:50:41]  (Local) -> (LOCAL)[19]GT|~[Beltran-Driftero]: yaya
[2020:09:10-02:50:42]  (Local) -> (LOCAL)[23]GT|Cheverry: espere me pongo el caso
[2020:09:10-02:50:42]  (Global) -> [DV]CamiloSZ: DIOS Y PATRIA
[2020:09:10-02:50:45]  (Local) -> (LOCAL)[18]GT|~[Beltran-Driftero]: que tengo que ir a cvomer
[2020:09:10-02:50:46]  (Local) -> (LOCAL)[20]GT|~[Beltran-Driftero]: aaaaaaaa
[2020:09:10-02:50:48]  (Global) -> #7F7F7F|CVR|#FF0000Kreator: uy pa
[2020:09:10-02:50:49]  (Local) -> (LOCAL)[24]GT|Cheverry: espere me pongo el caso
[2020:09:10-02:50:51]  (Local) -> (LOCAL)[3][Z]Tartarus: 310 399 6106
[2020:09:10-02:50:51]  (Global) -> #7F7F7F|CVR|#FF0000Kreator: qn le pego ese calvazo
